Date,Year,Quarter,Nationality,Region,Sex,Appeals lodged
2016-04-01,2016,2,Libya,Africa North,Male,30
2016-04-01,2016,2,Lithuania,EU 8,Male,1
2016-04-01,2016,2,Malawi,Africa Sub-Saharan,Female,5
2016-04-01,2016,2,Malawi,Africa Sub-Saharan,Male,1
2016-04-01,2016,2,Malaysia,Asia South East,Female,4
2016-04-01,2016,2,Malaysia,Asia South East,Male,2
2016-04-01,2016,2,Mauritius,Africa Sub-Saharan,Male,3
2016-04-01,2016,2,Mexico,America Central and South,Female,1
2016-04-01,2016,2,Mexico,America Central and South,Male,1
2016-04-01,2016,2,Mongolia,Asia East,Male,2
2016-04-01,2016,2,Morocco,Africa North,Female,1
2016-04-01,2016,2,Morocco,Africa North,Male,5
2016-04-01,2016,2,Nepal,Asia South,Female,3
2016-04-01,2016,2,Nepal,Asia South,Male,6
2016-04-01,2016,2,Nigeria,Africa Sub-Saharan,Female,48
2016-04-01,2016,2,Nigeria,Africa Sub-Saharan,Male,34
2016-04-01,2016,2,Occupied Palestinian Territories,Middle East,Female,1
2016-04-01,2016,2,Occupied Palestinian Territories,Middle East,Male,3
2016-04-01,2016,2,Other and unknown,Other,Male,1
2016-04-01,2016,2,Pakistan,Asia South,Female,67
2016-04-01,2016,2,Pakistan,Asia South,Male,199
2016-04-01,2016,2,Philippines,Asia South East,Female,3
2016-04-01,2016,2,Philippines,Asia South East,Male,2
2016-04-01,2016,2,Poland,EU 8,Male,1
2016-04-01,2016,2,Refugee,Other,Female,3
2016-04-01,2016,2,Refugee,Other,Male,28
2016-04-01,2016,2,Russia,Europe Other,Female,3
2016-04-01,2016,2,Russia,Europe Other,Male,5
2016-04-01,2016,2,Senegal,Africa Sub-Saharan,Female,1
2016-04-01,2016,2,Senegal,Africa Sub-Saharan,Male,4
2016-04-01,2016,2,Sierra Leone,Africa Sub-Saharan,Female,1
2016-04-01,2016,2,Sierra Leone,Africa Sub-Saharan,Male,4
2016-04-01,2016,2,Somalia,Africa Sub-Saharan,Female,13
2016-04-01,2016,2,Somalia,Africa Sub-Saharan,Male,28
2016-04-01,2016,2,South Africa,Africa Sub-Saharan,Female,2
2016-04-01,2016,2,South Africa,Africa Sub-Saharan,Male,2
2016-04-01,2016,2,Sri Lanka,Asia South,Female,40
2016-04-01,2016,2,Sri Lanka,Asia South,Male,124
2016-04-01,2016,2,St. Lucia,America Central and South,Female,1
2016-04-01,2016,2,St. Lucia,America Central and South,Male,1
2016-04-01,2016,2,Stateless,Other,Female,6
2016-04-01,2016,2,Stateless,Other,Male,19
2016-04-01,2016,2,Sudan,Africa North,Female,2
2016-04-01,2016,2,Sudan,Africa North,Male,41
2016-04-01,2016,2,Swaziland,Africa Sub-Saharan,Female,1
2016-04-01,2016,2,Syria,Middle East,Female,4
2016-04-01,2016,2,Syria,Middle East,Male,53
2016-04-01,2016,2,Tanzania,Africa Sub-Saharan,Female,1
2016-04-01,2016,2,Tanzania,Africa Sub-Saharan,Male,6
2016-04-01,2016,2,Thailand,Asia South East,Female,1
2016-04-01,2016,2,Trinidad and Tobago,America Central and South,Female,1
2016-04-01,2016,2,Trinidad and Tobago,America Central and South,Male,1
2016-04-01,2016,2,Tunisia,Africa North,Female,2
2016-04-01,2016,2,Tunisia,Africa North,Male,4
2016-04-01,2016,2,Turkey,Europe Other,Female,10
2016-04-01,2016,2,Turkey,Europe Other,Male,33
2016-04-01,2016,2,Uganda,Africa Sub-Saharan,Female,17
2016-04-01,2016,2,Uganda,Africa Sub-Saharan,Male,12
2016-04-01,2016,2,Ukraine,Europe Other,Male,10
2016-04-01,2016,2,Uzbekistan,Asia Central,Female,2
2016-04-01,2016,2,Uzbekistan,Asia Central,Male,1
2016-04-01,2016,2,Venezuela,America Central and South,Female,1
2016-04-01,2016,2,Vietnam,Asia South East,Female,11
2016-04-01,2016,2,Vietnam,Asia South East,Male,24
2016-04-01,2016,2,Yemen,Middle East,Female,2
2016-04-01,2016,2,Yemen,Middle East,Male,9
2016-04-01,2016,2,Zambia,Africa Sub-Saharan,Female,3
2016-04-01,2016,2,Zambia,Africa Sub-Saharan,Male,2
2016-04-01,2016,2,Zimbabwe,Africa Sub-Saharan,Female,19
2016-04-01,2016,2,Zimbabwe,Africa Sub-Saharan,Male,13
2016-07-01,2016,3,Afghanistan,Asia Central,Female,22
2016-07-01,2016,3,Afghanistan,Asia Central,Male,196
2016-07-01,2016,3,Albania,Europe Other,Female,50
2016-07-01,2016,3,Albania,Europe Other,Male,55
2016-07-01,2016,3,Algeria,Africa North,Female,3
2016-07-01,2016,3,Algeria,Africa North,Male,14
2016-07-01,2016,3,Angola,Africa Sub-Saharan,Female,1
2016-07-01,2016,3,Angola,Africa Sub-Saharan,Male,2
2016-07-01,2016,3,Azerbaijan,Europe Other,Female,1
2016-07-01,2016,3,Bahrain,Middle East,Male,1
2016-07-01,2016,3,Bangladesh,Asia South,Female,24
2016-07-01,2016,3,Bangladesh,Asia South,Male,212
2016-07-01,2016,3,Botswana,Africa Sub-Saharan,Female,1
2016-07-01,2016,3,Brazil,America Central and South,Female,1
2016-07-01,2016,3,Brazil,America Central and South,Male,1
2016-07-01,2016,3,Burma,Asia South East,Female,1
2016-07-01,2016,3,Burma,Asia South East,Male,9
2016-07-01,2016,3,Burundi,Africa Sub-Saharan,Male,1
2016-07-01,2016,3,Cameroon,Africa Sub-Saharan,Female,7
2016-07-01,2016,3,Cameroon,Africa Sub-Saharan,Male,10
2016-07-01,2016,3,China,Asia East,Female,37
2016-07-01,2016,3,China,Asia East,Male,28
2016-07-01,2016,3,Congo,Africa Sub-Saharan,Female,1
2016-07-01,2016,3,Congo,Africa Sub-Saharan,Male,3
2016-07-01,2016,3,Congo (Democratic Republic),Africa Sub-Saharan,Female,14
2016-07-01,2016,3,Congo (Democratic Republic),Africa Sub-Saharan,Male,9
2016-07-01,2016,3,Dominican Republic,America Central and South,Male,1
2016-07-01,2016,3,Egypt,Africa North,Female,4
2016-07-01,2016,3,Egypt,Africa North,Male,24
2016-07-01,2016,3,El Salvador,America Central and South,Female,1
2016-07-01,2016,3,El Salvador,America Central and South,Male,3
2016-07-01,2016,3,Eritrea,Africa Sub-Saharan,Female,38
2016-07-01,2016,3,Eritrea,Africa Sub-Saharan,Male,176
2016-07-01,2016,3,Ethiopia,Africa Sub-Saharan,Female,13
2016-07-01,2016,3,Ethiopia,Africa Sub-Saharan,Male,24
2016-07-01,2016,3,"Gambia, The",Africa Sub-Saharan,Female,9
2016-07-01,2016,3,"Gambia, The",Africa Sub-Saharan,Male,9
2016-07-01,2016,3,Georgia,Europe Other,Female,2
2016-07-01,2016,3,Georgia,Europe Other,Male,1
2016-07-01,2016,3,Ghana,Africa Sub-Saharan,Female,8
2016-07-01,2016,3,Ghana,Africa Sub-Saharan,Male,11
2016-07-01,2016,3,Guinea,Africa Sub-Saharan,Male,2
2016-07-01,2016,3,Guinea-Bissau,Africa Sub-Saharan,Female,1
2016-07-01,2016,3,Guyana,America Central and South,Female,1
2016-07-01,2016,3,India,Asia South,Female,27
2016-07-01,2016,3,India,Asia South,Male,22
2016-07-01,2016,3,Indonesia,Asia South East,Male,1
2016-07-01,2016,3,Iran,Middle East,Female,49
2016-07-01,2016,3,Iran,Middle East,Male,582
2016-07-01,2016,3,Iraq,Middle East,Female,48
2016-07-01,2016,3,Iraq,Middle East,Male,347
2016-07-01,2016,3,Israel,Middle East,Male,1
2016-07-01,2016,3,Ivory Coast,Africa Sub-Saharan,Female,2
2016-07-01,2016,3,Ivory Coast,Africa Sub-Saharan,Male,2
2016-07-01,2016,3,Jamaica,America Central and South,Female,6
2016-07-01,2016,3,Jamaica,America Central and South,Male,11
2016-07-01,2016,3,Japan,Asia East,Female,1
2016-07-01,2016,3,Jordan,Middle East,Male,1
2016-07-01,2016,3,Kenya,Africa Sub-Saharan,Female,9
2016-07-01,2016,3,Kosovo,Europe Other,Male,1
2016-07-01,2016,3,Kuwait,Middle East,Male,5
2016-07-01,2016,3,Lebanon,Middle East,Female,3
2016-07-01,2016,3,Lebanon,Middle East,Male,9
2016-07-01,2016,3,Libya,Africa North,Female,6
2016-07-01,2016,3,Libya,Africa North,Male,35
2016-07-01,2016,3,Macedonia,Europe Other,Male,1
2016-07-01,2016,3,Malawi,Africa Sub-Saharan,Female,4
2016-07-01,2016,3,Malawi,Africa Sub-Saharan,Male,2
2016-07-01,2016,3,Malaysia,Asia South East,Female,1
2016-07-01,2016,3,Malaysia,Asia South East,Male,2
2016-07-01,2016,3,Mali,Africa Sub-Saharan,Male,1
2016-07-01,2016,3,Mauritius,Africa Sub-Saharan,Female,2
2016-07-01,2016,3,Mauritius,Africa Sub-Saharan,Male,2
2016-07-01,2016,3,Mexico,America Central and South,Male,1
2016-07-01,2016,3,Moldova,Europe Other,Male,1
2016-07-01,2016,3,Mongolia,Asia East,Female,1
2016-07-01,2016,3,Morocco,Africa North,Female,5
2016-07-01,2016,3,Morocco,Africa North,Male,4
2016-07-01,2016,3,Namibia,Africa Sub-Saharan,Female,3
2016-07-01,2016,3,Nepal,Asia South,Female,6
2016-07-01,2016,3,Nepal,Asia South,Male,4
2016-07-01,2016,3,Nigeria,Africa Sub-Saharan,Female,57
2016-07-01,2016,3,Nigeria,Africa Sub-Saharan,Male,49
2016-07-01,2016,3,Occupied Palestinian Territories,Middle East,Female,4
2016-07-01,2016,3,Occupied Palestinian Territories,Middle East,Male,8
2016-07-01,2016,3,Other and unknown,Other,Male,1
2016-07-01,2016,3,Pakistan,Asia South,Female,62
2016-07-01,2016,3,Pakistan,Asia South,Male,247
2016-07-01,2016,3,Philippines,Asia South East,Female,7
2016-07-01,2016,3,Philippines,Asia South East,Male,1
2016-07-01,2016,3,Poland,EU 8,Male,2
2016-07-01,2016,3,Refugee,Other,Female,3
2016-07-01,2016,3,Refugee,Other,Male,22
2016-07-01,2016,3,Russia,Europe Other,Male,2
2016-07-01,2016,3,Rwanda,Africa Sub-Saharan,Female,1
2016-07-01,2016,3,Rwanda,Africa Sub-Saharan,Male,2
2016-07-01,2016,3,Saudi Arabia,Middle East,Male,2
2016-07-01,2016,3,Senegal,Africa Sub-Saharan,Male,2
2016-07-01,2016,3,Sierra Leone,Africa Sub-Saharan,Female,3
2016-07-01,2016,3,Sierra Leone,Africa Sub-Saharan,Male,1
2016-07-01,2016,3,Somalia,Africa Sub-Saharan,Female,8
2016-07-01,2016,3,Somalia,Africa Sub-Saharan,Male,20
2016-07-01,2016,3,South Africa,Africa Sub-Saharan,Female,1
2016-07-01,2016,3,South Africa,Africa Sub-Saharan,Male,2
2016-07-01,2016,3,Sri Lanka,Asia South,Female,33
2016-07-01,2016,3,Sri Lanka,Asia South,Male,129
2016-07-01,2016,3,St. Lucia,America Central and South,Female,1
2016-07-01,2016,3,St. Vincent and the Grenadines,America Central and South,Female,1
2016-07-01,2016,3,St. Vincent and the Grenadines,America Central and South,Male,2
2016-07-01,2016,3,Stateless,Other,Female,2
2016-07-01,2016,3,Stateless,Other,Male,17
2016-07-01,2016,3,Sudan,Africa North,Female,4
2016-07-01,2016,3,Sudan,Africa North,Male,13
2016-07-01,2016,3,Swaziland,Africa Sub-Saharan,Female,1
2016-07-01,2016,3,Swaziland,Africa Sub-Saharan,Male,1
2016-07-01,2016,3,Syria,Middle East,Female,3
2016-07-01,2016,3,Syria,Middle East,Male,17
2016-07-01,2016,3,Tanzania,Africa Sub-Saharan,Female,3
2016-07-01,2016,3,Tanzania,Africa Sub-Saharan,Male,2
2016-07-01,2016,3,Thailand,Asia South East,Female,1
2016-07-01,2016,3,Togo,Africa Sub-Saharan,Male,1
2016-07-01,2016,3,Trinidad and Tobago,America Central and South,Male,2
2016-07-01,2016,3,Tunisia,Africa North,Female,2
2016-07-01,2016,3,Tunisia,Africa North,Male,3
2016-07-01,2016,3,Turkey,Europe Other,Female,8
2016-07-01,2016,3,Turkey,Europe Other,Male,22
2016-07-01,2016,3,Turkmenistan,Asia Central,Female,3
2016-07-01,2016,3,Turkmenistan,Asia Central,Male,1
2016-07-01,2016,3,Uganda,Africa Sub-Saharan,Female,20
2016-07-01,2016,3,Uganda,Africa Sub-Saharan,Male,8
2016-07-01,2016,3,Ukraine,Europe Other,Female,1
2016-07-01,2016,3,Ukraine,Europe Other,Male,8
2016-07-01,2016,3,Vietnam,Asia South East,Female,9
2016-07-01,2016,3,Vietnam,Asia South East,Male,25
2016-07-01,2016,3,Yemen,Middle East,Female,2
2016-07-01,2016,3,Yemen,Middle East,Male,4
2016-07-01,2016,3,Zambia,Africa Sub-Saharan,Female,3
2016-07-01,2016,3,Zambia,Africa Sub-Saharan,Male,2
2016-07-01,2016,3,Zimbabwe,Africa Sub-Saharan,Female,25
2016-07-01,2016,3,Zimbabwe,Africa Sub-Saharan,Male,15
2016-10-01,2016,4,Afghanistan,Asia Central,Female,23
2016-10-01,2016,4,Afghanistan,Asia Central,Male,214
2016-10-01,2016,4,Albania,Europe Other,Female,44
2016-10-01,2016,4,Albania,Europe Other,Male,62
2016-10-01,2016,4,Algeria,Africa North,Female,2
2016-10-01,2016,4,Algeria,Africa North,Male,16
2016-10-01,2016,4,Angola,Africa Sub-Saharan,Female,2
2016-10-01,2016,4,Angola,Africa Sub-Saharan,Male,3
2016-10-01,2016,4,Armenia,Europe Other,Male,1
2016-10-01,2016,4,Azerbaijan,Europe Other,Male,2
2016-10-01,2016,4,Bangladesh,Asia South,Female,18
2016-10-01,2016,4,Bangladesh,Asia South,Male,190
2016-10-01,2016,4,Benin,Africa Sub-Saharan,Male,1
2016-10-01,2016,4,Bhutan,Asia South,Male,1
2016-10-01,2016,4,Bolivia,America Central and South,Male,1
2016-10-01,2016,4,Botswana,Africa Sub-Saharan,Female,1
2016-10-01,2016,4,Burkina,Africa Sub-Saharan,Male,2
2016-10-01,2016,4,Burma,Asia South East,Female,1
2016-10-01,2016,4,Burma,Asia South East,Male,6
2016-10-01,2016,4,Burundi,Africa Sub-Saharan,Female,2
2016-10-01,2016,4,Burundi,Africa Sub-Saharan,Male,1
2016-10-01,2016,4,Cameroon,Africa Sub-Saharan,Female,12
2016-10-01,2016,4,Cameroon,Africa Sub-Saharan,Male,14
2016-10-01,2016,4,China,Asia East,Female,36
2016-10-01,2016,4,China,Asia East,Male,31
2016-10-01,2016,4,Congo,Africa Sub-Saharan,Female,2
2016-10-01,2016,4,Congo,Africa Sub-Saharan,Male,1
2016-10-01,2016,4,Congo (Democratic Republic),Africa Sub-Saharan,Female,3
2016-10-01,2016,4,Congo (Democratic Republic),Africa Sub-Saharan,Male,13
2016-10-01,2016,4,Czech Republic,EU 8,Male,1
2016-10-01,2016,4,Egypt,Africa North,Female,4
2016-10-01,2016,4,Egypt,Africa North,Male,33
2016-10-01,2016,4,El Salvador,America Central and South,Female,2
2016-10-01,2016,4,El Salvador,America Central and South,Male,2
2016-10-01,2016,4,Eritrea,Africa Sub-Saharan,Female,75
2016-10-01,2016,4,Eritrea,Africa Sub-Saharan,Male,211
2016-10-01,2016,4,Ethiopia,Africa Sub-Saharan,Female,10
2016-10-01,2016,4,Ethiopia,Africa Sub-Saharan,Male,17
2016-10-01,2016,4,"Gambia, The",Africa Sub-Saharan,Female,14
2016-10-01,2016,4,"Gambia, The",Africa Sub-Saharan,Male,15
2016-10-01,2016,4,Georgia,Europe Other,Female,2
2016-10-01,2016,4,Georgia,Europe Other,Male,4
2016-10-01,2016,4,Ghana,Africa Sub-Saharan,Female,11
2016-10-01,2016,4,Ghana,Africa Sub-Saharan,Male,11
2016-10-01,2016,4,Guinea,Africa Sub-Saharan,Female,2
2016-10-01,2016,4,Guinea,Africa Sub-Saharan,Male,1
2016-10-01,2016,4,Guyana,America Central and South,Female,1
2016-10-01,2016,4,India,Asia South,Female,23
2016-10-01,2016,4,India,Asia South,Male,15
2016-10-01,2016,4,Indonesia,Asia South East,Female,1
2016-10-01,2016,4,Iran,Middle East,Female,43
2016-10-01,2016,4,Iran,Middle East,Male,446
2016-10-01,2016,4,Iraq,Middle East,Female,42
2016-10-01,2016,4,Iraq,Middle East,Male,279
2016-10-01,2016,4,Ivory Coast,Africa Sub-Saharan,Male,5
2016-10-01,2016,4,Jamaica,America Central and South,Female,9
2016-10-01,2016,4,Jamaica,America Central and South,Male,5
2016-10-01,2016,4,Jordan,Middle East,Male,2
2016-10-01,2016,4,Kenya,Africa Sub-Saharan,Female,5
2016-10-01,2016,4,Kenya,Africa Sub-Saharan,Male,3
2016-10-01,2016,4,Kosovo,Europe Other,Female,1
2016-10-01,2016,4,Kuwait,Middle East,Male,9
2016-10-01,2016,4,Kyrgyzstan,Asia Central,Female,1
2016-10-01,2016,4,Lebanon,Middle East,Female,2
2016-10-01,2016,4,Lebanon,Middle East,Male,6
2016-10-01,2016,4,Libya,Africa North,Female,6
2016-10-01,2016,4,Libya,Africa North,Male,22
2016-10-01,2016,4,Malawi,Africa Sub-Saharan,Female,8
2016-10-01,2016,4,Malawi,Africa Sub-Saharan,Male,1
2016-10-01,2016,4,Malaysia,Asia South East,Female,6
2016-10-01,2016,4,Malaysia,Asia South East,Male,3
2016-10-01,2016,4,Mauritius,Africa Sub-Saharan,Female,3
2016-10-01,2016,4,Mexico,America Central and South,Female,1
2016-10-01,2016,4,Mexico,America Central and South,Male,2
2016-10-01,2016,4,Mongolia,Asia East,Male,1
2016-10-01,2016,4,Morocco,Africa North,Female,5
2016-10-01,2016,4,Morocco,Africa North,Male,4
2016-10-01,2016,4,Mozambique,Africa Sub-Saharan,Female,1
2016-10-01,2016,4,Namibia,Africa Sub-Saharan,Female,1
2016-10-01,2016,4,Nepal,Asia South,Female,3
2016-10-01,2016,4,Nepal,Asia South,Male,4
2016-10-01,2016,4,Nicaragua,America Central and South,Male,1
2016-10-01,2016,4,Nigeria,Africa Sub-Saharan,Female,78
2016-10-01,2016,4,Nigeria,Africa Sub-Saharan,Male,45
2016-10-01,2016,4,Occupied Palestinian Territories,Middle East,Female,2
2016-10-01,2016,4,Occupied Palestinian Territories,Middle East,Male,8
2016-10-01,2016,4,Pakistan,Asia South,Female,65
2016-10-01,2016,4,Pakistan,Asia South,Male,247
2016-10-01,2016,4,Philippines,Asia South East,Female,5
2016-10-01,2016,4,Poland,EU 8,Male,1
2016-10-01,2016,4,Refugee,Other,Female,5
2016-10-01,2016,4,Refugee,Other,Male,25
2016-10-01,2016,4,Russia,Europe Other,Male,7
2016-10-01,2016,4,Rwanda,Africa Sub-Saharan,Female,2
2016-10-01,2016,4,Rwanda,Africa Sub-Saharan,Male,2
2016-10-01,2016,4,Saudi Arabia,Middle East,Female,1
2016-10-01,2016,4,Senegal,Africa Sub-Saharan,Male,2
2016-10-01,2016,4,Serbia,Europe Other,Male,1
2016-10-01,2016,4,Seychelles,Africa Sub-Saharan,Male,1
2016-10-01,2016,4,Sierra Leone,Africa Sub-Saharan,Female,4
2016-10-01,2016,4,Sierra Leone,Africa Sub-Saharan,Male,2
2016-10-01,2016,4,Somalia,Africa Sub-Saharan,Female,14
2016-10-01,2016,4,Somalia,Africa Sub-Saharan,Male,28
2016-10-01,2016,4,South Africa,Africa Sub-Saharan,Female,3
2016-10-01,2016,4,South Africa,Africa Sub-Saharan,Male,1
2016-10-01,2016,4,Sri Lanka,Asia South,Female,23
2016-10-01,2016,4,Sri Lanka,Asia South,Male,104
2016-10-01,2016,4,St. Kitts and Nevis,America Central and South,Male,1
2016-10-01,2016,4,St. Lucia,America Central and South,Male,1
2016-10-01,2016,4,Stateless,Other,Female,5
2016-10-01,2016,4,Stateless,Other,Male,33
2016-10-01,2016,4,Sudan,Africa North,Female,5
2016-10-01,2016,4,Sudan,Africa North,Male,23
2016-10-01,2016,4,Swaziland,Africa Sub-Saharan,Female,1
2016-10-01,2016,4,Swaziland,Africa Sub-Saharan,Male,1
2016-10-01,2016,4,Syria,Middle East,Female,1
2016-10-01,2016,4,Syria,Middle East,Male,20
2016-10-01,2016,4,Tanzania,Africa Sub-Saharan,Male,1
2016-10-01,2016,4,Thailand,Asia South East,Female,1
2016-10-01,2016,4,Thailand,Asia South East,Male,1
2016-10-01,2016,4,Trinidad and Tobago,America Central and South,Female,1
2016-10-01,2016,4,Trinidad and Tobago,America Central and South,Male,2
2016-10-01,2016,4,Tunisia,Africa North,Female,1
2016-10-01,2016,4,Tunisia,Africa North,Male,2
2016-10-01,2016,4,Turkey,Europe Other,Female,4
2016-10-01,2016,4,Turkey,Europe Other,Male,45
2016-10-01,2016,4,Turkmenistan,Asia Central,Female,1
2016-10-01,2016,4,Uganda,Africa Sub-Saharan,Female,8
2016-10-01,2016,4,Uganda,Africa Sub-Saharan,Male,7
2016-10-01,2016,4,Ukraine,Europe Other,Female,3
2016-10-01,2016,4,Ukraine,Europe Other,Male,10
2016-10-01,2016,4,United States,America North,Male,1
2016-10-01,2016,4,Uzbekistan,Asia Central,Male,2
2016-10-01,2016,4,Vietnam,Asia South East,Female,12
2016-10-01,2016,4,Vietnam,Asia South East,Male,25
2016-10-01,2016,4,Yemen,Middle East,Female,4
2016-10-01,2016,4,Yemen,Middle East,Male,3
2016-10-01,2016,4,Zambia,Africa Sub-Saharan,Male,1
2016-10-01,2016,4,Zimbabwe,Africa Sub-Saharan,Female,23
2016-10-01,2016,4,Zimbabwe,Africa Sub-Saharan,Male,18
2017-01-01,2017,1,Afghanistan,Asia Central,Female,22
2017-01-01,2017,1,Afghanistan,Asia Central,Male,195
2017-01-01,2017,1,Albania,Europe Other,Female,33
2017-01-01,2017,1,Albania,Europe Other,Male,51
2017-01-01,2017,1,Algeria,Africa North,Female,8
2017-01-01,2017,1,Algeria,Africa North,Male,4
2017-01-01,2017,1,Angola,Africa Sub-Saharan,Male,4
2017-01-01,2017,1,Argentina,America Central and South,Female,1
2017-01-01,2017,1,Armenia,Europe Other,Female,2
2017-01-01,2017,1,Armenia,Europe Other,Male,2
2017-01-01,2017,1,Azerbaijan,Europe Other,Female,1
2017-01-01,2017,1,Azerbaijan,Europe Other,Male,1
2017-01-01,2017,1,Bangladesh,Asia South,Female,37
2017-01-01,2017,1,Bangladesh,Asia South,Male,182
2017-01-01,2017,1,Benin,Africa Sub-Saharan,Male,1
2017-01-01,2017,1,Botswana,Africa Sub-Saharan,Female,1
2017-01-01,2017,1,Botswana,Africa Sub-Saharan,Male,2
2017-01-01,2017,1,Burkina,Africa Sub-Saharan,Male,2
2017-01-01,2017,1,Burma,Asia South East,Female,2
2017-01-01,2017,1,Burma,Asia South East,Male,5
2017-01-01,2017,1,Burundi,Africa Sub-Saharan,Male,3
2017-01-01,2017,1,Cameroon,Africa Sub-Saharan,Female,12
2017-01-01,2017,1,Cameroon,Africa Sub-Saharan,Male,13
2017-01-01,2017,1,China,Asia East,Female,36
2017-01-01,2017,1,China,Asia East,Male,26
2017-01-01,2017,1,Colombia,America Central and South,Female,1
2017-01-01,2017,1,Colombia,America Central and South,Male,2
2017-01-01,2017,1,Congo,Africa Sub-Saharan,Female,3
2017-01-01,2017,1,Congo,Africa Sub-Saharan,Male,1
2017-01-01,2017,1,Congo (Democratic Republic),Africa Sub-Saharan,Female,15
2017-01-01,2017,1,Congo (Democratic Republic),Africa Sub-Saharan,Male,12
2017-01-01,2017,1,Egypt,Africa North,Female,2
2017-01-01,2017,1,Egypt,Africa North,Male,50
2017-01-01,2017,1,El Salvador,America Central and South,Female,3
2017-01-01,2017,1,El Salvador,America Central and South,Male,4
2017-01-01,2017,1,Eritrea,Africa Sub-Saharan,Female,54
2017-01-01,2017,1,Eritrea,Africa Sub-Saharan,Male,64
2017-01-01,2017,1,Ethiopia,Africa Sub-Saharan,Female,16
2017-01-01,2017,1,Ethiopia,Africa Sub-Saharan,Male,16
2017-01-01,2017,1,Gabon,Africa Sub-Saharan,Female,1
2017-01-01,2017,1,"Gambia, The",Africa Sub-Saharan,Female,11
2017-01-01,2017,1,"Gambia, The",Africa Sub-Saharan,Male,12
2017-01-01,2017,1,Georgia,Europe Other,Female,3
2017-01-01,2017,1,Georgia,Europe Other,Male,3
2017-01-01,2017,1,Ghana,Africa Sub-Saharan,Female,12
2017-01-01,2017,1,Ghana,Africa Sub-Saharan,Male,13
2017-01-01,2017,1,Grenada,America Central and South,Female,1
2017-01-01,2017,1,Grenada,America Central and South,Male,1
2017-01-01,2017,1,Guatemala,America Central and South,Male,1
2017-01-01,2017,1,Guinea,Africa Sub-Saharan,Female,2
2017-01-01,2017,1,Guinea,Africa Sub-Saharan,Male,5
2017-01-01,2017,1,India,Asia South,Female,23
2017-01-01,2017,1,India,Asia South,Male,21
2017-01-01,2017,1,Indonesia,Asia South East,Female,1
2017-01-01,2017,1,Iran,Middle East,Female,63
2017-01-01,2017,1,Iran,Middle East,Male,268
2017-01-01,2017,1,Iraq,Middle East,Female,67
2017-01-01,2017,1,Iraq,Middle East,Male,172
2017-01-01,2017,1,Israel,Middle East,Female,1
2017-01-01,2017,1,Israel,Middle East,Male,1
2017-01-01,2017,1,Ivory Coast,Africa Sub-Saharan,Female,2
2017-01-01,2017,1,Ivory Coast,Africa Sub-Saharan,Male,3
2017-01-01,2017,1,Jamaica,America Central and South,Female,5
2017-01-01,2017,1,Jamaica,America Central and South,Male,5
2017-01-01,2017,1,Jordan,Middle East,Female,4
2017-01-01,2017,1,Jordan,Middle East,Male,2
2017-01-01,2017,1,Kazakhstan,Asia Central,Female,1
2017-01-01,2017,1,Kenya,Africa Sub-Saharan,Female,6
2017-01-01,2017,1,Kenya,Africa Sub-Saharan,Male,3
2017-01-01,2017,1,Kosovo,Europe Other,Female,1
2017-01-01,2017,1,Kuwait,Middle East,Female,1
2017-01-01,2017,1,Kuwait,Middle East,Male,1
2017-01-01,2017,1,Lebanon,Middle East,Female,2
2017-01-01,2017,1,Lebanon,Middle East,Male,4
2017-01-01,2017,1,Liberia,Africa Sub-Saharan,Male,1
2017-01-01,2017,1,Libya,Africa North,Female,12
2017-01-01,2017,1,Libya,Africa North,Male,39
2017-01-01,2017,1,Malawi,Africa Sub-Saharan,Female,7
2017-01-01,2017,1,Malawi,Africa Sub-Saharan,Male,3
2017-01-01,2017,1,Malaysia,Asia South East,Female,3
2017-01-01,2017,1,Malaysia,Asia South East,Male,8
2017-01-01,2017,1,Maldives,Asia South,Female,1
2017-01-01,2017,1,Maldives,Asia South,Male,2
2017-01-01,2017,1,Mauritius,Africa Sub-Saharan,Female,2
2017-01-01,2017,1,Mauritius,Africa Sub-Saharan,Male,1
2017-01-01,2017,1,Mexico,America Central and South,Male,1
2017-01-01,2017,1,Mongolia,Asia East,Female,3
2017-01-01,2017,1,Mongolia,Asia East,Male,1
2017-01-01,2017,1,Morocco,Africa North,Female,3
2017-01-01,2017,1,Morocco,Africa North,Male,7
2017-01-01,2017,1,Mozambique,Africa Sub-Saharan,Male,1
2017-01-01,2017,1,Namibia,Africa Sub-Saharan,Female,3
2017-01-01,2017,1,Nepal,Asia South,Female,5
2017-01-01,2017,1,Nepal,Asia South,Male,6
2017-01-01,2017,1,New Zealand,Oceania,Female,1
2017-01-01,2017,1,Nigeria,Africa Sub-Saharan,Female,61
2017-01-01,2017,1,Nigeria,Africa Sub-Saharan,Male,39
2017-01-01,2017,1,Occupied Palestinian Territories,Middle East,Female,2
2017-01-01,2017,1,Occupied Palestinian Territories,Middle East,Male,7
2017-01-01,2017,1,Oman,Middle East,Male,1
2017-01-01,2017,1,Pakistan,Asia South,Female,62
2017-01-01,2017,1,Pakistan,Asia South,Male,246
2017-01-01,2017,1,Papua New Guinea,Oceania,Female,1
2017-01-01,2017,1,Philippines,Asia South East,Female,2
2017-01-01,2017,1,Refugee,Other,Female,7
2017-01-01,2017,1,Refugee,Other,Male,29
2017-01-01,2017,1,Russia,Europe Other,Female,1
2017-01-01,2017,1,Russia,Europe Other,Male,13
