Year,Nationality,Region,Support type granted,Group type,Applications
2017,Macedonia,Europe Other,Closed / Invalid,Single adult,1
2017,Malawi,Africa Sub-Saharan,Accommodation,Family,14
2017,Malawi,Africa Sub-Saharan,Accommodation,Single adult,15
2017,Malawi,Africa Sub-Saharan,Closed / Invalid,Family,3
2017,Malawi,Africa Sub-Saharan,Closed / Invalid,Single adult,9
2017,Malawi,Africa Sub-Saharan,Subsistence Only,Single adult,4
2017,Malaysia,Asia South East,Accommodation,Family,3
2017,Malaysia,Asia South East,Accommodation,Single adult,7
2017,Malaysia,Asia South East,Closed / Invalid,Single adult,7
2017,Malaysia,Asia South East,Subsistence Only,Family,1
2017,Mali,Africa Sub-Saharan,Accommodation,Single adult,7
2017,Mali,Africa Sub-Saharan,Closed / Invalid,Single adult,3
2017,Mauritania,Africa North,Accommodation,Family,1
2017,Mauritania,Africa North,Closed / Invalid,Family,1
2017,Mauritius,Africa Sub-Saharan,Accommodation,Family,6
2017,Mauritius,Africa Sub-Saharan,Accommodation,Single adult,9
2017,Mauritius,Africa Sub-Saharan,Closed / Invalid,Family,1
2017,Mauritius,Africa Sub-Saharan,Closed / Invalid,Single adult,7
2017,Mauritius,Africa Sub-Saharan,Subsistence Only,Family,1
2017,Mauritius,Africa Sub-Saharan,Subsistence Only,Single adult,1
2017,Mexico,America Central and South,Accommodation,Family,2
2017,Mexico,America Central and South,Accommodation,Single adult,1
2017,Mexico,America Central and South,Subsistence Only,Family,1
2017,Mongolia,Asia East,Accommodation,Family,3
2017,Mongolia,Asia East,Closed / Invalid,Family,1
2017,Mongolia,Asia East,Closed / Invalid,Single adult,3
2017,Morocco,Africa North,Accommodation,Family,2
2017,Morocco,Africa North,Accommodation,Single adult,36
2017,Morocco,Africa North,Closed / Invalid,Single adult,22
2017,Morocco,Africa North,Subsistence Only,Single adult,2
2017,Mozambique,Africa Sub-Saharan,Accommodation,Single adult,4
2017,Mozambique,Africa Sub-Saharan,Closed / Invalid,Single adult,2
2017,Namibia,Africa Sub-Saharan,Accommodation,Family,12
2017,Namibia,Africa Sub-Saharan,Accommodation,Single adult,39
2017,Namibia,Africa Sub-Saharan,Closed / Invalid,Single adult,26
2017,Namibia,Africa Sub-Saharan,Subsistence Only,Family,1
2017,Nepal,Asia South,Accommodation,Family,3
2017,Nepal,Asia South,Accommodation,Single adult,3
2017,Nepal,Asia South,Closed / Invalid,Single adult,6
2017,Nepal,Asia South,Subsistence Only,Single adult,1
2017,Netherlands,EU 14,Closed / Invalid,Single adult,1
2017,Nicaragua,America Central and South,Accommodation,Single adult,1
2017,Niger,Africa Sub-Saharan,Accommodation,Family,1
2017,Niger,Africa Sub-Saharan,Accommodation,Single adult,1
2017,Niger,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2017,Nigeria,Africa Sub-Saharan,Accommodation,Family,203
2017,Nigeria,Africa Sub-Saharan,Accommodation,Single adult,154
2017,Nigeria,Africa Sub-Saharan,Closed / Invalid,Family,19
2017,Nigeria,Africa Sub-Saharan,Closed / Invalid,Single adult,138
2017,Nigeria,Africa Sub-Saharan,Subsistence Only,Family,6
2017,Nigeria,Africa Sub-Saharan,Subsistence Only,Single adult,17
2017,Occupied Palestinian Territories,Middle East,Accommodation,Family,7
2017,Occupied Palestinian Territories,Middle East,Accommodation,Single adult,41
2017,Occupied Palestinian Territories,Middle East,Closed / Invalid,Family,1
2017,Occupied Palestinian Territories,Middle East,Closed / Invalid,Single adult,35
2017,Occupied Palestinian Territories,Middle East,Subsistence Only,Single adult,10
2017,Oman,Middle East,Accommodation,Family,2
2017,Oman,Middle East,Accommodation,Single adult,3
2017,Oman,Middle East,Closed / Invalid,Single adult,1
2017,Other and Unknown,Other,Accommodation,Family,42
2017,Other and Unknown,Other,Accommodation,Single adult,135
2017,Other and Unknown,Other,Closed / Invalid,Family,10
2017,Other and Unknown,Other,Closed / Invalid,Single adult,125
2017,Other and Unknown,Other,Subsistence Only,Family,4
2017,Other and Unknown,Other,Subsistence Only,Single adult,7
2017,Pakistan,Asia South,Accommodation,Family,108
2017,Pakistan,Asia South,Accommodation,Single adult,212
2017,Pakistan,Asia South,Closed / Invalid,Family,43
2017,Pakistan,Asia South,Closed / Invalid,Single adult,312
2017,Pakistan,Asia South,Subsistence Only,Family,23
2017,Pakistan,Asia South,Subsistence Only,Single adult,39
2017,Papua New Guinea,Oceania,Closed / Invalid,Single adult,1
2017,Philippines,Asia South East,Accommodation,Family,4
2017,Philippines,Asia South East,Accommodation,Single adult,2
2017,Philippines,Asia South East,Closed / Invalid,Family,1
2017,Philippines,Asia South East,Closed / Invalid,Single adult,5
2017,Philippines,Asia South East,Subsistence Only,Family,1
2017,Philippines,Asia South East,Subsistence Only,Single adult,1
2017,Portugal,EU 14,Closed / Invalid,Single adult,2
2017,Qatar,Middle East,Accommodation,Single adult,1
2017,Romania,EU 2,Closed / Invalid,Single adult,1
2017,Russia,Europe Other,Accommodation,Family,25
2017,Russia,Europe Other,Accommodation,Single adult,42
2017,Russia,Europe Other,Closed / Invalid,Single adult,17
2017,Russia,Europe Other,Subsistence Only,Family,2
2017,Russia,Europe Other,Subsistence Only,Single adult,4
2017,Rwanda,Africa Sub-Saharan,Accommodation,Family,3
2017,Rwanda,Africa Sub-Saharan,Accommodation,Single adult,6
2017,Rwanda,Africa Sub-Saharan,Closed / Invalid,Family,1
2017,Rwanda,Africa Sub-Saharan,Closed / Invalid,Single adult,11
2017,Saudi Arabia,Middle East,Accommodation,Family,3
2017,Saudi Arabia,Middle East,Accommodation,Single adult,25
2017,Saudi Arabia,Middle East,Closed / Invalid,Single adult,11
2017,Saudi Arabia,Middle East,Subsistence Only,Family,1
2017,Saudi Arabia,Middle East,Subsistence Only,Single adult,1
2017,Senegal,Africa Sub-Saharan,Accommodation,Family,7
2017,Senegal,Africa Sub-Saharan,Accommodation,Single adult,4
2017,Senegal,Africa Sub-Saharan,Closed / Invalid,Single adult,4
2017,Senegal,Africa Sub-Saharan,Subsistence Only,Single adult,1
2017,Serbia,Europe Other,Closed / Invalid,Single adult,1
2017,Sierra Leone,Africa Sub-Saharan,Accommodation,Family,6
2017,Sierra Leone,Africa Sub-Saharan,Accommodation,Single adult,17
2017,Sierra Leone,Africa Sub-Saharan,Closed / Invalid,Single adult,7
2017,Sierra Leone,Africa Sub-Saharan,Subsistence Only,Family,1
2017,Singapore,Asia South East,Accommodation,Single adult,1
2017,Somalia,Africa Sub-Saharan,Accommodation,Family,17
2017,Somalia,Africa Sub-Saharan,Accommodation,Single adult,138
2017,Somalia,Africa Sub-Saharan,Closed / Invalid,Family,3
2017,Somalia,Africa Sub-Saharan,Closed / Invalid,Single adult,59
2017,Somalia,Africa Sub-Saharan,Subsistence Only,Single adult,18
2017,South Africa,Africa Sub-Saharan,Accommodation,Family,7
2017,South Africa,Africa Sub-Saharan,Accommodation,Single adult,19
2017,South Africa,Africa Sub-Saharan,Closed / Invalid,Family,1
2017,South Africa,Africa Sub-Saharan,Closed / Invalid,Single adult,14
2017,Spain,EU 14,Closed / Invalid,Single adult,1
2017,Sri Lanka,Asia South,Accommodation,Family,63
2017,Sri Lanka,Asia South,Accommodation,Single adult,35
2017,Sri Lanka,Asia South,Closed / Invalid,Family,11
2017,Sri Lanka,Asia South,Closed / Invalid,Single adult,89
2017,Sri Lanka,Asia South,Subsistence Only,Family,9
2017,Sri Lanka,Asia South,Subsistence Only,Single adult,21
2017,St. Kitts and Nevis,America Central and South,Accommodation,Single adult,1
2017,St. Kitts and Nevis,America Central and South,Closed / Invalid,Single adult,1
2017,St. Lucia,America Central and South,Accommodation,Family,1
2017,St. Lucia,America Central and South,Accommodation,Single adult,5
2017,St. Lucia,America Central and South,Closed / Invalid,Single adult,1
2017,St. Vincent and the Grenadines,America Central and South,Accommodation,Single adult,4
2017,St. Vincent and the Grenadines,America Central and South,Closed / Invalid,Single adult,2
2017,Stateless,Other,Accommodation,Family,3
2017,Stateless,Other,Accommodation,Single adult,3
2017,Stateless,Other,Closed / Invalid,Family,1
2017,Stateless,Other,Closed / Invalid,Single adult,3
2017,Stateless,Other,Subsistence Only,Family,1
2017,Stateless,Other,Subsistence Only,Single adult,1
2017,Sudan,Africa North,Accommodation,Family,56
2017,Sudan,Africa North,Accommodation,Single adult,1255
2017,Sudan,Africa North,Closed / Invalid,Family,2
2017,Sudan,Africa North,Closed / Invalid,Single adult,76
2017,Sudan,Africa North,Subsistence Only,Single adult,11
2017,Sudan (South),Africa Sub-Saharan,Accommodation,Family,1
2017,Sudan (South),Africa Sub-Saharan,Accommodation,Single adult,6
2017,Sudan (South),Africa Sub-Saharan,Closed / Invalid,Single adult,1
2017,Swaziland,Africa Sub-Saharan,Accommodation,Single adult,1
2017,Swaziland,Africa Sub-Saharan,Closed / Invalid,Single adult,2
2017,Syria,Middle East,Accommodation,Family,32
2017,Syria,Middle East,Accommodation,Single adult,261
2017,Syria,Middle East,Closed / Invalid,Family,9
2017,Syria,Middle East,Closed / Invalid,Single adult,94
2017,Syria,Middle East,Subsistence Only,Family,6
2017,Syria,Middle East,Subsistence Only,Single adult,25
2017,Taiwan,Asia East,Accommodation,Family,1
2017,Taiwan,Asia East,Closed / Invalid,Single adult,2
2017,Tajikistan,Asia Central,Accommodation,Family,1
2017,Tanzania,Africa Sub-Saharan,Accommodation,Family,3
2017,Tanzania,Africa Sub-Saharan,Accommodation,Single adult,16
2017,Tanzania,Africa Sub-Saharan,Closed / Invalid,Single adult,8
2017,Thailand,Asia South East,Accommodation,Family,1
2017,Thailand,Asia South East,Accommodation,Single adult,1
2017,Thailand,Asia South East,Closed / Invalid,Family,1
2017,Thailand,Asia South East,Closed / Invalid,Single adult,2
2017,Thailand,Asia South East,Subsistence Only,Family,1
2017,Togo,Africa Sub-Saharan,Accommodation,Single adult,4
2017,Trinidad and Tobago,America Central and South,Accommodation,Family,6
2017,Trinidad and Tobago,America Central and South,Accommodation,Single adult,7
2017,Trinidad and Tobago,America Central and South,Closed / Invalid,Single adult,3
2017,Tunisia,Africa North,Accommodation,Family,2
2017,Tunisia,Africa North,Accommodation,Single adult,9
2017,Tunisia,Africa North,Closed / Invalid,Single adult,1
2017,Tunisia,Africa North,Subsistence Only,Single adult,2
2017,Turkey,Europe Other,Accommodation,Family,23
2017,Turkey,Europe Other,Accommodation,Single adult,45
2017,Turkey,Europe Other,Closed / Invalid,Family,8
2017,Turkey,Europe Other,Closed / Invalid,Single adult,90
2017,Turkey,Europe Other,Subsistence Only,Family,12
2017,Turkey,Europe Other,Subsistence Only,Single adult,38
2017,Turkmenistan,Asia Central,Accommodation,Single adult,2
2017,Turkmenistan,Asia Central,Closed / Invalid,Single adult,1
2017,Uganda,Africa Sub-Saharan,Accommodation,Family,8
2017,Uganda,Africa Sub-Saharan,Accommodation,Single adult,25
2017,Uganda,Africa Sub-Saharan,Closed / Invalid,Single adult,20
2017,Uganda,Africa Sub-Saharan,Subsistence Only,Single adult,1
2017,Ukraine,Europe Other,Accommodation,Family,5
2017,Ukraine,Europe Other,Accommodation,Single adult,9
2017,Ukraine,Europe Other,Closed / Invalid,Single adult,10
2017,Ukraine,Europe Other,Subsistence Only,Family,1
2017,Ukraine,Europe Other,Subsistence Only,Single adult,1
2017,United Arab Emirates,Middle East,Accommodation,Single adult,1
2017,United Arab Emirates,Middle East,Closed / Invalid,Single adult,1
2017,United States,America North,Accommodation,Single adult,6
2017,United States,America North,Closed / Invalid,Single adult,9
2017,Uzbekistan,Asia Central,Accommodation,Family,2
2017,Uzbekistan,Asia Central,Accommodation,Single adult,3
2017,Uzbekistan,Asia Central,Closed / Invalid,Family,1
2017,Uzbekistan,Asia Central,Closed / Invalid,Single adult,5
2017,Venezuela,America Central and South,Accommodation,Family,2
2017,Venezuela,America Central and South,Accommodation,Single adult,3
2017,Venezuela,America Central and South,Closed / Invalid,Family,1
2017,Venezuela,America Central and South,Subsistence Only,Family,1
2017,Vietnam,Asia South East,Accommodation,Family,41
2017,Vietnam,Asia South East,Accommodation,Single adult,180
2017,Vietnam,Asia South East,Closed / Invalid,Family,3
2017,Vietnam,Asia South East,Closed / Invalid,Single adult,129
2017,Vietnam,Asia South East,Subsistence Only,Family,4
2017,Vietnam,Asia South East,Subsistence Only,Single adult,8
2017,Western Sahara,Africa North,Accommodation,Single adult,2
2017,Yemen,Middle East,Accommodation,Family,6
2017,Yemen,Middle East,Accommodation,Single adult,30
2017,Yemen,Middle East,Closed / Invalid,Family,3
2017,Yemen,Middle East,Closed / Invalid,Single adult,24
2017,Yemen,Middle East,Subsistence Only,Family,2
2017,Yemen,Middle East,Subsistence Only,Single adult,7
2017,Zambia,Africa Sub-Saharan,Accommodation,Single adult,5
2017,Zambia,Africa Sub-Saharan,Closed / Invalid,Single adult,4
2017,Zimbabwe,Africa Sub-Saharan,Accommodation,Family,13
2017,Zimbabwe,Africa Sub-Saharan,Accommodation,Single adult,47
2017,Zimbabwe,Africa Sub-Saharan,Closed / Invalid,Family,2
2017,Zimbabwe,Africa Sub-Saharan,Closed / Invalid,Single adult,33
2017,Zimbabwe,Africa Sub-Saharan,Subsistence Only,Family,2
2017,Zimbabwe,Africa Sub-Saharan,Subsistence Only,Single adult,3
2018,Afghanistan,Asia Central,Accommodation,Family,173
2018,Afghanistan,Asia Central,Accommodation,Single adult,348
2018,Afghanistan,Asia Central,Accommodation,Unknown,175
2018,Afghanistan,Asia Central,Closed / Invalid,Family,2
2018,Afghanistan,Asia Central,Closed / Invalid,Single adult,27
2018,Afghanistan,Asia Central,Closed / Invalid,Unknown,129
2018,Afghanistan,Asia Central,Subsistence Only,Family,3
2018,Afghanistan,Asia Central,Subsistence Only,Single adult,47
2018,Afghanistan,Asia Central,Subsistence Only,Unknown,13
2018,Albania,Europe Other,Accommodation,Family,236
2018,Albania,Europe Other,Accommodation,Single adult,176
2018,Albania,Europe Other,Accommodation,Unknown,67
2018,Albania,Europe Other,Closed / Invalid,Family,19
2018,Albania,Europe Other,Closed / Invalid,Single adult,10
2018,Albania,Europe Other,Closed / Invalid,Unknown,91
2018,Albania,Europe Other,Subsistence Only,Family,60
2018,Albania,Europe Other,Subsistence Only,Single adult,27
2018,Albania,Europe Other,Subsistence Only,Unknown,10
2018,Algeria,Africa North,Accommodation,Family,13
2018,Algeria,Africa North,Accommodation,Single adult,46
2018,Algeria,Africa North,Accommodation,Unknown,10
2018,Algeria,Africa North,Closed / Invalid,Family,5
2018,Algeria,Africa North,Closed / Invalid,Single adult,2
2018,Algeria,Africa North,Closed / Invalid,Unknown,15
2018,Algeria,Africa North,Subsistence Only,Single adult,1
2018,Angola,Africa Sub-Saharan,Accommodation,Family,7
2018,Angola,Africa Sub-Saharan,Accommodation,Single adult,21
2018,Angola,Africa Sub-Saharan,Accommodation,Unknown,2
2018,Angola,Africa Sub-Saharan,Closed / Invalid,Single adult,2
2018,Angola,Africa Sub-Saharan,Closed / Invalid,Unknown,5
2018,Argentina,America Central and South,Closed / Invalid,Unknown,1
2018,Armenia,Europe Other,Accommodation,Family,1
2018,Armenia,Europe Other,Accommodation,Single adult,3
2018,Armenia,Europe Other,Accommodation,Unknown,1
2018,Armenia,Europe Other,Closed / Invalid,Unknown,3
2018,Armenia,Europe Other,Subsistence Only,Family,1
2018,Armenia,Europe Other,Subsistence Only,Unknown,1
2018,Australia,Oceania,Accommodation,Single adult,1
2018,Australia,Oceania,Closed / Invalid,Unknown,1
2018,Azerbaijan,Europe Other,Accommodation,Family,10
2018,Azerbaijan,Europe Other,Accommodation,Single adult,14
2018,Azerbaijan,Europe Other,Accommodation,Unknown,10
2018,Azerbaijan,Europe Other,Closed / Invalid,Single adult,1
2018,Azerbaijan,Europe Other,Closed / Invalid,Unknown,6
2018,Azerbaijan,Europe Other,Subsistence Only,Unknown,1
2018,Bahrain,Middle East,Accommodation,Family,4
2018,Bahrain,Middle East,Accommodation,Unknown,1
2018,Bahrain,Middle East,Closed / Invalid,Unknown,2
2018,Bahrain,Middle East,Subsistence Only,Single adult,1
2018,Bangladesh,Asia South,Accommodation,Family,33
2018,Bangladesh,Asia South,Accommodation,Single adult,28
2018,Bangladesh,Asia South,Accommodation,Unknown,18
2018,Bangladesh,Asia South,Closed / Invalid,Family,3
2018,Bangladesh,Asia South,Closed / Invalid,Single adult,7
2018,Bangladesh,Asia South,Closed / Invalid,Unknown,54
2018,Bangladesh,Asia South,Subsistence Only,Family,3
2018,Bangladesh,Asia South,Subsistence Only,Single adult,10
2018,Bangladesh,Asia South,Subsistence Only,Unknown,2
2018,Barbados,America Central and South,Accommodation,Family,1
2018,Barbados,America Central and South,Closed / Invalid,Single adult,1
2018,Belarus,Europe Other,Accommodation,Family,2
2018,Belarus,Europe Other,Accommodation,Unknown,2
2018,Belarus,Europe Other,Closed / Invalid,Single adult,1
2018,Belarus,Europe Other,Closed / Invalid,Unknown,2
2018,Belize,America Central and South,Accommodation,Single adult,1
2018,Benin,Africa Sub-Saharan,Accommodation,Single adult,1
2018,Benin,Africa Sub-Saharan,Accommodation,Unknown,1
2018,Benin,Africa Sub-Saharan,Closed / Invalid,Unknown,1
2018,Bolivia,America Central and South,Accommodation,Family,3
2018,Bolivia,America Central and South,Accommodation,Single adult,2
2018,Bolivia,America Central and South,Accommodation,Unknown,1
2018,Bolivia,America Central and South,Subsistence Only,Single adult,1
2018,Bosnia and Herzegovina,Europe Other,Closed / Invalid,Unknown,1
2018,Botswana,Africa Sub-Saharan,Accommodation,Family,2
2018,Botswana,Africa Sub-Saharan,Accommodation,Single adult,6
2018,Botswana,Africa Sub-Saharan,Accommodation,Unknown,3
2018,Botswana,Africa Sub-Saharan,Subsistence Only,Family,2
2018,Botswana,Africa Sub-Saharan,Subsistence Only,Single adult,1
2018,Brazil,America Central and South,Accommodation,Single adult,4
2018,Brazil,America Central and South,Accommodation,Unknown,3
2018,Brazil,America Central and South,Closed / Invalid,Family,2
2018,Brazil,America Central and South,Closed / Invalid,Unknown,1
2018,British overseas citizens,Other,Closed / Invalid,Unknown,1
2018,Burkina,Africa Sub-Saharan,Subsistence Only,Single adult,2
2018,Burma,Asia South East,Closed / Invalid,Single adult,1
2018,Burma,Asia South East,Closed / Invalid,Unknown,4
2018,Burma,Asia South East,Subsistence Only,Single adult,1
2018,Burundi,Africa Sub-Saharan,Accommodation,Family,1
2018,Burundi,Africa Sub-Saharan,Accommodation,Single adult,9
2018,Burundi,Africa Sub-Saharan,Accommodation,Unknown,1
2018,Burundi,Africa Sub-Saharan,Closed / Invalid,Unknown,3
2018,Burundi,Africa Sub-Saharan,Subsistence Only,Unknown,1
2018,Cameroon,Africa Sub-Saharan,Accommodation,Family,8
2018,Cameroon,Africa Sub-Saharan,Accommodation,Single adult,61
2018,Cameroon,Africa Sub-Saharan,Accommodation,Unknown,15
2018,Cameroon,Africa Sub-Saharan,Closed / Invalid,Single adult,9
2018,Cameroon,Africa Sub-Saharan,Closed / Invalid,Unknown,25
2018,Cameroon,Africa Sub-Saharan,Subsistence Only,Single adult,6
2018,Cameroon,Africa Sub-Saharan,Subsistence Only,Unknown,1
2018,Central African Republic,Africa Sub-Saharan,Accommodation,Single adult,1
2018,Central African Republic,Africa Sub-Saharan,Closed / Invalid,Unknown,1
2018,Chad,Africa Sub-Saharan,Accommodation,Family,2
2018,Chad,Africa Sub-Saharan,Accommodation,Single adult,12
2018,Chad,Africa Sub-Saharan,Accommodation,Unknown,3
2018,Chad,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2018,Chad,Africa Sub-Saharan,Closed / Invalid,Unknown,1
2018,Chile,America Central and South,Accommodation,Family,1
2018,Chile,America Central and South,Accommodation,Single adult,4
2018,Chile,America Central and South,Closed / Invalid,Unknown,1
2018,China,Asia East,Accommodation,Family,59
2018,China,Asia East,Accommodation,Single adult,48
2018,China,Asia East,Accommodation,Unknown,25
2018,China,Asia East,Closed / Invalid,Family,2
2018,China,Asia East,Closed / Invalid,Single adult,12
2018,China,Asia East,Closed / Invalid,Unknown,67
2018,China,Asia East,Subsistence Only,Single adult,2
2018,Colombia,America Central and South,Closed / Invalid,Single adult,1
2018,Comoros,Africa Sub-Saharan,Closed / Invalid,Unknown,1
2018,Congo,Africa Sub-Saharan,Accommodation,Family,1
2018,Congo,Africa Sub-Saharan,Accommodation,Single adult,7
2018,Congo,Africa Sub-Saharan,Accommodation,Unknown,8
2018,Congo,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2018,Congo,Africa Sub-Saharan,Closed / Invalid,Unknown,12
2018,Congo,Africa Sub-Saharan,Subsistence Only,Unknown,1
2018,Congo (Democratic Republic),Africa Sub-Saharan,Accommodation,Family,21
2018,Congo (Democratic Republic),Africa Sub-Saharan,Accommodation,Single adult,55
2018,Congo (Democratic Republic),Africa Sub-Saharan,Accommodation,Unknown,15
2018,Congo (Democratic Republic),Africa Sub-Saharan,Closed / Invalid,Single adult,10
2018,Congo (Democratic Republic),Africa Sub-Saharan,Closed / Invalid,Unknown,21
2018,Congo (Democratic Republic),Africa Sub-Saharan,Subsistence Only,Single adult,12
2018,Congo (Democratic Republic),Africa Sub-Saharan,Subsistence Only,Unknown,1
2018,Costa Rica,America Central and South,Accommodation,Single adult,1
2018,Cuba,America Central and South,Closed / Invalid,Unknown,1
2018,Dominica,America Central and South,Accommodation,Single adult,1
2018,Dominica,America Central and South,Accommodation,Unknown,1
2018,Dominica,America Central and South,Closed / Invalid,Unknown,1
2018,Ecuador,America Central and South,Accommodation,Family,1
2018,Ecuador,America Central and South,Accommodation,Single adult,2
2018,Ecuador,America Central and South,Closed / Invalid,Unknown,1
2018,Egypt,Africa North,Accommodation,Family,21
2018,Egypt,Africa North,Accommodation,Single adult,77
2018,Egypt,Africa North,Accommodation,Unknown,18
2018,Egypt,Africa North,Closed / Invalid,Family,2
2018,Egypt,Africa North,Closed / Invalid,Single adult,6
2018,Egypt,Africa North,Closed / Invalid,Unknown,20
2018,Egypt,Africa North,Subsistence Only,Single adult,2
2018,Egypt,Africa North,Subsistence Only,Unknown,3
2018,El Salvador,America Central and South,Accommodation,Family,25
2018,El Salvador,America Central and South,Accommodation,Single adult,31
2018,El Salvador,America Central and South,Accommodation,Unknown,12
2018,El Salvador,America Central and South,Closed / Invalid,Single adult,1
2018,El Salvador,America Central and South,Closed / Invalid,Unknown,4
2018,El Salvador,America Central and South,Subsistence Only,Single adult,1
2018,El Salvador,America Central and South,Subsistence Only,Unknown,1
2018,Eritrea,Africa Sub-Saharan,Accommodation,Family,18
2018,Eritrea,Africa Sub-Saharan,Accommodation,Single adult,1238
2018,Eritrea,Africa Sub-Saharan,Accommodation,Unknown,157
2018,Eritrea,Africa Sub-Saharan,Closed / Invalid,Family,2
2018,Eritrea,Africa Sub-Saharan,Closed / Invalid,Single adult,9
2018,Eritrea,Africa Sub-Saharan,Closed / Invalid,Unknown,38
2018,Eritrea,Africa Sub-Saharan,Subsistence Only,Single adult,4
2018,Eritrea,Africa Sub-Saharan,Subsistence Only,Unknown,2
2018,Ethiopia,Africa Sub-Saharan,Accommodation,Family,7
2018,Ethiopia,Africa Sub-Saharan,Accommodation,Single adult,297
2018,Ethiopia,Africa Sub-Saharan,Accommodation,Unknown,60
2018,Ethiopia,Africa Sub-Saharan,Closed / Invalid,Unknown,17
2018,Ethiopia,Africa Sub-Saharan,Subsistence Only,Single adult,1
2018,Ethiopia,Africa Sub-Saharan,Subsistence Only,Unknown,2
2018,Gabon,Africa Sub-Saharan,Accommodation,Single adult,1
2018,Gabon,Africa Sub-Saharan,Accommodation,Unknown,1
2018,"Gambia, The",Africa Sub-Saharan,Accommodation,Family,10
2018,"Gambia, The",Africa Sub-Saharan,Accommodation,Single adult,14
2018,"Gambia, The",Africa Sub-Saharan,Accommodation,Unknown,4
2018,"Gambia, The",Africa Sub-Saharan,Closed / Invalid,Family,1
2018,"Gambia, The",Africa Sub-Saharan,Closed / Invalid,Unknown,11
2018,"Gambia, The",Africa Sub-Saharan,Subsistence Only,Family,2
2018,"Gambia, The",Africa Sub-Saharan,Subsistence Only,Single adult,1
2018,"Gambia, The",Africa Sub-Saharan,Subsistence Only,Unknown,2
2018,Georgia,Europe Other,Accommodation,Family,9
2018,Georgia,Europe Other,Accommodation,Single adult,9
2018,Georgia,Europe Other,Accommodation,Unknown,3
2018,Georgia,Europe Other,Closed / Invalid,Single adult,2
2018,Georgia,Europe Other,Closed / Invalid,Unknown,7
2018,Ghana,Africa Sub-Saharan,Accommodation,Family,6
2018,Ghana,Africa Sub-Saharan,Accommodation,Single adult,21
2018,Ghana,Africa Sub-Saharan,Accommodation,Unknown,5
2018,Ghana,Africa Sub-Saharan,Closed / Invalid,Family,1
2018,Ghana,Africa Sub-Saharan,Closed / Invalid,Single adult,3
2018,Ghana,Africa Sub-Saharan,Closed / Invalid,Unknown,18
2018,Ghana,Africa Sub-Saharan,Subsistence Only,Single adult,3
2018,Grenada,America Central and South,Accommodation,Single adult,3
2018,Grenada,America Central and South,Closed / Invalid,Unknown,1
2018,Guatemala,America Central and South,Closed / Invalid,Unknown,1
2018,Guinea,Africa Sub-Saharan,Accommodation,Family,5
2018,Guinea,Africa Sub-Saharan,Accommodation,Single adult,13
2018,Guinea,Africa Sub-Saharan,Accommodation,Unknown,5
2018,Guinea,Africa Sub-Saharan,Closed / Invalid,Single adult,2
2018,Guinea,Africa Sub-Saharan,Closed / Invalid,Unknown,3
2018,Guinea-Bissau,Africa Sub-Saharan,Accommodation,Family,1
2018,Guinea-Bissau,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2018,Guinea-Bissau,Africa Sub-Saharan,Closed / Invalid,Unknown,1
2018,Guyana,America Central and South,Closed / Invalid,Unknown,1
2018,Honduras,America Central and South,Accommodation,Family,7
2018,Honduras,America Central and South,Accommodation,Single adult,12
2018,Honduras,America Central and South,Accommodation,Unknown,1
2018,Honduras,America Central and South,Closed / Invalid,Unknown,6
2018,Honduras,America Central and South,Subsistence Only,Single adult,1
2018,Hong Kong,Asia East,Accommodation,Single adult,1
2018,Hong Kong,Asia East,Closed / Invalid,Unknown,1
2018,India,Asia South,Accommodation,Family,39
2018,India,Asia South,Accommodation,Single adult,20
2018,India,Asia South,Accommodation,Unknown,17
2018,India,Asia South,Closed / Invalid,Family,3
2018,India,Asia South,Closed / Invalid,Single adult,6
2018,India,Asia South,Closed / Invalid,Unknown,46
2018,India,Asia South,Subsistence Only,Family,3
2018,India,Asia South,Subsistence Only,Single adult,9
2018,India,Asia South,Subsistence Only,Unknown,2
2018,Indonesia,Asia South East,Accommodation,Family,3
2018,Indonesia,Asia South East,Accommodation,Unknown,1
2018,Indonesia,Asia South East,Closed / Invalid,Unknown,1
2018,Iran,Middle East,Accommodation,Family,204
2018,Iran,Middle East,Accommodation,Single adult,1870
2018,Iran,Middle East,Accommodation,Unknown,399
2018,Iran,Middle East,Closed / Invalid,Family,2
2018,Iran,Middle East,Closed / Invalid,Single adult,34
2018,Iran,Middle East,Closed / Invalid,Unknown,147
2018,Iran,Middle East,Subsistence Only,Family,9
2018,Iran,Middle East,Subsistence Only,Single adult,86
2018,Iran,Middle East,Subsistence Only,Unknown,23
2018,Iraq,Middle East,Accommodation,Family,212
2018,Iraq,Middle East,Accommodation,Single adult,1379
2018,Iraq,Middle East,Accommodation,Unknown,344
2018,Iraq,Middle East,Closed / Invalid,Family,9
2018,Iraq,Middle East,Closed / Invalid,Single adult,38
2018,Iraq,Middle East,Closed / Invalid,Unknown,162
2018,Iraq,Middle East,Subsistence Only,Family,27
2018,Iraq,Middle East,Subsistence Only,Single adult,109
2018,Iraq,Middle East,Subsistence Only,Unknown,25
2018,Ireland,EU 14,Closed / Invalid,Unknown,1
2018,Israel,Middle East,Accommodation,Single adult,1
