Date,Year,Quarter,Member State,In / Out,Request / Transfer,Article,Count
2016-09-30,2016,3,Ireland,In,Request,11,16
2016-09-30,2016,3,Ireland,In,Request,12,77
2016-09-30,2016,3,Ireland,In,Request,13,2
2016-09-30,2016,3,Ireland,In,Request,18.1,16
2016-09-30,2016,3,Ireland,Out,Request,11,2
2016-09-30,2016,3,Ireland,Out,Request,18.1,37
2016-09-30,2016,3,Ireland,In,Transfer,12,4
2016-09-30,2016,3,Ireland,In,Transfer,18.1,3
2016-09-30,2016,3,Ireland,Out,Transfer,18.1,8
2016-09-30,2016,3,Italy,In,Request,8.1,1
2016-09-30,2016,3,Italy,In,Request,16,1
2016-09-30,2016,3,Italy,In,Request,18.1,8
2016-09-30,2016,3,Italy,Out,Request,11,3
2016-09-30,2016,3,Italy,Out,Request,12,2
2016-09-30,2016,3,Italy,Out,Request,13,104
2016-09-30,2016,3,Italy,Out,Request,14,4
2016-09-30,2016,3,Italy,Out,Request,18.1,127
2016-09-30,2016,3,Italy,In,Transfer,9,1
2016-09-30,2016,3,Italy,In,Transfer,18.1,1
2016-09-30,2016,3,Italy,Out,Transfer,13,6
2016-09-30,2016,3,Italy,Out,Transfer,14,2
2016-09-30,2016,3,Italy,Out,Transfer,18.1,13
2016-09-30,2016,3,Latvia,Out,Request,12,1
2016-09-30,2016,3,Luxembourg,Out,Request,18.1,2
2016-09-30,2016,3,Netherlands,In,Request,12,3
2016-09-30,2016,3,Netherlands,In,Request,18.1,7
2016-09-30,2016,3,Netherlands,Out,Request,11,2
2016-09-30,2016,3,Netherlands,Out,Request,13,1
2016-09-30,2016,3,Netherlands,Out,Request,18.1,23
2016-09-30,2016,3,Netherlands,In,Transfer,8.1,1
2016-09-30,2016,3,Netherlands,In,Transfer,9,3
2016-09-30,2016,3,Netherlands,In,Transfer,17.2,2
2016-09-30,2016,3,Netherlands,In,Transfer,18.1,4
2016-09-30,2016,3,Netherlands,Out,Transfer,18.1,2
2016-09-30,2016,3,Norway,In,Request,11,1
2016-09-30,2016,3,Norway,In,Request,12,1
2016-09-30,2016,3,Norway,In,Request,17.2,1
2016-09-30,2016,3,Norway,In,Request,18.1,1
2016-09-30,2016,3,Norway,Out,Request,18.1,17
2016-09-30,2016,3,Norway,In,Transfer,8.2,1
2016-09-30,2016,3,Norway,In,Transfer,18.1,1
2016-09-30,2016,3,Norway,Out,Transfer,18.1,1
2016-09-30,2016,3,Poland,Out,Request,18.1,2
2016-09-30,2016,3,Poland,Out,Transfer,9,1
2016-09-30,2016,3,Poland,Out,Transfer,14,2
2016-09-30,2016,3,Portugal,Out,Transfer,18.1,1
2016-09-30,2016,3,Romania,Out,Request,18.1,1
2016-09-30,2016,3,Slovakia,Out,Request,18.1,3
2016-09-30,2016,3,Slovenia,In,Request,18.1,2
2016-09-30,2016,3,Slovenia,Out,Request,18.1,1
2016-09-30,2016,3,Slovenia,In,Transfer,8.1,1
2016-09-30,2016,3,Spain,Out,Request,11,2
2016-09-30,2016,3,Spain,Out,Request,13,1
2016-09-30,2016,3,Spain,Out,Request,14,1
2016-09-30,2016,3,Spain,Out,Request,18.1,5
2016-09-30,2016,3,Spain,Out,Transfer,13,1
2016-09-30,2016,3,Spain,Out,Transfer,18.1,1
2016-09-30,2016,3,Sweden,In,Request,8.1,1
2016-09-30,2016,3,Sweden,In,Request,9,6
2016-09-30,2016,3,Sweden,In,Request,11,34
2016-09-30,2016,3,Sweden,In,Request,12,1
2016-09-30,2016,3,Sweden,In,Request,17.2,14
2016-09-30,2016,3,Sweden,In,Request,18.1,3
2016-09-30,2016,3,Sweden,Out,Request,18.1,19
2016-09-30,2016,3,Sweden,In,Transfer,8.1,2
2016-09-30,2016,3,Sweden,In,Transfer,8.2,2
2016-09-30,2016,3,Sweden,In,Transfer,9,3
2016-09-30,2016,3,Sweden,In,Transfer,11,6
2016-09-30,2016,3,Sweden,In,Transfer,12,1
2016-09-30,2016,3,Sweden,In,Transfer,17.2,4
2016-09-30,2016,3,Sweden,In,Transfer,18.1,1
2016-09-30,2016,3,Sweden,Out,Transfer,18.1,3
2016-09-30,2016,3,Switzerland,In,Request,8.1,1
2016-09-30,2016,3,Switzerland,In,Request,9,2
2016-09-30,2016,3,Switzerland,In,Request,10,1
2016-09-30,2016,3,Switzerland,In,Request,18.1,9
2016-09-30,2016,3,Switzerland,Out,Request,11,3
2016-09-30,2016,3,Switzerland,Out,Request,18.1,32
2016-09-30,2016,3,Switzerland,In,Transfer,12,1
2016-09-30,2016,3,Switzerland,In,Transfer,18.1,1
2016-09-30,2016,3,Switzerland,Out,Transfer,18.1,1
2016-12-31,2016,4,Austria,In,Request,8.1,3
2016-12-31,2016,4,Austria,In,Request,8.2,3
2016-12-31,2016,4,Austria,In,Request,17.2,7
2016-12-31,2016,4,Austria,In,Request,18.1,5
2016-12-31,2016,4,Austria,Out,Request,11,1
2016-12-31,2016,4,Austria,Out,Request,13,1
2016-12-31,2016,4,Austria,Out,Request,18.1,64
2016-12-31,2016,4,Austria,In,Transfer,8.1,1
2016-12-31,2016,4,Austria,In,Transfer,8.2,1
2016-12-31,2016,4,Austria,In,Transfer,11,1
2016-12-31,2016,4,Austria,In,Transfer,17.2,2
2016-12-31,2016,4,Austria,Out,Transfer,18.1,4
2016-12-31,2016,4,Belgium,In,Request,8.1,1
2016-12-31,2016,4,Belgium,In,Request,12,3
2016-12-31,2016,4,Belgium,In,Request,18.1,7
2016-12-31,2016,4,Belgium,Out,Request,13,1
2016-12-31,2016,4,Belgium,Out,Request,18.1,23
2016-12-31,2016,4,Belgium,In,Transfer,18.1,1
2016-12-31,2016,4,Belgium,Out,Transfer,18.1,5
2016-12-31,2016,4,Bulgaria,In,Request,9,1
2016-12-31,2016,4,Bulgaria,In,Request,11,4
2016-12-31,2016,4,Bulgaria,In,Request,17.2,1
2016-12-31,2016,4,Bulgaria,In,Request,18.1,4
2016-12-31,2016,4,Bulgaria,Out,Request,13,1
2016-12-31,2016,4,Bulgaria,Out,Request,18.1,65
2016-12-31,2016,4,Bulgaria,In,Transfer,18.1,1
2016-12-31,2016,4,Bulgaria,Out,Transfer,18.1,1
2016-12-31,2016,4,Croatia,Out,Request,11,2
2016-12-31,2016,4,Croatia,Out,Request,13,5
2016-12-31,2016,4,Croatia,Out,Request,14,1
2016-12-31,2016,4,Croatia,Out,Request,18.1,2
2016-12-31,2016,4,Croatia,Out,Transfer,13,2
2016-12-31,2016,4,Cyprus,In,Request,8.1,3
2016-12-31,2016,4,Cyprus,In,Request,8.2,6
2016-12-31,2016,4,Cyprus,In,Request,17.2,1
2016-12-31,2016,4,Cyprus,In,Transfer,8.2,1
2016-12-31,2016,4,Cyprus,In,Transfer,9,1
2016-12-31,2016,4,Cyprus,In,Transfer,11,2
2016-12-31,2016,4,Czech Republic,In,Request,18.1,1
2016-12-31,2016,4,Czech Republic,Out,Request,18.1,1
2016-12-31,2016,4,Denmark,In,Request,8.1,1
2016-12-31,2016,4,Denmark,Out,Request,11,2
2016-12-31,2016,4,Denmark,Out,Request,18.1,18
2016-12-31,2016,4,Denmark,In,Transfer,9,8
2016-12-31,2016,4,Denmark,In,Transfer,11,11
2016-12-31,2016,4,Denmark,In,Transfer,17.2,29
2016-12-31,2016,4,Denmark,In,Transfer,18.1,1
2016-12-31,2016,4,Denmark,Out,Transfer,18.1,1
2016-12-31,2016,4,Finland,Out,Request,18.1,26
2016-12-31,2016,4,Finland,Out,Transfer,18.1,7
2016-12-31,2016,4,France,In,Request,8.1,33
2016-12-31,2016,4,France,In,Request,8.2,28
2016-12-31,2016,4,France,In,Request,9,14
2016-12-31,2016,4,France,In,Request,11,30
2016-12-31,2016,4,France,In,Request,16,2
2016-12-31,2016,4,France,In,Request,17.2,20
2016-12-31,2016,4,France,In,Request,18.1,105
2016-12-31,2016,4,France,In,Request,20.5,20
2016-12-31,2016,4,France,Out,Request,11,3
2016-12-31,2016,4,France,Out,Request,13,2
2016-12-31,2016,4,France,Out,Request,14,1
2016-12-31,2016,4,France,Out,Request,18.1,66
2016-12-31,2016,4,France,In,Transfer,8.1,34
2016-12-31,2016,4,France,In,Transfer,8.2,14
2016-12-31,2016,4,France,In,Transfer,9,4
2016-12-31,2016,4,France,In,Transfer,11,2
2016-12-31,2016,4,France,In,Transfer,17.2,10
2016-12-31,2016,4,France,In,Transfer,18.1,5
2016-12-31,2016,4,France,Out,Transfer,18.1,3
2016-12-31,2016,4,Germany,In,Request,18.1,19
2016-12-31,2016,4,Germany,Out,Request,11,9
2016-12-31,2016,4,Germany,Out,Request,13,1
2016-12-31,2016,4,Germany,Out,Request,18.1,239
2016-12-31,2016,4,Germany,In,Transfer,9,1
2016-12-31,2016,4,Germany,In,Transfer,12,2
2016-12-31,2016,4,Germany,In,Transfer,17.2,5
2016-12-31,2016,4,Germany,In,Transfer,18.1,1
2016-12-31,2016,4,Germany,Out,Transfer,18.1,18
2016-12-31,2016,4,Greece,In,Request,8.1,10
2016-12-31,2016,4,Greece,In,Request,8.2,9
2016-12-31,2016,4,Greece,In,Request,9,3
2016-12-31,2016,4,Greece,In,Request,10,1
2016-12-31,2016,4,Greece,In,Request,11,1
2016-12-31,2016,4,Greece,In,Request,17.2,5
2016-12-31,2016,4,Greece,In,Transfer,8.1,3
2016-12-31,2016,4,Greece,In,Transfer,8.2,3
2016-12-31,2016,4,Greece,In,Transfer,16,1
2016-12-31,2016,4,Greece,In,Transfer,17.2,4
2016-12-31,2016,4,Hungary,Out,Request,11,2
2016-12-31,2016,4,Hungary,Out,Request,12,1
2016-12-31,2016,4,Hungary,Out,Request,13,5
2016-12-31,2016,4,Hungary,Out,Request,18.1,126
2016-12-31,2016,4,Iceland,Out,Request,18.1,1
2016-12-31,2016,4,Ireland,In,Request,8.1,1
2016-12-31,2016,4,Ireland,In,Request,12,21
2016-12-31,2016,4,Ireland,In,Request,18.1,20
2016-12-31,2016,4,Ireland,Out,Request,11,6
2016-12-31,2016,4,Ireland,Out,Request,14,1
2016-12-31,2016,4,Ireland,Out,Request,18.1,23
2016-12-31,2016,4,Ireland,In,Transfer,18.1,1
2016-12-31,2016,4,Ireland,Out,Transfer,18.1,10
2016-12-31,2016,4,Italy,In,Request,8.2,1
2016-12-31,2016,4,Italy,In,Request,18.1,7
2016-12-31,2016,4,Italy,Out,Request,10,1
2016-12-31,2016,4,Italy,Out,Request,11,2
2016-12-31,2016,4,Italy,Out,Request,12,1
2016-12-31,2016,4,Italy,Out,Request,13,235
2016-12-31,2016,4,Italy,Out,Request,14,4
2016-12-31,2016,4,Italy,Out,Request,18.1,144
2016-12-31,2016,4,Italy,In,Transfer,8.1,2
2016-12-31,2016,4,Italy,Out,Transfer,13,7
2016-12-31,2016,4,Italy,Out,Transfer,18.1,3
2016-12-31,2016,4,Luxembourg,Out,Request,18.1,2
2016-12-31,2016,4,Netherlands,In,Request,12,2
2016-12-31,2016,4,Netherlands,In,Request,18.1,3
2016-12-31,2016,4,Netherlands,Out,Request,11,2
2016-12-31,2016,4,Netherlands,Out,Request,18.1,27
2016-12-31,2016,4,Netherlands,In,Transfer,8.2,1
2016-12-31,2016,4,Netherlands,In,Transfer,12,1
2016-12-31,2016,4,Netherlands,In,Transfer,18.1,2
2016-12-31,2016,4,Netherlands,Out,Transfer,13,2
2016-12-31,2016,4,Netherlands,Out,Transfer,18.1,1
2016-12-31,2016,4,Norway,In,Request,11,3
2016-12-31,2016,4,Norway,In,Request,12,1
2016-12-31,2016,4,Norway,In,Request,17.2,1
2016-12-31,2016,4,Norway,In,Request,18.1,1
2016-12-31,2016,4,Norway,Out,Request,18.1,25
2016-12-31,2016,4,Norway,Out,Transfer,18.1,1
2016-12-31,2016,4,Poland,In,Request,18.1,1
2016-12-31,2016,4,Poland,Out,Request,18.1,1
2016-12-31,2016,4,Portugal,Out,Request,18.1,2
2016-12-31,2016,4,Romania,Out,Request,18.1,10
2016-12-31,2016,4,Slovakia,Out,Request,18.1,2
2016-12-31,2016,4,Slovenia,In,Request,8.1,1
2016-12-31,2016,4,Slovenia,In,Request,8.2,1
2016-12-31,2016,4,Slovenia,In,Request,18.1,1
2016-12-31,2016,4,Slovenia,Out,Request,14,1
2016-12-31,2016,4,Slovenia,Out,Request,18.1,3
2016-12-31,2016,4,Spain,Out,Request,13,1
2016-12-31,2016,4,Spain,Out,Request,18.1,2
2016-12-31,2016,4,Sweden,In,Request,9,13
2016-12-31,2016,4,Sweden,In,Request,11,2
2016-12-31,2016,4,Sweden,In,Request,17.2,9
2016-12-31,2016,4,Sweden,In,Request,18.1,1
2016-12-31,2016,4,Sweden,Out,Request,11,4
2016-12-31,2016,4,Sweden,Out,Request,18.1,32
2016-12-31,2016,4,Sweden,In,Transfer,8.2,1
2016-12-31,2016,4,Sweden,In,Transfer,9,10
2016-12-31,2016,4,Sweden,In,Transfer,11,21
2016-12-31,2016,4,Sweden,In,Transfer,12,1
2016-12-31,2016,4,Sweden,In,Transfer,17.2,17
2016-12-31,2016,4,Sweden,In,Transfer,18.1,1
2016-12-31,2016,4,Sweden,Out,Transfer,18.1,4
2016-12-31,2016,4,Switzerland,In,Request,8.2,3
2016-12-31,2016,4,Switzerland,In,Request,12,1
2016-12-31,2016,4,Switzerland,In,Request,17.2,2
2016-12-31,2016,4,Switzerland,In,Request,18.1,4
2016-12-31,2016,4,Switzerland,Out,Request,18.1,19
2016-12-31,2016,4,Switzerland,In,Transfer,8.1,1
2016-12-31,2016,4,Switzerland,In,Transfer,9,2
2016-12-31,2016,4,Switzerland,In,Transfer,10,1
2016-12-31,2016,4,Switzerland,In,Transfer,12,1
2016-12-31,2016,4,Switzerland,Out,Transfer,18.1,2
2017-03-31,2017,1,Austria,In,Request,8.1,5
2017-03-31,2017,1,Austria,In,Request,8.2,5
2017-03-31,2017,1,Austria,In,Request,9,7
2017-03-31,2017,1,Austria,In,Request,17.2,1
2017-03-31,2017,1,Austria,In,Request,18.1,6
2017-03-31,2017,1,Austria,Out,Request,11,1
2017-03-31,2017,1,Austria,Out,Request,18.1,66
2017-03-31,2017,1,Austria,In,Transfer,8.1,2
2017-03-31,2017,1,Belgium,In,Request,8.1,1
2017-03-31,2017,1,Belgium,In,Request,12,3
2017-03-31,2017,1,Belgium,In,Request,16,1
2017-03-31,2017,1,Belgium,In,Request,18.1,9
2017-03-31,2017,1,Belgium,Out,Request,11,3
2017-03-31,2017,1,Belgium,Out,Request,14,2
2017-03-31,2017,1,Belgium,Out,Request,18.1,30
2017-03-31,2017,1,Belgium,In,Transfer,12,1
2017-03-31,2017,1,Belgium,In,Transfer,18.1,3
2017-03-31,2017,1,Belgium,Out,Transfer,18.1,1
2017-03-31,2017,1,Bulgaria,In,Request,8.1,3
2017-03-31,2017,1,Bulgaria,In,Request,18.1,1
2017-03-31,2017,1,Bulgaria,Out,Request,11,3
2017-03-31,2017,1,Bulgaria,Out,Request,13,1
2017-03-31,2017,1,Bulgaria,Out,Request,18.1,59
2017-03-31,2017,1,Bulgaria,Out,Transfer,16,1
2017-03-31,2017,1,Bulgaria,Out,Transfer,18.1,2
2017-03-31,2017,1,Croatia,Out,Request,13,7
2017-03-31,2017,1,Croatia,Out,Request,18.1,2
2017-03-31,2017,1,Croatia,Out,Transfer,13,1
2017-03-31,2017,1,Cyprus,In,Request,8.1,8
2017-03-31,2017,1,Cyprus,In,Request,8.2,8
2017-03-31,2017,1,Cyprus,In,Request,17.2,3
2017-03-31,2017,1,Cyprus,Out,Request,18.1,1
2017-03-31,2017,1,Cyprus,In,Transfer,8.2,3
2017-03-31,2017,1,Czech Republic,Out,Request,18.1,1
2017-03-31,2017,1,Czech Republic,In,Transfer,18.1,1
2017-03-31,2017,1,Denmark,In,Request,8.1,1
2017-03-31,2017,1,Denmark,In,Request,17.2,5
2017-03-31,2017,1,Denmark,Out,Request,18.1,16
2017-03-31,2017,1,Denmark,In,Transfer,8.1,1
2017-03-31,2017,1,Denmark,In,Transfer,17.2,13
2017-03-31,2017,1,Finland,Out,Request,11,1
2017-03-31,2017,1,Finland,Out,Request,13,1
2017-03-31,2017,1,Finland,Out,Request,18.1,35
2017-03-31,2017,1,Finland,Out,Transfer,18.1,3
2017-03-31,2017,1,France,In,Request,8.1,6
2017-03-31,2017,1,France,In,Request,8.2,11
2017-03-31,2017,1,France,In,Request,9,27
2017-03-31,2017,1,France,In,Request,10,2
2017-03-31,2017,1,France,In,Request,11,10
2017-03-31,2017,1,France,In,Request,16,1
2017-03-31,2017,1,France,In,Request,17.2,26
2017-03-31,2017,1,France,In,Request,18.1,114
2017-03-31,2017,1,France,In,Request,20.5,13
2017-03-31,2017,1,France,Out,Request,11,1
2017-03-31,2017,1,France,Out,Request,12,10
2017-03-31,2017,1,France,Out,Request,13,3
2017-03-31,2017,1,France,Out,Request,18.1,77
2017-03-31,2017,1,France,In,Transfer,8.1,1
2017-03-31,2017,1,France,In,Transfer,8.2,1
2017-03-31,2017,1,France,In,Transfer,9,2
2017-03-31,2017,1,France,In,Transfer,11,4
2017-03-31,2017,1,France,In,Transfer,16,1
2017-03-31,2017,1,France,In,Transfer,17.2,3
2017-03-31,2017,1,France,In,Transfer,18.1,4
2017-03-31,2017,1,France,Out,Transfer,18.1,3
2017-03-31,2017,1,Germany,In,Request,8.1,7
2017-03-31,2017,1,Germany,In,Request,8.2,1
2017-03-31,2017,1,Germany,In,Request,11,2
2017-03-31,2017,1,Germany,In,Request,12,1
2017-03-31,2017,1,Germany,In,Request,17.2,2
2017-03-31,2017,1,Germany,In,Request,18.1,24
2017-03-31,2017,1,Germany,Out,Request,11,7
2017-03-31,2017,1,Germany,Out,Request,13,5
2017-03-31,2017,1,Germany,Out,Request,16,1
2017-03-31,2017,1,Germany,Out,Request,18.1,207
2017-03-31,2017,1,Germany,In,Transfer,11,1
2017-03-31,2017,1,Germany,In,Transfer,17.2,2
2017-03-31,2017,1,Germany,In,Transfer,18.1,3
2017-03-31,2017,1,Germany,Out,Transfer,13,1
2017-03-31,2017,1,Germany,Out,Transfer,18.1,71
2017-03-31,2017,1,Greece,In,Request,8.1,6
2017-03-31,2017,1,Greece,In,Request,8.2,3
2017-03-31,2017,1,Greece,In,Request,9,15
2017-03-31,2017,1,Greece,In,Request,11,1
2017-03-31,2017,1,Greece,In,Request,16,1
2017-03-31,2017,1,Greece,In,Request,17.2,6
2017-03-31,2017,1,Greece,In,Request,18.1,2
2017-03-31,2017,1,Greece,In,Transfer,8.1,3
2017-03-31,2017,1,Greece,In,Transfer,8.2,1
2017-03-31,2017,1,Greece,In,Transfer,9,1
2017-03-31,2017,1,Hungary,Out,Request,11,3
2017-03-31,2017,1,Hungary,Out,Request,13,3
2017-03-31,2017,1,Hungary,Out,Request,18.1,94
2017-03-31,2017,1,Iceland,In,Request,18.1,4
2017-03-31,2017,1,Iceland,In,Transfer,18.1,2
2017-03-31,2017,1,Ireland,In,Request,11,2
2017-03-31,2017,1,Ireland,In,Request,12,22
2017-03-31,2017,1,Ireland,In,Request,18.1,12
2017-03-31,2017,1,Ireland,Out,Request,12,2
2017-03-31,2017,1,Ireland,Out,Request,18.1,34
2017-03-31,2017,1,Ireland,In,Transfer,12,1
2017-03-31,2017,1,Ireland,Out,Transfer,18.1,4
2017-03-31,2017,1,Italy,In,Request,8.1,1
2017-03-31,2017,1,Italy,In,Request,8.2,4
2017-03-31,2017,1,Italy,In,Request,17.2,1
2017-03-31,2017,1,Italy,Out,Request,11,21
2017-03-31,2017,1,Italy,Out,Request,12,6
2017-03-31,2017,1,Italy,Out,Request,13,325
2017-03-31,2017,1,Italy,Out,Request,14,2
2017-03-31,2017,1,Italy,Out,Request,18.1,131
2017-03-31,2017,1,Italy,In,Transfer,8.2,2
2017-03-31,2017,1,Italy,In,Transfer,16,1
2017-03-31,2017,1,Italy,In,Transfer,18.1,1
2017-03-31,2017,1,Italy,Out,Transfer,12,1
2017-03-31,2017,1,Italy,Out,Transfer,13,11
2017-03-31,2017,1,Italy,Out,Transfer,18.1,6
2017-03-31,2017,1,Latvia,Out,Request,18.1,1
2017-03-31,2017,1,Luxembourg,In,Request,18.1,1
2017-03-31,2017,1,Luxembourg,Out,Request,18.1,1
2017-03-31,2017,1,Malta,Out,Request,18.1,5
2017-03-31,2017,1,Netherlands,In,Request,8.1,1
2017-03-31,2017,1,Netherlands,In,Request,12,3
2017-03-31,2017,1,Netherlands,In,Request,18.1,11
2017-03-31,2017,1,Netherlands,Out,Request,11,1
2017-03-31,2017,1,Netherlands,Out,Request,13,2
2017-03-31,2017,1,Netherlands,Out,Request,14,1
2017-03-31,2017,1,Netherlands,Out,Request,18.1,39
2017-03-31,2017,1,Netherlands,In,Transfer,12,1
2017-03-31,2017,1,Netherlands,In,Transfer,18.1,3
2017-03-31,2017,1,Netherlands,Out,Transfer,18.1,2
2017-03-31,2017,1,Norway,Out,Request,18.1,27
2017-03-31,2017,1,Norway,In,Transfer,12,1
2017-03-31,2017,1,Norway,Out,Transfer,18.1,1
2017-03-31,2017,1,Poland,Out,Request,18.1,2
2017-03-31,2017,1,Portugal,Out,Request,18.1,5
2017-03-31,2017,1,Romania,Out,Request,18.1,6
2017-03-31,2017,1,Slovakia,Out,Request,18.1,1
2017-03-31,2017,1,Slovenia,Out,Request,14,2
2017-03-31,2017,1,Slovenia,Out,Request,18.1,3
2017-03-31,2017,1,Spain,Out,Request,11,1
2017-03-31,2017,1,Spain,Out,Request,13,1
2017-03-31,2017,1,Spain,Out,Request,14,1
2017-03-31,2017,1,Spain,Out,Request,18.1,10
2017-03-31,2017,1,Sweden,In,Request,8.2,1
2017-03-31,2017,1,Sweden,In,Request,12,2
2017-03-31,2017,1,Sweden,In,Request,13,1
2017-03-31,2017,1,Sweden,In,Request,17.2,12
2017-03-31,2017,1,Sweden,In,Request,18.1,1
2017-03-31,2017,1,Sweden,Out,Request,11,1
2017-03-31,2017,1,Sweden,Out,Request,12,1
2017-03-31,2017,1,Sweden,Out,Request,18.1,34
2017-03-31,2017,1,Sweden,In,Transfer,8.1,1
2017-03-31,2017,1,Sweden,In,Transfer,9,2
2017-03-31,2017,1,Sweden,In,Transfer,11,2
2017-03-31,2017,1,Sweden,In,Transfer,17.2,1
2017-03-31,2017,1,Sweden,Out,Transfer,18.1,3
2017-03-31,2017,1,Switzerland,In,Request,8.1,3
2017-03-31,2017,1,Switzerland,In,Request,8.2,1
2017-03-31,2017,1,Switzerland,In,Request,9,2
2017-03-31,2017,1,Switzerland,In,Request,17.2,1
2017-03-31,2017,1,Switzerland,In,Request,18.1,6
2017-03-31,2017,1,Switzerland,Out,Request,13,1
2017-03-31,2017,1,Switzerland,Out,Request,18.1,24
2017-03-31,2017,1,Switzerland,In,Transfer,18.1,2
2017-03-31,2017,1,Switzerland,Out,Transfer,18.1,1
2017-06-30,2017,2,Austria,In,Request,8.2,1
2017-06-30,2017,2,Austria,In,Request,12,1
2017-06-30,2017,2,Austria,In,Request,18.1,1
2017-06-30,2017,2,Austria,Out,Request,11,13
2017-06-30,2017,2,Austria,Out,Request,12,3
2017-06-30,2017,2,Austria,Out,Request,18.1,88
2017-06-30,2017,2,Austria,In,Transfer,8.2,1
2017-06-30,2017,2,Austria,Out,Transfer,18.1,1
2017-06-30,2017,2,Belgium,In,Request,18.1,8
2017-06-30,2017,2,Belgium,Out,Request,11,2
2017-06-30,2017,2,Belgium,Out,Request,13,2
2017-06-30,2017,2,Belgium,Out,Request,14,1
2017-06-30,2017,2,Belgium,Out,Request,18.1,28
2017-06-30,2017,2,Belgium,In,Transfer,18.1,1
2017-06-30,2017,2,Belgium,Out,Transfer,18.1,2
2017-06-30,2017,2,Bulgaria,In,Request,8.1,2
2017-06-30,2017,2,Bulgaria,In,Request,17.2,1
2017-06-30,2017,2,Bulgaria,In,Request,18.1,2
2017-06-30,2017,2,Bulgaria,Out,Request,11,1
2017-06-30,2017,2,Bulgaria,Out,Request,12,1
2017-06-30,2017,2,Bulgaria,Out,Request,13,1
2017-06-30,2017,2,Bulgaria,Out,Request,18.1,48
2017-06-30,2017,2,Bulgaria,Out,Transfer,18.1,2
2017-06-30,2017,2,Croatia,Out,Request,14,1
2017-06-30,2017,2,Cyprus,In,Request,8.1,3
2017-06-30,2017,2,Cyprus,In,Request,8.2,6
2017-06-30,2017,2,Cyprus,In,Request,17.2,1
2017-06-30,2017,2,Cyprus,Out,Request,12,3
2017-06-30,2017,2,Cyprus,In,Transfer,8.1,2
2017-06-30,2017,2,Cyprus,In,Transfer,8.2,1
2017-06-30,2017,2,Denmark,In,Request,8.1,1
2017-06-30,2017,2,Denmark,In,Request,17.2,1
2017-06-30,2017,2,Denmark,In,Request,18.1,4
2017-06-30,2017,2,Denmark,Out,Request,18.1,9
2017-06-30,2017,2,Denmark,In,Transfer,9,4
2017-06-30,2017,2,Denmark,In,Transfer,18.1,1
2017-06-30,2017,2,Finland,In,Request,17.2,1
2017-06-30,2017,2,Finland,Out,Request,11,2
2017-06-30,2017,2,Finland,Out,Request,18.1,26
2017-06-30,2017,2,France,In,Request,8.1,11
2017-06-30,2017,2,France,In,Request,8.2,14
2017-06-30,2017,2,France,In,Request,9,8
2017-06-30,2017,2,France,In,Request,11,6
2017-06-30,2017,2,France,In,Request,17.2,7
2017-06-30,2017,2,France,In,Request,18.1,83
2017-06-30,2017,2,France,In,Request,20.5,8
2017-06-30,2017,2,France,Out,Request,11,3
2017-06-30,2017,2,France,Out,Request,12,3
2017-06-30,2017,2,France,Out,Request,13,5
2017-06-30,2017,2,France,Out,Request,14,1
2017-06-30,2017,2,France,Out,Request,18.1,94
2017-06-30,2017,2,France,In,Transfer,8.1,7
2017-06-30,2017,2,France,In,Transfer,8.2,3
2017-06-30,2017,2,France,In,Transfer,9,4
2017-06-30,2017,2,France,In,Transfer,10,1
2017-06-30,2017,2,France,In,Transfer,17.2,2
2017-06-30,2017,2,France,In,Transfer,18.1,15
2017-06-30,2017,2,Germany,In,Request,11,1
2017-06-30,2017,2,Germany,In,Request,12,1
2017-06-30,2017,2,Germany,In,Request,17.2,2
2017-06-30,2017,2,Germany,In,Request,18.1,18
2017-06-30,2017,2,Germany,Out,Request,11,18
2017-06-30,2017,2,Germany,Out,Request,12,1
2017-06-30,2017,2,Germany,Out,Request,13,5
2017-06-30,2017,2,Germany,Out,Request,18.1,157
2017-06-30,2017,2,Germany,In,Transfer,8.1,1
2017-06-30,2017,2,Germany,In,Transfer,8.2,1
2017-06-30,2017,2,Germany,In,Transfer,18.1,1
2017-06-30,2017,2,Germany,Out,Transfer,12,1
2017-06-30,2017,2,Germany,Out,Transfer,13,1
2017-06-30,2017,2,Germany,Out,Transfer,18.1,47
2017-06-30,2017,2,Greece,In,Request,8.1,10
2017-06-30,2017,2,Greece,In,Request,8.2,8
2017-06-30,2017,2,Greece,In,Request,9,259
2017-06-30,2017,2,Greece,In,Request,10,19
2017-06-30,2017,2,Greece,In,Request,11,16
2017-06-30,2017,2,Greece,In,Request,16,3
2017-06-30,2017,2,Greece,In,Request,17.2,26
2017-06-30,2017,2,Greece,In,Request,18.1,6
2017-06-30,2017,2,Greece,In,Transfer,8.1,3
2017-06-30,2017,2,Greece,In,Transfer,8.2,1
2017-06-30,2017,2,Greece,In,Transfer,9,10
2017-06-30,2017,2,Hungary,Out,Request,13,2
2017-06-30,2017,2,Hungary,Out,Request,18.1,25
2017-06-30,2017,2,Ireland,In,Request,12,7
2017-06-30,2017,2,Ireland,In,Request,18.1,21
2017-06-30,2017,2,Ireland,Out,Request,11,2
2017-06-30,2017,2,Ireland,Out,Request,18.1,44
2017-06-30,2017,2,Ireland,In,Transfer,12,3
2017-06-30,2017,2,Ireland,In,Transfer,18.1,1
2017-06-30,2017,2,Ireland,Out,Transfer,18.1,4
2017-06-30,2017,2,Italy,In,Request,8.1,1
