Date,Year,Quarter,Nationality,Region,Sex,Age,Visas granted
2017-01-01,2017,1,Lebanon,Middle East,Male,50-69,1
2017-01-01,2017,1,Libya,Africa North,Female,Under 18,1
2017-01-01,2017,1,Libya,Africa North,Male,Under 18,3
2017-01-01,2017,1,Nigeria,Africa Sub-Saharan,Female,30-49,1
2017-01-01,2017,1,Nigeria,Africa Sub-Saharan,Female,Under 18,2
2017-01-01,2017,1,Nigeria,Africa Sub-Saharan,Male,30-49,2
2017-01-01,2017,1,Nigeria,Africa Sub-Saharan,Male,Under 18,4
2017-01-01,2017,1,Other and unknown,Other,Female,18-29,3
2017-01-01,2017,1,Other and unknown,Other,Female,30-49,5
2017-01-01,2017,1,Other and unknown,Other,Female,Under 18,9
2017-01-01,2017,1,Other and unknown,Other,Male,18-29,1
2017-01-01,2017,1,Other and unknown,Other,Male,30-49,1
2017-01-01,2017,1,Other and unknown,Other,Male,Under 18,8
2017-01-01,2017,1,Pakistan,Asia South,Female,18-29,2
2017-01-01,2017,1,Pakistan,Asia South,Female,30-49,7
2017-01-01,2017,1,Pakistan,Asia South,Female,50-69,3
2017-01-01,2017,1,Pakistan,Asia South,Female,Under 18,11
2017-01-01,2017,1,Pakistan,Asia South,Male,50-69,3
2017-01-01,2017,1,Pakistan,Asia South,Male,Under 18,13
2017-01-01,2017,1,Russia,Europe Other,Female,18-29,1
2017-01-01,2017,1,Russia,Europe Other,Female,Under 18,1
2017-01-01,2017,1,Russia,Europe Other,Male,Under 18,2
2017-01-01,2017,1,Sierra Leone,Africa Sub-Saharan,Female,Under 18,1
2017-01-01,2017,1,Sierra Leone,Africa Sub-Saharan,Male,Under 18,1
2017-01-01,2017,1,Somalia,Africa Sub-Saharan,Female,18-29,4
2017-01-01,2017,1,Somalia,Africa Sub-Saharan,Female,30-49,2
2017-01-01,2017,1,Somalia,Africa Sub-Saharan,Female,Under 18,16
2017-01-01,2017,1,Somalia,Africa Sub-Saharan,Male,18-29,4
2017-01-01,2017,1,Somalia,Africa Sub-Saharan,Male,30-49,1
2017-01-01,2017,1,Somalia,Africa Sub-Saharan,Male,Under 18,18
2017-01-01,2017,1,Sri Lanka,Asia South,Female,30-49,4
2017-01-01,2017,1,Sri Lanka,Asia South,Female,Under 18,3
2017-01-01,2017,1,Sri Lanka,Asia South,Male,Under 18,6
2017-01-01,2017,1,Stateless,Other,Female,18-29,1
2017-01-01,2017,1,Stateless,Other,Female,30-49,1
2017-01-01,2017,1,Stateless,Other,Female,50-69,1
2017-01-01,2017,1,Stateless,Other,Female,Under 18,2
2017-01-01,2017,1,Stateless,Other,Male,Under 18,2
2017-01-01,2017,1,Sudan,Africa North,Female,18-29,69
2017-01-01,2017,1,Sudan,Africa North,Female,30-49,18
2017-01-01,2017,1,Sudan,Africa North,Female,50-69,2
2017-01-01,2017,1,Sudan,Africa North,Female,Under 18,65
2017-01-01,2017,1,Sudan,Africa North,Male,30-49,2
2017-01-01,2017,1,Sudan,Africa North,Male,50-69,1
2017-01-01,2017,1,Sudan,Africa North,Male,Under 18,57
2017-01-01,2017,1,Sweden,EU 14,Female,Under 18,1
2017-01-01,2017,1,Syria,Middle East,Female,18-29,75
2017-01-01,2017,1,Syria,Middle East,Female,30-49,43
2017-01-01,2017,1,Syria,Middle East,Female,50-69,4
2017-01-01,2017,1,Syria,Middle East,Female,Under 18,108
2017-01-01,2017,1,Syria,Middle East,Male,30-49,5
2017-01-01,2017,1,Syria,Middle East,Male,50-69,2
2017-01-01,2017,1,Syria,Middle East,Male,Under 18,108
2017-01-01,2017,1,Thailand,Asia South East,Female,30-49,1
2017-01-01,2017,1,Tunisia,Africa North,Female,18-29,1
2017-01-01,2017,1,Turkey,Europe Other,Female,18-29,1
2017-01-01,2017,1,Turkey,Europe Other,Female,Under 18,1
2017-01-01,2017,1,Turkey,Europe Other,Male,18-29,1
2017-01-01,2017,1,Turkey,Europe Other,Male,Under 18,1
2017-01-01,2017,1,Uganda,Africa Sub-Saharan,Female,Under 18,13
2017-01-01,2017,1,Uganda,Africa Sub-Saharan,Male,18-29,1
2017-01-01,2017,1,Uganda,Africa Sub-Saharan,Male,Under 18,8
2017-01-01,2017,1,Ukraine,Europe Other,Female,30-49,1
2017-01-01,2017,1,United States,America North,Male,30-49,1
2017-01-01,2017,1,United States,America North,Male,Under 18,1
2017-01-01,2017,1,Vietnam,Asia South East,Female,30-49,1
2017-01-01,2017,1,Vietnam,Asia South East,Female,Under 18,2
2017-01-01,2017,1,Vietnam,Asia South East,Male,Under 18,2
2017-01-01,2017,1,Yemen,Middle East,Female,30-49,1
2017-01-01,2017,1,Yemen,Middle East,Female,Under 18,1
2017-01-01,2017,1,Yemen,Middle East,Male,Under 18,4
2017-01-01,2017,1,Zimbabwe,Africa Sub-Saharan,Female,18-29,2
2017-01-01,2017,1,Zimbabwe,Africa Sub-Saharan,Female,30-49,1
2017-01-01,2017,1,Zimbabwe,Africa Sub-Saharan,Female,Under 18,6
2017-01-01,2017,1,Zimbabwe,Africa Sub-Saharan,Male,18-29,1
2017-01-01,2017,1,Zimbabwe,Africa Sub-Saharan,Male,50-69,1
2017-01-01,2017,1,Zimbabwe,Africa Sub-Saharan,Male,Under 18,7
2017-04-01,2017,2,Afghanistan,Asia Central,Female,18-29,2
2017-04-01,2017,2,Afghanistan,Asia Central,Female,30-49,5
2017-04-01,2017,2,Afghanistan,Asia Central,Female,Under 18,6
2017-04-01,2017,2,Afghanistan,Asia Central,Male,Under 18,12
2017-04-01,2017,2,Angola,Africa Sub-Saharan,Female,Under 18,1
2017-04-01,2017,2,Bangladesh,Asia South,Female,18-29,2
2017-04-01,2017,2,Bangladesh,Asia South,Female,30-49,1
2017-04-01,2017,2,Bangladesh,Asia South,Male,Under 18,2
2017-04-01,2017,2,Bolivia,America Central and South,Male,Under 18,1
2017-04-01,2017,2,Cameroon,Africa Sub-Saharan,Male,Under 18,2
2017-04-01,2017,2,Congo (Democratic Republic),Africa Sub-Saharan,Female,18-29,3
2017-04-01,2017,2,Congo (Democratic Republic),Africa Sub-Saharan,Female,30-49,1
2017-04-01,2017,2,Congo (Democratic Republic),Africa Sub-Saharan,Female,Under 18,4
2017-04-01,2017,2,Congo (Democratic Republic),Africa Sub-Saharan,Male,30-49,1
2017-04-01,2017,2,Congo (Democratic Republic),Africa Sub-Saharan,Male,50-69,1
2017-04-01,2017,2,Congo (Democratic Republic),Africa Sub-Saharan,Male,Under 18,3
2017-04-01,2017,2,Egypt,Africa North,Female,30-49,1
2017-04-01,2017,2,Egypt,Africa North,Female,Under 18,1
2017-04-01,2017,2,Egypt,Africa North,Male,18-29,1
2017-04-01,2017,2,Egypt,Africa North,Male,Under 18,4
2017-04-01,2017,2,Eritrea,Africa Sub-Saharan,Female,18-29,122
2017-04-01,2017,2,Eritrea,Africa Sub-Saharan,Female,30-49,29
2017-04-01,2017,2,Eritrea,Africa Sub-Saharan,Female,70+,1
2017-04-01,2017,2,Eritrea,Africa Sub-Saharan,Female,Under 18,27
2017-04-01,2017,2,Eritrea,Africa Sub-Saharan,Male,18-29,17
2017-04-01,2017,2,Eritrea,Africa Sub-Saharan,Male,30-49,30
2017-04-01,2017,2,Eritrea,Africa Sub-Saharan,Male,50-69,2
2017-04-01,2017,2,Eritrea,Africa Sub-Saharan,Male,Under 18,30
2017-04-01,2017,2,Ethiopia,Africa Sub-Saharan,Female,18-29,26
2017-04-01,2017,2,Ethiopia,Africa Sub-Saharan,Female,30-49,5
2017-04-01,2017,2,Ethiopia,Africa Sub-Saharan,Female,Under 18,6
2017-04-01,2017,2,Ethiopia,Africa Sub-Saharan,Male,30-49,1
2017-04-01,2017,2,Ethiopia,Africa Sub-Saharan,Male,Under 18,14
2017-04-01,2017,2,"Gambia, The",Africa Sub-Saharan,Female,18-29,1
2017-04-01,2017,2,"Gambia, The",Africa Sub-Saharan,Female,Under 18,2
2017-04-01,2017,2,"Gambia, The",Africa Sub-Saharan,Male,Under 18,2
2017-04-01,2017,2,Georgia,Europe Other,Male,Under 18,1
2017-04-01,2017,2,Guinea,Africa Sub-Saharan,Female,Under 18,1
2017-04-01,2017,2,Guinea,Africa Sub-Saharan,Male,18-29,1
2017-04-01,2017,2,Guinea,Africa Sub-Saharan,Male,Under 18,2
2017-04-01,2017,2,Iran,Middle East,Female,18-29,9
2017-04-01,2017,2,Iran,Middle East,Female,30-49,27
2017-04-01,2017,2,Iran,Middle East,Female,50-69,2
2017-04-01,2017,2,Iran,Middle East,Female,Under 18,18
2017-04-01,2017,2,Iran,Middle East,Male,18-29,2
2017-04-01,2017,2,Iran,Middle East,Male,30-49,5
2017-04-01,2017,2,Iran,Middle East,Male,Under 18,22
2017-04-01,2017,2,Iraq,Middle East,Female,18-29,1
2017-04-01,2017,2,Iraq,Middle East,Female,30-49,2
2017-04-01,2017,2,Iraq,Middle East,Female,Under 18,1
2017-04-01,2017,2,Iraq,Middle East,Male,18-29,1
2017-04-01,2017,2,Iraq,Middle East,Male,Under 18,4
2017-04-01,2017,2,Jamaica,America Central and South,Male,18-29,1
2017-04-01,2017,2,Jordan,Middle East,Female,50-69,1
2017-04-01,2017,2,Kenya,Africa Sub-Saharan,Female,Under 18,1
2017-04-01,2017,2,Kenya,Africa Sub-Saharan,Male,30-49,1
2017-04-01,2017,2,Kenya,Africa Sub-Saharan,Male,Under 18,1
2017-04-01,2017,2,Lebanon,Middle East,Male,50-69,1
2017-04-01,2017,2,Libya,Africa North,Female,30-49,1
2017-04-01,2017,2,Libya,Africa North,Female,Under 18,1
2017-04-01,2017,2,Libya,Africa North,Male,Under 18,2
2017-04-01,2017,2,Morocco,Africa North,Female,30-49,2
2017-04-01,2017,2,Morocco,Africa North,Female,Under 18,1
2017-04-01,2017,2,Occupied Palestinian Territories,Middle East,Female,30-49,1
2017-04-01,2017,2,Occupied Palestinian Territories,Middle East,Female,Under 18,1
2017-04-01,2017,2,Occupied Palestinian Territories,Middle East,Male,Under 18,2
2017-04-01,2017,2,Other and unknown,Other,Female,18-29,2
2017-04-01,2017,2,Other and unknown,Other,Female,30-49,2
2017-04-01,2017,2,Other and unknown,Other,Female,Under 18,5
2017-04-01,2017,2,Other and unknown,Other,Male,30-49,2
2017-04-01,2017,2,Other and unknown,Other,Male,50-69,1
2017-04-01,2017,2,Other and unknown,Other,Male,Under 18,4
2017-04-01,2017,2,Pakistan,Asia South,Female,30-49,4
2017-04-01,2017,2,Pakistan,Asia South,Female,70+,1
2017-04-01,2017,2,Pakistan,Asia South,Female,Under 18,14
2017-04-01,2017,2,Pakistan,Asia South,Male,30-49,1
2017-04-01,2017,2,Pakistan,Asia South,Male,Under 18,4
2017-04-01,2017,2,Philippines,Asia South East,Female,30-49,1
2017-04-01,2017,2,Rwanda,Africa Sub-Saharan,Female,18-29,2
2017-04-01,2017,2,Rwanda,Africa Sub-Saharan,Female,Under 18,1
2017-04-01,2017,2,Sierra Leone,Africa Sub-Saharan,Male,Under 18,1
2017-04-01,2017,2,Somalia,Africa Sub-Saharan,Female,18-29,4
2017-04-01,2017,2,Somalia,Africa Sub-Saharan,Female,30-49,2
2017-04-01,2017,2,Somalia,Africa Sub-Saharan,Female,Under 18,33
2017-04-01,2017,2,Somalia,Africa Sub-Saharan,Male,18-29,2
2017-04-01,2017,2,Somalia,Africa Sub-Saharan,Male,30-49,7
2017-04-01,2017,2,Somalia,Africa Sub-Saharan,Male,50-69,1
2017-04-01,2017,2,Somalia,Africa Sub-Saharan,Male,70+,1
2017-04-01,2017,2,Somalia,Africa Sub-Saharan,Male,Under 18,16
2017-04-01,2017,2,Sri Lanka,Asia South,Female,18-29,1
2017-04-01,2017,2,Sri Lanka,Asia South,Female,30-49,2
2017-04-01,2017,2,Sri Lanka,Asia South,Female,Under 18,1
2017-04-01,2017,2,Sri Lanka,Asia South,Male,30-49,1
2017-04-01,2017,2,Sri Lanka,Asia South,Male,Under 18,2
2017-04-01,2017,2,Stateless,Other,Female,30-49,1
2017-04-01,2017,2,Stateless,Other,Female,Under 18,2
2017-04-01,2017,2,Stateless,Other,Male,Under 18,2
2017-04-01,2017,2,Sudan,Africa North,Female,18-29,61
2017-04-01,2017,2,Sudan,Africa North,Female,30-49,18
2017-04-01,2017,2,Sudan,Africa North,Female,Under 18,36
2017-04-01,2017,2,Sudan,Africa North,Male,30-49,2
2017-04-01,2017,2,Sudan,Africa North,Male,50-69,3
2017-04-01,2017,2,Sudan,Africa North,Male,Under 18,46
2017-04-01,2017,2,Syria,Middle East,Female,18-29,53
2017-04-01,2017,2,Syria,Middle East,Female,30-49,32
2017-04-01,2017,2,Syria,Middle East,Female,50-69,4
2017-04-01,2017,2,Syria,Middle East,Female,Under 18,69
2017-04-01,2017,2,Syria,Middle East,Male,18-29,3
2017-04-01,2017,2,Syria,Middle East,Male,30-49,9
2017-04-01,2017,2,Syria,Middle East,Male,50-69,1
2017-04-01,2017,2,Syria,Middle East,Male,70+,1
2017-04-01,2017,2,Syria,Middle East,Male,Under 18,76
2017-04-01,2017,2,Turkey,Europe Other,Female,30-49,1
2017-04-01,2017,2,Turkey,Europe Other,Female,Under 18,1
2017-04-01,2017,2,Turkey,Europe Other,Male,Under 18,1
2017-04-01,2017,2,Turkmenistan,Asia Central,Male,30-49,1
2017-04-01,2017,2,Uganda,Africa Sub-Saharan,Female,18-29,1
2017-04-01,2017,2,Uganda,Africa Sub-Saharan,Female,Under 18,11
2017-04-01,2017,2,Uganda,Africa Sub-Saharan,Male,18-29,1
2017-04-01,2017,2,Uganda,Africa Sub-Saharan,Male,Under 18,11
2017-04-01,2017,2,Uzbekistan,Asia Central,Female,30-49,1
2017-04-01,2017,2,Uzbekistan,Asia Central,Male,Under 18,2
2017-04-01,2017,2,Vietnam,Asia South East,Female,Under 18,1
2017-04-01,2017,2,Vietnam,Asia South East,Male,Under 18,3
2017-04-01,2017,2,Yemen,Middle East,Female,18-29,3
2017-04-01,2017,2,Yemen,Middle East,Female,50-69,1
2017-04-01,2017,2,Yemen,Middle East,Male,50-69,1
2017-04-01,2017,2,Yemen,Middle East,Male,Under 18,1
2017-04-01,2017,2,Zambia,Africa Sub-Saharan,Female,Under 18,1
2017-04-01,2017,2,Zambia,Africa Sub-Saharan,Male,Under 18,1
2017-04-01,2017,2,Zimbabwe,Africa Sub-Saharan,Female,50-69,1
2017-04-01,2017,2,Zimbabwe,Africa Sub-Saharan,Female,Under 18,4
2017-04-01,2017,2,Zimbabwe,Africa Sub-Saharan,Male,30-49,1
2017-04-01,2017,2,Zimbabwe,Africa Sub-Saharan,Male,Under 18,8
2017-07-01,2017,3,Afghanistan,Asia Central,Female,18-29,8
2017-07-01,2017,3,Afghanistan,Asia Central,Female,30-49,6
2017-07-01,2017,3,Afghanistan,Asia Central,Female,Under 18,18
2017-07-01,2017,3,Afghanistan,Asia Central,Male,30-49,2
2017-07-01,2017,3,Afghanistan,Asia Central,Male,Under 18,19
2017-07-01,2017,3,Bangladesh,Asia South,Female,18-29,1
2017-07-01,2017,3,Bangladesh,Asia South,Female,30-49,2
2017-07-01,2017,3,Bangladesh,Asia South,Female,Under 18,2
2017-07-01,2017,3,Bangladesh,Asia South,Male,Under 18,2
2017-07-01,2017,3,Bhutan,Asia South,Male,Under 18,2
2017-07-01,2017,3,Burundi,Africa Sub-Saharan,Female,Under 18,1
2017-07-01,2017,3,Cameroon,Africa Sub-Saharan,Female,30-49,1
2017-07-01,2017,3,Cameroon,Africa Sub-Saharan,Female,Under 18,7
2017-07-01,2017,3,Cameroon,Africa Sub-Saharan,Male,Under 18,2
2017-07-01,2017,3,Central African Republic,Africa Sub-Saharan,Male,Under 18,2
2017-07-01,2017,3,China,Asia East,Male,30-49,1
2017-07-01,2017,3,China,Asia East,Male,Under 18,1
2017-07-01,2017,3,Congo,Africa Sub-Saharan,Female,18-29,1
2017-07-01,2017,3,Congo,Africa Sub-Saharan,Female,Under 18,1
2017-07-01,2017,3,Congo,Africa Sub-Saharan,Male,18-29,1
2017-07-01,2017,3,Congo,Africa Sub-Saharan,Male,Under 18,1
2017-07-01,2017,3,Congo (Democratic Republic),Africa Sub-Saharan,Female,18-29,2
2017-07-01,2017,3,Congo (Democratic Republic),Africa Sub-Saharan,Female,30-49,4
2017-07-01,2017,3,Congo (Democratic Republic),Africa Sub-Saharan,Female,Under 18,9
2017-07-01,2017,3,Congo (Democratic Republic),Africa Sub-Saharan,Male,Under 18,14
2017-07-01,2017,3,Egypt,Africa North,Female,30-49,3
2017-07-01,2017,3,Egypt,Africa North,Female,Under 18,1
2017-07-01,2017,3,Egypt,Africa North,Male,Under 18,3
2017-07-01,2017,3,Eritrea,Africa Sub-Saharan,Female,18-29,124
2017-07-01,2017,3,Eritrea,Africa Sub-Saharan,Female,30-49,25
2017-07-01,2017,3,Eritrea,Africa Sub-Saharan,Female,Under 18,44
2017-07-01,2017,3,Eritrea,Africa Sub-Saharan,Male,18-29,8
2017-07-01,2017,3,Eritrea,Africa Sub-Saharan,Male,30-49,34
2017-07-01,2017,3,Eritrea,Africa Sub-Saharan,Male,Under 18,53
2017-07-01,2017,3,Ethiopia,Africa Sub-Saharan,Female,18-29,21
2017-07-01,2017,3,Ethiopia,Africa Sub-Saharan,Female,30-49,4
2017-07-01,2017,3,Ethiopia,Africa Sub-Saharan,Female,Under 18,15
2017-07-01,2017,3,Ethiopia,Africa Sub-Saharan,Male,18-29,1
2017-07-01,2017,3,Ethiopia,Africa Sub-Saharan,Male,30-49,4
2017-07-01,2017,3,Ethiopia,Africa Sub-Saharan,Male,Under 18,11
2017-07-01,2017,3,"Gambia, The",Africa Sub-Saharan,Female,Under 18,1
2017-07-01,2017,3,"Gambia, The",Africa Sub-Saharan,Male,30-49,1
2017-07-01,2017,3,"Gambia, The",Africa Sub-Saharan,Male,Under 18,4
2017-07-01,2017,3,Iran,Middle East,Female,18-29,35
2017-07-01,2017,3,Iran,Middle East,Female,30-49,68
2017-07-01,2017,3,Iran,Middle East,Female,50-69,5
2017-07-01,2017,3,Iran,Middle East,Female,Under 18,54
2017-07-01,2017,3,Iran,Middle East,Male,18-29,1
2017-07-01,2017,3,Iran,Middle East,Male,30-49,10
2017-07-01,2017,3,Iran,Middle East,Male,50-69,2
2017-07-01,2017,3,Iran,Middle East,Male,Under 18,55
2017-07-01,2017,3,Iraq,Middle East,Female,18-29,3
2017-07-01,2017,3,Iraq,Middle East,Female,30-49,4
2017-07-01,2017,3,Iraq,Middle East,Female,50-69,2
2017-07-01,2017,3,Iraq,Middle East,Female,Under 18,6
2017-07-01,2017,3,Iraq,Middle East,Male,70+,1
2017-07-01,2017,3,Iraq,Middle East,Male,Under 18,9
2017-07-01,2017,3,Ivory Coast,Africa Sub-Saharan,Female,Under 18,2
2017-07-01,2017,3,Kenya,Africa Sub-Saharan,Female,18-29,1
2017-07-01,2017,3,Kenya,Africa Sub-Saharan,Female,Under 18,1
2017-07-01,2017,3,Kenya,Africa Sub-Saharan,Male,18-29,1
2017-07-01,2017,3,Kenya,Africa Sub-Saharan,Male,Under 18,3
2017-07-01,2017,3,Lebanon,Middle East,Female,18-29,1
2017-07-01,2017,3,Lebanon,Middle East,Female,30-49,1
2017-07-01,2017,3,Lebanon,Middle East,Female,Under 18,1
2017-07-01,2017,3,Lebanon,Middle East,Male,Under 18,2
2017-07-01,2017,3,Libya,Africa North,Female,18-29,1
2017-07-01,2017,3,Libya,Africa North,Female,30-49,2
2017-07-01,2017,3,Libya,Africa North,Female,Under 18,3
2017-07-01,2017,3,Libya,Africa North,Male,50-69,1
2017-07-01,2017,3,Libya,Africa North,Male,Under 18,1
2017-07-01,2017,3,Maldives,Asia South,Female,30-49,1
2017-07-01,2017,3,Maldives,Asia South,Male,Under 18,1
2017-07-01,2017,3,Nepal,Asia South,Female,30-49,1
2017-07-01,2017,3,Nepal,Asia South,Female,Under 18,2
2017-07-01,2017,3,Nigeria,Africa Sub-Saharan,Female,Under 18,2
2017-07-01,2017,3,Nigeria,Africa Sub-Saharan,Male,30-49,1
2017-07-01,2017,3,Nigeria,Africa Sub-Saharan,Male,50-69,1
2017-07-01,2017,3,Occupied Palestinian Territories,Middle East,Female,30-49,1
2017-07-01,2017,3,Occupied Palestinian Territories,Middle East,Female,Under 18,2
2017-07-01,2017,3,Occupied Palestinian Territories,Middle East,Male,30-49,1
2017-07-01,2017,3,Occupied Palestinian Territories,Middle East,Male,Under 18,3
2017-07-01,2017,3,Other and unknown,Other,Female,30-49,1
2017-07-01,2017,3,Other and unknown,Other,Male,18-29,1
2017-07-01,2017,3,Other and unknown,Other,Male,30-49,1
2017-07-01,2017,3,Other and unknown,Other,Male,50-69,2
2017-07-01,2017,3,Other and unknown,Other,Male,Under 18,1
2017-07-01,2017,3,Pakistan,Asia South,Female,18-29,1
2017-07-01,2017,3,Pakistan,Asia South,Female,30-49,5
2017-07-01,2017,3,Pakistan,Asia South,Female,Under 18,11
2017-07-01,2017,3,Pakistan,Asia South,Male,18-29,1
2017-07-01,2017,3,Pakistan,Asia South,Male,30-49,2
2017-07-01,2017,3,Pakistan,Asia South,Male,50-69,1
2017-07-01,2017,3,Pakistan,Asia South,Male,Under 18,11
2017-07-01,2017,3,Rwanda,Africa Sub-Saharan,Male,30-49,1
2017-07-01,2017,3,Senegal,Africa Sub-Saharan,Male,30-49,1
2017-07-01,2017,3,Sierra Leone,Africa Sub-Saharan,Female,Under 18,4
2017-07-01,2017,3,Sierra Leone,Africa Sub-Saharan,Male,Under 18,3
2017-07-01,2017,3,Somalia,Africa Sub-Saharan,Female,18-29,5
2017-07-01,2017,3,Somalia,Africa Sub-Saharan,Female,30-49,4
2017-07-01,2017,3,Somalia,Africa Sub-Saharan,Female,50-69,1
2017-07-01,2017,3,Somalia,Africa Sub-Saharan,Female,Under 18,23
2017-07-01,2017,3,Somalia,Africa Sub-Saharan,Male,18-29,2
2017-07-01,2017,3,Somalia,Africa Sub-Saharan,Male,30-49,6
2017-07-01,2017,3,Somalia,Africa Sub-Saharan,Male,50-69,2
2017-07-01,2017,3,Somalia,Africa Sub-Saharan,Male,Under 18,26
2017-07-01,2017,3,Sri Lanka,Asia South,Female,18-29,1
2017-07-01,2017,3,Sri Lanka,Asia South,Female,30-49,7
2017-07-01,2017,3,Sri Lanka,Asia South,Female,Under 18,9
2017-07-01,2017,3,Sri Lanka,Asia South,Male,Under 18,3
2017-07-01,2017,3,Stateless,Other,Female,18-29,2
2017-07-01,2017,3,Stateless,Other,Female,30-49,2
2017-07-01,2017,3,Stateless,Other,Female,50-69,1
2017-07-01,2017,3,Stateless,Other,Female,Under 18,9
2017-07-01,2017,3,Stateless,Other,Male,18-29,1
2017-07-01,2017,3,Stateless,Other,Male,50-69,1
2017-07-01,2017,3,Stateless,Other,Male,Under 18,9
2017-07-01,2017,3,Sudan,Africa North,Female,18-29,66
2017-07-01,2017,3,Sudan,Africa North,Female,30-49,22
2017-07-01,2017,3,Sudan,Africa North,Female,50-69,1
2017-07-01,2017,3,Sudan,Africa North,Female,Under 18,39
2017-07-01,2017,3,Sudan,Africa North,Male,18-29,2
2017-07-01,2017,3,Sudan,Africa North,Male,30-49,3
2017-07-01,2017,3,Sudan,Africa North,Male,50-69,4
2017-07-01,2017,3,Sudan,Africa North,Male,Under 18,36
2017-07-01,2017,3,Sudan (South),Africa Sub-Saharan,Female,Under 18,1
2017-07-01,2017,3,Sudan (South),Africa Sub-Saharan,Male,30-49,1
2017-07-01,2017,3,Syria,Middle East,Female,18-29,59
2017-07-01,2017,3,Syria,Middle East,Female,30-49,13
2017-07-01,2017,3,Syria,Middle East,Female,50-69,1
2017-07-01,2017,3,Syria,Middle East,Female,70+,1
2017-07-01,2017,3,Syria,Middle East,Female,Under 18,34
2017-07-01,2017,3,Syria,Middle East,Male,18-29,2
2017-07-01,2017,3,Syria,Middle East,Male,30-49,7
2017-07-01,2017,3,Syria,Middle East,Male,50-69,5
2017-07-01,2017,3,Syria,Middle East,Male,Under 18,42
2017-07-01,2017,3,Turkey,Europe Other,Female,18-29,1
2017-07-01,2017,3,Turkey,Europe Other,Female,30-49,4
2017-07-01,2017,3,Turkey,Europe Other,Female,Under 18,7
2017-07-01,2017,3,Turkey,Europe Other,Male,30-49,2
2017-07-01,2017,3,Turkey,Europe Other,Male,Under 18,4
2017-07-01,2017,3,Uganda,Africa Sub-Saharan,Female,30-49,2
2017-07-01,2017,3,Uganda,Africa Sub-Saharan,Female,Under 18,14
2017-07-01,2017,3,Uganda,Africa Sub-Saharan,Male,18-29,2
2017-07-01,2017,3,Uganda,Africa Sub-Saharan,Male,Under 18,13
2017-07-01,2017,3,Vietnam,Asia South East,Female,Under 18,2
2017-07-01,2017,3,Vietnam,Asia South East,Male,Under 18,1
2017-07-01,2017,3,Yemen,Middle East,Female,18-29,4
2017-07-01,2017,3,Yemen,Middle East,Female,Under 18,3
2017-07-01,2017,3,Yemen,Middle East,Male,Under 18,2
2017-07-01,2017,3,Zambia,Africa Sub-Saharan,Female,Under 18,1
2017-07-01,2017,3,Zimbabwe,Africa Sub-Saharan,Female,18-29,1
2017-07-01,2017,3,Zimbabwe,Africa Sub-Saharan,Female,30-49,3
2017-07-01,2017,3,Zimbabwe,Africa Sub-Saharan,Female,Under 18,7
2017-07-01,2017,3,Zimbabwe,Africa Sub-Saharan,Male,30-49,1
2017-07-01,2017,3,Zimbabwe,Africa Sub-Saharan,Male,Under 18,7
2017-10-01,2017,4,Afghanistan,Asia Central,Female,18-29,5
2017-10-01,2017,4,Afghanistan,Asia Central,Female,30-49,12
2017-10-01,2017,4,Afghanistan,Asia Central,Female,50-69,1
2017-10-01,2017,4,Afghanistan,Asia Central,Female,Under 18,23
2017-10-01,2017,4,Afghanistan,Asia Central,Male,30-49,1
2017-10-01,2017,4,Afghanistan,Asia Central,Male,50-69,1
2017-10-01,2017,4,Afghanistan,Asia Central,Male,Under 18,24
2017-10-01,2017,4,Albania,Europe Other,Female,30-49,1
2017-10-01,2017,4,Albania,Europe Other,Female,Under 18,2
2017-10-01,2017,4,Angola,Africa Sub-Saharan,Male,50-69,1
2017-10-01,2017,4,Angola,Africa Sub-Saharan,Male,Under 18,2
2017-10-01,2017,4,Bahrain,Middle East,Female,30-49,1
2017-10-01,2017,4,Bangladesh,Asia South,Female,18-29,4
2017-10-01,2017,4,Bangladesh,Asia South,Female,Under 18,3
2017-10-01,2017,4,Bangladesh,Asia South,Male,Under 18,3
2017-10-01,2017,4,Cameroon,Africa Sub-Saharan,Female,30-49,1
2017-10-01,2017,4,Cameroon,Africa Sub-Saharan,Female,Under 18,5
2017-10-01,2017,4,Cameroon,Africa Sub-Saharan,Male,Under 18,8
2017-10-01,2017,4,Chad,Africa Sub-Saharan,Female,18-29,1
2017-10-01,2017,4,China,Asia East,Female,30-49,1
2017-10-01,2017,4,China,Asia East,Female,Under 18,1
2017-10-01,2017,4,China,Asia East,Male,Under 18,2
2017-10-01,2017,4,Congo (Democratic Republic),Africa Sub-Saharan,Female,18-29,2
2017-10-01,2017,4,Congo (Democratic Republic),Africa Sub-Saharan,Female,30-49,1
2017-10-01,2017,4,Congo (Democratic Republic),Africa Sub-Saharan,Female,Under 18,9
2017-10-01,2017,4,Congo (Democratic Republic),Africa Sub-Saharan,Male,18-29,3
2017-10-01,2017,4,Congo (Democratic Republic),Africa Sub-Saharan,Male,30-49,2
2017-10-01,2017,4,Congo (Democratic Republic),Africa Sub-Saharan,Male,Under 18,5
2017-10-01,2017,4,Egypt,Africa North,Female,18-29,1
2017-10-01,2017,4,Egypt,Africa North,Female,30-49,2
2017-10-01,2017,4,Egypt,Africa North,Female,Under 18,3
2017-10-01,2017,4,Egypt,Africa North,Male,Under 18,3
2017-10-01,2017,4,Eritrea,Africa Sub-Saharan,Female,18-29,161
