Date,Year,Quarter,NRM referral,Nationality,Region,Sex,Age Group,Referrals
2021-12-31,2021,4,No NRM referral raised,Iran,Middle East,Unknown,18 to 24,4
2021-12-31,2021,4,No NRM referral raised,Iran,Middle East,Unknown,25 to 39,1
2021-12-31,2021,4,No NRM referral raised,Iran,Middle East,Unknown,40 and over,1
2021-12-31,2021,4,No NRM referral raised,Iraq,Middle East,Female,17 and under,153
2021-12-31,2021,4,No NRM referral raised,Iraq,Middle East,Female,18 to 24,60
2021-12-31,2021,4,No NRM referral raised,Iraq,Middle East,Female,25 to 39,192
2021-12-31,2021,4,No NRM referral raised,Iraq,Middle East,Female,40 and over,36
2021-12-31,2021,4,No NRM referral raised,Iraq,Middle East,Male,17 and under,370
2021-12-31,2021,4,No NRM referral raised,Iraq,Middle East,Male,18 to 24,1295
2021-12-31,2021,4,No NRM referral raised,Iraq,Middle East,Male,25 to 39,1167
2021-12-31,2021,4,No NRM referral raised,Iraq,Middle East,Male,40 and over,111
2021-12-31,2021,4,No NRM referral raised,Iraq,Middle East,Unknown,17 and under,23
2021-12-31,2021,4,No NRM referral raised,Iraq,Middle East,Unknown,18 to 24,2
2021-12-31,2021,4,No NRM referral raised,Jordan,Middle East,Male,25 to 39,1
2021-12-31,2021,4,No NRM referral raised,Kuwait,Middle East,Female,17 and under,21
2021-12-31,2021,4,No NRM referral raised,Kuwait,Middle East,Female,18 to 24,6
2021-12-31,2021,4,No NRM referral raised,Kuwait,Middle East,Female,25 to 39,10
2021-12-31,2021,4,No NRM referral raised,Kuwait,Middle East,Female,40 and over,5
2021-12-31,2021,4,No NRM referral raised,Kuwait,Middle East,Male,17 and under,24
2021-12-31,2021,4,No NRM referral raised,Kuwait,Middle East,Male,18 to 24,8
2021-12-31,2021,4,No NRM referral raised,Kuwait,Middle East,Male,25 to 39,56
2021-12-31,2021,4,No NRM referral raised,Kuwait,Middle East,Male,40 and over,12
2021-12-31,2021,4,No NRM referral raised,Lebanon,Middle East,Male,25 to 39,2
2021-12-31,2021,4,No NRM referral raised,Lebanon,Middle East,Male,40 and over,1
2021-12-31,2021,4,No NRM referral raised,Libya,Africa North,Female,40 and over,1
2021-12-31,2021,4,No NRM referral raised,Libya,Africa North,Male,17 and under,2
2021-12-31,2021,4,No NRM referral raised,Libya,Africa North,Male,18 to 24,6
2021-12-31,2021,4,No NRM referral raised,Libya,Africa North,Male,25 to 39,26
2021-12-31,2021,4,No NRM referral raised,Libya,Africa North,Male,40 and over,3
2021-12-31,2021,4,No NRM referral raised,Mali,Africa Sub-Saharan,Male,17 and under,1
2021-12-31,2021,4,No NRM referral raised,Mali,Africa Sub-Saharan,Male,18 to 24,1
2021-12-31,2021,4,No NRM referral raised,Mali,Africa Sub-Saharan,Male,25 to 39,2
2021-12-31,2021,4,No NRM referral raised,Morocco,Africa North,Male,18 to 24,3
2021-12-31,2021,4,No NRM referral raised,Morocco,Africa North,Male,25 to 39,3
2021-12-31,2021,4,No NRM referral raised,Myanmar (Burma),Asia South East,Male,18 to 24,2
2021-12-31,2021,4,No NRM referral raised,Niger,Africa Sub-Saharan,Male,18 to 24,5
2021-12-31,2021,4,No NRM referral raised,Nigeria,Africa Sub-Saharan,Male,25 to 39,1
2021-12-31,2021,4,No NRM referral raised,Occupied Palestinian Territories,Middle East,Female,40 and over,1
2021-12-31,2021,4,No NRM referral raised,Occupied Palestinian Territories,Middle East,Male,17 and under,1
2021-12-31,2021,4,No NRM referral raised,Occupied Palestinian Territories,Middle East,Male,18 to 24,2
2021-12-31,2021,4,No NRM referral raised,Occupied Palestinian Territories,Middle East,Male,25 to 39,19
2021-12-31,2021,4,No NRM referral raised,Occupied Palestinian Territories,Middle East,Male,40 and over,4
2021-12-31,2021,4,No NRM referral raised,Pakistan,Asia South,Female,40 and over,1
2021-12-31,2021,4,No NRM referral raised,Pakistan,Asia South,Male,18 to 24,12
2021-12-31,2021,4,No NRM referral raised,Pakistan,Asia South,Male,25 to 39,17
2021-12-31,2021,4,No NRM referral raised,Pakistan,Asia South,Male,40 and over,7
2021-12-31,2021,4,No NRM referral raised,Refugee,Other,Male,17 and under,3
2021-12-31,2021,4,No NRM referral raised,Refugee,Other,Male,18 to 24,2
2021-12-31,2021,4,No NRM referral raised,Refugee,Other,Male,25 to 39,4
2021-12-31,2021,4,No NRM referral raised,Senegal,Africa Sub-Saharan,Male,17 and under,1
2021-12-31,2021,4,No NRM referral raised,Senegal,Africa Sub-Saharan,Male,18 to 24,1
2021-12-31,2021,4,No NRM referral raised,Sierra Leone,Africa Sub-Saharan,Male,25 to 39,1
2021-12-31,2021,4,No NRM referral raised,Somalia,Africa Sub-Saharan,Female,25 to 39,1
2021-12-31,2021,4,No NRM referral raised,Somalia,Africa Sub-Saharan,Male,17 and under,14
2021-12-31,2021,4,No NRM referral raised,Somalia,Africa Sub-Saharan,Male,18 to 24,33
2021-12-31,2021,4,No NRM referral raised,Somalia,Africa Sub-Saharan,Male,25 to 39,34
2021-12-31,2021,4,No NRM referral raised,Somalia,Africa Sub-Saharan,Male,40 and over,3
2021-12-31,2021,4,No NRM referral raised,South Sudan,Africa Sub-Saharan,Male,17 and under,2
2021-12-31,2021,4,No NRM referral raised,South Sudan,Africa Sub-Saharan,Male,18 to 24,5
2021-12-31,2021,4,No NRM referral raised,South Sudan,Africa Sub-Saharan,Male,25 to 39,2
2021-12-31,2021,4,No NRM referral raised,Sri Lanka,Asia South,Male,18 to 24,3
2021-12-31,2021,4,No NRM referral raised,Sri Lanka,Asia South,Male,25 to 39,5
2021-12-31,2021,4,No NRM referral raised,Sri Lanka,Asia South,Male,40 and over,6
2021-12-31,2021,4,No NRM referral raised,Stateless,Other,Female,17 and under,15
2021-12-31,2021,4,No NRM referral raised,Stateless,Other,Female,18 to 24,2
2021-12-31,2021,4,No NRM referral raised,Stateless,Other,Female,25 to 39,5
2021-12-31,2021,4,No NRM referral raised,Stateless,Other,Female,40 and over,7
2021-12-31,2021,4,No NRM referral raised,Stateless,Other,Male,17 and under,12
2021-12-31,2021,4,No NRM referral raised,Stateless,Other,Male,18 to 24,7
2021-12-31,2021,4,No NRM referral raised,Stateless,Other,Male,25 to 39,17
2021-12-31,2021,4,No NRM referral raised,Stateless,Other,Male,40 and over,9
2021-12-31,2021,4,No NRM referral raised,Sudan,Africa North,Male,17 and under,16
2021-12-31,2021,4,No NRM referral raised,Sudan,Africa North,Male,18 to 24,59
2021-12-31,2021,4,No NRM referral raised,Sudan,Africa North,Male,25 to 39,91
2021-12-31,2021,4,No NRM referral raised,Sudan,Africa North,Male,40 and over,7
2021-12-31,2021,4,No NRM referral raised,Syria,Middle East,Female,17 and under,13
2021-12-31,2021,4,No NRM referral raised,Syria,Middle East,Female,18 to 24,5
2021-12-31,2021,4,No NRM referral raised,Syria,Middle East,Female,25 to 39,12
2021-12-31,2021,4,No NRM referral raised,Syria,Middle East,Female,40 and over,4
2021-12-31,2021,4,No NRM referral raised,Syria,Middle East,Male,17 and under,115
2021-12-31,2021,4,No NRM referral raised,Syria,Middle East,Male,18 to 24,415
2021-12-31,2021,4,No NRM referral raised,Syria,Middle East,Male,25 to 39,365
2021-12-31,2021,4,No NRM referral raised,Syria,Middle East,Male,40 and over,85
2021-12-31,2021,4,No NRM referral raised,Syria,Middle East,Unknown,17 and under,1
2021-12-31,2021,4,No NRM referral raised,Syria,Middle East,Unknown,18 to 24,1
2021-12-31,2021,4,No NRM referral raised,Syria,Middle East,Unknown,40 and over,1
2021-12-31,2021,4,No NRM referral raised,Tajikistan,Asia Central,Male,25 to 39,1
2021-12-31,2021,4,No NRM referral raised,Tunisia,Africa North,Male,18 to 24,4
2021-12-31,2021,4,No NRM referral raised,Tunisia,Africa North,Male,25 to 39,3
2021-12-31,2021,4,No NRM referral raised,Tunisia,Africa North,Male,40 and over,1
2021-12-31,2021,4,No NRM referral raised,Turkey,Europe Other,Male,18 to 24,10
2021-12-31,2021,4,No NRM referral raised,Turkey,Europe Other,Male,25 to 39,15
2021-12-31,2021,4,No NRM referral raised,Turkey,Europe Other,Male,40 and over,4
2021-12-31,2021,4,No NRM referral raised,Vietnam,Asia South East,Female,18 to 24,3
2021-12-31,2021,4,No NRM referral raised,Vietnam,Asia South East,Female,25 to 39,1
2021-12-31,2021,4,No NRM referral raised,Vietnam,Asia South East,Female,40 and over,3
2021-12-31,2021,4,No NRM referral raised,Vietnam,Asia South East,Male,17 and under,1
2021-12-31,2021,4,No NRM referral raised,Vietnam,Asia South East,Male,18 to 24,17
2021-12-31,2021,4,No NRM referral raised,Vietnam,Asia South East,Male,25 to 39,45
2021-12-31,2021,4,No NRM referral raised,Vietnam,Asia South East,Male,40 and over,18
2021-12-31,2021,4,No NRM referral raised,Vietnam,Asia South East,Unknown,25 to 39,1
2021-12-31,2021,4,No NRM referral raised,Yemen,Middle East,Male,17 and under,2
2021-12-31,2021,4,No NRM referral raised,Yemen,Middle East,Male,18 to 24,14
2021-12-31,2021,4,No NRM referral raised,Yemen,Middle East,Male,25 to 39,37
2021-12-31,2021,4,No NRM referral raised,Yemen,Middle East,Male,40 and over,2
2021-12-31,2021,4,NRM referral raised,Afghanistan,Asia Central,Female,18 to 24,2
2021-12-31,2021,4,NRM referral raised,Afghanistan,Asia Central,Male,17 and under,25
2021-12-31,2021,4,NRM referral raised,Afghanistan,Asia Central,Male,18 to 24,4
2021-12-31,2021,4,NRM referral raised,Afghanistan,Asia Central,Male,25 to 39,5
2021-12-31,2021,4,NRM referral raised,Albania,Europe Other,Female,17 and under,1
2021-12-31,2021,4,NRM referral raised,Albania,Europe Other,Female,18 to 24,2
2021-12-31,2021,4,NRM referral raised,Albania,Europe Other,Female,25 to 39,2
2021-12-31,2021,4,NRM referral raised,Albania,Europe Other,Female,40 and over,3
2021-12-31,2021,4,NRM referral raised,Albania,Europe Other,Male,17 and under,7
2021-12-31,2021,4,NRM referral raised,Albania,Europe Other,Male,18 to 24,93
2021-12-31,2021,4,NRM referral raised,Albania,Europe Other,Male,25 to 39,90
2021-12-31,2021,4,NRM referral raised,Albania,Europe Other,Male,40 and over,11
2021-12-31,2021,4,NRM referral raised,Chad,Africa Sub-Saharan,Male,17 and under,2
2021-12-31,2021,4,NRM referral raised,Chad,Africa Sub-Saharan,Male,18 to 24,1
2021-12-31,2021,4,NRM referral raised,Chad,Africa Sub-Saharan,Male,25 to 39,2
2021-12-31,2021,4,NRM referral raised,Egypt,Africa North,Male,17 and under,6
2021-12-31,2021,4,NRM referral raised,Egypt,Africa North,Male,18 to 24,4
2021-12-31,2021,4,NRM referral raised,Egypt,Africa North,Male,25 to 39,9
2021-12-31,2021,4,NRM referral raised,Eritrea,Africa Sub-Saharan,Female,17 and under,6
2021-12-31,2021,4,NRM referral raised,Eritrea,Africa Sub-Saharan,Female,18 to 24,2
2021-12-31,2021,4,NRM referral raised,Eritrea,Africa Sub-Saharan,Female,25 to 39,4
2021-12-31,2021,4,NRM referral raised,Eritrea,Africa Sub-Saharan,Male,17 and under,10
2021-12-31,2021,4,NRM referral raised,Eritrea,Africa Sub-Saharan,Male,18 to 24,19
2021-12-31,2021,4,NRM referral raised,Eritrea,Africa Sub-Saharan,Male,25 to 39,17
2021-12-31,2021,4,NRM referral raised,Ethiopia,Africa Sub-Saharan,Female,17 and under,1
2021-12-31,2021,4,NRM referral raised,Ethiopia,Africa Sub-Saharan,Female,18 to 24,1
2021-12-31,2021,4,NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,17 and under,2
2021-12-31,2021,4,NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,18 to 24,4
2021-12-31,2021,4,NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,25 to 39,5
2021-12-31,2021,4,NRM referral raised,"Gambia, The",Africa Sub-Saharan,Male,17 and under,3
2021-12-31,2021,4,NRM referral raised,"Gambia, The",Africa Sub-Saharan,Male,25 to 39,1
2021-12-31,2021,4,NRM referral raised,India,Asia South,Male,25 to 39,2
2021-12-31,2021,4,NRM referral raised,India,Asia South,Male,40 and over,1
2021-12-31,2021,4,NRM referral raised,Iran,Middle East,Female,18 to 24,3
2021-12-31,2021,4,NRM referral raised,Iran,Middle East,Female,25 to 39,2
2021-12-31,2021,4,NRM referral raised,Iran,Middle East,Female,40 and over,2
2021-12-31,2021,4,NRM referral raised,Iran,Middle East,Male,17 and under,47
2021-12-31,2021,4,NRM referral raised,Iran,Middle East,Male,18 to 24,24
2021-12-31,2021,4,NRM referral raised,Iran,Middle East,Male,25 to 39,28
2021-12-31,2021,4,NRM referral raised,Iran,Middle East,Male,40 and over,3
2021-12-31,2021,4,NRM referral raised,Iraq,Middle East,Female,17 and under,1
2021-12-31,2021,4,NRM referral raised,Iraq,Middle East,Female,18 to 24,4
2021-12-31,2021,4,NRM referral raised,Iraq,Middle East,Female,25 to 39,4
2021-12-31,2021,4,NRM referral raised,Iraq,Middle East,Female,40 and over,1
2021-12-31,2021,4,NRM referral raised,Iraq,Middle East,Male,17 and under,23
2021-12-31,2021,4,NRM referral raised,Iraq,Middle East,Male,18 to 24,18
2021-12-31,2021,4,NRM referral raised,Iraq,Middle East,Male,25 to 39,10
2021-12-31,2021,4,NRM referral raised,Iraq,Middle East,Male,40 and over,2
2021-12-31,2021,4,NRM referral raised,Ivory Coast,Africa Sub-Saharan,Female,18 to 24,1
2021-12-31,2021,4,NRM referral raised,Ivory Coast,Africa Sub-Saharan,Male,18 to 24,1
2021-12-31,2021,4,NRM referral raised,Kuwait,Middle East,Male,17 and under,1
2021-12-31,2021,4,NRM referral raised,Kuwait,Middle East,Male,18 to 24,1
2021-12-31,2021,4,NRM referral raised,Liberia,Africa Sub-Saharan,Male,17 and under,1
2021-12-31,2021,4,NRM referral raised,Liberia,Africa Sub-Saharan,Male,25 to 39,1
2021-12-31,2021,4,NRM referral raised,Libya,Africa North,Male,25 to 39,2
2021-12-31,2021,4,NRM referral raised,Mali,Africa Sub-Saharan,Male,25 to 39,1
2021-12-31,2021,4,NRM referral raised,Niger,Africa Sub-Saharan,Male,18 to 24,2
2021-12-31,2021,4,NRM referral raised,Niger,Africa Sub-Saharan,Male,25 to 39,1
2021-12-31,2021,4,NRM referral raised,Nigeria,Africa Sub-Saharan,Male,25 to 39,1
2021-12-31,2021,4,NRM referral raised,Occupied Palestinian Territories,Middle East,Male,25 to 39,1
2021-12-31,2021,4,NRM referral raised,Refugee,Other,Male,40 and over,1
2021-12-31,2021,4,NRM referral raised,Senegal,Africa Sub-Saharan,Male,17 and under,1
2021-12-31,2021,4,NRM referral raised,Somalia,Africa Sub-Saharan,Female,25 to 39,1
2021-12-31,2021,4,NRM referral raised,Somalia,Africa Sub-Saharan,Male,17 and under,8
2021-12-31,2021,4,NRM referral raised,Somalia,Africa Sub-Saharan,Male,18 to 24,10
2021-12-31,2021,4,NRM referral raised,Somalia,Africa Sub-Saharan,Male,25 to 39,17
2021-12-31,2021,4,NRM referral raised,South Sudan,Africa Sub-Saharan,Male,17 and under,2
2021-12-31,2021,4,NRM referral raised,South Sudan,Africa Sub-Saharan,Male,18 to 24,2
2021-12-31,2021,4,NRM referral raised,Sri Lanka,Asia South,Male,18 to 24,1
2021-12-31,2021,4,NRM referral raised,Stateless,Other,Male,25 to 39,2
2021-12-31,2021,4,NRM referral raised,Sudan,Africa North,Male,17 and under,14
2021-12-31,2021,4,NRM referral raised,Sudan,Africa North,Male,18 to 24,24
2021-12-31,2021,4,NRM referral raised,Sudan,Africa North,Male,25 to 39,26
2021-12-31,2021,4,NRM referral raised,Sudan,Africa North,Male,40 and over,1
2021-12-31,2021,4,NRM referral raised,Syria,Middle East,Female,18 to 24,1
2021-12-31,2021,4,NRM referral raised,Syria,Middle East,Female,25 to 39,1
2021-12-31,2021,4,NRM referral raised,Syria,Middle East,Male,17 and under,8
2021-12-31,2021,4,NRM referral raised,Syria,Middle East,Male,18 to 24,7
2021-12-31,2021,4,NRM referral raised,Syria,Middle East,Male,25 to 39,6
2021-12-31,2021,4,NRM referral raised,Syria,Middle East,Male,40 and over,1
2021-12-31,2021,4,NRM referral raised,Tunisia,Africa North,Male,25 to 39,1
2021-12-31,2021,4,NRM referral raised,Turkey,Europe Other,Male,17 and under,1
2021-12-31,2021,4,NRM referral raised,Turkey,Europe Other,Male,25 to 39,2
2021-12-31,2021,4,NRM referral raised,Vietnam,Asia South East,Male,17 and under,1
2021-12-31,2021,4,NRM referral raised,Vietnam,Asia South East,Male,18 to 24,3
2021-12-31,2021,4,NRM referral raised,Vietnam,Asia South East,Male,25 to 39,10
2021-12-31,2021,4,NRM referral raised,Yemen,Middle East,Male,25 to 39,1
2022-03-31,2022,1,No NRM referral raised,Afghanistan,Asia Central,Female,17 and under,7
2022-03-31,2022,1,No NRM referral raised,Afghanistan,Asia Central,Female,18 to 24,5
2022-03-31,2022,1,No NRM referral raised,Afghanistan,Asia Central,Female,25 to 39,15
2022-03-31,2022,1,No NRM referral raised,Afghanistan,Asia Central,Male,17 and under,293
2022-03-31,2022,1,No NRM referral raised,Afghanistan,Asia Central,Male,18 to 24,350
2022-03-31,2022,1,No NRM referral raised,Afghanistan,Asia Central,Male,25 to 39,359
2022-03-31,2022,1,No NRM referral raised,Afghanistan,Asia Central,Male,40 and over,22
2022-03-31,2022,1,No NRM referral raised,Albania,Europe Other,Female,18 to 24,3
2022-03-31,2022,1,No NRM referral raised,Albania,Europe Other,Female,25 to 39,4
2022-03-31,2022,1,No NRM referral raised,Albania,Europe Other,Female,40 and over,1
2022-03-31,2022,1,No NRM referral raised,Albania,Europe Other,Male,17 and under,3
2022-03-31,2022,1,No NRM referral raised,Albania,Europe Other,Male,18 to 24,18
2022-03-31,2022,1,No NRM referral raised,Albania,Europe Other,Male,25 to 39,38
2022-03-31,2022,1,No NRM referral raised,Albania,Europe Other,Male,40 and over,4
2022-03-31,2022,1,No NRM referral raised,Algeria,Africa North,Female,25 to 39,1
2022-03-31,2022,1,No NRM referral raised,Algeria,Africa North,Male,17 and under,1
2022-03-31,2022,1,No NRM referral raised,Algeria,Africa North,Male,18 to 24,4
2022-03-31,2022,1,No NRM referral raised,Algeria,Africa North,Male,25 to 39,9
2022-03-31,2022,1,No NRM referral raised,Algeria,Africa North,Male,40 and over,1
2022-03-31,2022,1,No NRM referral raised,Azerbaijan,Europe Other,Male,40 and over,1
2022-03-31,2022,1,No NRM referral raised,Bahrain,Middle East,Male,25 to 39,1
2022-03-31,2022,1,No NRM referral raised,Benin,Africa Sub-Saharan,Male,18 to 24,1
2022-03-31,2022,1,No NRM referral raised,Chad,Africa Sub-Saharan,Male,18 to 24,3
2022-03-31,2022,1,No NRM referral raised,Chad,Africa Sub-Saharan,Male,25 to 39,3
2022-03-31,2022,1,No NRM referral raised,Egypt,Africa North,Male,17 and under,5
2022-03-31,2022,1,No NRM referral raised,Egypt,Africa North,Male,18 to 24,33
2022-03-31,2022,1,No NRM referral raised,Egypt,Africa North,Male,25 to 39,49
2022-03-31,2022,1,No NRM referral raised,Egypt,Africa North,Male,40 and over,9
2022-03-31,2022,1,No NRM referral raised,Eritrea,Africa Sub-Saharan,Female,17 and under,13
2022-03-31,2022,1,No NRM referral raised,Eritrea,Africa Sub-Saharan,Female,18 to 24,20
2022-03-31,2022,1,No NRM referral raised,Eritrea,Africa Sub-Saharan,Female,25 to 39,28
2022-03-31,2022,1,No NRM referral raised,Eritrea,Africa Sub-Saharan,Female,40 and over,3
2022-03-31,2022,1,No NRM referral raised,Eritrea,Africa Sub-Saharan,Male,17 and under,24
2022-03-31,2022,1,No NRM referral raised,Eritrea,Africa Sub-Saharan,Male,18 to 24,96
2022-03-31,2022,1,No NRM referral raised,Eritrea,Africa Sub-Saharan,Male,25 to 39,105
2022-03-31,2022,1,No NRM referral raised,Eritrea,Africa Sub-Saharan,Male,40 and over,10
2022-03-31,2022,1,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Female,17 and under,2
2022-03-31,2022,1,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Female,18 to 24,3
2022-03-31,2022,1,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Female,25 to 39,3
2022-03-31,2022,1,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,17 and under,7
2022-03-31,2022,1,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,18 to 24,21
2022-03-31,2022,1,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,25 to 39,24
2022-03-31,2022,1,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,40 and over,3
2022-03-31,2022,1,No NRM referral raised,"Gambia, The",Africa Sub-Saharan,Male,17 and under,1
2022-03-31,2022,1,No NRM referral raised,"Gambia, The",Africa Sub-Saharan,Male,18 to 24,1
2022-03-31,2022,1,No NRM referral raised,Georgia,Europe Other,Female,18 to 24,1
2022-03-31,2022,1,No NRM referral raised,Georgia,Europe Other,Male,18 to 24,1
2022-03-31,2022,1,No NRM referral raised,Georgia,Europe Other,Male,25 to 39,7
2022-03-31,2022,1,No NRM referral raised,Georgia,Europe Other,Male,40 and over,2
2022-03-31,2022,1,No NRM referral raised,Ghana,Africa Sub-Saharan,Male,18 to 24,2
2022-03-31,2022,1,No NRM referral raised,Guinea,Africa Sub-Saharan,Male,17 and under,1
2022-03-31,2022,1,No NRM referral raised,Guinea,Africa Sub-Saharan,Male,18 to 24,3
2022-03-31,2022,1,No NRM referral raised,Guinea,Africa Sub-Saharan,Male,25 to 39,2
2022-03-31,2022,1,No NRM referral raised,India,Asia South,Female,40 and over,1
2022-03-31,2022,1,No NRM referral raised,India,Asia South,Male,18 to 24,2
2022-03-31,2022,1,No NRM referral raised,India,Asia South,Male,25 to 39,10
2022-03-31,2022,1,No NRM referral raised,India,Asia South,Male,40 and over,12
2022-03-31,2022,1,No NRM referral raised,Iran,Middle East,Female,17 and under,29
2022-03-31,2022,1,No NRM referral raised,Iran,Middle East,Female,18 to 24,10
2022-03-31,2022,1,No NRM referral raised,Iran,Middle East,Female,25 to 39,50
2022-03-31,2022,1,No NRM referral raised,Iran,Middle East,Female,40 and over,8
2022-03-31,2022,1,No NRM referral raised,Iran,Middle East,Male,17 and under,69
2022-03-31,2022,1,No NRM referral raised,Iran,Middle East,Male,18 to 24,122
2022-03-31,2022,1,No NRM referral raised,Iran,Middle East,Male,25 to 39,292
2022-03-31,2022,1,No NRM referral raised,Iran,Middle East,Male,40 and over,115
2022-03-31,2022,1,No NRM referral raised,Iran,Middle East,Unknown,17 and under,1
2022-03-31,2022,1,No NRM referral raised,Iraq,Middle East,Female,17 and under,63
2022-03-31,2022,1,No NRM referral raised,Iraq,Middle East,Female,18 to 24,25
2022-03-31,2022,1,No NRM referral raised,Iraq,Middle East,Female,25 to 39,69
2022-03-31,2022,1,No NRM referral raised,Iraq,Middle East,Female,40 and over,15
2022-03-31,2022,1,No NRM referral raised,Iraq,Middle East,Male,17 and under,107
2022-03-31,2022,1,No NRM referral raised,Iraq,Middle East,Male,18 to 24,140
2022-03-31,2022,1,No NRM referral raised,Iraq,Middle East,Male,25 to 39,223
2022-03-31,2022,1,No NRM referral raised,Iraq,Middle East,Male,40 and over,28
2022-03-31,2022,1,No NRM referral raised,Iraq,Middle East,Unknown,40 and over,1
2022-03-31,2022,1,No NRM referral raised,Jordan,Middle East,Male,25 to 39,2
2022-03-31,2022,1,No NRM referral raised,Kuwait,Middle East,Female,17 and under,14
2022-03-31,2022,1,No NRM referral raised,Kuwait,Middle East,Female,18 to 24,1
2022-03-31,2022,1,No NRM referral raised,Kuwait,Middle East,Female,25 to 39,8
2022-03-31,2022,1,No NRM referral raised,Kuwait,Middle East,Female,40 and over,6
2022-03-31,2022,1,No NRM referral raised,Kuwait,Middle East,Male,17 and under,12
2022-03-31,2022,1,No NRM referral raised,Kuwait,Middle East,Male,18 to 24,10
2022-03-31,2022,1,No NRM referral raised,Kuwait,Middle East,Male,25 to 39,37
2022-03-31,2022,1,No NRM referral raised,Kuwait,Middle East,Male,40 and over,14
2022-03-31,2022,1,No NRM referral raised,Lebanon,Middle East,Male,25 to 39,1
2022-03-31,2022,1,No NRM referral raised,Lebanon,Middle East,Male,40 and over,1
2022-03-31,2022,1,No NRM referral raised,Libya,Africa North,Male,18 to 24,2
2022-03-31,2022,1,No NRM referral raised,Libya,Africa North,Male,25 to 39,8
2022-03-31,2022,1,No NRM referral raised,Libya,Africa North,Male,40 and over,1
2022-03-31,2022,1,No NRM referral raised,Mali,Africa Sub-Saharan,Male,17 and under,1
2022-03-31,2022,1,No NRM referral raised,Mali,Africa Sub-Saharan,Male,25 to 39,1
2022-03-31,2022,1,No NRM referral raised,Myanmar (Burma),Asia South East,Male,25 to 39,1
2022-03-31,2022,1,No NRM referral raised,Nigeria,Africa Sub-Saharan,Male,18 to 24,1
2022-03-31,2022,1,No NRM referral raised,Nigeria,Africa Sub-Saharan,Male,25 to 39,2
2022-03-31,2022,1,No NRM referral raised,Occupied Palestinian Territories,Middle East,Male,18 to 24,1
2022-03-31,2022,1,No NRM referral raised,Occupied Palestinian Territories,Middle East,Male,25 to 39,8
2022-03-31,2022,1,No NRM referral raised,Pakistan,Asia South,Male,17 and under,1
2022-03-31,2022,1,No NRM referral raised,Pakistan,Asia South,Male,18 to 24,19
2022-03-31,2022,1,No NRM referral raised,Pakistan,Asia South,Male,25 to 39,24
2022-03-31,2022,1,No NRM referral raised,Pakistan,Asia South,Male,40 and over,5
2022-03-31,2022,1,No NRM referral raised,Refugee,Other,Female,17 and under,1
2022-03-31,2022,1,No NRM referral raised,Refugee,Other,Female,25 to 39,1
2022-03-31,2022,1,No NRM referral raised,Refugee,Other,Female,40 and over,1
2022-03-31,2022,1,No NRM referral raised,Refugee,Other,Male,17 and under,3
2022-03-31,2022,1,No NRM referral raised,Refugee,Other,Male,18 to 24,3
2022-03-31,2022,1,No NRM referral raised,Refugee,Other,Male,25 to 39,5
2022-03-31,2022,1,No NRM referral raised,Refugee,Other,Male,40 and over,3
2022-03-31,2022,1,No NRM referral raised,Saudi Arabia,Middle East,Male,17 and under,1
2022-03-31,2022,1,No NRM referral raised,Senegal,Africa Sub-Saharan,Male,25 to 39,1
2022-03-31,2022,1,No NRM referral raised,Sierra Leone,Africa Sub-Saharan,Male,18 to 24,1
2022-03-31,2022,1,No NRM referral raised,Sierra Leone,Africa Sub-Saharan,Male,25 to 39,1
2022-03-31,2022,1,No NRM referral raised,Somalia,Africa Sub-Saharan,Male,17 and under,1
2022-03-31,2022,1,No NRM referral raised,Somalia,Africa Sub-Saharan,Male,18 to 24,5
2022-03-31,2022,1,No NRM referral raised,Somalia,Africa Sub-Saharan,Male,25 to 39,3
2022-03-31,2022,1,No NRM referral raised,South Sudan,Africa Sub-Saharan,Male,17 and under,3
2022-03-31,2022,1,No NRM referral raised,South Sudan,Africa Sub-Saharan,Male,18 to 24,2
2022-03-31,2022,1,No NRM referral raised,Sri Lanka,Asia South,Male,18 to 24,3
2022-03-31,2022,1,No NRM referral raised,Sri Lanka,Asia South,Male,25 to 39,17
2022-03-31,2022,1,No NRM referral raised,Sri Lanka,Asia South,Male,40 and over,4
2022-03-31,2022,1,No NRM referral raised,Stateless,Other,Female,17 and under,4
2022-03-31,2022,1,No NRM referral raised,Stateless,Other,Female,18 to 24,1
2022-03-31,2022,1,No NRM referral raised,Stateless,Other,Female,25 to 39,3
2022-03-31,2022,1,No NRM referral raised,Stateless,Other,Female,40 and over,2
2022-03-31,2022,1,No NRM referral raised,Stateless,Other,Male,17 and under,8
2022-03-31,2022,1,No NRM referral raised,Stateless,Other,Male,18 to 24,1
2022-03-31,2022,1,No NRM referral raised,Stateless,Other,Male,25 to 39,11
2022-03-31,2022,1,No NRM referral raised,Stateless,Other,Male,40 and over,5
