Date,Year,Quarter,Nationality,Region,Sex,Age Group,NRM Case Outcome,NRM Case Outcome Group,Referrals
2021-07-01,2021,3,Occupied Palestinian Territories,Middle East,Male,18 to 29,Positive,Reasonable grounds decision,1
2021-07-01,2021,3,Other and unknown,Other,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-07-01,2021,3,Other and unknown,Other,Male,18 to 29,Positive,Reasonable grounds decision,1
2021-07-01,2021,3,Pakistan,Asia South,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-07-01,2021,3,Pakistan,Asia South,Male,30 to 49,Positive,Reasonable grounds decision,1
2021-07-01,2021,3,Refugee,Other,Female,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-07-01,2021,3,Refugee,Other,Female,17 and under,Positive,Reasonable grounds decision,1
2021-07-01,2021,3,Refugee,Other,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-07-01,2021,3,Refugee,Other,Male,30 to 49,Positive,Reasonable grounds decision,1
2021-07-01,2021,3,Refugee,Other,Male,17 and under,Negative,Conclusive grounds decision,1
2021-07-01,2021,3,Refugee,Other,Male,17 and under,Positive,Reasonable grounds decision,1
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,Female,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,2
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,Female,18 to 29,Positive,Reasonable grounds decision,2
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,Female,30 to 49,Positive,Conclusive grounds decision,1
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,Female,30 to 49,Positive,Reasonable grounds decision,2
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,Female,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,Female,17 and under,Positive,Reasonable grounds decision,1
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,19
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,Male,18 to 29,Negative,Reasonable grounds decision,1
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,19
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,Male,18 to 29,Withdrawn/Closed,Withdrawn/Closed,2
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,7
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,Male,30 to 49,Negative,Reasonable grounds decision,2
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,Male,30 to 49,Positive,Reasonable grounds decision,7
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,2
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,Male,17 and under,Negative,Reasonable grounds decision,1
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,Male,17 and under,Positive,Conclusive grounds decision,1
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,Male,17 and under,Positive,Reasonable grounds decision,3
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,1
2021-07-01,2021,3,Sri Lanka,Asia South,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-07-01,2021,3,Sri Lanka,Asia South,Male,18 to 29,Negative,Reasonable grounds decision,2
2021-07-01,2021,3,Sri Lanka,Asia South,Male,18 to 29,Positive,Reasonable grounds decision,1
2021-07-01,2021,3,Sri Lanka,Asia South,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,3
2021-07-01,2021,3,Sri Lanka,Asia South,Male,30 to 49,Negative,Reasonable grounds decision,1
2021-07-01,2021,3,Sri Lanka,Asia South,Male,30 to 49,Positive,Reasonable grounds decision,3
2021-07-01,2021,3,Stateless,Other,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,2
2021-07-01,2021,3,Stateless,Other,Male,18 to 29,Positive,Reasonable grounds decision,2
2021-07-01,2021,3,Stateless,Other,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,1
2021-07-01,2021,3,Sudan,Africa North,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-07-01,2021,3,Sudan,Africa North,Female,30 to 49,Positive,Reasonable grounds decision,1
2021-07-01,2021,3,Sudan,Africa North,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,52
2021-07-01,2021,3,Sudan,Africa North,Male,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,1
2021-07-01,2021,3,Sudan,Africa North,Male,18 to 29,Negative,Reasonable grounds decision,5
2021-07-01,2021,3,Sudan,Africa North,Male,18 to 29,Positive,Reasonable grounds decision,52
2021-07-01,2021,3,Sudan,Africa North,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,6
2021-07-01,2021,3,Sudan,Africa North,Male,30 to 49,Positive,Reasonable grounds decision,6
2021-07-01,2021,3,Sudan,Africa North,Male,30 to 49,Withdrawn/Closed,Withdrawn/Closed,1
2021-07-01,2021,3,Sudan,Africa North,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,17
2021-07-01,2021,3,Sudan,Africa North,Male,17 and under,Negative,Reasonable grounds decision,3
2021-07-01,2021,3,Sudan,Africa North,Male,17 and under,Positive,Conclusive grounds decision,1
2021-07-01,2021,3,Sudan,Africa North,Male,17 and under,Positive,Reasonable grounds decision,18
2021-07-01,2021,3,Sudan (South),Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,7
2021-07-01,2021,3,Sudan (South),Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,7
2021-07-01,2021,3,Sudan (South),Africa Sub-Saharan,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,2
2021-07-01,2021,3,Sudan (South),Africa Sub-Saharan,Male,17 and under,Positive,Reasonable grounds decision,2
2021-07-01,2021,3,Syria,Middle East,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,5
2021-07-01,2021,3,Syria,Middle East,Male,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,1
2021-07-01,2021,3,Syria,Middle East,Male,18 to 29,Negative,Reasonable grounds decision,4
2021-07-01,2021,3,Syria,Middle East,Male,18 to 29,Positive,Reasonable grounds decision,5
2021-07-01,2021,3,Syria,Middle East,Male,30 to 49,Negative,Reasonable grounds decision,1
2021-07-01,2021,3,Syria,Middle East,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,4
2021-07-01,2021,3,Syria,Middle East,Male,17 and under,Negative,Conclusive grounds decision,1
2021-07-01,2021,3,Syria,Middle East,Male,17 and under,Negative,Reasonable grounds decision,3
2021-07-01,2021,3,Syria,Middle East,Male,17 and under,Positive,Reasonable grounds decision,5
2021-07-01,2021,3,Tunisia,Africa North,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-07-01,2021,3,Tunisia,Africa North,Male,30 to 49,Positive,Reasonable grounds decision,1
2021-07-01,2021,3,Turkey,Europe Other,Male,30 to 49,Negative,Reasonable grounds decision,2
2021-07-01,2021,3,Vietnam,Asia South East,Female,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,8
2021-07-01,2021,3,Vietnam,Asia South East,Female,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,1
2021-07-01,2021,3,Vietnam,Asia South East,Female,18 to 29,Positive,Conclusive grounds decision,1
2021-07-01,2021,3,Vietnam,Asia South East,Female,18 to 29,Positive,Reasonable grounds decision,9
2021-07-01,2021,3,Vietnam,Asia South East,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,3
2021-07-01,2021,3,Vietnam,Asia South East,Female,30 to 49,Positive,Reasonable grounds decision,3
2021-07-01,2021,3,Vietnam,Asia South East,Female,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-07-01,2021,3,Vietnam,Asia South East,Female,17 and under,Positive,Reasonable grounds decision,1
2021-07-01,2021,3,Vietnam,Asia South East,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,60
2021-07-01,2021,3,Vietnam,Asia South East,Male,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,1
2021-07-01,2021,3,Vietnam,Asia South East,Male,18 to 29,Awaiting reconsideration,Awaiting a decision,2
2021-07-01,2021,3,Vietnam,Asia South East,Male,18 to 29,Negative,Conclusive grounds decision,1
2021-07-01,2021,3,Vietnam,Asia South East,Male,18 to 29,Negative,Reasonable grounds decision,11
2021-07-01,2021,3,Vietnam,Asia South East,Male,18 to 29,Positive,Conclusive grounds decision,5
2021-07-01,2021,3,Vietnam,Asia South East,Male,18 to 29,Positive,Reasonable grounds decision,66
2021-07-01,2021,3,Vietnam,Asia South East,Male,18 to 29,Withdrawn/Closed,Withdrawn/Closed,1
2021-07-01,2021,3,Vietnam,Asia South East,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,24
2021-07-01,2021,3,Vietnam,Asia South East,Male,30 to 49,Awaiting reconsideration,Awaiting a decision,1
2021-07-01,2021,3,Vietnam,Asia South East,Male,30 to 49,Negative,Reasonable grounds decision,4
2021-07-01,2021,3,Vietnam,Asia South East,Male,30 to 49,Positive,Conclusive grounds decision,1
2021-07-01,2021,3,Vietnam,Asia South East,Male,30 to 49,Positive,Reasonable grounds decision,25
2021-07-01,2021,3,Vietnam,Asia South East,Male,30 to 49,Withdrawn/Closed,Withdrawn/Closed,3
2021-07-01,2021,3,Vietnam,Asia South East,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,13
2021-07-01,2021,3,Vietnam,Asia South East,Male,17 and under,Positive,Conclusive grounds decision,1
2021-07-01,2021,3,Vietnam,Asia South East,Male,17 and under,Positive,Reasonable grounds decision,14
2021-07-01,2021,3,Yemen,Middle East,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-07-01,2021,3,Yemen,Middle East,Female,30 to 49,Positive,Reasonable grounds decision,1
2021-07-01,2021,3,Yemen,Middle East,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-07-01,2021,3,Yemen,Middle East,Male,18 to 29,Positive,Reasonable grounds decision,1
2021-07-01,2021,3,Yemen,Middle East,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,2
2021-07-01,2021,3,Yemen,Middle East,Male,30 to 49,Positive,Reasonable grounds decision,2
2021-10-01,2021,4,Afghanistan,Asia Central,Female,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-10-01,2021,4,Afghanistan,Asia Central,Female,18 to 29,Negative,Reasonable grounds decision,1
2021-10-01,2021,4,Afghanistan,Asia Central,Female,18 to 29,Positive,Reasonable grounds decision,1
2021-10-01,2021,4,Afghanistan,Asia Central,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,4
2021-10-01,2021,4,Afghanistan,Asia Central,Male,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,1
2021-10-01,2021,4,Afghanistan,Asia Central,Male,18 to 29,Negative,Reasonable grounds decision,2
2021-10-01,2021,4,Afghanistan,Asia Central,Male,18 to 29,Positive,Reasonable grounds decision,4
2021-10-01,2021,4,Afghanistan,Asia Central,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-10-01,2021,4,Afghanistan,Asia Central,Male,30 to 49,Positive,Reasonable grounds decision,1
2021-10-01,2021,4,Afghanistan,Asia Central,Male,30 to 49,Withdrawn/Closed,Withdrawn/Closed,1
2021-10-01,2021,4,Afghanistan,Asia Central,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,9
2021-10-01,2021,4,Afghanistan,Asia Central,Male,17 and under,Awaiting a reasonable grounds decision,Awaiting a decision,1
2021-10-01,2021,4,Afghanistan,Asia Central,Male,17 and under,Negative,Reasonable grounds decision,11
2021-10-01,2021,4,Afghanistan,Asia Central,Male,17 and under,Positive,Reasonable grounds decision,9
2021-10-01,2021,4,Afghanistan,Asia Central,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,3
2021-10-01,2021,4,Albania,Europe Other,Female,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,2
2021-10-01,2021,4,Albania,Europe Other,Female,18 to 29,Negative,Reasonable grounds decision,1
2021-10-01,2021,4,Albania,Europe Other,Female,18 to 29,Positive,Reasonable grounds decision,2
2021-10-01,2021,4,Albania,Europe Other,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,3
2021-10-01,2021,4,Albania,Europe Other,Female,30 to 49,Positive,Reasonable grounds decision,3
2021-10-01,2021,4,Albania,Europe Other,Female,50 to 69,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-10-01,2021,4,Albania,Europe Other,Female,50 to 69,Positive,Reasonable grounds decision,1
2021-10-01,2021,4,Albania,Europe Other,Female,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-10-01,2021,4,Albania,Europe Other,Female,17 and under,Positive,Reasonable grounds decision,1
2021-10-01,2021,4,Albania,Europe Other,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,53
2021-10-01,2021,4,Albania,Europe Other,Male,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,1
2021-10-01,2021,4,Albania,Europe Other,Male,18 to 29,Awaiting reconsideration,Awaiting a decision,1
2021-10-01,2021,4,Albania,Europe Other,Male,18 to 29,Negative,Conclusive grounds decision,9
2021-10-01,2021,4,Albania,Europe Other,Male,18 to 29,Negative,Reasonable grounds decision,12
2021-10-01,2021,4,Albania,Europe Other,Male,18 to 29,Positive,Conclusive grounds decision,46
2021-10-01,2021,4,Albania,Europe Other,Male,18 to 29,Positive,Reasonable grounds decision,108
2021-10-01,2021,4,Albania,Europe Other,Male,18 to 29,Withdrawn/Closed,Withdrawn/Closed,12
2021-10-01,2021,4,Albania,Europe Other,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,17
2021-10-01,2021,4,Albania,Europe Other,Male,30 to 49,Negative,Conclusive grounds decision,7
2021-10-01,2021,4,Albania,Europe Other,Male,30 to 49,Negative,Reasonable grounds decision,1
2021-10-01,2021,4,Albania,Europe Other,Male,30 to 49,Positive,Conclusive grounds decision,10
2021-10-01,2021,4,Albania,Europe Other,Male,30 to 49,Positive,Reasonable grounds decision,34
2021-10-01,2021,4,Albania,Europe Other,Male,30 to 49,Withdrawn/Closed,Withdrawn/Closed,15
2021-10-01,2021,4,Albania,Europe Other,Male,50 to 69,Withdrawn/Closed,Withdrawn/Closed,1
2021-10-01,2021,4,Albania,Europe Other,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,2
2021-10-01,2021,4,Albania,Europe Other,Male,17 and under,Awaiting a reasonable grounds decision,Awaiting a decision,2
2021-10-01,2021,4,Albania,Europe Other,Male,17 and under,Negative,Conclusive grounds decision,1
2021-10-01,2021,4,Albania,Europe Other,Male,17 and under,Positive,Reasonable grounds decision,3
2021-10-01,2021,4,Albania,Europe Other,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,2
2021-10-01,2021,4,Chad,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,2
2021-10-01,2021,4,Chad,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,2
2021-10-01,2021,4,Chad,Africa Sub-Saharan,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-10-01,2021,4,Chad,Africa Sub-Saharan,Male,30 to 49,Positive,Reasonable grounds decision,1
2021-10-01,2021,4,Chad,Africa Sub-Saharan,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,2
2021-10-01,2021,4,Chad,Africa Sub-Saharan,Male,17 and under,Positive,Reasonable grounds decision,2
2021-10-01,2021,4,Egypt,Africa North,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,5
2021-10-01,2021,4,Egypt,Africa North,Male,18 to 29,Positive,Reasonable grounds decision,5
2021-10-01,2021,4,Egypt,Africa North,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,2
2021-10-01,2021,4,Egypt,Africa North,Male,30 to 49,Awaiting a reasonable grounds decision,Awaiting a decision,2
2021-10-01,2021,4,Egypt,Africa North,Male,30 to 49,Negative,Reasonable grounds decision,1
2021-10-01,2021,4,Egypt,Africa North,Male,30 to 49,Positive,Reasonable grounds decision,2
2021-10-01,2021,4,Egypt,Africa North,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,3
2021-10-01,2021,4,Egypt,Africa North,Male,17 and under,Negative,Reasonable grounds decision,2
2021-10-01,2021,4,Egypt,Africa North,Male,17 and under,Positive,Conclusive grounds decision,1
2021-10-01,2021,4,Egypt,Africa North,Male,17 and under,Positive,Reasonable grounds decision,4
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Female,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,2
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Female,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,3
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Female,18 to 29,Positive,Reasonable grounds decision,2
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Female,30 to 49,Positive,Reasonable grounds decision,1
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Female,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,5
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Female,17 and under,Negative,Reasonable grounds decision,1
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Female,17 and under,Positive,Reasonable grounds decision,5
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,25
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Male,18 to 29,Negative,Reasonable grounds decision,3
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Male,18 to 29,Positive,Conclusive grounds decision,1
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,26
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,3
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Male,30 to 49,Negative,Reasonable grounds decision,1
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Male,30 to 49,Positive,Reasonable grounds decision,3
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,7
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Male,17 and under,Negative,Reasonable grounds decision,1
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Male,17 and under,Positive,Reasonable grounds decision,7
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,2
2021-10-01,2021,4,Ethiopia,Africa Sub-Saharan,Female,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-10-01,2021,4,Ethiopia,Africa Sub-Saharan,Female,18 to 29,Positive,Reasonable grounds decision,1
2021-10-01,2021,4,Ethiopia,Africa Sub-Saharan,Female,17 and under,Negative,Reasonable grounds decision,1
2021-10-01,2021,4,Ethiopia,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,4
2021-10-01,2021,4,Ethiopia,Africa Sub-Saharan,Male,18 to 29,Negative,Reasonable grounds decision,1
2021-10-01,2021,4,Ethiopia,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,4
2021-10-01,2021,4,Ethiopia,Africa Sub-Saharan,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,2
2021-10-01,2021,4,Ethiopia,Africa Sub-Saharan,Male,30 to 49,Negative,Reasonable grounds decision,1
2021-10-01,2021,4,Ethiopia,Africa Sub-Saharan,Male,30 to 49,Positive,Reasonable grounds decision,2
2021-10-01,2021,4,Ethiopia,Africa Sub-Saharan,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,1
2021-10-01,2021,4,"Gambia, The",Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-10-01,2021,4,"Gambia, The",Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,1
2021-10-01,2021,4,"Gambia, The",Africa Sub-Saharan,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,2
2021-10-01,2021,4,"Gambia, The",Africa Sub-Saharan,Male,17 and under,Positive,Reasonable grounds decision,2
2021-10-01,2021,4,India,Asia South,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,2
2021-10-01,2021,4,India,Asia South,Male,30 to 49,Positive,Conclusive grounds decision,1
2021-10-01,2021,4,India,Asia South,Male,30 to 49,Positive,Reasonable grounds decision,3
2021-10-01,2021,4,Iran,Middle East,Female,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-10-01,2021,4,Iran,Middle East,Female,18 to 29,Negative,Reasonable grounds decision,2
2021-10-01,2021,4,Iran,Middle East,Female,18 to 29,Positive,Reasonable grounds decision,1
2021-10-01,2021,4,Iran,Middle East,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,3
2021-10-01,2021,4,Iran,Middle East,Female,30 to 49,Negative,Reasonable grounds decision,1
2021-10-01,2021,4,Iran,Middle East,Female,30 to 49,Positive,Reasonable grounds decision,3
2021-10-01,2021,4,Iran,Middle East,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,23
2021-10-01,2021,4,Iran,Middle East,Male,18 to 29,Negative,Reasonable grounds decision,10
2021-10-01,2021,4,Iran,Middle East,Male,18 to 29,Positive,Reasonable grounds decision,23
2021-10-01,2021,4,Iran,Middle East,Male,18 to 29,Withdrawn/Closed,Withdrawn/Closed,1
2021-10-01,2021,4,Iran,Middle East,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,15
2021-10-01,2021,4,Iran,Middle East,Male,30 to 49,Negative,Reasonable grounds decision,3
2021-10-01,2021,4,Iran,Middle East,Male,30 to 49,Positive,Reasonable grounds decision,15
2021-10-01,2021,4,Iran,Middle East,Male,30 to 49,Withdrawn/Closed,Withdrawn/Closed,1
2021-10-01,2021,4,Iran,Middle East,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,11
2021-10-01,2021,4,Iran,Middle East,Male,17 and under,Awaiting a reasonable grounds decision,Awaiting a decision,3
2021-10-01,2021,4,Iran,Middle East,Male,17 and under,Negative,Reasonable grounds decision,25
2021-10-01,2021,4,Iran,Middle East,Male,17 and under,Positive,Conclusive grounds decision,1
2021-10-01,2021,4,Iran,Middle East,Male,17 and under,Positive,Reasonable grounds decision,12
2021-10-01,2021,4,Iran,Middle East,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,3
2021-10-01,2021,4,Iraq,Middle East,Female,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,5
2021-10-01,2021,4,Iraq,Middle East,Female,18 to 29,Positive,Reasonable grounds decision,5
2021-10-01,2021,4,Iraq,Middle East,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,2
2021-10-01,2021,4,Iraq,Middle East,Female,30 to 49,Negative,Reasonable grounds decision,2
2021-10-01,2021,4,Iraq,Middle East,Female,30 to 49,Positive,Reasonable grounds decision,2
2021-10-01,2021,4,Iraq,Middle East,Female,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-10-01,2021,4,Iraq,Middle East,Female,17 and under,Positive,Reasonable grounds decision,1
2021-10-01,2021,4,Iraq,Middle East,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,14
2021-10-01,2021,4,Iraq,Middle East,Male,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,1
2021-10-01,2021,4,Iraq,Middle East,Male,18 to 29,Negative,Reasonable grounds decision,4
2021-10-01,2021,4,Iraq,Middle East,Male,18 to 29,Positive,Conclusive grounds decision,2
2021-10-01,2021,4,Iraq,Middle East,Male,18 to 29,Positive,Reasonable grounds decision,16
2021-10-01,2021,4,Iraq,Middle East,Male,18 to 29,Withdrawn/Closed,Withdrawn/Closed,1
2021-10-01,2021,4,Iraq,Middle East,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,2
2021-10-01,2021,4,Iraq,Middle East,Male,30 to 49,Negative,Reasonable grounds decision,1
2021-10-01,2021,4,Iraq,Middle East,Male,30 to 49,Positive,Reasonable grounds decision,2
2021-10-01,2021,4,Iraq,Middle East,Male,30 to 49,Withdrawn/Closed,Withdrawn/Closed,1
2021-10-01,2021,4,Iraq,Middle East,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,8
2021-10-01,2021,4,Iraq,Middle East,Male,17 and under,Awaiting a reasonable grounds decision,Awaiting a decision,1
2021-10-01,2021,4,Iraq,Middle East,Male,17 and under,Negative,Reasonable grounds decision,7
2021-10-01,2021,4,Iraq,Middle East,Male,17 and under,Positive,Conclusive grounds decision,1
2021-10-01,2021,4,Iraq,Middle East,Male,17 and under,Positive,Reasonable grounds decision,9
2021-10-01,2021,4,Iraq,Middle East,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,1
2021-10-01,2021,4,Iraq,Middle East,Unknown,17 and under,Negative,Reasonable grounds decision,1
2021-10-01,2021,4,Ivory Coast,Africa Sub-Saharan,Female,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-10-01,2021,4,Ivory Coast,Africa Sub-Saharan,Female,18 to 29,Positive,Reasonable grounds decision,1
2021-10-01,2021,4,Ivory Coast,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-10-01,2021,4,Ivory Coast,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,1
2021-10-01,2021,4,Kuwait,Middle East,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-10-01,2021,4,Kuwait,Middle East,Male,18 to 29,Positive,Reasonable grounds decision,1
2021-10-01,2021,4,Kuwait,Middle East,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,1
2021-10-01,2021,4,Liberia,Africa Sub-Saharan,Male,18 to 29,Negative,Reasonable grounds decision,1
2021-10-01,2021,4,Liberia,Africa Sub-Saharan,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-10-01,2021,4,Liberia,Africa Sub-Saharan,Male,17 and under,Positive,Reasonable grounds decision,1
2021-10-01,2021,4,Libya,Africa North,Male,30 to 49,Negative,Reasonable grounds decision,2
2021-10-01,2021,4,Mali,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-10-01,2021,4,Mali,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,1
2021-10-01,2021,4,Niger,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,2
2021-10-01,2021,4,Niger,Africa Sub-Saharan,Male,18 to 29,Negative,Reasonable grounds decision,1
2021-10-01,2021,4,Niger,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,2
