Year of application,Geographical region,Nationality,Applications,Initial decisions,Granted asylum,Granted HP/DL,Other grants,Refused,Applications withdrawn,Initial decisions not yet known,Appeals lodged,Allowed appeals,Dismissed appeals,Withdrawn appeals,Appeal outcome not yet known,Enforced returns,Voluntary returns,Assisted returns (Subset of Voluntary returns),Controlled returns (Subset of Voluntary returns),Other verified returns (Subset of Voluntary returns),Final outcome: Grants of asylum,Final outcomes: Grants of HP/DL and other,Final outcomes: Refused asylum or HP or DL or other leave,Final outcome: Withdrawn application,Final outcome: Cases with final outcome not yet known
2008,EU 8,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Oceania,Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Africa Sub-Saharan,Somalia,1302,1213,536,75,1,601,80,9,554,264,247,31,12,46,31,4,14,13,778,79,346,79,20
2008,Africa Sub-Saharan,South Africa,120,88,1,7,0,80,32,0,38,3,30,2,3,46,22,14,7,1,3,8,74,32,3
2008,Other,South Georgia and South Sandwich Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,EU 14,Spain,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008,Asia South,Sri Lanka,1382,1297,136,64,3,1094,73,12,1048,345,660,23,20,133,139,94,21,24,458,85,739,68,32
2008,Other,St. Helena (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,America Central and South,St. Kitts and Nevis,2,1,0,0,0,1,1,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0
2008,America Central and South,St. Lucia,9,7,0,0,0,7,2,0,6,1,5,0,0,4,2,2,0,0,0,1,6,2,0
2008,America Central and South,St. Maarten (Dutch Part),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,America Central and South,St. Martin (French Part),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,America Central and South,St. Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,America Central and South,St. Vincent and the Grenadines,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2008,Other,Stateless,45,44,10,6,0,28,0,1,28,3,22,1,2,1,0,0,0,0,12,7,23,0,3
2008,Africa North,Sudan,249,221,76,4,0,141,28,0,94,30,52,9,3,42,16,3,4,9,104,6,108,28,3
2008,Africa Sub-Saharan,Sudan (South),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,America Central and South,Surinam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Europe Other,Svalbard and Jan Mayen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Africa Sub-Saharan,Swaziland,14,14,4,1,0,9,0,0,7,1,6,0,0,1,4,4,0,0,5,1,8,0,0
2008,EU 14,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Europe Other,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Middle East,Syria,162,149,34,7,0,108,12,1,102,26,73,2,1,7,17,9,4,4,58,6,84,12,2
2008,Asia East,Taiwan,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2008,Asia Central,Tajikistan,4,3,2,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,3,0,0,1,0
2008,Africa Sub-Saharan,Tanzania,30,27,0,2,0,25,3,0,24,4,17,0,3,12,1,1,0,0,2,4,18,3,3
2008,Asia South East,Thailand,15,10,2,3,0,5,4,1,5,0,5,0,0,3,3,0,1,2,2,3,5,4,1
2008,Africa Sub-Saharan,Togo,12,12,2,0,0,10,0,0,7,1,6,0,0,4,0,0,0,0,3,0,9,0,0
2008,Oceania,Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Oceania,Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,America Central and South,Trinidad and Tobago,17,11,0,1,0,10,5,1,8,3,2,2,1,6,2,1,1,0,0,4,6,5,2
2008,Africa North,Tunisia,20,14,0,0,0,14,6,0,9,2,5,2,0,8,4,1,2,1,1,1,12,6,0
2008,Europe Other,Turkey,188,161,14,15,1,131,24,3,113,46,64,2,1,48,19,10,5,4,56,18,86,24,4
2008,Asia Central,Turkmenistan,7,7,1,0,0,6,0,0,5,1,4,0,0,1,2,2,0,0,2,0,5,0,0
2008,Other,Turks and Caicos Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Oceania,Tuvalu,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008,Africa Sub-Saharan,Uganda,128,113,8,3,0,102,13,2,91,22,64,5,0,37,18,17,1,0,26,7,80,13,2
2008,Europe Other,Ukraine,30,22,0,2,0,20,7,1,10,2,8,0,0,15,5,5,0,0,1,3,18,7,1
2008,Middle East,United Arab Emirates,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2008,America North,United States,16,9,1,0,0,8,7,0,4,0,3,1,0,12,4,1,3,0,1,0,8,7,0
2008,America Central and South,Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Asia Central,Uzbekistan,14,11,2,0,0,9,3,0,8,3,5,0,0,5,0,0,0,0,5,0,6,3,0
2008,Oceania,Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Europe Other,Vatican City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,America Central and South,Venezuela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Asia South East,Vietnam,229,109,0,14,1,94,115,5,27,7,18,2,0,118,20,4,5,11,5,15,89,115,5
2008,Other,Virgin Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,America North,Virgin Islands (US),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Oceania,Wallis and Futuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Africa North,Western Sahara,6,4,0,0,0,4,2,0,2,1,1,0,0,0,1,0,0,1,1,0,3,2,0
2008,Middle East,Yemen,34,32,7,3,0,22,1,1,22,6,12,3,1,5,1,0,1,0,12,4,15,1,2
2008,Africa Sub-Saharan,Zambia,13,12,0,0,0,12,1,0,11,2,9,0,0,7,0,0,0,0,0,2,10,1,0
2008,Africa Sub-Saharan,Zimbabwe,3133,3048,959,106,0,1983,67,18,1894,667,1078,99,50,15,140,95,21,24,1557,164,1279,65,68
2009,Asia Central,Afghanistan,3269,2687,130,1038,2,1517,555,27,1557,297,1168,67,25,964,561,400,40,121,396,931,1345,547,50
2009,Europe Other,Albania,202,160,7,34,1,118,40,2,79,23,52,3,1,82,28,15,10,3,24,36,99,40,3
2009,Africa North,Algeria,231,135,2,13,0,120,96,0,75,5,66,4,0,53,56,8,26,22,6,14,115,96,0
2009,Oceania,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Europe Other,Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Africa Sub-Saharan,Angola,45,43,8,1,0,34,2,0,29,7,20,2,0,4,4,4,0,0,12,4,27,2,0
2009,Other,Anguilla (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,America Central and South,Antigua and Barbuda,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2009,America Central and South,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Europe Other,Armenia,4,4,0,0,0,4,0,0,2,0,2,0,0,4,0,0,0,0,0,0,4,0,0
2009,America Central and South,Aruba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Oceania,Australia,4,2,1,0,0,1,2,0,1,0,1,0,0,1,2,1,1,0,1,0,1,2,0
2009,EU 14,Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Europe Other,Azerbaijan,20,20,3,0,0,17,0,0,17,2,12,3,0,3,2,0,1,1,5,0,15,0,0
2009,America Central and South,"Bahamas, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Middle East,Bahrain,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2009,Asia South,Bangladesh,434,329,6,45,1,277,104,1,207,19,176,9,3,144,88,46,19,23,21,45,260,104,4
2009,America Central and South,Barbados,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2009,Europe Other,Belarus,11,10,3,0,0,7,1,0,7,2,5,0,0,1,2,0,2,0,5,0,5,1,0
2009,EU 14,Belgium,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1
2009,America Central and South,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Africa Sub-Saharan,Benin,3,3,0,0,0,3,0,0,3,0,2,1,0,1,0,0,0,0,0,0,3,0,0
2009,Other,Bermuda (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Asia South,Bhutan,18,17,7,0,0,10,1,0,10,3,6,0,1,0,3,0,0,3,10,0,6,1,1
2009,America Central and South,Bolivia,11,6,1,0,0,5,5,0,0,0,0,0,0,8,0,0,0,0,1,0,5,5,0
2009,America Central and South,"Bonaire, Sint Eustatius and Saba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Europe Other,Bosnia and Herzegovina,6,4,1,0,0,3,2,0,1,0,1,0,0,0,0,0,0,0,1,0,3,2,0
2009,Africa Sub-Saharan,Botswana,11,8,0,0,0,8,3,0,8,0,8,0,0,4,1,1,0,0,0,0,8,3,0
2009,America Central and South,Brazil,23,18,0,1,0,17,5,0,4,0,4,0,0,15,4,2,2,0,0,1,17,5,0
2009,Other,British overseas citizens,405,393,161,35,0,197,9,3,208,161,36,11,0,3,1,0,1,0,311,35,48,8,3
2009,Asia South East,Brunei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,EU 2,Bulgaria,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
2009,Africa Sub-Saharan,Burkina,2,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
2009,Asia South East,Burma,183,181,88,10,0,83,0,2,84,45,33,4,2,4,8,6,2,0,128,14,38,0,3
2009,Africa Sub-Saharan,Burundi,19,19,0,3,0,16,0,0,14,2,11,1,0,7,2,2,0,0,2,3,14,0,0
2009,Asia South East,Cambodia,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
2009,Africa Sub-Saharan,Cameroon,84,79,15,7,0,57,5,0,52,14,33,4,1,16,4,2,1,1,26,7,45,5,1
2009,America North,Canada,5,3,0,0,0,3,2,0,1,0,1,0,0,5,0,0,0,0,0,0,3,2,0
2009,Africa Sub-Saharan,Cape Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Other,Cayman Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Africa Sub-Saharan,Central African Republic,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2009,Africa Sub-Saharan,Chad,11,11,0,1,0,10,0,0,11,2,8,1,0,1,1,1,0,0,2,1,8,0,0
2009,America Central and South,Chile,3,3,0,0,0,3,0,0,3,0,2,1,0,2,1,1,0,0,0,0,3,0,0
2009,Asia East,China,1147,797,48,37,1,711,341,9,507,62,436,6,3,230,112,63,22,27,96,50,649,340,12
2009,Oceania,Christmas Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Oceania,Cocos (Keeling) Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,America Central and South,Colombia,22,17,2,2,0,13,4,1,9,4,4,1,0,11,3,0,3,0,5,2,10,4,1
2009,Africa Sub-Saharan,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Africa Sub-Saharan,Congo,27,24,1,1,0,22,3,0,17,3,14,0,0,12,1,1,0,0,3,2,19,3,0
2009,Africa Sub-Saharan,Congo (Democratic Republic),206,197,35,15,0,147,8,1,137,37,88,9,3,8,4,1,1,2,66,21,107,8,4
2009,Oceania,Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,America Central and South,Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,EU Other,Croatia,3,2,0,0,0,2,1,0,0,0,0,0,0,2,1,1,0,0,0,0,2,1,0
2009,America Central and South,Cuba,7,7,0,2,0,5,0,0,5,2,3,0,0,0,0,0,0,0,1,3,3,0,0
2009,America Central and South,Curacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,EU Other,Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Europe Other,Cyprus (Northern part of),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,EU 8,Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,EU 14,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Africa Sub-Saharan,Djibouti,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
2009,America Central and South,Dominica,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2009,America Central and South,Dominican Republic,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2009,Asia South East,East Timor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,America Central and South,Ecuador,3,2,0,0,0,2,1,0,1,1,0,0,0,2,0,0,0,0,0,1,1,1,0
2009,Africa North,Egypt,95,77,3,4,0,70,18,0,61,8,51,2,0,23,9,7,0,2,8,7,62,18,0
2009,America Central and South,El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Africa Sub-Saharan,Equatorial Guinea,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2009,Africa Sub-Saharan,Eritrea,1277,1201,626,53,0,522,66,10,272,118,138,11,5,245,7,4,2,1,742,46,410,65,14
2009,EU 8,Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Africa Sub-Saharan,Ethiopia,130,124,24,6,0,94,4,2,86,19,65,2,0,14,5,1,2,2,41,7,76,4,2
2009,Other,Falkland Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Europe Other,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Oceania,Fiji,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2009,EU 14,Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Europe Other,Former Yugoslavia,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009,EU 14,France,2,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2009,America Central and South,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Oceania,French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Africa Sub-Saharan,Gabon,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2009,Africa Sub-Saharan,"Gambia, The",205,179,22,10,0,147,25,1,122,34,78,8,2,35,19,8,7,4,53,13,111,25,3
2009,Europe Other,Georgia,74,65,1,2,0,62,9,0,49,8,38,1,2,23,14,11,1,2,6,4,53,9,2
2009,EU 14,Germany,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,Africa Sub-Saharan,Ghana,142,104,0,9,0,95,38,0,42,8,34,0,0,60,15,11,2,2,4,12,88,38,0
2009,Other,Gibraltar (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,EU 14,Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Europe Other,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,America Central and South,Grenada,3,2,0,0,0,2,0,1,2,0,1,1,0,2,0,0,0,0,0,0,2,0,1
2009,America Central and South,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Oceania,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,America Central and South,Guatemala,2,2,0,0,0,2,0,0,1,0,1,0,0,2,0,0,0,0,0,0,2,0,0
2009,Africa Sub-Saharan,Guinea,105,99,19,10,0,70,6,0,60,14,43,1,2,9,11,4,2,5,31,12,54,6,2
2009,Africa Sub-Saharan,Guinea-Bissau,2,2,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0
2009,America Central and South,Guyana,9,8,0,0,0,8,1,0,5,0,4,1,0,4,1,1,0,0,0,0,8,1,0
2009,America Central and South,Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Oceania,Heard Island and McDonald Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,America Central and South,Honduras,4,4,0,0,0,4,0,0,4,1,3,0,0,0,3,3,0,0,0,1,3,0,0
2009,Asia East,Hong Kong,6,3,0,0,0,3,3,0,2,0,2,0,0,4,1,0,1,0,0,0,3,3,0
2009,EU 8,Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Europe Other,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Asia South,India,607,307,0,12,1,294,299,1,65,10,48,5,2,194,117,28,64,25,7,15,283,299,3
2009,Asia South East,Indonesia,5,3,0,1,0,2,2,0,1,0,1,0,0,1,2,0,1,1,0,1,2,2,0
2009,Middle East,Iran,1745,1655,230,118,0,1307,83,7,1220,388,792,26,14,101,151,110,19,22,602,125,917,81,20
2009,Middle East,Iraq,866,807,54,97,0,656,57,2,555,99,441,12,3,122,180,149,14,17,138,107,559,57,5
2009,EU 14,Ireland,2,2,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2009,Middle East,Israel,6,2,0,0,0,2,4,0,1,0,0,0,1,2,0,0,0,0,0,0,1,4,1
2009,EU 14,Italy,5,3,0,0,0,3,2,0,2,0,1,1,0,1,1,1,0,0,0,0,3,2,0
2009,Africa Sub-Saharan,Ivory Coast,51,44,3,5,0,36,6,1,31,10,20,1,0,6,0,0,0,0,9,10,26,6,0
2009,America Central and South,Jamaica,199,163,6,11,0,146,31,5,58,11,39,5,3,113,4,2,2,0,11,16,133,31,8
2009,Asia East,Japan,2,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0
2009,Middle East,Jordan,15,12,0,1,0,11,3,0,7,0,7,0,0,6,4,3,1,0,0,1,11,3,0
2009,Asia Central,Kazakhstan,2,2,0,0,0,2,0,0,2,0,2,0,0,1,1,0,1,0,0,0,2,0,0
2009,Africa Sub-Saharan,Kenya,107,92,7,4,0,81,13,2,62,13,46,2,1,20,16,9,5,2,19,5,67,13,3
2009,Oceania,Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Asia East,Korea (North),36,27,1,2,0,24,8,1,21,5,9,5,2,1,2,2,0,0,6,1,18,8,3
2009,Asia East,Korea (South),11,10,0,0,0,10,1,0,5,0,4,1,0,9,1,0,1,0,0,0,10,1,0
2009,Europe Other,Kosovo,29,17,0,2,0,15,11,1,9,3,6,0,0,12,6,3,3,0,2,3,12,11,1
2009,Middle East,Kuwait,47,38,11,1,0,26,9,0,20,2,17,1,0,2,2,0,0,2,13,1,24,9,0
2009,Asia Central,Kyrgyzstan,6,5,0,0,0,5,1,0,5,1,4,0,0,3,1,1,0,0,0,1,4,1,0
2009,Asia South East,Laos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,EU 8,Latvia,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,Middle East,Lebanon,33,28,0,2,0,26,5,0,23,6,17,0,0,3,7,4,2,1,5,2,21,5,0
2009,Africa Sub-Saharan,Lesotho,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2009,Africa Sub-Saharan,Liberia,17,14,0,0,0,14,3,0,6,0,6,0,0,3,0,0,0,0,0,0,14,3,0
2009,Africa North,Libya,76,67,8,1,0,58,9,0,49,8,41,0,0,10,19,13,4,2,16,1,50,9,0
2009,Europe Other,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,EU 8,Lithuania,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,EU 14,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Asia East,Macau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Europe Other,Macedonia,4,2,0,0,1,1,2,0,1,0,1,0,0,0,1,1,0,0,0,1,1,2,0
2009,Africa Sub-Saharan,Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Africa Sub-Saharan,Malawi,142,129,2,3,2,122,11,2,79,7,65,6,1,55,18,17,1,0,4,10,114,11,3
2009,Asia South East,Malaysia,43,25,0,1,0,24,18,0,15,0,13,1,1,23,8,5,3,0,0,1,23,18,1
2009,Asia South,Maldives,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2009,Africa Sub-Saharan,Mali,8,8,0,0,0,8,0,0,3,1,2,0,0,5,0,0,0,0,1,0,7,0,0
2009,EU Other,Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Oceania,Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,America Central and South,Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Africa North,Mauritania,3,3,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0
2009,Africa Sub-Saharan,Mauritius,14,10,0,0,0,10,4,0,5,1,3,1,0,5,4,1,3,0,0,1,9,4,0
2009,Africa Sub-Saharan,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,America Central and South,Mexico,5,2,0,0,0,2,3,0,1,0,1,0,0,3,2,2,0,0,0,0,2,3,0
2009,Oceania,Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Europe Other,Moldova,15,10,2,1,0,7,5,0,2,1,1,0,0,3,3,1,1,1,3,1,6,5,0
2009,Europe Other,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Asia East,Mongolia,19,16,0,3,0,13,3,0,9,1,7,1,0,7,5,4,1,0,1,3,12,3,0
2009,Europe Other,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Other,Montserrat (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Africa North,Morocco,66,47,2,15,0,30,19,0,25,5,20,0,0,16,11,0,6,5,4,18,26,18,0
2009,Africa Sub-Saharan,Mozambique,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2009,Africa Sub-Saharan,Namibia,19,12,0,0,0,12,7,0,9,0,8,1,0,12,5,5,0,0,0,0,12,7,0
2009,Oceania,Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Asia South,Nepal,14,11,0,0,0,11,3,0,11,2,9,0,0,7,1,1,0,0,2,0,9,3,0
2009,EU 14,Netherlands,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2009,America Central and South,Netherlands Antilles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Oceania,New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Oceania,New Zealand,2,2,0,1,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,1,0,0
2009,America Central and South,Nicaragua,3,3,0,0,0,3,0,0,2,0,2,0,0,1,1,0,1,0,0,0,3,0,0
2009,Africa Sub-Saharan,Niger,4,4,1,0,0,3,0,0,1,0,1,0,0,2,1,0,0,1,1,0,3,0,0
2009,Africa Sub-Saharan,Nigeria,672,513,8,28,0,477,156,3,239,41,181,12,5,292,72,45,16,11,28,46,438,153,7
2009,Oceania,Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Oceania,Norfolk Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Oceania,Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Europe Other,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Middle East,Occupied Palestinian Territories,183,125,3,6,0,116,57,1,91,14,72,4,1,11,17,8,3,6,17,6,101,57,2
2009,Middle East,Oman,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
2009,Other,Other and unknown,132,10,0,1,0,9,1,121,10,1,9,0,0,6,7,2,4,1,1,1,9,1,120
2009,Asia South,Pakistan,1266,1056,48,27,0,981,201,9,832,91,697,35,9,343,323,200,84,39,127,40,883,200,16
