Date,Year,Quarter,Nationality,Region,Asylum Case Outcome,Asylum Case Outcome Group,Applicant type,UASC,Sex,Age Group,Decisions
2021-09-30,2021,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,18 to 24,2
2021-09-30,2021,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,25 to 39,3
2021-09-30,2021,3,Iraq,Middle East,Humanitarian Protection,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,3
2021-09-30,2021,3,Iraq,Middle East,Humanitarian Protection,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,4
2021-09-30,2021,3,Iraq,Middle East,Humanitarian Protection,Grant of Protection,Main applicant,UASC,Male,17 and under,13
2021-09-30,2021,3,Iraq,Middle East,Non-substantiated withdrawal,Withdrawn,Dependant,Non-UASC,Female,17 and under,2
2021-09-30,2021,3,Iraq,Middle East,Non-substantiated withdrawal,Withdrawn,Dependant,Non-UASC,Male,17 and under,2
2021-09-30,2021,3,Iraq,Middle East,Non-substantiated withdrawal,Withdrawn,Dependant,Non-UASC,Male,25 to 39,1
2021-09-30,2021,3,Iraq,Middle East,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Female,25 to 39,1
2021-09-30,2021,3,Iraq,Middle East,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,3
2021-09-30,2021,3,Iraq,Middle East,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,13
2021-09-30,2021,3,Iraq,Middle East,Non-substantiated withdrawal,Withdrawn,Main applicant,UASC,Male,17 and under,1
2021-09-30,2021,3,Iraq,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Female,25 to 39,1
2021-09-30,2021,3,Iraq,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Male,17 and under,1
2021-09-30,2021,3,Iraq,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Male,18 to 24,3
2021-09-30,2021,3,Iraq,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Male,25 to 39,8
2021-09-30,2021,3,Iraq,Middle East,Other Refusals,Refused,Main applicant,UASC,Male,17 and under,23
2021-09-30,2021,3,Iraq,Middle East,Other Withdrawal,Withdrawn,Dependant,Non-UASC,Female,17 and under,3
2021-09-30,2021,3,Iraq,Middle East,Other Withdrawal,Withdrawn,Dependant,Non-UASC,Female,25 to 39,2
2021-09-30,2021,3,Iraq,Middle East,Other Withdrawal,Withdrawn,Dependant,Non-UASC,Male,17 and under,4
2021-09-30,2021,3,Iraq,Middle East,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,10
2021-09-30,2021,3,Iraq,Middle East,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,15
2021-09-30,2021,3,Iraq,Middle East,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,40 and over,2
2021-09-30,2021,3,Iraq,Middle East,Other Withdrawal,Withdrawn,Main applicant,UASC,Male,17 and under,1
2021-09-30,2021,3,Iraq,Middle East,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,17 and under,1
2021-09-30,2021,3,Iraq,Middle East,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Male,17 and under,1
2021-09-30,2021,3,Iraq,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Female,17 and under,1
2021-09-30,2021,3,Iraq,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,6
2021-09-30,2021,3,Iraq,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,3
2021-09-30,2021,3,Iraq,Middle East,Refugee Permission,Grant of Protection,Main applicant,UASC,Female,17 and under,1
2021-09-30,2021,3,Iraq,Middle East,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,16
2021-09-30,2021,3,Iraq,Middle East,UASC Leave,Grant of Other Leave,Main applicant,UASC,Male,17 and under,1
2021-09-30,2021,3,Ivory Coast,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,2
2021-09-30,2021,3,Ivory Coast,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,1
2021-09-30,2021,3,Ivory Coast,Africa Sub-Saharan,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,1
2021-09-30,2021,3,Jordan,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,1
2021-09-30,2021,3,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,17 and under,15
2021-09-30,2021,3,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,18 to 24,1
2021-09-30,2021,3,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,25 to 39,5
2021-09-30,2021,3,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,40 and over,3
2021-09-30,2021,3,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,18
2021-09-30,2021,3,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,18 to 24,1
2021-09-30,2021,3,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,25 to 39,3
2021-09-30,2021,3,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,40 and over,5
2021-09-30,2021,3,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,17 and under,2
2021-09-30,2021,3,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,23
2021-09-30,2021,3,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,80
2021-09-30,2021,3,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,30
2021-09-30,2021,3,Kuwait,Middle East,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,3
2021-09-30,2021,3,Kuwait,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Male,40 and over,1
2021-09-30,2021,3,Kuwait,Middle East,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,1
2021-09-30,2021,3,Kuwait,Middle East,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,40 and over,1
2021-09-30,2021,3,Kuwait,Middle East,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,17 and under,1
2021-09-30,2021,3,Kuwait,Middle East,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,25 to 39,1
2021-09-30,2021,3,Kuwait,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,1
2021-09-30,2021,3,Kuwait,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,40 and over,3
2021-09-30,2021,3,Kuwait,Middle East,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,1
2021-09-30,2021,3,Lebanon,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,1
2021-09-30,2021,3,Libya,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,25 to 39,1
2021-09-30,2021,3,Libya,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,40 and over,1
2021-09-30,2021,3,Libya,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,12
2021-09-30,2021,3,Libya,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,44
2021-09-30,2021,3,Libya,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,3
2021-09-30,2021,3,Libya,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,2
2021-09-30,2021,3,Libya,Africa North,Humanitarian Protection,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,1
2021-09-30,2021,3,Libya,Africa North,Humanitarian Protection,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,1
2021-09-30,2021,3,Libya,Africa North,Humanitarian Protection,Grant of Protection,Main applicant,UASC,Male,17 and under,1
2021-09-30,2021,3,Libya,Africa North,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,4
2021-09-30,2021,3,Libya,Africa North,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,1
2021-09-30,2021,3,Libya,Africa North,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,2
2021-09-30,2021,3,Mali,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,4
2021-09-30,2021,3,Mali,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,4
2021-09-30,2021,3,Mauritania,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,1
2021-09-30,2021,3,Mauritania,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,1
2021-09-30,2021,3,Morocco,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,2
2021-09-30,2021,3,Morocco,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,4
2021-09-30,2021,3,Morocco,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,1
2021-09-30,2021,3,Morocco,Africa North,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,2
2021-09-30,2021,3,Morocco,Africa North,Other Refusals,Refused,Main applicant,UASC,Male,17 and under,1
2021-09-30,2021,3,Niger,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,2
2021-09-30,2021,3,Niger,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,1
2021-09-30,2021,3,Nigeria,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,2
2021-09-30,2021,3,Nigeria,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,1
2021-09-30,2021,3,Nigeria,Africa Sub-Saharan,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,1
2021-09-30,2021,3,Nigeria,Africa Sub-Saharan,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,1
2021-09-30,2021,3,Occupied Palestinian Territories,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,17 and under,1
2021-09-30,2021,3,Occupied Palestinian Territories,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,3
2021-09-30,2021,3,Occupied Palestinian Territories,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,14
2021-09-30,2021,3,Occupied Palestinian Territories,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,28
2021-09-30,2021,3,Occupied Palestinian Territories,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,3
2021-09-30,2021,3,Occupied Palestinian Territories,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Male,25 to 39,2
2021-09-30,2021,3,Occupied Palestinian Territories,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,2
2021-09-30,2021,3,Other and unknown,Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,4
2021-09-30,2021,3,Other and unknown,Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,1
2021-09-30,2021,3,Other and unknown,Other,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,1
2021-09-30,2021,3,Pakistan,Asia South,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,11
2021-09-30,2021,3,Pakistan,Asia South,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,34
2021-09-30,2021,3,Pakistan,Asia South,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,8
2021-09-30,2021,3,Pakistan,Asia South,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,5
2021-09-30,2021,3,Pakistan,Asia South,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,4
2021-09-30,2021,3,Pakistan,Asia South,Other Refusals,Refused,Main applicant,Non-UASC,Male,18 to 24,1
2021-09-30,2021,3,Pakistan,Asia South,Other Refusals,Refused,Main applicant,Non-UASC,Male,25 to 39,4
2021-09-30,2021,3,Pakistan,Asia South,Other Refusals,Refused,Main applicant,Non-UASC,Male,40 and over,1
2021-09-30,2021,3,Pakistan,Asia South,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,40 and over,1
2021-09-30,2021,3,Pakistan,Asia South,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,1
2021-09-30,2021,3,Pakistan,Asia South,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,1
2021-09-30,2021,3,Pakistan,Asia South,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,40 and over,1
2021-09-30,2021,3,Refugee,Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,17 and under,1
2021-09-30,2021,3,Refugee,Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,4
2021-09-30,2021,3,Refugee,Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,8
2021-09-30,2021,3,Refugee,Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,3
2021-09-30,2021,3,Refugee,Other,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,2
2021-09-30,2021,3,Refugee,Other,Other Withdrawal,Withdrawn,Dependant,Non-UASC,Female,17 and under,4
2021-09-30,2021,3,Refugee,Other,Other Withdrawal,Withdrawn,Dependant,Non-UASC,Male,17 and under,2
2021-09-30,2021,3,Refugee,Other,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,40 and over,1
2021-09-30,2021,3,Refugee,Other,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,17 and under,5
2021-09-30,2021,3,Refugee,Other,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,18 to 24,1
2021-09-30,2021,3,Refugee,Other,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,25 to 39,2
2021-09-30,2021,3,Refugee,Other,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,40 and over,1
2021-09-30,2021,3,Refugee,Other,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Male,17 and under,9
2021-09-30,2021,3,Refugee,Other,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Female,18 to 24,1
2021-09-30,2021,3,Refugee,Other,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Female,40 and over,1
2021-09-30,2021,3,Refugee,Other,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,17 and under,1
2021-09-30,2021,3,Refugee,Other,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,3
2021-09-30,2021,3,Refugee,Other,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,13
2021-09-30,2021,3,Refugee,Other,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,40 and over,4
2021-09-30,2021,3,Refugee,Other,Refugee Permission,Grant of Protection,Main applicant,UASC,Female,17 and under,1
2021-09-30,2021,3,Refugee,Other,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,5
2021-09-30,2021,3,Saudi Arabia,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,1
2021-09-30,2021,3,Senegal,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,1
2021-09-30,2021,3,Senegal,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,1
2021-09-30,2021,3,Senegal,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,1
2021-09-30,2021,3,Somalia,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,18 to 24,1
2021-09-30,2021,3,Somalia,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,1
2021-09-30,2021,3,Somalia,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,18 to 24,3
2021-09-30,2021,3,Somalia,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,25 to 39,3
2021-09-30,2021,3,Somalia,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,56
2021-09-30,2021,3,Somalia,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,56
2021-09-30,2021,3,Somalia,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,3
2021-09-30,2021,3,Somalia,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,4
2021-09-30,2021,3,Somalia,Africa Sub-Saharan,Humanitarian Protection,Grant of Protection,Main applicant,UASC,Male,17 and under,1
2021-09-30,2021,3,Somalia,Africa Sub-Saharan,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,2
2021-09-30,2021,3,Somalia,Africa Sub-Saharan,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,3
2021-09-30,2021,3,Somalia,Africa Sub-Saharan,Other Refusals,Refused,Main applicant,Non-UASC,Male,18 to 24,4
2021-09-30,2021,3,Somalia,Africa Sub-Saharan,Other Refusals,Refused,Main applicant,Non-UASC,Male,25 to 39,3
2021-09-30,2021,3,Somalia,Africa Sub-Saharan,Other Refusals,Refused,Main applicant,UASC,Male,17 and under,3
2021-09-30,2021,3,Somalia,Africa Sub-Saharan,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,1
2021-09-30,2021,3,Somalia,Africa Sub-Saharan,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,1
2021-09-30,2021,3,Somalia,Africa Sub-Saharan,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,3
2021-09-30,2021,3,Somalia,Africa Sub-Saharan,Refugee Permission,Grant of Protection,Main applicant,UASC,Female,17 and under,3
2021-09-30,2021,3,Somalia,Africa Sub-Saharan,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,7
2021-09-30,2021,3,Somalia,Africa Sub-Saharan,UASC Leave,Grant of Other Leave,Main applicant,UASC,Male,17 and under,1
2021-09-30,2021,3,South Sudan,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,13
2021-09-30,2021,3,South Sudan,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,8
2021-09-30,2021,3,South Sudan,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,1
2021-09-30,2021,3,South Sudan,Africa Sub-Saharan,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,2
2021-09-30,2021,3,South Sudan,Africa Sub-Saharan,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,3
2021-09-30,2021,3,Sri Lanka,Asia South,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,6
2021-09-30,2021,3,Sri Lanka,Asia South,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,28
2021-09-30,2021,3,Sri Lanka,Asia South,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,6
2021-09-30,2021,3,Stateless,Other,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,17 and under,18
2021-09-30,2021,3,Stateless,Other,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,25 to 39,4
2021-09-30,2021,3,Stateless,Other,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,40 and over,2
2021-09-30,2021,3,Stateless,Other,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,19
2021-09-30,2021,3,Stateless,Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,17 and under,1
2021-09-30,2021,3,Stateless,Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,18 to 24,3
2021-09-30,2021,3,Stateless,Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,25 to 39,4
2021-09-30,2021,3,Stateless,Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,40 and over,5
2021-09-30,2021,3,Stateless,Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,17 and under,1
2021-09-30,2021,3,Stateless,Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,20
2021-09-30,2021,3,Stateless,Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,31
2021-09-30,2021,3,Stateless,Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,2
2021-09-30,2021,3,Stateless,Other,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,17 and under,3
2021-09-30,2021,3,Stateless,Other,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,25 to 39,1
2021-09-30,2021,3,Stateless,Other,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Male,25 to 39,1
2021-09-30,2021,3,Stateless,Other,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,2
2021-09-30,2021,3,Stateless,Other,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,1
2021-09-30,2021,3,Stateless,Other,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,40 and over,2
2021-09-30,2021,3,Stateless,Other,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,1
2021-09-30,2021,3,Sudan,Africa North,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,17 and under,2
2021-09-30,2021,3,Sudan,Africa North,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,3
2021-09-30,2021,3,Sudan,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,25 to 39,3
2021-09-30,2021,3,Sudan,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,17 and under,4
2021-09-30,2021,3,Sudan,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,123
2021-09-30,2021,3,Sudan,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,153
2021-09-30,2021,3,Sudan,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,14
2021-09-30,2021,3,Sudan,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,13
2021-09-30,2021,3,Sudan,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,18 to 24,1
2021-09-30,2021,3,Sudan,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,25 to 39,1
2021-09-30,2021,3,Sudan,Africa North,Other Refusals,Refused,Main applicant,Non-UASC,Male,18 to 24,2
2021-09-30,2021,3,Sudan,Africa North,Other Refusals,Refused,Main applicant,UASC,Male,17 and under,6
2021-09-30,2021,3,Sudan,Africa North,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,1
2021-09-30,2021,3,Sudan,Africa North,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,2
2021-09-30,2021,3,Sudan,Africa North,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,17 and under,1
2021-09-30,2021,3,Sudan,Africa North,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,4
2021-09-30,2021,3,Sudan,Africa North,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,3
2021-09-30,2021,3,Sudan,Africa North,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,40 and over,1
2021-09-30,2021,3,Sudan,Africa North,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,34
2021-09-30,2021,3,Sudan,Africa North,UASC Leave,Grant of Other Leave,Main applicant,UASC,Male,17 and under,1
2021-09-30,2021,3,Syria,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,17 and under,3
2021-09-30,2021,3,Syria,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,18 to 24,2
2021-09-30,2021,3,Syria,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,25 to 39,1
2021-09-30,2021,3,Syria,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,4
2021-09-30,2021,3,Syria,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,25 to 39,1
2021-09-30,2021,3,Syria,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,40 and over,1
2021-09-30,2021,3,Syria,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,17 and under,2
2021-09-30,2021,3,Syria,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,178
2021-09-30,2021,3,Syria,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,160
2021-09-30,2021,3,Syria,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,18
2021-09-30,2021,3,Syria,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,16
2021-09-30,2021,3,Syria,Middle East,Humanitarian Protection,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,1
2021-09-30,2021,3,Syria,Middle East,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,9
2021-09-30,2021,3,Syria,Middle East,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,7
2021-09-30,2021,3,Syria,Middle East,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,40 and over,2
2021-09-30,2021,3,Syria,Middle East,Other Refusals,Refused,Main applicant,UASC,Male,17 and under,1
2021-09-30,2021,3,Syria,Middle East,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,2
2021-09-30,2021,3,Syria,Middle East,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,1
