Date,Nationality,Region,Support Type,Support Sub-Type,UK Region,People
2018-03-31,Pakistan,Asia South,Section 4,Dispersed Accommodation,Northern Ireland,2
2018-03-31,Pakistan,Asia South,Section 4,Dispersed Accommodation,Scotland,39
2018-03-31,Pakistan,Asia South,Section 4,Dispersed Accommodation,South East,1
2018-03-31,Pakistan,Asia South,Section 4,Dispersed Accommodation,South West,14
2018-03-31,Pakistan,Asia South,Section 4,Dispersed Accommodation,Wales,17
2018-03-31,Pakistan,Asia South,Section 4,Dispersed Accommodation,West Midlands,32
2018-03-31,Pakistan,Asia South,Section 4,Dispersed Accommodation,Yorkshire and The Humber,34
2018-03-31,Philippines,Asia South East,Section 4,Dispersed Accommodation,North West,3
2018-03-31,Philippines,Asia South East,Section 4,Dispersed Accommodation,South East,2
2018-03-31,Poland,EU 8,Section 4,Dispersed Accommodation,Wales,1
2018-03-31,Portugal,EU 14,Section 4,Dispersed Accommodation,North East,1
2018-03-31,Russia,Europe Other,Section 4,Dispersed Accommodation,London,6
2018-03-31,Russia,Europe Other,Section 4,Dispersed Accommodation,South West,1
2018-03-31,Rwanda,Africa Sub-Saharan,Section 4,Dispersed Accommodation,North East,1
2018-03-31,Rwanda,Africa Sub-Saharan,Section 4,Dispersed Accommodation,North West,4
2018-03-31,Rwanda,Africa Sub-Saharan,Section 4,Dispersed Accommodation,Scotland,3
2018-03-31,Senegal,Africa Sub-Saharan,Section 4,Dispersed Accommodation,East Midlands,1
2018-03-31,Senegal,Africa Sub-Saharan,Section 4,Dispersed Accommodation,London,4
2018-03-31,Senegal,Africa Sub-Saharan,Section 4,Dispersed Accommodation,North East,1
2018-03-31,Senegal,Africa Sub-Saharan,Section 4,Dispersed Accommodation,Scotland,2
2018-03-31,Senegal,Africa Sub-Saharan,Section 4,Dispersed Accommodation,Wales,1
2018-03-31,Senegal,Africa Sub-Saharan,Section 4,Dispersed Accommodation,Yorkshire and The Humber,3
2018-03-31,Serbia,Europe Other,Section 4,Dispersed Accommodation,Wales,4
2018-03-31,Sierra Leone,Africa Sub-Saharan,Section 4,Dispersed Accommodation,East Midlands,1
2018-03-31,Sierra Leone,Africa Sub-Saharan,Section 4,Dispersed Accommodation,London,11
2018-03-31,Sierra Leone,Africa Sub-Saharan,Section 4,Dispersed Accommodation,North East,6
2018-03-31,Sierra Leone,Africa Sub-Saharan,Section 4,Dispersed Accommodation,North West,5
2018-03-31,Sierra Leone,Africa Sub-Saharan,Section 4,Dispersed Accommodation,Northern Ireland,1
2018-03-31,Sierra Leone,Africa Sub-Saharan,Section 4,Dispersed Accommodation,South West,1
2018-03-31,Sierra Leone,Africa Sub-Saharan,Section 4,Dispersed Accommodation,Wales,1
2018-03-31,Sierra Leone,Africa Sub-Saharan,Section 4,Dispersed Accommodation,West Midlands,4
2018-03-31,Sierra Leone,Africa Sub-Saharan,Section 4,Dispersed Accommodation,Yorkshire and The Humber,3
2018-03-31,Slovakia,EU 8,Section 4,Dispersed Accommodation,North West,1
2018-03-31,Somalia,Africa Sub-Saharan,Section 4,Dispersed Accommodation,East Midlands,7
2018-03-31,Somalia,Africa Sub-Saharan,Section 4,Dispersed Accommodation,East of England,1
2018-03-31,Somalia,Africa Sub-Saharan,Section 4,Dispersed Accommodation,London,12
2018-03-31,Somalia,Africa Sub-Saharan,Section 4,Dispersed Accommodation,North East,14
2018-03-31,Somalia,Africa Sub-Saharan,Section 4,Dispersed Accommodation,North West,18
2018-03-31,Somalia,Africa Sub-Saharan,Section 4,Dispersed Accommodation,Northern Ireland,11
2018-03-31,Somalia,Africa Sub-Saharan,Section 4,Dispersed Accommodation,Scotland,9
2018-03-31,Somalia,Africa Sub-Saharan,Section 4,Dispersed Accommodation,South East,1
2018-03-31,Somalia,Africa Sub-Saharan,Section 4,Dispersed Accommodation,South West,9
2018-03-31,Somalia,Africa Sub-Saharan,Section 4,Dispersed Accommodation,Wales,7
2018-03-31,Somalia,Africa Sub-Saharan,Section 4,Dispersed Accommodation,West Midlands,14
2018-03-31,Somalia,Africa Sub-Saharan,Section 4,Dispersed Accommodation,Yorkshire and The Humber,11
2018-03-31,South Africa,Africa Sub-Saharan,Section 4,Dispersed Accommodation,East Midlands,3
2018-03-31,South Africa,Africa Sub-Saharan,Section 4,Dispersed Accommodation,London,3
2018-03-31,South Africa,Africa Sub-Saharan,Section 4,Dispersed Accommodation,North West,5
2018-03-31,South Africa,Africa Sub-Saharan,Section 4,Dispersed Accommodation,Northern Ireland,4
2018-03-31,South Africa,Africa Sub-Saharan,Section 4,Dispersed Accommodation,Scotland,1
2018-03-31,South Africa,Africa Sub-Saharan,Section 4,Dispersed Accommodation,South East,2
2018-03-31,South Africa,Africa Sub-Saharan,Section 4,Dispersed Accommodation,South West,1
2018-03-31,South Africa,Africa Sub-Saharan,Section 4,Dispersed Accommodation,Wales,1
2018-03-31,South Africa,Africa Sub-Saharan,Section 4,Dispersed Accommodation,West Midlands,3
2018-03-31,South Africa,Africa Sub-Saharan,Section 4,Dispersed Accommodation,Yorkshire and The Humber,1
2018-03-31,Sri Lanka,Asia South,Section 4,Dispersed Accommodation,East Midlands,20
2018-03-31,Sri Lanka,Asia South,Section 4,Dispersed Accommodation,East of England,1
2018-03-31,Sri Lanka,Asia South,Section 4,Dispersed Accommodation,London,21
2018-03-31,Sri Lanka,Asia South,Section 4,Dispersed Accommodation,North East,6
2018-03-31,Sri Lanka,Asia South,Section 4,Dispersed Accommodation,North West,15
2018-03-31,Sri Lanka,Asia South,Section 4,Dispersed Accommodation,Scotland,13
2018-03-31,Sri Lanka,Asia South,Section 4,Dispersed Accommodation,South West,4
2018-03-31,Sri Lanka,Asia South,Section 4,Dispersed Accommodation,Wales,22
2018-03-31,Sri Lanka,Asia South,Section 4,Dispersed Accommodation,West Midlands,25
2018-03-31,Sri Lanka,Asia South,Section 4,Dispersed Accommodation,Yorkshire and The Humber,3
2018-03-31,St. Lucia,America Central and South,Section 4,Dispersed Accommodation,London,1
2018-03-31,Stateless,Other,Section 4,Dispersed Accommodation,North West,7
2018-03-31,Sudan,Africa North,Section 4,Dispersed Accommodation,East Midlands,8
2018-03-31,Sudan,Africa North,Section 4,Dispersed Accommodation,East of England,1
2018-03-31,Sudan,Africa North,Section 4,Dispersed Accommodation,London,1
2018-03-31,Sudan,Africa North,Section 4,Dispersed Accommodation,North East,4
2018-03-31,Sudan,Africa North,Section 4,Dispersed Accommodation,North West,11
2018-03-31,Sudan,Africa North,Section 4,Dispersed Accommodation,Northern Ireland,4
2018-03-31,Sudan,Africa North,Section 4,Dispersed Accommodation,Scotland,6
2018-03-31,Sudan,Africa North,Section 4,Dispersed Accommodation,South East,3
2018-03-31,Sudan,Africa North,Section 4,Dispersed Accommodation,South West,3
2018-03-31,Sudan,Africa North,Section 4,Dispersed Accommodation,Wales,3
2018-03-31,Sudan,Africa North,Section 4,Dispersed Accommodation,West Midlands,8
2018-03-31,Sudan,Africa North,Section 4,Dispersed Accommodation,Yorkshire and The Humber,9
2018-03-31,Swaziland,Africa Sub-Saharan,Section 4,Dispersed Accommodation,East Midlands,2
2018-03-31,Swaziland,Africa Sub-Saharan,Section 4,Dispersed Accommodation,South West,1
2018-03-31,Swaziland,Africa Sub-Saharan,Section 4,Dispersed Accommodation,West Midlands,1
2018-03-31,Syria,Middle East,Section 4,Dispersed Accommodation,East Midlands,1
2018-03-31,Syria,Middle East,Section 4,Dispersed Accommodation,North East,1
2018-03-31,Syria,Middle East,Section 4,Dispersed Accommodation,North West,2
2018-03-31,Syria,Middle East,Section 4,Dispersed Accommodation,Scotland,3
2018-03-31,Syria,Middle East,Section 4,Dispersed Accommodation,Wales,1
2018-03-31,Syria,Middle East,Section 4,Dispersed Accommodation,West Midlands,1
2018-03-31,Syria,Middle East,Section 4,Dispersed Accommodation,Yorkshire and The Humber,4
2018-03-31,Tanzania,Africa Sub-Saharan,Section 4,Dispersed Accommodation,London,1
2018-03-31,Tanzania,Africa Sub-Saharan,Section 4,Dispersed Accommodation,North West,3
2018-03-31,Tanzania,Africa Sub-Saharan,Section 4,Dispersed Accommodation,South West,1
2018-03-31,Tanzania,Africa Sub-Saharan,Section 4,Dispersed Accommodation,Yorkshire and The Humber,2
2018-03-31,Togo,Africa Sub-Saharan,Section 4,Dispersed Accommodation,East Midlands,3
2018-03-31,Togo,Africa Sub-Saharan,Section 4,Dispersed Accommodation,Yorkshire and The Humber,1
2018-03-31,Trinidad and Tobago,America Central and South,Section 4,Dispersed Accommodation,London,1
2018-03-31,Trinidad and Tobago,America Central and South,Section 4,Dispersed Accommodation,North West,1
2018-03-31,Trinidad and Tobago,America Central and South,Section 4,Dispersed Accommodation,Yorkshire and The Humber,1
2018-03-31,Tunisia,Africa North,Section 4,Dispersed Accommodation,East Midlands,2
2018-03-31,Tunisia,Africa North,Section 4,Dispersed Accommodation,London,2
2018-03-31,Tunisia,Africa North,Section 4,Dispersed Accommodation,North East,1
2018-03-31,Tunisia,Africa North,Section 4,Dispersed Accommodation,North West,1
2018-03-31,Tunisia,Africa North,Section 4,Dispersed Accommodation,Wales,2
2018-03-31,Tunisia,Africa North,Section 4,Dispersed Accommodation,West Midlands,1
2018-03-31,Turkey,Europe Other,Section 4,Dispersed Accommodation,East Midlands,4
2018-03-31,Turkey,Europe Other,Section 4,Dispersed Accommodation,London,11
2018-03-31,Turkey,Europe Other,Section 4,Dispersed Accommodation,North West,6
2018-03-31,Turkey,Europe Other,Section 4,Dispersed Accommodation,South West,1
2018-03-31,Uganda,Africa Sub-Saharan,Section 4,Dispersed Accommodation,East Midlands,4
2018-03-31,Uganda,Africa Sub-Saharan,Section 4,Dispersed Accommodation,London,2
2018-03-31,Uganda,Africa Sub-Saharan,Section 4,Dispersed Accommodation,North East,3
2018-03-31,Uganda,Africa Sub-Saharan,Section 4,Dispersed Accommodation,North West,11
2018-03-31,Uganda,Africa Sub-Saharan,Section 4,Dispersed Accommodation,Scotland,5
2018-03-31,Uganda,Africa Sub-Saharan,Section 4,Dispersed Accommodation,South East,8
2018-03-31,Uganda,Africa Sub-Saharan,Section 4,Dispersed Accommodation,South West,2
2018-03-31,Uganda,Africa Sub-Saharan,Section 4,Dispersed Accommodation,Wales,7
2018-03-31,Uganda,Africa Sub-Saharan,Section 4,Dispersed Accommodation,West Midlands,5
2018-03-31,Uganda,Africa Sub-Saharan,Section 4,Dispersed Accommodation,Yorkshire and The Humber,1
2018-03-31,Ukraine,Europe Other,Section 4,Dispersed Accommodation,London,2
2018-03-31,Ukraine,Europe Other,Section 4,Dispersed Accommodation,North East,2
2018-03-31,Ukraine,Europe Other,Section 4,Dispersed Accommodation,North West,1
2018-03-31,Ukraine,Europe Other,Section 4,Dispersed Accommodation,Yorkshire and The Humber,2
2018-03-31,United States,America North,Section 4,Dispersed Accommodation,London,1
2018-03-31,Venezuela,America Central and South,Section 4,Dispersed Accommodation,South West,1
2018-03-31,Vietnam,Asia South East,Section 4,Dispersed Accommodation,East Midlands,1
2018-03-31,Vietnam,Asia South East,Section 4,Dispersed Accommodation,East of England,2
2018-03-31,Vietnam,Asia South East,Section 4,Dispersed Accommodation,London,1
2018-03-31,Vietnam,Asia South East,Section 4,Dispersed Accommodation,North East,4
2018-03-31,Vietnam,Asia South East,Section 4,Dispersed Accommodation,North West,14
2018-03-31,Vietnam,Asia South East,Section 4,Dispersed Accommodation,Scotland,13
2018-03-31,Vietnam,Asia South East,Section 4,Dispersed Accommodation,Wales,4
2018-03-31,Vietnam,Asia South East,Section 4,Dispersed Accommodation,West Midlands,1
2018-03-31,Vietnam,Asia South East,Section 4,Dispersed Accommodation,Yorkshire and The Humber,1
2018-03-31,Western Sahara,Africa North,Section 4,Dispersed Accommodation,North East,1
2018-03-31,Western Sahara,Africa North,Section 4,Dispersed Accommodation,North West,1
2018-03-31,Western Sahara,Africa North,Section 4,Dispersed Accommodation,Scotland,1
2018-03-31,Western Sahara,Africa North,Section 4,Dispersed Accommodation,Wales,1
2018-03-31,Yemen,Middle East,Section 4,Dispersed Accommodation,East Midlands,1
2018-03-31,Yemen,Middle East,Section 4,Dispersed Accommodation,East of England,1
2018-03-31,Yemen,Middle East,Section 4,Dispersed Accommodation,North West,4
2018-03-31,Yemen,Middle East,Section 4,Dispersed Accommodation,Yorkshire and The Humber,2
2018-03-31,Zambia,Africa Sub-Saharan,Section 4,Dispersed Accommodation,North East,1
2018-03-31,Zambia,Africa Sub-Saharan,Section 4,Dispersed Accommodation,Scotland,1
2018-03-31,Zambia,Africa Sub-Saharan,Section 4,Dispersed Accommodation,South West,2
2018-03-31,Zambia,Africa Sub-Saharan,Section 4,Dispersed Accommodation,Yorkshire and The Humber,1
2018-03-31,Zimbabwe,Africa Sub-Saharan,Section 4,Dispersed Accommodation,East Midlands,41
2018-03-31,Zimbabwe,Africa Sub-Saharan,Section 4,Dispersed Accommodation,East of England,4
2018-03-31,Zimbabwe,Africa Sub-Saharan,Section 4,Dispersed Accommodation,London,19
2018-03-31,Zimbabwe,Africa Sub-Saharan,Section 4,Dispersed Accommodation,North East,16
2018-03-31,Zimbabwe,Africa Sub-Saharan,Section 4,Dispersed Accommodation,North West,44
2018-03-31,Zimbabwe,Africa Sub-Saharan,Section 4,Dispersed Accommodation,Northern Ireland,7
2018-03-31,Zimbabwe,Africa Sub-Saharan,Section 4,Dispersed Accommodation,Scotland,22
2018-03-31,Zimbabwe,Africa Sub-Saharan,Section 4,Dispersed Accommodation,South East,12
2018-03-31,Zimbabwe,Africa Sub-Saharan,Section 4,Dispersed Accommodation,South West,9
2018-03-31,Zimbabwe,Africa Sub-Saharan,Section 4,Dispersed Accommodation,Wales,9
2018-03-31,Zimbabwe,Africa Sub-Saharan,Section 4,Dispersed Accommodation,West Midlands,63
2018-03-31,Zimbabwe,Africa Sub-Saharan,Section 4,Dispersed Accommodation,Yorkshire and The Humber,17
2018-03-31,Afghanistan,Asia Central,Section 95,Dispersed Accommodation,East Midlands,106
2018-03-31,Afghanistan,Asia Central,Section 95,Dispersed Accommodation,East of England,41
2018-03-31,Afghanistan,Asia Central,Section 95,Dispersed Accommodation,London,227
2018-03-31,Afghanistan,Asia Central,Section 95,Dispersed Accommodation,North East,264
2018-03-31,Afghanistan,Asia Central,Section 95,Dispersed Accommodation,North West,542
2018-03-31,Afghanistan,Asia Central,Section 95,Dispersed Accommodation,Northern Ireland,9
2018-03-31,Afghanistan,Asia Central,Section 95,Dispersed Accommodation,Scotland,145
2018-03-31,Afghanistan,Asia Central,Section 95,Dispersed Accommodation,South East,19
2018-03-31,Afghanistan,Asia Central,Section 95,Dispersed Accommodation,South West,32
2018-03-31,Afghanistan,Asia Central,Section 95,Dispersed Accommodation,Wales,188
2018-03-31,Afghanistan,Asia Central,Section 95,Dispersed Accommodation,West Midlands,296
2018-03-31,Afghanistan,Asia Central,Section 95,Dispersed Accommodation,Yorkshire and The Humber,331
2018-03-31,Afghanistan,Asia Central,Section 95,Subsistence Only,East Midlands,8
2018-03-31,Afghanistan,Asia Central,Section 95,Subsistence Only,East of England,1
2018-03-31,Afghanistan,Asia Central,Section 95,Subsistence Only,London,92
2018-03-31,Afghanistan,Asia Central,Section 95,Subsistence Only,North East,1
2018-03-31,Afghanistan,Asia Central,Section 95,Subsistence Only,North West,10
2018-03-31,Afghanistan,Asia Central,Section 95,Subsistence Only,Scotland,2
2018-03-31,Afghanistan,Asia Central,Section 95,Subsistence Only,South East,10
2018-03-31,Afghanistan,Asia Central,Section 95,Subsistence Only,South West,1
2018-03-31,Afghanistan,Asia Central,Section 95,Subsistence Only,West Midlands,28
2018-03-31,Afghanistan,Asia Central,Section 95,Subsistence Only,Yorkshire and The Humber,8
2018-03-31,Albania,Europe Other,Section 95,Dispersed Accommodation,East Midlands,184
2018-03-31,Albania,Europe Other,Section 95,Dispersed Accommodation,East of England,49
2018-03-31,Albania,Europe Other,Section 95,Dispersed Accommodation,London,561
2018-03-31,Albania,Europe Other,Section 95,Dispersed Accommodation,North East,244
2018-03-31,Albania,Europe Other,Section 95,Dispersed Accommodation,North West,503
2018-03-31,Albania,Europe Other,Section 95,Dispersed Accommodation,Northern Ireland,25
2018-03-31,Albania,Europe Other,Section 95,Dispersed Accommodation,Scotland,80
2018-03-31,Albania,Europe Other,Section 95,Dispersed Accommodation,South East,52
2018-03-31,Albania,Europe Other,Section 95,Dispersed Accommodation,South West,58
2018-03-31,Albania,Europe Other,Section 95,Dispersed Accommodation,Wales,193
2018-03-31,Albania,Europe Other,Section 95,Dispersed Accommodation,West Midlands,424
2018-03-31,Albania,Europe Other,Section 95,Dispersed Accommodation,Yorkshire and The Humber,324
2018-03-31,Albania,Europe Other,Section 95,Subsistence Only,East Midlands,9
2018-03-31,Albania,Europe Other,Section 95,Subsistence Only,East of England,40
2018-03-31,Albania,Europe Other,Section 95,Subsistence Only,London,328
2018-03-31,Albania,Europe Other,Section 95,Subsistence Only,North East,6
2018-03-31,Albania,Europe Other,Section 95,Subsistence Only,North West,4
2018-03-31,Albania,Europe Other,Section 95,Subsistence Only,South East,18
2018-03-31,Albania,Europe Other,Section 95,Subsistence Only,South West,7
2018-03-31,Albania,Europe Other,Section 95,Subsistence Only,West Midlands,17
2018-03-31,Albania,Europe Other,Section 95,Subsistence Only,Yorkshire and The Humber,4
2018-03-31,Algeria,Africa North,Section 95,Dispersed Accommodation,East Midlands,19
2018-03-31,Algeria,Africa North,Section 95,Dispersed Accommodation,East of England,10
2018-03-31,Algeria,Africa North,Section 95,Dispersed Accommodation,London,20
2018-03-31,Algeria,Africa North,Section 95,Dispersed Accommodation,North East,27
2018-03-31,Algeria,Africa North,Section 95,Dispersed Accommodation,North West,62
2018-03-31,Algeria,Africa North,Section 95,Dispersed Accommodation,Northern Ireland,12
2018-03-31,Algeria,Africa North,Section 95,Dispersed Accommodation,Scotland,45
2018-03-31,Algeria,Africa North,Section 95,Dispersed Accommodation,South East,5
2018-03-31,Algeria,Africa North,Section 95,Dispersed Accommodation,South West,7
2018-03-31,Algeria,Africa North,Section 95,Dispersed Accommodation,Wales,22
2018-03-31,Algeria,Africa North,Section 95,Dispersed Accommodation,West Midlands,27
2018-03-31,Algeria,Africa North,Section 95,Dispersed Accommodation,Yorkshire and The Humber,64
2018-03-31,Algeria,Africa North,Section 95,Subsistence Only,East Midlands,4
2018-03-31,Algeria,Africa North,Section 95,Subsistence Only,London,17
2018-03-31,Algeria,Africa North,Section 95,Subsistence Only,North West,1
2018-03-31,Algeria,Africa North,Section 95,Subsistence Only,South West,2
2018-03-31,Algeria,Africa North,Section 95,Subsistence Only,Yorkshire and The Humber,1
2018-03-31,Angola,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,8
2018-03-31,Angola,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East of England,5
2018-03-31,Angola,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,7
2018-03-31,Angola,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,18
2018-03-31,Angola,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,27
2018-03-31,Angola,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,6
2018-03-31,Angola,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South East,5
2018-03-31,Angola,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,1
2018-03-31,Angola,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,16
2018-03-31,Angola,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,15
2018-03-31,Angola,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,18
2018-03-31,Angola,Africa Sub-Saharan,Section 95,Subsistence Only,London,4
2018-03-31,Angola,Africa Sub-Saharan,Section 95,Subsistence Only,Yorkshire and The Humber,1
2018-03-31,Antigua and Barbuda,America Central and South,Section 95,Dispersed Accommodation,Yorkshire and The Humber,5
2018-03-31,Argentina,America Central and South,Section 95,Dispersed Accommodation,North West,3
2018-03-31,Armenia,Europe Other,Section 95,Dispersed Accommodation,London,2
2018-03-31,Armenia,Europe Other,Section 95,Dispersed Accommodation,North East,5
2018-03-31,Armenia,Europe Other,Section 95,Dispersed Accommodation,North West,23
2018-03-31,Armenia,Europe Other,Section 95,Dispersed Accommodation,Scotland,4
2018-03-31,Armenia,Europe Other,Section 95,Dispersed Accommodation,Wales,2
2018-03-31,Armenia,Europe Other,Section 95,Dispersed Accommodation,West Midlands,11
2018-03-31,Armenia,Europe Other,Section 95,Dispersed Accommodation,Yorkshire and The Humber,3
2018-03-31,Armenia,Europe Other,Section 95,Subsistence Only,East of England,1
2018-03-31,Armenia,Europe Other,Section 95,Subsistence Only,London,15
2018-03-31,Armenia,Europe Other,Section 95,Subsistence Only,West Midlands,2
2018-03-31,Australia,Oceania,Section 95,Dispersed Accommodation,North West,1
2018-03-31,Azerbaijan,Europe Other,Section 95,Dispersed Accommodation,East Midlands,5
2018-03-31,Azerbaijan,Europe Other,Section 95,Dispersed Accommodation,East of England,2
2018-03-31,Azerbaijan,Europe Other,Section 95,Dispersed Accommodation,London,4
2018-03-31,Azerbaijan,Europe Other,Section 95,Dispersed Accommodation,North East,5
2018-03-31,Azerbaijan,Europe Other,Section 95,Dispersed Accommodation,North West,25
2018-03-31,Azerbaijan,Europe Other,Section 95,Dispersed Accommodation,Scotland,6
2018-03-31,Azerbaijan,Europe Other,Section 95,Dispersed Accommodation,South East,4
2018-03-31,Azerbaijan,Europe Other,Section 95,Dispersed Accommodation,South West,1
2018-03-31,Azerbaijan,Europe Other,Section 95,Dispersed Accommodation,Wales,8
2018-03-31,Azerbaijan,Europe Other,Section 95,Dispersed Accommodation,West Midlands,6
2018-03-31,Azerbaijan,Europe Other,Section 95,Dispersed Accommodation,Yorkshire and The Humber,5
2018-03-31,Azerbaijan,Europe Other,Section 95,Subsistence Only,London,5
2018-03-31,Azerbaijan,Europe Other,Section 95,Subsistence Only,Yorkshire and The Humber,5
2018-03-31,"Bahamas, The",America Central and South,Section 95,Dispersed Accommodation,West Midlands,5
2018-03-31,Bahrain,Middle East,Section 95,Dispersed Accommodation,East Midlands,1
2018-03-31,Bahrain,Middle East,Section 95,Dispersed Accommodation,East of England,6
2018-03-31,Bahrain,Middle East,Section 95,Dispersed Accommodation,North East,2
2018-03-31,Bahrain,Middle East,Section 95,Dispersed Accommodation,North West,10
2018-03-31,Bangladesh,Asia South,Section 95,Dispersed Accommodation,East Midlands,44
2018-03-31,Bangladesh,Asia South,Section 95,Dispersed Accommodation,East of England,29
2018-03-31,Bangladesh,Asia South,Section 95,Dispersed Accommodation,London,85
2018-03-31,Bangladesh,Asia South,Section 95,Dispersed Accommodation,North East,83
2018-03-31,Bangladesh,Asia South,Section 95,Dispersed Accommodation,North West,158
2018-03-31,Bangladesh,Asia South,Section 95,Dispersed Accommodation,Northern Ireland,4
2018-03-31,Bangladesh,Asia South,Section 95,Dispersed Accommodation,Scotland,30
2018-03-31,Bangladesh,Asia South,Section 95,Dispersed Accommodation,South East,17
2018-03-31,Bangladesh,Asia South,Section 95,Dispersed Accommodation,South West,27
2018-03-31,Bangladesh,Asia South,Section 95,Dispersed Accommodation,Wales,54
2018-03-31,Bangladesh,Asia South,Section 95,Dispersed Accommodation,West Midlands,103
2018-03-31,Bangladesh,Asia South,Section 95,Dispersed Accommodation,Yorkshire and The Humber,106
2018-03-31,Bangladesh,Asia South,Section 95,Subsistence Only,East Midlands,10
2018-03-31,Bangladesh,Asia South,Section 95,Subsistence Only,East of England,14
2018-03-31,Bangladesh,Asia South,Section 95,Subsistence Only,London,44
2018-03-31,Bangladesh,Asia South,Section 95,Subsistence Only,North East,3
2018-03-31,Bangladesh,Asia South,Section 95,Subsistence Only,North West,8
2018-03-31,Bangladesh,Asia South,Section 95,Subsistence Only,Northern Ireland,3
2018-03-31,Bangladesh,Asia South,Section 95,Subsistence Only,Scotland,7
2018-03-31,Bangladesh,Asia South,Section 95,Subsistence Only,South East,4
2018-03-31,Bangladesh,Asia South,Section 95,Subsistence Only,South West,2
2018-03-31,Bangladesh,Asia South,Section 95,Subsistence Only,West Midlands,10
2018-03-31,Bangladesh,Asia South,Section 95,Subsistence Only,Yorkshire and The Humber,2
2018-03-31,Barbados,America Central and South,Section 95,Dispersed Accommodation,North West,7
2018-03-31,Barbados,America Central and South,Section 95,Dispersed Accommodation,South East,1
2018-03-31,Belarus,Europe Other,Section 95,Dispersed Accommodation,North East,3
2018-03-31,Belarus,Europe Other,Section 95,Dispersed Accommodation,North West,5
2018-03-31,Belarus,Europe Other,Section 95,Dispersed Accommodation,South West,3
2018-03-31,Belarus,Europe Other,Section 95,Dispersed Accommodation,West Midlands,2
2018-03-31,Belarus,Europe Other,Section 95,Dispersed Accommodation,Yorkshire and The Humber,7
2018-03-31,Benin,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,4
2018-03-31,Benin,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,4
2018-03-31,Benin,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,2
2018-03-31,Benin,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,4
2018-03-31,Benin,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,3
2018-03-31,Benin,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,1
2018-03-31,Benin,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,1
2018-03-31,Bhutan,Asia South,Section 95,Dispersed Accommodation,North West,5
2018-03-31,Bhutan,Asia South,Section 95,Subsistence Only,London,1
2018-03-31,Bolivia,America Central and South,Section 95,Dispersed Accommodation,South West,2
2018-03-31,Bolivia,America Central and South,Section 95,Dispersed Accommodation,Yorkshire and The Humber,1
2018-03-31,Bosnia and Herzegovina,Europe Other,Section 95,Dispersed Accommodation,London,2
2018-03-31,Bosnia and Herzegovina,Europe Other,Section 95,Subsistence Only,East Midlands,1
2018-03-31,Botswana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,8
2018-03-31,Botswana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,3
2018-03-31,Botswana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,3
2018-03-31,Botswana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,1
2018-03-31,Botswana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,9
2018-03-31,Botswana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,3
2018-03-31,Botswana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,3
2018-03-31,Brazil,America Central and South,Section 95,Dispersed Accommodation,London,5
2018-03-31,Brazil,America Central and South,Section 95,Dispersed Accommodation,North East,1
2018-03-31,Brazil,America Central and South,Section 95,Dispersed Accommodation,North West,5
2018-03-31,Brazil,America Central and South,Section 95,Dispersed Accommodation,Wales,1
2018-03-31,Brazil,America Central and South,Section 95,Dispersed Accommodation,West Midlands,1
2018-03-31,Brazil,America Central and South,Section 95,Dispersed Accommodation,Yorkshire and The Humber,6
2018-03-31,Burkina,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,1
2018-03-31,Burkina,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,2
2018-03-31,Burkina,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,1
2018-03-31,Burkina,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,7
2018-03-31,Burma,Asia South East,Section 95,Dispersed Accommodation,East Midlands,1
2018-03-31,Burma,Asia South East,Section 95,Dispersed Accommodation,North West,9
2018-03-31,Burma,Asia South East,Section 95,Dispersed Accommodation,Northern Ireland,1
2018-03-31,Burma,Asia South East,Section 95,Dispersed Accommodation,South West,1
