Year,Nationality,Region,Grant,Refused,Initial grant rate
2008,Congo (Democratic Republic),Africa Sub-Saharan,77,184,0.2950191570881226
2008,Croatia,EU Other,0,1,0
2008,Cuba,America Central and South,1,5,0.16666666666666666
2008,Cyprus,EU Other,0,1,0
2008,Cyprus (Northern part of),Europe Other,0,1,0
2008,Czechia,EU 8,0,2,0
2008,Djibouti,Africa Sub-Saharan,0,1,0
2008,Dominican Republic,America Central and South,0,1,0
2008,Ecuador,America Central and South,0,9,0
2008,Egypt,Africa North,4,29,0.12121212121212122
2008,Equatorial Guinea,Africa Sub-Saharan,0,1,0
2008,Eritrea,Africa Sub-Saharan,1231,754,0.6201511335012595
2008,Eswatini,Africa Sub-Saharan,4,5,0.4444444444444444
2008,Ethiopia,Africa Sub-Saharan,25,62,0.28735632183908044
2008,Fiji,Oceania,0,1,0
2008,"Gambia, The",Africa Sub-Saharan,18,61,0.22784810126582278
2008,Georgia,Europe Other,3,42,0.06666666666666667
2008,Ghana,Africa Sub-Saharan,1,94,0.010526315789473684
2008,Guinea,Africa Sub-Saharan,27,44,0.38028169014084506
2008,Guinea-Bissau,Africa Sub-Saharan,0,3,0
2008,Guyana,America Central and South,0,9,0
2008,Haiti,America Central and South,0,1,0
2008,Honduras,America Central and South,0,1,0
2008,Hong Kong,Asia East,0,1,0
2008,India,Asia South,17,326,0.04956268221574344
2008,Indonesia,Asia South East,1,0,1
2008,Iran,Middle East,450,1353,0.24958402662229617
2008,Iraq,Middle East,397,1079,0.268970189701897
2008,Israel,Middle East,1,8,0.1111111111111111
2008,Ivory Coast,Africa Sub-Saharan,5,50,0.09090909090909091
2008,Jamaica,America Central and South,10,168,0.056179775280898875
2008,Japan,Asia East,0,1,0
2008,Jordan,Middle East,0,15,0
2008,Kazakhstan,Asia Central,0,2,0
2008,Kenya,Africa Sub-Saharan,12,109,0.09917355371900827
2008,Kosovo,Europe Other,14,35,0.2857142857142857
2008,Kuwait,Middle East,67,73,0.4785714285714286
2008,Kyrgyzstan,Asia Central,0,2,0
2008,Latvia,EU 8,0,1,0
2008,Lebanon,Middle East,5,30,0.14285714285714285
2008,Liberia,Africa Sub-Saharan,3,16,0.15789473684210525
2008,Libya,Africa North,5,27,0.15625
2008,Lithuania,EU 8,0,1,0
2008,Malawi,Africa Sub-Saharan,3,72,0.04
2008,Malaysia,Asia South East,1,18,0.05263157894736842
2008,Mali,Africa Sub-Saharan,3,5,0.375
2008,Mauritania,Africa North,0,1,0
2008,Mauritius,Africa Sub-Saharan,0,18,0
2008,Mexico,America Central and South,0,1,0
2008,Moldova,Europe Other,2,12,0.14285714285714285
2008,Mongolia,Asia East,2,16,0.1111111111111111
2008,Morocco,Africa North,4,17,0.19047619047619047
2008,Mozambique,Africa Sub-Saharan,0,3,0
2008,Myanmar (Burma),Asia South East,127,47,0.7298850574712644
2008,Namibia,Africa Sub-Saharan,0,5,0
2008,Nepal,Asia South,0,18,0
2008,Nicaragua,America Central and South,0,3,0
2008,Niger,Africa Sub-Saharan,0,3,0
2008,Nigeria,Africa Sub-Saharan,45,562,0.07413509060955518
2008,North Korea,Asia East,174,99,0.6373626373626373
2008,North Macedonia,Europe Other,1,8,0.1111111111111111
2008,Occupied Palestinian Territories,Middle East,27,181,0.12980769230769232
2008,Oman,Middle East,1,1,0.5
2008,Other and unknown,Other,6,0,1
2008,Pakistan,Asia South,121,728,0.1425206124852768
2008,Panama,America Central and South,0,1,0
2008,Peru,America Central and South,0,1,0
2008,Philippines,Asia South East,0,5,0
2008,Poland,EU 8,0,2,0
2008,Qatar,Middle East,1,0,1
2008,Refugee,Other,66,12,0.8461538461538461
2008,Romania,EU 2,0,2,0
2008,Russia,Europe Other,13,35,0.2708333333333333
2008,Rwanda,Africa Sub-Saharan,2,11,0.15384615384615385
2008,Saudi Arabia,Middle East,0,14,0
2008,Senegal,Africa Sub-Saharan,0,8,0
2008,Serbia and Montenegro,Europe Other,3,2,0.6
2008,Seychelles,Africa Sub-Saharan,0,1,0
2008,Sierra Leone,Africa Sub-Saharan,7,37,0.1590909090909091
2008,Singapore,Asia South East,0,1,0
2008,Somalia,Africa Sub-Saharan,562,552,0.5044883303411131
2008,South Africa,Africa Sub-Saharan,4,76,0.05
2008,South Korea,Asia East,1,7,0.125
2008,Spain,EU 14,0,1,0
2008,Sri Lanka,Asia South,206,668,0.23569794050343248
2008,St Lucia,America Central and South,0,5,0
2008,St Vincent and the Grenadines,America Central and South,0,1,0
2008,Stateless,Other,2,2,0.5
2008,Sudan,Africa North,53,138,0.2774869109947644
2008,Syria,Middle East,28,81,0.25688073394495414
2008,Tajikistan,Asia Central,2,3,0.4
2008,Tanzania,Africa Sub-Saharan,0,21,0
2008,Thailand,Asia South East,3,4,0.42857142857142855
2008,Togo,Africa Sub-Saharan,1,13,0.07142857142857142
2008,Trinidad and Tobago,America Central and South,1,6,0.14285714285714285
2008,Tunisia,Africa North,1,12,0.07692307692307693
2008,Turkey,Europe Other,28,135,0.17177914110429449
2008,Turkmenistan,Asia Central,0,6,0
2008,Uganda,Africa Sub-Saharan,13,82,0.1368421052631579
2008,Ukraine,Europe Other,3,18,0.14285714285714285
2008,United Arab Emirates,Middle East,0,1,0
2008,United States,America North,0,7,0
2008,Uzbekistan,Asia Central,2,7,0.2222222222222222
2008,Venezuela,America Central and South,0,1,0
2008,Vietnam,Asia South East,11,97,0.10185185185185185
2008,Western Sahara,Africa North,0,3,0
2008,Yemen,Middle East,12,21,0.36363636363636365
2008,Zambia,Africa Sub-Saharan,1,14,0.06666666666666667
2008,Zimbabwe,Africa Sub-Saharan,631,2015,0.23847316704459562
2009,Afghanistan,Asia Central,1381,1854,0.4268933539412674
2009,Albania,Europe Other,46,104,0.30666666666666664
2009,Algeria,Africa North,17,147,0.10365853658536585
2009,Angola,Africa Sub-Saharan,5,44,0.10204081632653061
2009,Armenia,Europe Other,1,4,0.2
2009,Azerbaijan,Europe Other,1,14,0.06666666666666667
2009,Bangladesh,Asia South,44,273,0.138801261829653
2009,Barbados,America Central and South,0,1,0
2009,Belarus,Europe Other,12,19,0.3870967741935484
2009,Benin,Africa Sub-Saharan,0,3,0
2009,Bhutan,Asia South,9,20,0.3103448275862069
2009,Bolivia,America Central and South,0,7,0
2009,Bosnia and Herzegovina,Europe Other,3,3,0.5
2009,Botswana,Africa Sub-Saharan,0,7,0
2009,Brazil,America Central and South,1,22,0.043478260869565216
2009,British overseas citizens,Other,1,6,0.14285714285714285
2009,Bulgaria,EU 2,0,1,0
2009,Burkina Faso,Africa Sub-Saharan,0,2,0
2009,Burundi,Africa Sub-Saharan,3,14,0.17647058823529413
2009,Cameroon,Africa Sub-Saharan,13,72,0.15294117647058825
2009,Canada,America North,0,3,0
2009,Central African Republic,Africa Sub-Saharan,0,1,0
2009,Chad,Africa Sub-Saharan,1,11,0.08333333333333333
2009,Chile,America Central and South,0,2,0
2009,China,Asia East,93,738,0.11191335740072202
2009,Christmas Island (Australian),Other,1,1,0.5
2009,Colombia,America Central and South,3,11,0.21428571428571427
2009,Congo,Africa Sub-Saharan,5,22,0.18518518518518517
2009,Congo (Democratic Republic),Africa Sub-Saharan,61,191,0.24206349206349206
2009,Croatia,EU Other,0,3,0
2009,Cuba,America Central and South,2,7,0.2222222222222222
2009,Djibouti,Africa Sub-Saharan,0,4,0
2009,Ecuador,America Central and South,0,7,0
2009,Egypt,Africa North,10,42,0.19230769230769232
2009,Equatorial Guinea,Africa Sub-Saharan,0,2,0
2009,Eritrea,Africa Sub-Saharan,898,871,0.5076314301865461
2009,Eswatini,Africa Sub-Saharan,0,6,0
2009,Ethiopia,Africa Sub-Saharan,39,75,0.34210526315789475
2009,Fiji,Oceania,0,2,0
2009,France,EU 14,1,0,1
2009,Gabon,Africa Sub-Saharan,0,1,0
2009,"Gambia, The",Africa Sub-Saharan,27,132,0.16981132075471697
2009,Georgia,Europe Other,4,61,0.06153846153846154
2009,Ghana,Africa Sub-Saharan,8,94,0.0784313725490196
2009,Grenada,America Central and South,0,4,0
2009,Guatemala,America Central and South,0,3,0
2009,Guinea,Africa Sub-Saharan,24,69,0.25806451612903225
2009,Guinea-Bissau,Africa Sub-Saharan,0,2,0
2009,Guyana,America Central and South,0,8,0
2009,Honduras,America Central and South,0,1,0
2009,Hong Kong,Asia East,0,2,0
2009,India,Asia South,16,279,0.05423728813559322
2009,Indonesia,Asia South East,1,2,0.3333333333333333
2009,Iran,Middle East,398,1700,0.18970448045757865
2009,Iraq,Middle East,253,1061,0.19254185692541856
2009,Israel,Middle East,0,1,0
2009,Ivory Coast,Africa Sub-Saharan,11,38,0.22448979591836735
2009,Jamaica,America Central and South,20,155,0.11428571428571428
2009,Japan,Asia East,0,1,0
2009,Jordan,Middle East,2,10,0.16666666666666666
2009,Kazakhstan,Asia Central,0,2,0
2009,Kenya,Africa Sub-Saharan,8,75,0.0963855421686747
2009,Kosovo,Europe Other,11,26,0.2972972972972973
2009,Kuwait,Middle East,40,81,0.3305785123966942
2009,Kyrgyzstan,Asia Central,1,3,0.25
2009,Latvia,EU 8,0,1,0
2009,Lebanon,Middle East,3,23,0.11538461538461539
2009,Lesotho,Africa Sub-Saharan,0,2,0
2009,Liberia,Africa Sub-Saharan,0,18,0
2009,Libya,Africa North,16,47,0.25396825396825395
2009,Malawi,Africa Sub-Saharan,5,137,0.035211267605633804
2009,Malaysia,Asia South East,3,20,0.13043478260869565
2009,Maldives,Asia South,0,1,0
2009,Mali,Africa Sub-Saharan,0,5,0
2009,Mauritania,Africa North,0,4,0
2009,Mauritius,Africa Sub-Saharan,0,9,0
2009,Mexico,America Central and South,0,1,0
2009,Moldova,Europe Other,4,7,0.36363636363636365
2009,Mongolia,Asia East,5,13,0.2777777777777778
2009,Morocco,Africa North,9,26,0.2571428571428571
2009,Mozambique,Africa Sub-Saharan,0,3,0
2009,Myanmar (Burma),Asia South East,117,91,0.5625
2009,Namibia,Africa Sub-Saharan,0,11,0
2009,Nepal,Asia South,1,9,0.1
2009,New Zealand,Oceania,1,1,0.5
2009,Nicaragua,America Central and South,0,2,0
2009,Niger,Africa Sub-Saharan,0,5,0
2009,Nigeria,Africa Sub-Saharan,39,517,0.07014388489208633
2009,North Korea,Asia East,4,43,0.0851063829787234
2009,North Macedonia,Europe Other,0,3,0
2009,Occupied Palestinian Territories,Middle East,20,195,0.09302325581395349
2009,Other and unknown,Other,2,6,0.25
2009,Pakistan,Asia South,97,1009,0.08770343580470162
2009,Peru,America Central and South,1,3,0.25
2009,Philippines,Asia South East,0,7,0
2009,Portugal,EU 14,0,2,0
2009,Qatar,Middle East,0,2,0
2009,Refugee,Other,48,20,0.7058823529411765
2009,Russia,Europe Other,8,45,0.1509433962264151
2009,Rwanda,Africa Sub-Saharan,5,16,0.23809523809523808
2009,Saudi Arabia,Middle East,4,21,0.16
2009,Senegal,Africa Sub-Saharan,1,22,0.043478260869565216
2009,Serbia and Montenegro,Europe Other,0,1,0
2009,Seychelles,Africa Sub-Saharan,0,3,0
2009,Sierra Leone,Africa Sub-Saharan,11,51,0.1774193548387097
2009,Somalia,Africa Sub-Saharan,488,566,0.4629981024667932
2009,South Africa,Africa Sub-Saharan,10,117,0.07874015748031496
2009,South Korea,Asia East,0,8,0
2009,Sri Lanka,Asia South,190,1061,0.1518784972022382
2009,St Lucia,America Central and South,0,4,0
2009,St Vincent and the Grenadines,America Central and South,0,1,0
2009,Stateless,Other,6,27,0.18181818181818182
2009,Sudan,Africa North,91,158,0.3654618473895582
2009,Syria,Middle East,38,110,0.25675675675675674
2009,Tajikistan,Asia Central,1,1,0.5
2009,Tanzania,Africa Sub-Saharan,6,27,0.18181818181818182
2009,Thailand,Asia South East,3,8,0.2727272727272727
2009,Togo,Africa Sub-Saharan,2,9,0.18181818181818182
2009,Trinidad and Tobago,America Central and South,1,15,0.0625
2009,Tunisia,Africa North,1,22,0.043478260869565216
2009,Turkey,Europe Other,21,118,0.1510791366906475
2009,Turkmenistan,Asia Central,2,5,0.2857142857142857
2009,Uganda,Africa Sub-Saharan,8,128,0.058823529411764705
2009,Ukraine,Europe Other,1,25,0.038461538461538464
2009,United Arab Emirates,Middle East,0,1,0
2009,United States,America North,0,10,0
2009,Uzbekistan,Asia Central,2,8,0.2
2009,Venezuela,America Central and South,0,1,0
2009,Vietnam,Asia South East,20,124,0.1388888888888889
2009,Western Sahara,Africa North,1,3,0.25
2009,Yemen,Middle East,12,29,0.2926829268292683
2009,Zambia,Africa Sub-Saharan,3,19,0.13636363636363635
2009,Zimbabwe,Africa Sub-Saharan,1957,4111,0.32251153592617005
2010,Afghanistan,Asia Central,762,1382,0.355410447761194
2010,Albania,Europe Other,38,145,0.20765027322404372
2010,Algeria,Africa North,20,197,0.09216589861751152
2010,Angola,Africa Sub-Saharan,23,50,0.3150684931506849
2010,Antigua and Barbuda,America Central and South,0,2,0
2010,Armenia,Europe Other,1,17,0.05555555555555555
2010,Australia,Oceania,0,1,0
2010,Azerbaijan,Europe Other,8,6,0.5714285714285714
2010,Bangladesh,Asia South,52,358,0.12682926829268293
2010,Barbados,America Central and South,0,2,0
2010,Belarus,Europe Other,7,18,0.28
2010,Belize,America Central and South,1,1,0.5
2010,Benin,Africa Sub-Saharan,1,5,0.16666666666666666
2010,Bhutan,Asia South,17,14,0.5483870967741935
2010,Bolivia,America Central and South,0,17,0
2010,Bosnia and Herzegovina,Europe Other,3,7,0.3
2010,Botswana,Africa Sub-Saharan,3,12,0.2
2010,Brazil,America Central and South,3,30,0.09090909090909091
2010,British overseas citizens,Other,0,3,0
2010,Burkina Faso,Africa Sub-Saharan,0,2,0
2010,Burundi,Africa Sub-Saharan,3,11,0.21428571428571427
2010,Cambodia,Asia South East,0,1,0
2010,Cameroon,Africa Sub-Saharan,32,77,0.29357798165137616
2010,Canada,America North,0,2,0
2010,Central African Republic,Africa Sub-Saharan,2,0,1
2010,Chad,Africa Sub-Saharan,0,10,0
2010,Chile,America Central and South,0,5,0
2010,China,Asia East,114,965,0.1056533827618165
2010,Colombia,America Central and South,2,16,0.1111111111111111
2010,Congo,Africa Sub-Saharan,8,21,0.27586206896551724
2010,Congo (Democratic Republic),Africa Sub-Saharan,63,181,0.2581967213114754
2010,Croatia,EU Other,0,2,0
2010,Cuba,America Central and South,1,8,0.1111111111111111
2010,Djibouti,Africa Sub-Saharan,0,1,0
2010,Dominica,America Central and South,0,3,0
2010,Dominican Republic,America Central and South,0,3,0
2010,Ecuador,America Central and South,0,4,0
2010,Egypt,Africa North,6,77,0.07228915662650602
2010,El Salvador,America Central and South,0,1,0
2010,Equatorial Guinea,Africa Sub-Saharan,0,1,0
2010,Eritrea,Africa Sub-Saharan,559,364,0.6056338028169014
2010,Eswatini,Africa Sub-Saharan,2,3,0.4
2010,Ethiopia,Africa Sub-Saharan,35,92,0.27559055118110237
2010,Fiji,Oceania,0,1,0
2010,"Gambia, The",Africa Sub-Saharan,86,179,0.32452830188679244
2010,Georgia,Europe Other,2,49,0.0392156862745098
2010,Ghana,Africa Sub-Saharan,6,153,0.03773584905660377
2010,Grenada,America Central and South,0,2,0
2010,Guatemala,America Central and South,1,2,0.3333333333333333
2010,Guinea,Africa Sub-Saharan,33,86,0.2773109243697479
2010,Guinea-Bissau,Africa Sub-Saharan,1,4,0.2
2010,Guyana,America Central and South,1,5,0.16666666666666666
2010,Haiti,America Central and South,0,1,0
2010,Honduras,America Central and South,0,2,0
2010,Hong Kong,Asia East,0,2,0
2010,Hungary,EU 8,0,1,0
2010,India,Asia South,14,345,0.03899721448467967
2010,Indonesia,Asia South East,0,3,0
2010,Iran,Middle East,706,1587,0.3078935891844745
2010,Iraq,Middle East,128,625,0.1699867197875166
2010,Israel,Middle East,0,7,0
2010,Ivory Coast,Africa Sub-Saharan,8,55,0.12698412698412698
2010,Jamaica,America Central and South,42,196,0.17647058823529413
2010,Jordan,Middle East,2,14,0.125
2010,Kazakhstan,Asia Central,0,2,0
2010,Kenya,Africa Sub-Saharan,15,95,0.13636363636363635
2010,Kosovo,Europe Other,5,23,0.17857142857142858
2010,Kuwait,Middle East,27,51,0.34615384615384615
2010,Kyrgyzstan,Asia Central,2,14,0.125
2010,Latvia,EU 8,0,1,0
2010,Lebanon,Middle East,8,44,0.15384615384615385
2010,Lesotho,Africa Sub-Saharan,0,1,0
2010,Liberia,Africa Sub-Saharan,3,11,0.21428571428571427
2010,Libya,Africa North,12,79,0.13186813186813187
2010,Lithuania,EU 8,0,4,0
2010,Macau,Asia East,0,1,0
2010,Madagascar,Africa Sub-Saharan,0,1,0
2010,Malawi,Africa Sub-Saharan,18,139,0.11464968152866242
2010,Malaysia,Asia South East,4,34,0.10526315789473684
2010,Maldives,Asia South,0,2,0
2010,Mali,Africa Sub-Saharan,0,10,0
2010,Mauritania,Africa North,0,6,0
2010,Mauritius,Africa Sub-Saharan,0,38,0
2010,Mexico,America Central and South,1,5,0.16666666666666666
2010,Moldova,Europe Other,3,6,0.3333333333333333
2010,Mongolia,Asia East,3,30,0.09090909090909091
2010,Morocco,Africa North,16,22,0.42105263157894735
2010,Mozambique,Africa Sub-Saharan,0,2,0
2010,Myanmar (Burma),Asia South East,103,176,0.36917562724014336
2010,Namibia,Africa Sub-Saharan,1,17,0.05555555555555555
2010,Nepal,Asia South,1,19,0.05
2010,Netherlands,EU 14,0,1,0
2010,Nicaragua,America Central and South,0,2,0
2010,Niger,Africa Sub-Saharan,1,6,0.14285714285714285
2010,Nigeria,Africa Sub-Saharan,57,700,0.07529722589167767
2010,North Korea,Asia East,7,86,0.07526881720430108
2010,North Macedonia,Europe Other,0,3,0
2010,Occupied Palestinian Territories,Middle East,30,170,0.15
2010,Oman,Middle East,0,1,0
2010,Other and unknown,Other,1,4,0.2
2010,Pakistan,Asia South,126,1254,0.09130434782608696
2010,Panama,America Central and South,0,1,0
2010,Philippines,Asia South East,0,9,0
2010,Poland,EU 8,0,4,0
2010,Refugee,Other,108,39,0.7346938775510204
2010,Romania,EU 2,0,5,0
2010,Russia,Europe Other,21,54,0.28
2010,Rwanda,Africa Sub-Saharan,6,21,0.2222222222222222
2010,Saudi Arabia,Middle East,3,7,0.3
2010,Senegal,Africa Sub-Saharan,7,33,0.175
2010,Serbia and Montenegro,Europe Other,0,1,0
2010,Seychelles,Africa Sub-Saharan,0,1,0
2010,Sierra Leone,Africa Sub-Saharan,12,66,0.15384615384615385
2010,Singapore,Asia South East,0,1,0
2010,Slovakia,EU 8,0,1,0
2010,Somalia,Africa Sub-Saharan,433,408,0.5148632580261593
2010,South Africa,Africa Sub-Saharan,17,118,0.1259259259259259
2010,South Korea,Asia East,0,8,0
2010,Sri Lanka,Asia South,229,1384,0.14197148171109733
2010,St Kitts and Nevis,America Central and South,2,0,1
2010,St Lucia,America Central and South,0,3,0
2010,St Vincent and the Grenadines,America Central and South,0,5,0
2010,Stateless,Other,22,59,0.2716049382716049
2010,Sudan,Africa North,377,210,0.6422487223168655
2010,Syria,Middle East,34,119,0.2222222222222222
2010,Taiwan,Asia East,0,2,0
2010,Tanzania,Africa Sub-Saharan,5,27,0.15625
2010,Thailand,Asia South East,5,3,0.625
2010,Togo,Africa Sub-Saharan,2,16,0.1111111111111111
2010,Trinidad and Tobago,America Central and South,3,18,0.14285714285714285
2010,Tunisia,Africa North,0,21,0
2010,Turkey,Europe Other,33,135,0.19642857142857142
2010,Turkmenistan,Asia Central,0,4,0
2010,Uganda,Africa Sub-Saharan,47,181,0.20614035087719298
2010,Ukraine,Europe Other,4,33,0.10810810810810811
2010,United States,America North,0,14,0
2010,Uzbekistan,Asia Central,0,12,0
2010,Venezuela,America Central and South,2,7,0.2222222222222222
2010,Vietnam,Asia South East,52,183,0.22127659574468084
2010,Western Sahara,Africa North,1,12,0.07692307692307693
2010,Yemen,Middle East,6,35,0.14634146341463414
2010,Zambia,Africa Sub-Saharan,4,13,0.23529411764705882
2010,Zimbabwe,Africa Sub-Saharan,523,1297,0.28736263736263734
2011,Afghanistan,Asia Central,388,976,0.2844574780058651
2011,Albania,Europe Other,66,147,0.30985915492957744
2011,Algeria,Africa North,28,196,0.125
2011,Angola,Africa Sub-Saharan,14,20,0.4117647058823529
2011,Antigua and Barbuda,America Central and South,0,1,0
2011,Argentina,America Central and South,0,2,0
2011,Armenia,Europe Other,1,8,0.1111111111111111
2011,Australia,Oceania,0,2,0
2011,Azerbaijan,Europe Other,3,8,0.2727272727272727
2011,Bahrain,Middle East,30,22,0.5769230769230769
2011,Bangladesh,Asia South,38,395,0.08775981524249422
2011,Barbados,America Central and South,0,1,0
2011,Belarus,Europe Other,19,9,0.6785714285714286
2011,Belize,America Central and South,0,1,0
2011,Benin,Africa Sub-Saharan,0,3,0
2011,Bhutan,Asia South,21,5,0.8076923076923077
2011,Bolivia,America Central and South,2,24,0.07692307692307693
2011,Bosnia and Herzegovina,Europe Other,1,2,0.3333333333333333
2011,Botswana,Africa Sub-Saharan,0,9,0
2011,Brazil,America Central and South,0,14,0
2011,British overseas citizens,Other,1,4,0.2
2011,Bulgaria,EU 2,0,2,0
2011,Burkina Faso,Africa Sub-Saharan,0,2,0
2011,Burundi,Africa Sub-Saharan,4,3,0.5714285714285714
2011,Cameroon,Africa Sub-Saharan,26,46,0.3611111111111111
2011,Canada,America North,0,3,0
2011,Chad,Africa Sub-Saharan,2,7,0.2222222222222222
2011,Chile,America Central and South,1,2,0.3333333333333333
2011,China,Asia East,163,566,0.22359396433470508
2011,Colombia,America Central and South,4,15,0.21052631578947367
2011,Congo,Africa Sub-Saharan,6,9,0.4
2011,Congo (Democratic Republic),Africa Sub-Saharan,59,111,0.34705882352941175
2011,Croatia,EU Other,0,2,0
2011,Cuba,America Central and South,2,2,0.5
2011,Djibouti,Africa Sub-Saharan,0,2,0
2011,Dominica,America Central and South,1,2,0.3333333333333333
2011,Dominican Republic,America Central and South,0,1,0
2011,Ecuador,America Central and South,2,3,0.4
2011,Egypt,Africa North,27,76,0.2621359223300971
2011,El Salvador,America Central and South,0,1,0
2011,Eritrea,Africa Sub-Saharan,647,221,0.7453917050691244
2011,Eswatini,Africa Sub-Saharan,1,4,0.2
2011,Ethiopia,Africa Sub-Saharan,40,65,0.38095238095238093
2011,Fiji,Oceania,0,1,0
2011,Gabon,Africa Sub-Saharan,0,1,0
2011,"Gambia, The",Africa Sub-Saharan,78,152,0.3391304347826087
2011,Georgia,Europe Other,4,23,0.14814814814814814
2011,Germany,EU 14,0,1,0
2011,Ghana,Africa Sub-Saharan,15,109,0.12096774193548387
2011,Grenada,America Central and South,2,3,0.4
2011,Guatemala,America Central and South,0,1,0
2011,Guinea,Africa Sub-Saharan,18,33,0.35294117647058826
2011,Guyana,America Central and South,1,3,0.25
2011,Haiti,America Central and South,0,2,0
2011,Honduras,America Central and South,0,3,0
2011,Hong Kong,Asia East,1,1,0.5
2011,India,Asia South,16,327,0.04664723032069971
2011,Indonesia,Asia South East,0,2,0
2011,Iran,Middle East,1011,1212,0.45479082321187586
2011,Iraq,Middle East,80,247,0.24464831804281345
2011,Israel,Middle East,1,2,0.3333333333333333
2011,Ivory Coast,Africa Sub-Saharan,21,105,0.16666666666666666
2011,Jamaica,America Central and South,42,100,0.29577464788732394
2011,Japan,Asia East,0,2,0
2011,Jordan,Middle East,2,11,0.15384615384615385
2011,Kazakhstan,Asia Central,1,2,0.3333333333333333
2011,Kenya,Africa Sub-Saharan,33,70,0.32038834951456313
2011,Kosovo,Europe Other,8,10,0.4444444444444444
2011,Kuwait,Middle East,27,31,0.46551724137931033
2011,Kyrgyzstan,Asia Central,2,4,0.3333333333333333
2011,Laos,Asia South East,0,1,0
2011,Latvia,EU 8,0,1,0
2011,Lebanon,Middle East,2,28,0.06666666666666667
2011,Lesotho,Africa Sub-Saharan,0,1,0
2011,Liberia,Africa Sub-Saharan,1,10,0.09090909090909091
2011,Libya,Africa North,102,476,0.17647058823529413
2011,Lithuania,EU 8,0,1,0
2011,Malawi,Africa Sub-Saharan,21,91,0.1875
2011,Malaysia,Asia South East,10,40,0.2
2011,Mali,Africa Sub-Saharan,2,6,0.25
2011,Mauritania,Africa North,2,0,1
2011,Mauritius,Africa Sub-Saharan,2,25,0.07407407407407407
2011,Mexico,America Central and South,0,6,0
2011,Moldova,Europe Other,3,4,0.42857142857142855
2011,Mongolia,Asia East,10,25,0.2857142857142857
2011,Morocco,Africa North,20,39,0.3389830508474576
2011,Mozambique,Africa Sub-Saharan,0,2,0
2011,Myanmar (Burma),Asia South East,92,76,0.5476190476190477
2011,Namibia,Africa Sub-Saharan,0,11,0
2011,Nauru,Oceania,0,2,0
2011,Nepal,Asia South,0,33,0
2011,Nicaragua,America Central and South,1,0,1
2011,Niger,Africa Sub-Saharan,0,3,0
2011,Nigeria,Africa Sub-Saharan,82,542,0.13141025641025642
2011,North Korea,Asia East,5,29,0.14705882352941177
2011,North Macedonia,Europe Other,1,3,0.25
2011,Occupied Palestinian Territories,Middle East,27,127,0.17532467532467533
2011,Oman,Middle East,0,3,0
2011,Other and unknown,Other,1,5,0.16666666666666666
2011,Pakistan,Asia South,241,1636,0.12839637719765584
2011,Panama,America Central and South,1,0,1
2011,Peru,America Central and South,0,1,0
2011,Philippines,Asia South East,0,8,0
2011,Poland,EU 8,0,4,0
2011,Refugee,Other,226,33,0.8725868725868726
2011,Romania,EU 2,1,0,1
2011,Russia,Europe Other,16,39,0.2909090909090909
2011,Rwanda,Africa Sub-Saharan,12,14,0.46153846153846156
2011,Saudi Arabia,Middle East,6,3,0.6666666666666666
2011,Senegal,Africa Sub-Saharan,10,29,0.2564102564102564
2011,Serbia and Montenegro,Europe Other,1,3,0.25
2011,Sierra Leone,Africa Sub-Saharan,17,47,0.265625
2011,Singapore,Asia South East,0,2,0
2011,Somalia,Africa Sub-Saharan,408,173,0.7022375215146299
2011,South Africa,Africa Sub-Saharan,6,63,0.08695652173913043
2011,South Korea,Asia East,2,3,0.4
2011,South Sudan,Africa Sub-Saharan,0,1,0
2011,Spain,EU 14,0,1,0
2011,Sri Lanka,Asia South,323,1281,0.2013715710723192
2011,St Kitts and Nevis,America Central and South,0,1,0
2011,St Lucia,America Central and South,0,3,0
2011,St Vincent and the Grenadines,America Central and South,1,4,0.2
2011,Stateless,Other,50,76,0.3968253968253968
2011,Sudan,Africa North,484,165,0.7457627118644068
2011,Suriname,America Central and South,0,1,0
2011,Syria,Middle East,99,158,0.3852140077821012
2011,Taiwan,Asia East,0,1,0
2011,Tajikistan,Asia Central,0,2,0
2011,Tanzania,Africa Sub-Saharan,7,30,0.1891891891891892
2011,Thailand,Asia South East,1,6,0.14285714285714285
2011,Togo,Africa Sub-Saharan,0,3,0
2011,Trinidad and Tobago,America Central and South,5,8,0.38461538461538464
2011,Tunisia,Africa North,2,26,0.07142857142857142
2011,Turkey,Europe Other,40,116,0.2564102564102564
2011,Turkmenistan,Asia Central,0,1,0
2011,Tuvalu,Oceania,1,0,1
2011,Uganda,Africa Sub-Saharan,96,131,0.42290748898678415
2011,Ukraine,Europe Other,1,22,0.043478260869565216
2011,United Arab Emirates,Middle East,2,1,0.6666666666666666
2011,United States,America North,0,6,0
2011,Uzbekistan,Asia Central,4,10,0.2857142857142857
2011,Venezuela,America Central and South,2,10,0.16666666666666666
2011,Vietnam,Asia South East,55,105,0.34375
2011,Western Sahara,Africa North,1,4,0.2
2011,Yemen,Middle East,13,23,0.3611111111111111
2011,Zambia,Africa Sub-Saharan,5,8,0.38461538461538464
2011,Zimbabwe,Africa Sub-Saharan,168,427,0.2823529411764706
2012,Afghanistan,Asia Central,288,584,0.3302752293577982
2012,Albania,Europe Other,161,282,0.36343115124153497
2012,Algeria,Africa North,20,141,0.12422360248447205
2012,Angola,Africa Sub-Saharan,12,15,0.4444444444444444
