Date,Year,Quarter,Nationality,Region,Initial decisions from designated states,Refusals from designated states,Clearly unfounded refusals (designated states),Clearly unfounded refusals (non-designated states),Total clearly unfounded refusals
2014-06-30,2014,2,Algeria,Africa North,0,0,0,1,1
2014-06-30,2014,2,Australia,Oceania,0,0,0,1,1
2014-06-30,2014,2,Bangladesh,Asia South,0,0,0,10,10
2014-06-30,2014,2,Bolivia,America Central and South,2,1,1,0,1
2014-06-30,2014,2,Brazil,America Central and South,4,4,3,0,3
2014-06-30,2014,2,China,Asia East,0,0,0,4,4
2014-06-30,2014,2,Colombia,America Central and South,0,0,0,1,1
2014-06-30,2014,2,"Gambia, The",Africa Sub-Saharan,12,3,0,0,0
2014-06-30,2014,2,Georgia,Europe Other,0,0,0,3,3
2014-06-30,2014,2,Ghana,Africa Sub-Saharan,13,10,4,1,5
2014-06-30,2014,2,India,Asia South,112,110,95,0,95
2014-06-30,2014,2,Indonesia,Asia South East,0,0,0,1,1
2014-06-30,2014,2,Jamaica,America Central and South,15,13,7,0,7
2014-06-30,2014,2,Japan,Asia East,0,0,0,1,1
2014-06-30,2014,2,Jordan,Middle East,0,0,0,1,1
2014-06-30,2014,2,Kenya,Africa Sub-Saharan,1,0,0,0,0
2014-06-30,2014,2,Kosovo,Europe Other,6,6,3,0,3
2014-06-30,2014,2,Liberia,Africa Sub-Saharan,1,0,0,0,0
2014-06-30,2014,2,Lithuania,EU 8,0,0,0,2,2
2014-06-30,2014,2,Malawi,Africa Sub-Saharan,4,4,0,0,0
2014-06-30,2014,2,Malaysia,Asia South East,0,0,0,2,2
2014-06-30,2014,2,Mali,Africa Sub-Saharan,4,3,1,0,1
2014-06-30,2014,2,Mauritius,Africa Sub-Saharan,7,7,5,0,5
2014-06-30,2014,2,Mongolia,Asia East,4,4,3,0,3
2014-06-30,2014,2,Namibia,Africa Sub-Saharan,0,0,0,1,1
2014-06-30,2014,2,Nigeria,Africa Sub-Saharan,85,71,31,8,39
2014-06-30,2014,2,Pakistan,Asia South,0,0,0,28,28
2014-06-30,2014,2,Peru,America Central and South,1,1,1,0,1
2014-06-30,2014,2,Philippines,Asia South East,0,0,0,2,2
2014-06-30,2014,2,Poland,EU 8,0,0,0,19,19
2014-06-30,2014,2,Portugal,EU 14,0,0,0,1,1
2014-06-30,2014,2,Russia,Europe Other,0,0,0,2,2
2014-06-30,2014,2,Senegal,Africa Sub-Saharan,0,0,0,1,1
2014-06-30,2014,2,Sierra Leone,Africa Sub-Saharan,2,2,0,0,0
2014-06-30,2014,2,South Africa,Africa Sub-Saharan,5,4,0,0,0
2014-06-30,2014,2,South Korea,Asia East,1,1,1,0,1
2014-06-30,2014,2,Spain,EU 14,0,0,0,1,1
2014-06-30,2014,2,Sri Lanka,Asia South,0,0,0,2,2
2014-06-30,2014,2,Turkey,Europe Other,0,0,0,1,1
2014-06-30,2014,2,Uganda,Africa Sub-Saharan,0,0,0,1,1
2014-06-30,2014,2,Ukraine,Europe Other,23,21,10,0,10
2014-06-30,2014,2,United States,America North,0,0,0,1,1
2014-06-30,2014,2,Venezuela,America Central and South,0,0,0,1,1
2014-06-30,2014,2,Vietnam,Asia South East,0,0,0,2,2
2014-06-30,2014,2,Zimbabwe,Africa Sub-Saharan,0,0,0,1,1
2014-09-30,2014,3,Albania,Europe Other,364,297,141,0,141
2014-09-30,2014,3,Algeria,Africa North,0,0,0,2,2
2014-09-30,2014,3,Angola,Africa Sub-Saharan,0,0,0,3,3
2014-09-30,2014,3,Bangladesh,Asia South,0,0,0,15,15
2014-09-30,2014,3,Bolivia,America Central and South,1,1,1,0,1
2014-09-30,2014,3,Brazil,America Central and South,7,7,6,0,6
2014-09-30,2014,3,Canada,America North,0,0,0,1,1
2014-09-30,2014,3,China,Asia East,0,0,0,5,5
2014-09-30,2014,3,Czech Republic,EU 8,0,0,0,1,1
2014-09-30,2014,3,Egypt,Africa North,0,0,0,4,4
2014-09-30,2014,3,"Gambia, The",Africa Sub-Saharan,43,35,6,2,8
2014-09-30,2014,3,Ghana,Africa Sub-Saharan,34,29,16,1,17
2014-09-30,2014,3,Guatemala,America Central and South,0,0,0,1,1
2014-09-30,2014,3,Hong Kong,Asia East,0,0,0,2,2
2014-09-30,2014,3,Hungary,EU 8,0,0,0,2,2
2014-09-30,2014,3,India,Asia South,216,210,168,1,169
2014-09-30,2014,3,Iran,Middle East,0,0,0,1,1
2014-09-30,2014,3,Italy,EU 14,0,0,0,1,1
2014-09-30,2014,3,Jamaica,America Central and South,40,35,15,0,15
2014-09-30,2014,3,Kenya,Africa Sub-Saharan,12,12,9,0,9
2014-09-30,2014,3,Korea (North),Asia East,0,0,0,3,3
2014-09-30,2014,3,Kosovo,Europe Other,11,9,8,0,8
2014-09-30,2014,3,Latvia,EU 8,0,0,0,4,4
2014-09-30,2014,3,Liberia,Africa Sub-Saharan,3,3,2,0,2
2014-09-30,2014,3,Lithuania,EU 8,0,0,0,1,1
2014-09-30,2014,3,Malawi,Africa Sub-Saharan,5,5,2,1,3
2014-09-30,2014,3,Malaysia,Asia South East,0,0,0,1,1
2014-09-30,2014,3,Mali,Africa Sub-Saharan,3,3,0,0,0
2014-09-30,2014,3,Mauritius,Africa Sub-Saharan,6,6,2,0,2
2014-09-30,2014,3,Moldova,Europe Other,3,3,0,0,0
2014-09-30,2014,3,Mongolia,Asia East,7,7,3,0,3
2014-09-30,2014,3,Morocco,Africa North,0,0,0,1,1
2014-09-30,2014,3,Namibia,Africa Sub-Saharan,0,0,0,1,1
2014-09-30,2014,3,Nepal,Asia South,0,0,0,2,2
2014-09-30,2014,3,Nicaragua,America Central and South,0,0,0,1,1
2014-09-30,2014,3,Nigeria,Africa Sub-Saharan,137,118,68,21,89
2014-09-30,2014,3,Pakistan,Asia South,0,0,0,56,56
2014-09-30,2014,3,Poland,EU 8,0,0,0,17,17
2014-09-30,2014,3,Portugal,EU 14,0,0,0,2,2
2014-09-30,2014,3,Romania,EU 2,0,0,0,3,3
2014-09-30,2014,3,Senegal,Africa Sub-Saharan,0,0,0,1,1
2014-09-30,2014,3,Sierra Leone,Africa Sub-Saharan,8,4,2,0,2
2014-09-30,2014,3,Somalia,Africa Sub-Saharan,0,0,0,2,2
2014-09-30,2014,3,South Africa,Africa Sub-Saharan,18,16,10,0,10
2014-09-30,2014,3,South Korea,Asia East,3,3,3,0,3
2014-09-30,2014,3,Sri Lanka,Asia South,0,0,0,1,1
2014-09-30,2014,3,Swaziland,Africa Sub-Saharan,0,0,0,1,1
2014-09-30,2014,3,Syria,Middle East,0,0,0,1,1
2014-09-30,2014,3,Turkey,Europe Other,0,0,0,1,1
2014-09-30,2014,3,Ukraine,Europe Other,45,43,29,0,29
2014-09-30,2014,3,United States,America North,0,0,0,7,7
2014-09-30,2014,3,Venezuela,America Central and South,0,0,0,1,1
2014-09-30,2014,3,Vietnam,Asia South East,0,0,0,6,6
2014-12-31,2014,4,Afghanistan,Asia Central,0,0,0,2,2
2014-12-31,2014,4,Albania,Europe Other,322,209,96,0,96
2014-12-31,2014,4,Algeria,Africa North,0,0,0,5,5
2014-12-31,2014,4,Bangladesh,Asia South,0,0,0,17,17
2014-12-31,2014,4,Bosnia and Herzegovina,Europe Other,1,1,1,0,1
2014-12-31,2014,4,Brazil,America Central and South,3,3,0,0,0
2014-12-31,2014,4,Chile,America Central and South,0,0,0,1,1
2014-12-31,2014,4,China,Asia East,0,0,0,11,11
2014-12-31,2014,4,Congo (Democratic Republic),Africa Sub-Saharan,0,0,0,1,1
2014-12-31,2014,4,Egypt,Africa North,0,0,0,4,4
2014-12-31,2014,4,Former Yugoslavia,Europe Other,2,2,1,0,1
2014-12-31,2014,4,France,EU 14,0,0,0,1,1
2014-12-31,2014,4,"Gambia, The",Africa Sub-Saharan,25,19,0,0,0
2014-12-31,2014,4,Georgia,Europe Other,0,0,0,3,3
2014-12-31,2014,4,Ghana,Africa Sub-Saharan,18,15,8,1,9
2014-12-31,2014,4,Guinea,Africa Sub-Saharan,0,0,0,1,1
2014-12-31,2014,4,India,Asia South,110,106,66,0,66
2014-12-31,2014,4,Iraq,Middle East,0,0,0,4,4
2014-12-31,2014,4,Ivory Coast,Africa Sub-Saharan,0,0,0,1,1
2014-12-31,2014,4,Jamaica,America Central and South,37,33,11,0,11
2014-12-31,2014,4,Kazakhstan,Asia Central,0,0,0,1,1
2014-12-31,2014,4,Kenya,Africa Sub-Saharan,3,2,0,1,1
2014-12-31,2014,4,Korea (North),Asia East,0,0,0,11,11
2014-12-31,2014,4,Kosovo,Europe Other,4,4,2,0,2
2014-12-31,2014,4,Kyrgyzstan,Asia Central,0,0,0,1,1
2014-12-31,2014,4,Latvia,EU 8,0,0,0,2,2
2014-12-31,2014,4,Liberia,Africa Sub-Saharan,1,0,0,0,0
2014-12-31,2014,4,Libya,Africa North,0,0,0,3,3
2014-12-31,2014,4,Lithuania,EU 8,0,0,0,7,7
2014-12-31,2014,4,Malawi,Africa Sub-Saharan,2,2,0,2,2
2014-12-31,2014,4,Malaysia,Asia South East,0,0,0,4,4
2014-12-31,2014,4,Mali,Africa Sub-Saharan,5,5,1,0,1
2014-12-31,2014,4,Mauritius,Africa Sub-Saharan,9,9,3,0,3
2014-12-31,2014,4,Moldova,Europe Other,1,0,0,0,0
2014-12-31,2014,4,Mongolia,Asia East,2,2,1,0,1
2014-12-31,2014,4,Morocco,Africa North,0,0,0,1,1
2014-12-31,2014,4,Nigeria,Africa Sub-Saharan,89,76,32,8,40
2014-12-31,2014,4,North Macedonia,Europe Other,2,2,0,0,0
2014-12-31,2014,4,Pakistan,Asia South,0,0,0,57,57
2014-12-31,2014,4,Philippines,Asia South East,0,0,0,2,2
2014-12-31,2014,4,Poland,EU 8,0,0,0,36,36
2014-12-31,2014,4,Portugal,EU 14,0,0,0,1,1
2014-12-31,2014,4,Romania,EU 2,0,0,0,3,3
2014-12-31,2014,4,Senegal,Africa Sub-Saharan,0,0,0,1,1
2014-12-31,2014,4,Sierra Leone,Africa Sub-Saharan,9,7,4,0,4
2014-12-31,2014,4,Singapore,Asia South East,0,0,0,1,1
2014-12-31,2014,4,South Africa,Africa Sub-Saharan,12,9,4,0,4
2014-12-31,2014,4,South Korea,Asia East,1,1,1,0,1
2014-12-31,2014,4,Sri Lanka,Asia South,0,0,0,4,4
2014-12-31,2014,4,Tunisia,Africa North,0,0,0,1,1
2014-12-31,2014,4,Ukraine,Europe Other,41,39,23,0,23
2014-12-31,2014,4,United States,America North,0,0,0,9,9
2014-12-31,2014,4,Vietnam,Asia South East,0,0,0,7,7
2014-12-31,2014,4,Zimbabwe,Africa Sub-Saharan,0,0,0,3,3
2015-03-31,2015,1,Afghanistan,Asia Central,0,0,0,1,1
2015-03-31,2015,1,Albania,Europe Other,462,353,150,0,150
2015-03-31,2015,1,Algeria,Africa North,0,0,0,14,14
2015-03-31,2015,1,Antigua and Barbuda,America Central and South,0,0,0,1,1
2015-03-31,2015,1,Armenia,Europe Other,0,0,0,2,2
2015-03-31,2015,1,Australia,Oceania,0,0,0,1,1
2015-03-31,2015,1,Bangladesh,Asia South,0,0,0,17,17
2015-03-31,2015,1,Bolivia,America Central and South,3,2,2,0,2
2015-03-31,2015,1,Bosnia and Herzegovina,Europe Other,1,1,1,0,1
2015-03-31,2015,1,Botswana,Africa Sub-Saharan,0,0,0,1,1
2015-03-31,2015,1,Brazil,America Central and South,1,1,1,0,1
2015-03-31,2015,1,Canada,America North,0,0,0,1,1
2015-03-31,2015,1,China,Asia East,0,0,0,18,18
2015-03-31,2015,1,Colombia,America Central and South,0,0,0,1,1
2015-03-31,2015,1,Congo (Democratic Republic),Africa Sub-Saharan,0,0,0,1,1
2015-03-31,2015,1,France,EU 14,0,0,0,1,1
2015-03-31,2015,1,"Gambia, The",Africa Sub-Saharan,36,27,1,1,2
2015-03-31,2015,1,Georgia,Europe Other,0,0,0,2,2
2015-03-31,2015,1,Ghana,Africa Sub-Saharan,31,31,12,1,13
2015-03-31,2015,1,Grenada,America Central and South,0,0,0,1,1
2015-03-31,2015,1,Guinea,Africa Sub-Saharan,0,0,0,2,2
2015-03-31,2015,1,Guyana,America Central and South,0,0,0,1,1
2015-03-31,2015,1,Haiti,America Central and South,0,0,0,1,1
2015-03-31,2015,1,Hungary,EU 8,0,0,0,1,1
2015-03-31,2015,1,India,Asia South,185,176,127,0,127
2015-03-31,2015,1,Indonesia,Asia South East,0,0,0,1,1
2015-03-31,2015,1,Iran,Middle East,0,0,0,2,2
2015-03-31,2015,1,Iraq,Middle East,0,0,0,4,4
2015-03-31,2015,1,Ireland,EU 14,0,0,0,1,1
2015-03-31,2015,1,Israel,Middle East,0,0,0,2,2
2015-03-31,2015,1,Jamaica,America Central and South,35,34,12,4,16
2015-03-31,2015,1,Kenya,Africa Sub-Saharan,10,9,4,1,5
2015-03-31,2015,1,Korea (North),Asia East,0,0,0,5,5
2015-03-31,2015,1,Kosovo,Europe Other,9,9,6,0,6
2015-03-31,2015,1,Latvia,EU 8,0,0,0,3,3
2015-03-31,2015,1,Lithuania,EU 8,0,0,0,7,7
2015-03-31,2015,1,Malawi,Africa Sub-Saharan,17,14,7,6,13
2015-03-31,2015,1,Mali,Africa Sub-Saharan,2,2,1,0,1
2015-03-31,2015,1,Mauritius,Africa Sub-Saharan,13,12,7,0,7
2015-03-31,2015,1,Moldova,Europe Other,1,1,0,0,0
2015-03-31,2015,1,Mongolia,Asia East,7,5,4,0,4
2015-03-31,2015,1,Morocco,Africa North,0,0,0,5,5
2015-03-31,2015,1,Nepal,Asia South,0,0,0,4,4
2015-03-31,2015,1,Nigeria,Africa Sub-Saharan,156,134,52,21,73
2015-03-31,2015,1,Oman,Middle East,0,0,0,1,1
2015-03-31,2015,1,Pakistan,Asia South,0,0,0,96,96
2015-03-31,2015,1,Philippines,Asia South East,0,0,0,3,3
2015-03-31,2015,1,Poland,EU 8,0,0,0,26,26
2015-03-31,2015,1,Refugee,Other,0,0,0,1,1
2015-03-31,2015,1,Romania,EU 2,0,0,0,1,1
2015-03-31,2015,1,Senegal,Africa Sub-Saharan,0,0,0,2,2
2015-03-31,2015,1,Sierra Leone,Africa Sub-Saharan,8,8,2,0,2
2015-03-31,2015,1,Somalia,Africa Sub-Saharan,0,0,0,1,1
2015-03-31,2015,1,South Africa,Africa Sub-Saharan,14,13,8,0,8
2015-03-31,2015,1,South Korea,Asia East,4,3,1,0,1
2015-03-31,2015,1,Spain,EU 14,0,0,0,1,1
2015-03-31,2015,1,Sri Lanka,Asia South,0,0,0,4,4
2015-03-31,2015,1,Sudan,Africa North,0,0,0,1,1
2015-03-31,2015,1,Tajikistan,Asia Central,0,0,0,1,1
2015-03-31,2015,1,Tanzania,Africa Sub-Saharan,0,0,0,1,1
2015-03-31,2015,1,Trinidad and Tobago,America Central and South,0,0,0,2,2
2015-03-31,2015,1,Turkey,Europe Other,0,0,0,3,3
2015-03-31,2015,1,Uganda,Africa Sub-Saharan,0,0,0,1,1
2015-03-31,2015,1,Ukraine,Europe Other,44,43,23,0,23
2015-03-31,2015,1,United States,America North,0,0,0,1,1
2015-03-31,2015,1,Venezuela,America Central and South,0,0,0,2,2
2015-03-31,2015,1,Vietnam,Asia South East,0,0,0,10,10
2015-03-31,2015,1,Zambia,Africa Sub-Saharan,0,0,0,3,3
2015-03-31,2015,1,Zimbabwe,Africa Sub-Saharan,0,0,0,3,3
2015-06-30,2015,2,Albania,Europe Other,316,217,88,0,88
2015-06-30,2015,2,Algeria,Africa North,0,0,0,6,6
2015-06-30,2015,2,Australia,Oceania,0,0,0,1,1
2015-06-30,2015,2,Bangladesh,Asia South,0,0,0,9,9
2015-06-30,2015,2,Barbados,America Central and South,0,0,0,1,1
2015-06-30,2015,2,Belgium,EU 14,0,0,0,1,1
2015-06-30,2015,2,Bolivia,America Central and South,1,1,1,0,1
2015-06-30,2015,2,Bosnia and Herzegovina,Europe Other,1,1,1,0,1
2015-06-30,2015,2,Botswana,Africa Sub-Saharan,0,0,0,1,1
2015-06-30,2015,2,Brazil,America Central and South,2,1,1,0,1
2015-06-30,2015,2,Burma,Asia South East,0,0,0,1,1
2015-06-30,2015,2,Cameroon,Africa Sub-Saharan,0,0,0,1,1
2015-06-30,2015,2,Canada,America North,0,0,0,1,1
2015-06-30,2015,2,China,Asia East,0,0,0,5,5
2015-06-30,2015,2,Colombia,America Central and South,0,0,0,1,1
2015-06-30,2015,2,Czech Republic,EU 8,0,0,0,1,1
2015-06-30,2015,2,El Salvador,America Central and South,0,0,0,3,3
2015-06-30,2015,2,"Gambia, The",Africa Sub-Saharan,18,14,0,1,1
2015-06-30,2015,2,Georgia,Europe Other,0,0,0,3,3
2015-06-30,2015,2,Ghana,Africa Sub-Saharan,17,14,6,0,6
2015-06-30,2015,2,Greece,EU 14,0,0,0,1,1
2015-06-30,2015,2,India,Asia South,117,117,99,0,99
2015-06-30,2015,2,Iran,Middle East,0,0,0,1,1
2015-06-30,2015,2,Ireland,EU 14,0,0,0,1,1
2015-06-30,2015,2,Jamaica,America Central and South,0,0,0,5,5
2015-06-30,2015,2,Jordan,Middle East,0,0,0,1,1
2015-06-30,2015,2,Kenya,Africa Sub-Saharan,8,7,2,1,3
2015-06-30,2015,2,Korea (North),Asia East,0,0,0,4,4
2015-06-30,2015,2,Kosovo,Europe Other,4,4,4,0,4
2015-06-30,2015,2,Latvia,EU 8,0,0,0,2,2
2015-06-30,2015,2,Liberia,Africa Sub-Saharan,0,0,0,1,1
2015-06-30,2015,2,Lithuania,EU 8,0,0,0,11,11
2015-06-30,2015,2,Malawi,Africa Sub-Saharan,3,1,0,1,1
2015-06-30,2015,2,Malaysia,Asia South East,0,0,0,4,4
2015-06-30,2015,2,Mali,Africa Sub-Saharan,3,3,0,0,0
2015-06-30,2015,2,Mauritius,Africa Sub-Saharan,2,2,2,0,2
2015-06-30,2015,2,Mongolia,Asia East,2,1,0,0,0
2015-06-30,2015,2,Morocco,Africa North,0,0,0,1,1
2015-06-30,2015,2,Namibia,Africa Sub-Saharan,0,0,0,1,1
2015-06-30,2015,2,Nepal,Asia South,0,0,0,1,1
2015-06-30,2015,2,Nigeria,Africa Sub-Saharan,83,73,41,14,55
2015-06-30,2015,2,North Macedonia,Europe Other,1,1,0,0,0
2015-06-30,2015,2,Pakistan,Asia South,0,0,0,38,38
2015-06-30,2015,2,Philippines,Asia South East,0,0,0,3,3
2015-06-30,2015,2,Poland,EU 8,0,0,0,22,22
2015-06-30,2015,2,Portugal,EU 14,0,0,0,1,1
2015-06-30,2015,2,Romania,EU 2,0,0,0,5,5
2015-06-30,2015,2,Senegal,Africa Sub-Saharan,0,0,0,1,1
2015-06-30,2015,2,Sierra Leone,Africa Sub-Saharan,1,0,0,0,0
2015-06-30,2015,2,Somalia,Africa Sub-Saharan,0,0,0,1,1
2015-06-30,2015,2,South Africa,Africa Sub-Saharan,13,12,1,0,1
2015-06-30,2015,2,South Korea,Asia East,3,3,3,0,3
2015-06-30,2015,2,Sri Lanka,Asia South,0,0,0,1,1
2015-06-30,2015,2,St Lucia,America Central and South,0,0,0,1,1
2015-06-30,2015,2,Syria,Middle East,0,0,0,1,1
2015-06-30,2015,2,Tanzania,Africa Sub-Saharan,0,0,0,1,1
2015-06-30,2015,2,Trinidad and Tobago,America Central and South,0,0,0,1,1
2015-06-30,2015,2,Turkey,Europe Other,0,0,0,1,1
2015-06-30,2015,2,Uganda,Africa Sub-Saharan,0,0,0,1,1
2015-06-30,2015,2,Ukraine,Europe Other,39,37,22,0,22
2015-06-30,2015,2,United States,America North,0,0,0,2,2
2015-06-30,2015,2,Vietnam,Asia South East,0,0,0,7,7
2015-06-30,2015,2,Yemen,Middle East,0,0,0,1,1
2015-06-30,2015,2,Zambia,Africa Sub-Saharan,0,0,0,1,1
2015-06-30,2015,2,Zimbabwe,Africa Sub-Saharan,0,0,0,3,3
2015-09-30,2015,3,Afghanistan,Asia Central,0,0,0,2,2
2015-09-30,2015,3,Albania,Europe Other,257,207,98,0,98
2015-09-30,2015,3,Algeria,Africa North,0,0,0,4,4
2015-09-30,2015,3,Argentina,America Central and South,0,0,0,1,1
2015-09-30,2015,3,Bangladesh,Asia South,0,0,0,8,8
2015-09-30,2015,3,Belgium,EU 14,0,0,0,1,1
2015-09-30,2015,3,Bolivia,America Central and South,3,3,2,0,2
2015-09-30,2015,3,Brazil,America Central and South,2,2,1,0,1
2015-09-30,2015,3,Bulgaria,EU 2,0,0,0,1,1
2015-09-30,2015,3,Cambodia,Asia South East,0,0,0,1,1
2015-09-30,2015,3,Cameroon,Africa Sub-Saharan,0,0,0,1,1
2015-09-30,2015,3,Chad,Africa Sub-Saharan,0,0,0,1,1
2015-09-30,2015,3,China,Asia East,0,0,0,4,4
2015-09-30,2015,3,Cuba,America Central and South,0,0,0,1,1
2015-09-30,2015,3,Czech Republic,EU 8,0,0,0,1,1
2015-09-30,2015,3,Ecuador,America Central and South,1,1,0,0,0
2015-09-30,2015,3,Egypt,Africa North,0,0,0,2,2
2015-09-30,2015,3,Eritrea,Africa Sub-Saharan,0,0,0,1,1
2015-09-30,2015,3,Estonia,EU 8,0,0,0,1,1
2015-09-30,2015,3,Ethiopia,Africa Sub-Saharan,0,0,0,1,1
2015-09-30,2015,3,"Gambia, The",Africa Sub-Saharan,28,26,2,0,2
2015-09-30,2015,3,Georgia,Europe Other,0,0,0,2,2
2015-09-30,2015,3,Ghana,Africa Sub-Saharan,26,24,9,0,9
2015-09-30,2015,3,Guyana,America Central and South,0,0,0,1,1
2015-09-30,2015,3,Hungary,EU 8,0,0,0,1,1
2015-09-30,2015,3,India,Asia South,146,142,120,0,120
2015-09-30,2015,3,Ireland,EU 14,0,0,0,1,1
2015-09-30,2015,3,Israel,Middle East,0,0,0,1,1
2015-09-30,2015,3,Jamaica,America Central and South,0,0,0,9,9
2015-09-30,2015,3,Kenya,Africa Sub-Saharan,5,4,1,1,2
2015-09-30,2015,3,Korea (North),Asia East,0,0,0,5,5
2015-09-30,2015,3,Kosovo,Europe Other,7,7,1,0,1
2015-09-30,2015,3,Latvia,EU 8,0,0,0,9,9
2015-09-30,2015,3,Lithuania,EU 8,0,0,0,6,6
2015-09-30,2015,3,Malawi,Africa Sub-Saharan,3,1,0,0,0
2015-09-30,2015,3,Mali,Africa Sub-Saharan,4,4,0,0,0
2015-09-30,2015,3,Mauritius,Africa Sub-Saharan,10,9,5,0,5
2015-09-30,2015,3,Moldova,Europe Other,1,0,0,0,0
2015-09-30,2015,3,Mongolia,Asia East,2,2,1,0,1
2015-09-30,2015,3,Morocco,Africa North,0,0,0,1,1
2015-09-30,2015,3,Namibia,Africa Sub-Saharan,0,0,0,1,1
2015-09-30,2015,3,Nepal,Asia South,0,0,0,4,4
2015-09-30,2015,3,Nigeria,Africa Sub-Saharan,96,82,44,17,61
2015-09-30,2015,3,Pakistan,Asia South,0,0,0,38,38
2015-09-30,2015,3,Poland,EU 8,0,0,0,14,14
2015-09-30,2015,3,Portugal,EU 14,0,0,0,1,1
2015-09-30,2015,3,Romania,EU 2,0,0,0,3,3
2015-09-30,2015,3,Russia,Europe Other,0,0,0,1,1
2015-09-30,2015,3,Senegal,Africa Sub-Saharan,0,0,0,1,1
2015-09-30,2015,3,Serbia and Montenegro,Europe Other,1,1,0,0,0
2015-09-30,2015,3,Sierra Leone,Africa Sub-Saharan,5,5,3,1,4
2015-09-30,2015,3,Slovakia,EU 8,0,0,0,1,1
2015-09-30,2015,3,Somalia,Africa Sub-Saharan,0,0,0,1,1
2015-09-30,2015,3,South Africa,Africa Sub-Saharan,13,10,5,0,5
2015-09-30,2015,3,South Korea,Asia East,3,3,3,0,3
2015-09-30,2015,3,Sri Lanka,Asia South,0,0,0,3,3
2015-09-30,2015,3,Stateless,Other,0,0,0,1,1
2015-09-30,2015,3,Syria,Middle East,0,0,0,1,1
2015-09-30,2015,3,Tanzania,Africa Sub-Saharan,0,0,0,1,1
2015-09-30,2015,3,Tunisia,Africa North,0,0,0,1,1
2015-09-30,2015,3,Ukraine,Europe Other,44,44,35,0,35
2015-09-30,2015,3,United States,America North,0,0,0,3,3
2015-09-30,2015,3,Vietnam,Asia South East,0,0,0,3,3
2015-09-30,2015,3,Zimbabwe,Africa Sub-Saharan,0,0,0,4,4
2015-12-31,2015,4,Afghanistan,Asia Central,0,0,0,1,1
2015-12-31,2015,4,Albania,Europe Other,381,292,102,0,102
2015-12-31,2015,4,Algeria,Africa North,0,0,0,5,5
2015-12-31,2015,4,Angola,Africa Sub-Saharan,0,0,0,1,1
2015-12-31,2015,4,Bangladesh,Asia South,0,0,0,10,10
2015-12-31,2015,4,Bolivia,America Central and South,2,2,1,0,1
2015-12-31,2015,4,Bosnia and Herzegovina,Europe Other,1,1,1,0,1
2015-12-31,2015,4,Botswana,Africa Sub-Saharan,0,0,0,1,1
2015-12-31,2015,4,Brazil,America Central and South,7,7,5,0,5
2015-12-31,2015,4,Bulgaria,EU 2,0,0,0,2,2
2015-12-31,2015,4,Canada,America North,0,0,0,2,2
2015-12-31,2015,4,China,Asia East,0,0,0,12,12
2015-12-31,2015,4,Colombia,America Central and South,0,0,0,1,1
2015-12-31,2015,4,Czech Republic,EU 8,0,0,0,1,1
2015-12-31,2015,4,Dominica,America Central and South,0,0,0,1,1
2015-12-31,2015,4,Egypt,Africa North,0,0,0,2,2
2015-12-31,2015,4,Eritrea,Africa Sub-Saharan,0,0,0,2,2
2015-12-31,2015,4,"Gambia, The",Africa Sub-Saharan,23,22,1,0,1
2015-12-31,2015,4,Georgia,Europe Other,0,0,0,3,3
2015-12-31,2015,4,Germany,EU 14,0,0,0,1,1
2015-12-31,2015,4,Ghana,Africa Sub-Saharan,28,26,14,1,15
2015-12-31,2015,4,Hong Kong,Asia East,0,0,0,1,1
2015-12-31,2015,4,Hungary,EU 8,0,0,0,1,1
2015-12-31,2015,4,India,Asia South,198,196,169,0,169
2015-12-31,2015,4,Indonesia,Asia South East,0,0,0,1,1
2015-12-31,2015,4,Iraq,Middle East,0,0,0,1,1
2015-12-31,2015,4,Jamaica,America Central and South,0,0,0,16,16
2015-12-31,2015,4,Kenya,Africa Sub-Saharan,9,9,0,0,0
2015-12-31,2015,4,Korea (North),Asia East,0,0,0,5,5
2015-12-31,2015,4,Kosovo,Europe Other,6,6,3,0,3
2015-12-31,2015,4,Latvia,EU 8,0,0,0,3,3
2015-12-31,2015,4,Liberia,Africa Sub-Saharan,2,2,0,0,0
2015-12-31,2015,4,Lithuania,EU 8,0,0,0,1,1
2015-12-31,2015,4,Malawi,Africa Sub-Saharan,5,4,0,0,0
2015-12-31,2015,4,Malaysia,Asia South East,0,0,0,2,2
2015-12-31,2015,4,Mali,Africa Sub-Saharan,3,3,1,0,1
2015-12-31,2015,4,Mauritius,Africa Sub-Saharan,13,13,12,0,12
2015-12-31,2015,4,Mongolia,Asia East,2,2,1,0,1
2015-12-31,2015,4,Morocco,Africa North,0,0,0,1,1
2015-12-31,2015,4,Namibia,Africa Sub-Saharan,0,0,0,2,2
2015-12-31,2015,4,Nepal,Asia South,0,0,0,6,6
2015-12-31,2015,4,Nigeria,Africa Sub-Saharan,112,101,51,15,66
2015-12-31,2015,4,Pakistan,Asia South,0,0,0,72,72
2015-12-31,2015,4,Philippines,Asia South East,0,0,0,1,1
2015-12-31,2015,4,Poland,EU 8,0,0,0,7,7
2015-12-31,2015,4,Portugal,EU 14,0,0,0,1,1
2015-12-31,2015,4,Refugee,Other,0,0,0,1,1
2015-12-31,2015,4,Romania,EU 2,0,0,0,3,3
2015-12-31,2015,4,Sierra Leone,Africa Sub-Saharan,8,8,3,0,3
2015-12-31,2015,4,Slovakia,EU 8,0,0,0,3,3
2015-12-31,2015,4,South Africa,Africa Sub-Saharan,19,17,8,0,8
