Date,Year,Quarter,Return destination,Return destination region,Number of foreign national offender returns
2015-04-01,2015,2,Switzerland,Europe Other,2
2015-04-01,2015,2,Tanzania,Africa Sub-Saharan,1
2015-04-01,2015,2,Trinidad and Tobago,America Central and South,4
2015-04-01,2015,2,Tunisia,Africa North,3
2015-04-01,2015,2,Turkey,Europe Other,15
2015-04-01,2015,2,Uganda,Africa Sub-Saharan,3
2015-04-01,2015,2,Ukraine,Europe Other,9
2015-04-01,2015,2,United States,America North,6
2015-04-01,2015,2,Vietnam,Asia South East,55
2015-04-01,2015,2,Zambia,Africa Sub-Saharan,1
2015-04-01,2015,2,Zimbabwe,Africa Sub-Saharan,2
2015-07-01,2015,3,Afghanistan,Asia Central,8
2015-07-01,2015,3,Albania,Europe Other,90
2015-07-01,2015,3,Algeria,Africa North,8
2015-07-01,2015,3,Angola,Africa Sub-Saharan,1
2015-07-01,2015,3,Antigua and Barbuda,America Central and South,1
2015-07-01,2015,3,Azerbaijan,Europe Other,1
2015-07-01,2015,3,Bangladesh,Asia South,16
2015-07-01,2015,3,Barbados,America Central and South,3
2015-07-01,2015,3,Belarus,Europe Other,1
2015-07-01,2015,3,Belgium,EU 14,8
2015-07-01,2015,3,Botswana,Africa Sub-Saharan,1
2015-07-01,2015,3,Brazil,America Central and South,6
2015-07-01,2015,3,Bulgaria,EU 2,14
2015-07-01,2015,3,Cameroon,Africa Sub-Saharan,2
2015-07-01,2015,3,Canada,America North,5
2015-07-01,2015,3,Chile,America Central and South,4
2015-07-01,2015,3,China,Asia East,19
2015-07-01,2015,3,Colombia,America Central and South,10
2015-07-01,2015,3,Congo (Democratic Republic),Africa Sub-Saharan,1
2015-07-01,2015,3,Croatia,EU Other,2
2015-07-01,2015,3,Cyprus,EU Other,3
2015-07-01,2015,3,Czech Republic,EU 8,27
2015-07-01,2015,3,Denmark,EU 14,1
2015-07-01,2015,3,Dominica,America Central and South,2
2015-07-01,2015,3,Ecuador,America Central and South,1
2015-07-01,2015,3,Egypt,Africa North,4
2015-07-01,2015,3,Estonia,EU 8,7
2015-07-01,2015,3,Ethiopia,Africa Sub-Saharan,1
2015-07-01,2015,3,Fiji,Oceania,2
2015-07-01,2015,3,France,EU 14,50
2015-07-01,2015,3,"Gambia, The",Africa Sub-Saharan,2
2015-07-01,2015,3,Germany,EU 14,6
2015-07-01,2015,3,Ghana,Africa Sub-Saharan,13
2015-07-01,2015,3,Greece,EU 14,1
2015-07-01,2015,3,Grenada,America Central and South,2
2015-07-01,2015,3,Guinea,Africa Sub-Saharan,1
2015-07-01,2015,3,Guyana,America Central and South,1
2015-07-01,2015,3,Hong Kong,Asia East,1
2015-07-01,2015,3,Hungary,EU 8,16
2015-07-01,2015,3,India,Asia South,44
2015-07-01,2015,3,Iran,Middle East,3
2015-07-01,2015,3,Iraq,Middle East,9
2015-07-01,2015,3,Ireland,EU 14,1
2015-07-01,2015,3,Israel,Middle East,1
2015-07-01,2015,3,Italy,EU 14,14
2015-07-01,2015,3,Ivory Coast,Africa Sub-Saharan,1
2015-07-01,2015,3,Jamaica,America Central and South,55
2015-07-01,2015,3,Kenya,Africa Sub-Saharan,4
2015-07-01,2015,3,Korea (South),Asia East,1
2015-07-01,2015,3,Kosovo,Europe Other,2
2015-07-01,2015,3,Latvia,EU 8,44
2015-07-01,2015,3,Lebanon,Middle East,3
2015-07-01,2015,3,Liberia,Africa Sub-Saharan,1
2015-07-01,2015,3,Lithuania,EU 8,119
2015-07-01,2015,3,Macau,Asia East,1
2015-07-01,2015,3,Malaysia,Asia South East,3
2015-07-01,2015,3,Mauritius,Africa Sub-Saharan,4
2015-07-01,2015,3,Mexico,America Central and South,2
2015-07-01,2015,3,Morocco,Africa North,4
2015-07-01,2015,3,Namibia,Africa Sub-Saharan,1
2015-07-01,2015,3,Nepal,Asia South,1
2015-07-01,2015,3,Netherlands,EU 14,22
2015-07-01,2015,3,Nigeria,Africa Sub-Saharan,77
2015-07-01,2015,3,Norway,Europe Other,2
2015-07-01,2015,3,Other and unknown,Other,109
2015-07-01,2015,3,Pakistan,Asia South,40
2015-07-01,2015,3,Peru,America Central and South,1
2015-07-01,2015,3,Philippines,Asia South East,1
2015-07-01,2015,3,Poland,EU 8,206
2015-07-01,2015,3,Portugal,EU 14,37
2015-07-01,2015,3,Qatar,Middle East,1
2015-07-01,2015,3,Romania,EU 2,223
2015-07-01,2015,3,Saudi Arabia,Middle East,1
2015-07-01,2015,3,Senegal,Africa Sub-Saharan,5
2015-07-01,2015,3,Sierra Leone,Africa Sub-Saharan,1
2015-07-01,2015,3,Slovakia,EU 8,30
2015-07-01,2015,3,Slovenia,EU 8,1
2015-07-01,2015,3,Somalia,Africa Sub-Saharan,4
2015-07-01,2015,3,South Africa,Africa Sub-Saharan,4
2015-07-01,2015,3,Spain,EU 14,16
2015-07-01,2015,3,Sri Lanka,Asia South,10
2015-07-01,2015,3,St. Lucia,America Central and South,4
2015-07-01,2015,3,St. Vincent and the Grenadines,America Central and South,1
2015-07-01,2015,3,Sweden,EU 14,2
2015-07-01,2015,3,Tanzania,Africa Sub-Saharan,1
2015-07-01,2015,3,Thailand,Asia South East,2
2015-07-01,2015,3,Trinidad and Tobago,America Central and South,3
2015-07-01,2015,3,Tunisia,Africa North,1
2015-07-01,2015,3,Turkey,Europe Other,6
2015-07-01,2015,3,Turkmenistan,Asia Central,1
2015-07-01,2015,3,Ukraine,Europe Other,11
2015-07-01,2015,3,United States,America North,9
2015-07-01,2015,3,Venezuela,America Central and South,3
2015-07-01,2015,3,Vietnam,Asia South East,40
2015-07-01,2015,3,Zambia,Africa Sub-Saharan,3
2015-07-01,2015,3,Zimbabwe,Africa Sub-Saharan,5
2015-10-01,2015,4,Afghanistan,Asia Central,1
2015-10-01,2015,4,Albania,Europe Other,104
2015-10-01,2015,4,Algeria,Africa North,14
2015-10-01,2015,4,Angola,Africa Sub-Saharan,1
2015-10-01,2015,4,Armenia,Europe Other,1
2015-10-01,2015,4,Austria,EU 14,1
2015-10-01,2015,4,Bangladesh,Asia South,12
2015-10-01,2015,4,Belgium,EU 14,6
2015-10-01,2015,4,Belize,America Central and South,1
2015-10-01,2015,4,Benin,Africa Sub-Saharan,1
2015-10-01,2015,4,Bolivia,America Central and South,1
2015-10-01,2015,4,Bosnia and Herzegovina,Europe Other,1
2015-10-01,2015,4,Brazil,America Central and South,4
2015-10-01,2015,4,Bulgaria,EU 2,8
2015-10-01,2015,4,Cameroon,Africa Sub-Saharan,2
2015-10-01,2015,4,Canada,America North,4
2015-10-01,2015,4,Chile,America Central and South,6
2015-10-01,2015,4,China,Asia East,15
2015-10-01,2015,4,Colombia,America Central and South,6
2015-10-01,2015,4,Congo,Africa Sub-Saharan,2
2015-10-01,2015,4,Congo (Democratic Republic),Africa Sub-Saharan,5
2015-10-01,2015,4,Croatia,EU Other,1
2015-10-01,2015,4,Czech Republic,EU 8,25
2015-10-01,2015,4,Denmark,EU 14,2
2015-10-01,2015,4,Dominican Republic,America Central and South,2
2015-10-01,2015,4,Ecuador,America Central and South,2
2015-10-01,2015,4,Egypt,Africa North,4
2015-10-01,2015,4,Estonia,EU 8,3
2015-10-01,2015,4,Ethiopia,Africa Sub-Saharan,2
2015-10-01,2015,4,Fiji,Oceania,1
2015-10-01,2015,4,France,EU 14,38
2015-10-01,2015,4,"Gambia, The",Africa Sub-Saharan,4
2015-10-01,2015,4,Georgia,Europe Other,3
2015-10-01,2015,4,Germany,EU 14,9
2015-10-01,2015,4,Ghana,Africa Sub-Saharan,8
2015-10-01,2015,4,Greece,EU 14,2
2015-10-01,2015,4,Grenada,America Central and South,1
2015-10-01,2015,4,Guinea,Africa Sub-Saharan,1
2015-10-01,2015,4,Guinea-Bissau,Africa Sub-Saharan,1
2015-10-01,2015,4,Guyana,America Central and South,2
2015-10-01,2015,4,Hungary,EU 8,16
2015-10-01,2015,4,Iceland,Europe Other,1
2015-10-01,2015,4,India,Asia South,45
2015-10-01,2015,4,Iran,Middle East,3
2015-10-01,2015,4,Iraq,Middle East,10
2015-10-01,2015,4,Ireland,EU 14,1
2015-10-01,2015,4,Italy,EU 14,11
2015-10-01,2015,4,Ivory Coast,Africa Sub-Saharan,2
2015-10-01,2015,4,Jamaica,America Central and South,45
2015-10-01,2015,4,Kenya,Africa Sub-Saharan,7
2015-10-01,2015,4,Kosovo,Europe Other,1
2015-10-01,2015,4,Latvia,EU 8,55
2015-10-01,2015,4,Lebanon,Middle East,1
2015-10-01,2015,4,Libya,Africa North,2
2015-10-01,2015,4,Lithuania,EU 8,122
2015-10-01,2015,4,Malaysia,Asia South East,2
2015-10-01,2015,4,Mali,Africa Sub-Saharan,1
2015-10-01,2015,4,Malta,EU Other,3
2015-10-01,2015,4,Mauritius,Africa Sub-Saharan,2
2015-10-01,2015,4,Mexico,America Central and South,3
2015-10-01,2015,4,Moldova,Europe Other,2
2015-10-01,2015,4,Mongolia,Asia East,1
2015-10-01,2015,4,Morocco,Africa North,4
2015-10-01,2015,4,Nepal,Asia South,5
2015-10-01,2015,4,Netherlands,EU 14,21
2015-10-01,2015,4,Nigeria,Africa Sub-Saharan,56
2015-10-01,2015,4,Norway,Europe Other,1
2015-10-01,2015,4,Other and unknown,Other,98
2015-10-01,2015,4,Pakistan,Asia South,27
2015-10-01,2015,4,Peru,America Central and South,1
2015-10-01,2015,4,Philippines,Asia South East,1
2015-10-01,2015,4,Poland,EU 8,220
2015-10-01,2015,4,Portugal,EU 14,39
2015-10-01,2015,4,Romania,EU 2,252
2015-10-01,2015,4,Senegal,Africa Sub-Saharan,1
2015-10-01,2015,4,Serbia,Europe Other,1
2015-10-01,2015,4,Sierra Leone,Africa Sub-Saharan,6
2015-10-01,2015,4,Singapore,Asia South East,1
2015-10-01,2015,4,Slovakia,EU 8,28
2015-10-01,2015,4,Somalia,Africa Sub-Saharan,13
2015-10-01,2015,4,Spain,EU 14,13
2015-10-01,2015,4,Sri Lanka,Asia South,7
2015-10-01,2015,4,St. Lucia,America Central and South,3
2015-10-01,2015,4,Sweden,EU 14,5
2015-10-01,2015,4,Switzerland,Europe Other,1
2015-10-01,2015,4,Thailand,Asia South East,3
2015-10-01,2015,4,Trinidad and Tobago,America Central and South,3
2015-10-01,2015,4,Tunisia,Africa North,2
2015-10-01,2015,4,Turkey,Europe Other,3
2015-10-01,2015,4,Uganda,Africa Sub-Saharan,2
2015-10-01,2015,4,Ukraine,Europe Other,11
2015-10-01,2015,4,United States,America North,7
2015-10-01,2015,4,Vietnam,Asia South East,43
2015-10-01,2015,4,Zambia,Africa Sub-Saharan,1
2015-10-01,2015,4,Zimbabwe,Africa Sub-Saharan,1
2016-01-01,2016,1,Afghanistan,Asia Central,4
2016-01-01,2016,1,Albania,Europe Other,114
2016-01-01,2016,1,Algeria,Africa North,9
2016-01-01,2016,1,Angola,Africa Sub-Saharan,2
2016-01-01,2016,1,Antigua and Barbuda,America Central and South,1
2016-01-01,2016,1,Argentina,America Central and South,3
2016-01-01,2016,1,Australia,Oceania,4
2016-01-01,2016,1,"Bahamas, The",America Central and South,1
2016-01-01,2016,1,Bangladesh,Asia South,11
2016-01-01,2016,1,Belarus,Europe Other,1
2016-01-01,2016,1,Belgium,EU 14,3
2016-01-01,2016,1,Bolivia,America Central and South,2
2016-01-01,2016,1,Brazil,America Central and South,7
2016-01-01,2016,1,Bulgaria,EU 2,19
2016-01-01,2016,1,Cameroon,Africa Sub-Saharan,1
2016-01-01,2016,1,Canada,America North,1
2016-01-01,2016,1,Chile,America Central and South,6
2016-01-01,2016,1,China,Asia East,19
2016-01-01,2016,1,Colombia,America Central and South,7
2016-01-01,2016,1,Congo (Democratic Republic),Africa Sub-Saharan,3
2016-01-01,2016,1,Croatia,EU Other,1
2016-01-01,2016,1,Cyprus,EU Other,2
2016-01-01,2016,1,Czech Republic,EU 8,28
2016-01-01,2016,1,Denmark,EU 14,2
2016-01-01,2016,1,Ecuador,America Central and South,3
2016-01-01,2016,1,Egypt,Africa North,1
2016-01-01,2016,1,Estonia,EU 8,3
2016-01-01,2016,1,Fiji,Oceania,1
2016-01-01,2016,1,Finland,EU 14,1
2016-01-01,2016,1,France,EU 14,38
2016-01-01,2016,1,"Gambia, The",Africa Sub-Saharan,1
2016-01-01,2016,1,Georgia,Europe Other,1
2016-01-01,2016,1,Germany,EU 14,5
2016-01-01,2016,1,Ghana,Africa Sub-Saharan,7
2016-01-01,2016,1,Greece,EU 14,3
2016-01-01,2016,1,Grenada,America Central and South,2
2016-01-01,2016,1,Guinea,Africa Sub-Saharan,1
2016-01-01,2016,1,Hong Kong,Asia East,2
2016-01-01,2016,1,Hungary,EU 8,19
2016-01-01,2016,1,India,Asia South,32
2016-01-01,2016,1,Iraq,Middle East,17
2016-01-01,2016,1,Ireland,EU 14,2
2016-01-01,2016,1,Israel,Middle East,1
2016-01-01,2016,1,Italy,EU 14,10
2016-01-01,2016,1,Jamaica,America Central and South,46
2016-01-01,2016,1,Jordan,Middle East,1
2016-01-01,2016,1,Kenya,Africa Sub-Saharan,2
2016-01-01,2016,1,Latvia,EU 8,47
2016-01-01,2016,1,Lithuania,EU 8,132
2016-01-01,2016,1,Malawi,Africa Sub-Saharan,1
2016-01-01,2016,1,Malaysia,Asia South East,12
2016-01-01,2016,1,Malta,EU Other,1
2016-01-01,2016,1,Mauritius,Africa Sub-Saharan,1
2016-01-01,2016,1,Moldova,Europe Other,3
2016-01-01,2016,1,Morocco,Africa North,8
2016-01-01,2016,1,Nepal,Asia South,3
2016-01-01,2016,1,Netherlands,EU 14,33
2016-01-01,2016,1,New Zealand,Oceania,1
2016-01-01,2016,1,Nigeria,Africa Sub-Saharan,56
2016-01-01,2016,1,Norway,Europe Other,3
2016-01-01,2016,1,Other and unknown,Other,102
2016-01-01,2016,1,Pakistan,Asia South,27
2016-01-01,2016,1,Philippines,Asia South East,1
2016-01-01,2016,1,Poland,EU 8,203
2016-01-01,2016,1,Portugal,EU 14,17
2016-01-01,2016,1,Romania,EU 2,255
2016-01-01,2016,1,Russia,Europe Other,1
2016-01-01,2016,1,Sierra Leone,Africa Sub-Saharan,3
2016-01-01,2016,1,Slovakia,EU 8,30
2016-01-01,2016,1,Slovenia,EU 8,2
2016-01-01,2016,1,Somalia,Africa Sub-Saharan,7
2016-01-01,2016,1,South Africa,Africa Sub-Saharan,4
2016-01-01,2016,1,Spain,EU 14,12
2016-01-01,2016,1,Sri Lanka,Asia South,4
2016-01-01,2016,1,St. Martin (French Part),America Central and South,1
2016-01-01,2016,1,St. Vincent and the Grenadines,America Central and South,1
2016-01-01,2016,1,Sweden,EU 14,5
2016-01-01,2016,1,Trinidad and Tobago,America Central and South,6
2016-01-01,2016,1,Tunisia,Africa North,5
2016-01-01,2016,1,Turkey,Europe Other,7
2016-01-01,2016,1,Ukraine,Europe Other,9
2016-01-01,2016,1,United Arab Emirates,Middle East,1
2016-01-01,2016,1,United States,America North,9
2016-01-01,2016,1,Venezuela,America Central and South,1
2016-01-01,2016,1,Vietnam,Asia South East,42
2016-01-01,2016,1,Zambia,Africa Sub-Saharan,3
2016-01-01,2016,1,Zimbabwe,Africa Sub-Saharan,3
2016-04-01,2016,2,Afghanistan,Asia Central,14
2016-04-01,2016,2,Albania,Europe Other,144
2016-04-01,2016,2,Algeria,Africa North,20
2016-04-01,2016,2,Angola,Africa Sub-Saharan,4
2016-04-01,2016,2,Australia,Oceania,1
2016-04-01,2016,2,"Bahamas, The",America Central and South,2
2016-04-01,2016,2,Bangladesh,Asia South,12
2016-04-01,2016,2,Barbados,America Central and South,1
2016-04-01,2016,2,Belgium,EU 14,5
2016-04-01,2016,2,Belize,America Central and South,1
2016-04-01,2016,2,Brazil,America Central and South,15
2016-04-01,2016,2,Bulgaria,EU 2,31
2016-04-01,2016,2,Canada,America North,3
2016-04-01,2016,2,Chile,America Central and South,2
2016-04-01,2016,2,China,Asia East,13
2016-04-01,2016,2,Colombia,America Central and South,6
2016-04-01,2016,2,Congo (Democratic Republic),Africa Sub-Saharan,2
2016-04-01,2016,2,Croatia,EU Other,4
2016-04-01,2016,2,Czech Republic,EU 8,35
2016-04-01,2016,2,Denmark,EU 14,1
2016-04-01,2016,2,Dominica,America Central and South,3
2016-04-01,2016,2,Ecuador,America Central and South,2
2016-04-01,2016,2,Egypt,Africa North,3
2016-04-01,2016,2,Estonia,EU 8,2
2016-04-01,2016,2,Ethiopia,Africa Sub-Saharan,2
2016-04-01,2016,2,Fiji,Oceania,1
2016-04-01,2016,2,France,EU 14,59
2016-04-01,2016,2,"Gambia, The",Africa Sub-Saharan,3
2016-04-01,2016,2,Germany,EU 14,13
2016-04-01,2016,2,Ghana,Africa Sub-Saharan,11
2016-04-01,2016,2,Greece,EU 14,2
2016-04-01,2016,2,Grenada,America Central and South,1
2016-04-01,2016,2,Hong Kong,Asia East,1
2016-04-01,2016,2,Hungary,EU 8,18
2016-04-01,2016,2,Iceland,Europe Other,1
2016-04-01,2016,2,India,Asia South,28
2016-04-01,2016,2,Iran,Middle East,4
2016-04-01,2016,2,Iraq,Middle East,4
2016-04-01,2016,2,Ireland,EU 14,1
2016-04-01,2016,2,Italy,EU 14,17
2016-04-01,2016,2,Ivory Coast,Africa Sub-Saharan,1
2016-04-01,2016,2,Jamaica,America Central and South,43
2016-04-01,2016,2,Kenya,Africa Sub-Saharan,2
2016-04-01,2016,2,Kuwait,Middle East,1
2016-04-01,2016,2,Latvia,EU 8,57
2016-04-01,2016,2,Lithuania,EU 8,134
2016-04-01,2016,2,Malawi,Africa Sub-Saharan,1
2016-04-01,2016,2,Malaysia,Asia South East,8
2016-04-01,2016,2,Malta,EU Other,2
2016-04-01,2016,2,Mauritius,Africa Sub-Saharan,3
2016-04-01,2016,2,Mexico,America Central and South,1
2016-04-01,2016,2,Moldova,Europe Other,5
2016-04-01,2016,2,Mongolia,Asia East,2
2016-04-01,2016,2,Morocco,Africa North,6
2016-04-01,2016,2,Namibia,Africa Sub-Saharan,1
2016-04-01,2016,2,Nepal,Asia South,2
2016-04-01,2016,2,Netherlands,EU 14,27
2016-04-01,2016,2,Nigeria,Africa Sub-Saharan,35
2016-04-01,2016,2,Norway,Europe Other,2
2016-04-01,2016,2,Oman,Middle East,1
2016-04-01,2016,2,Other and unknown,Other,82
2016-04-01,2016,2,Pakistan,Asia South,26
2016-04-01,2016,2,Philippines,Asia South East,3
2016-04-01,2016,2,Poland,EU 8,262
2016-04-01,2016,2,Portugal,EU 14,25
2016-04-01,2016,2,Qatar,Middle East,1
2016-04-01,2016,2,Romania,EU 2,359
2016-04-01,2016,2,Russia,Europe Other,4
2016-04-01,2016,2,Senegal,Africa Sub-Saharan,3
2016-04-01,2016,2,Serbia,Europe Other,1
2016-04-01,2016,2,Sierra Leone,Africa Sub-Saharan,2
2016-04-01,2016,2,Slovakia,EU 8,40
2016-04-01,2016,2,Somalia,Africa Sub-Saharan,2
2016-04-01,2016,2,South Africa,Africa Sub-Saharan,9
2016-04-01,2016,2,Spain,EU 14,15
2016-04-01,2016,2,Sri Lanka,Asia South,12
2016-04-01,2016,2,St. Kitts and Nevis,America Central and South,1
2016-04-01,2016,2,St. Lucia,America Central and South,3
2016-04-01,2016,2,St. Vincent and the Grenadines,America Central and South,1
2016-04-01,2016,2,Sweden,EU 14,13
2016-04-01,2016,2,Tanzania,Africa Sub-Saharan,1
2016-04-01,2016,2,Thailand,Asia South East,1
2016-04-01,2016,2,Trinidad and Tobago,America Central and South,9
2016-04-01,2016,2,Tunisia,Africa North,1
2016-04-01,2016,2,Turkey,Europe Other,5
2016-04-01,2016,2,Uganda,Africa Sub-Saharan,1
2016-04-01,2016,2,Ukraine,Europe Other,10
2016-04-01,2016,2,United States,America North,5
2016-04-01,2016,2,Uzbekistan,Asia Central,2
2016-04-01,2016,2,Vietnam,Asia South East,37
2016-04-01,2016,2,Zambia,Africa Sub-Saharan,1
2016-04-01,2016,2,Zimbabwe,Africa Sub-Saharan,3
2016-07-01,2016,3,Afghanistan,Asia Central,5
2016-07-01,2016,3,Albania,Europe Other,113
2016-07-01,2016,3,Algeria,Africa North,11
2016-07-01,2016,3,Armenia,Europe Other,1
2016-07-01,2016,3,Australia,Oceania,1
2016-07-01,2016,3,Bangladesh,Asia South,14
2016-07-01,2016,3,Barbados,America Central and South,1
2016-07-01,2016,3,Belgium,EU 14,3
2016-07-01,2016,3,Bosnia and Herzegovina,Europe Other,1
2016-07-01,2016,3,Botswana,Africa Sub-Saharan,1
2016-07-01,2016,3,Brazil,America Central and South,3
2016-07-01,2016,3,Bulgaria,EU 2,17
2016-07-01,2016,3,Canada,America North,2
2016-07-01,2016,3,Chile,America Central and South,2
2016-07-01,2016,3,China,Asia East,12
2016-07-01,2016,3,Colombia,America Central and South,1
2016-07-01,2016,3,Congo,Africa Sub-Saharan,1
2016-07-01,2016,3,Congo (Democratic Republic),Africa Sub-Saharan,1
2016-07-01,2016,3,Cyprus,EU Other,1
2016-07-01,2016,3,Czech Republic,EU 8,31
2016-07-01,2016,3,Denmark,EU 14,2
2016-07-01,2016,3,Dominica,America Central and South,1
2016-07-01,2016,3,Egypt,Africa North,1
2016-07-01,2016,3,Estonia,EU 8,1
2016-07-01,2016,3,Ethiopia,Africa Sub-Saharan,1
2016-07-01,2016,3,Finland,EU 14,1
2016-07-01,2016,3,France,EU 14,63
2016-07-01,2016,3,"Gambia, The",Africa Sub-Saharan,2
2016-07-01,2016,3,Georgia,Europe Other,1
2016-07-01,2016,3,Germany,EU 14,6
2016-07-01,2016,3,Ghana,Africa Sub-Saharan,14
2016-07-01,2016,3,Guinea,Africa Sub-Saharan,1
2016-07-01,2016,3,Guyana,America Central and South,1
2016-07-01,2016,3,Hong Kong,Asia East,1
2016-07-01,2016,3,Hungary,EU 8,15
2016-07-01,2016,3,India,Asia South,31
2016-07-01,2016,3,Iran,Middle East,3
2016-07-01,2016,3,Iraq,Middle East,7
2016-07-01,2016,3,Ireland,EU 14,2
2016-07-01,2016,3,Israel,Middle East,2
2016-07-01,2016,3,Italy,EU 14,15
2016-07-01,2016,3,Ivory Coast,Africa Sub-Saharan,1
2016-07-01,2016,3,Jamaica,America Central and South,61
2016-07-01,2016,3,Jordan,Middle East,1
2016-07-01,2016,3,Korea (South),Asia East,1
2016-07-01,2016,3,Kosovo,Europe Other,1
2016-07-01,2016,3,Kyrgyzstan,Asia Central,1
2016-07-01,2016,3,Latvia,EU 8,51
2016-07-01,2016,3,Lebanon,Middle East,1
2016-07-01,2016,3,Lithuania,EU 8,138
2016-07-01,2016,3,Macedonia,Europe Other,2
2016-07-01,2016,3,Malaysia,Asia South East,7
2016-07-01,2016,3,Mali,Africa Sub-Saharan,1
2016-07-01,2016,3,Mauritius,Africa Sub-Saharan,3
2016-07-01,2016,3,Mexico,America Central and South,2
2016-07-01,2016,3,Moldova,Europe Other,4
2016-07-01,2016,3,Morocco,Africa North,2
2016-07-01,2016,3,Nepal,Asia South,2
2016-07-01,2016,3,Netherlands,EU 14,30
2016-07-01,2016,3,Nigeria,Africa Sub-Saharan,36
2016-07-01,2016,3,Norway,Europe Other,2
2016-07-01,2016,3,Other and unknown,Other,72
2016-07-01,2016,3,Pakistan,Asia South,19
2016-07-01,2016,3,Panama,America Central and South,1
2016-07-01,2016,3,Peru,America Central and South,1
2016-07-01,2016,3,Poland,EU 8,244
2016-07-01,2016,3,Portugal,EU 14,29
2016-07-01,2016,3,Romania,EU 2,337
2016-07-01,2016,3,Russia,Europe Other,2
2016-07-01,2016,3,Serbia,Europe Other,1
2016-07-01,2016,3,Sierra Leone,Africa Sub-Saharan,5
2016-07-01,2016,3,Slovakia,EU 8,36
2016-07-01,2016,3,Slovenia,EU 8,2
2016-07-01,2016,3,Somalia,Africa Sub-Saharan,1
2016-07-01,2016,3,South Africa,Africa Sub-Saharan,4
2016-07-01,2016,3,Spain,EU 14,15
2016-07-01,2016,3,Sri Lanka,Asia South,9
2016-07-01,2016,3,St. Kitts and Nevis,America Central and South,1
2016-07-01,2016,3,St. Lucia,America Central and South,1
2016-07-01,2016,3,St. Vincent and the Grenadines,America Central and South,1
2016-07-01,2016,3,Sweden,EU 14,5
2016-07-01,2016,3,Tanzania,Africa Sub-Saharan,1
2016-07-01,2016,3,Thailand,Asia South East,4
2016-07-01,2016,3,Togo,Africa Sub-Saharan,1
2016-07-01,2016,3,Trinidad and Tobago,America Central and South,1
2016-07-01,2016,3,Tunisia,Africa North,2
2016-07-01,2016,3,Turkey,Europe Other,4
2016-07-01,2016,3,Uganda,Africa Sub-Saharan,1
2016-07-01,2016,3,Ukraine,Europe Other,8
2016-07-01,2016,3,United States,America North,5
2016-07-01,2016,3,Uzbekistan,Asia Central,1
2016-07-01,2016,3,Venezuela,America Central and South,1
2016-07-01,2016,3,Vietnam,Asia South East,35
2016-07-01,2016,3,Zimbabwe,Africa Sub-Saharan,1
2016-10-01,2016,4,Afghanistan,Asia Central,7
2016-10-01,2016,4,Albania,Europe Other,136
2016-10-01,2016,4,Algeria,Africa North,18
2016-10-01,2016,4,Angola,Africa Sub-Saharan,2
2016-10-01,2016,4,Antigua and Barbuda,America Central and South,2
2016-10-01,2016,4,Azerbaijan,Europe Other,1
2016-10-01,2016,4,"Bahamas, The",America Central and South,1
2016-10-01,2016,4,Bangladesh,Asia South,9
2016-10-01,2016,4,Belgium,EU 14,9
2016-10-01,2016,4,Bolivia,America Central and South,1
2016-10-01,2016,4,Brazil,America Central and South,4
2016-10-01,2016,4,Bulgaria,EU 2,21
2016-10-01,2016,4,Cameroon,Africa Sub-Saharan,1
2016-10-01,2016,4,Canada,America North,1
2016-10-01,2016,4,Chile,America Central and South,3
2016-10-01,2016,4,China,Asia East,14
2016-10-01,2016,4,Colombia,America Central and South,3
2016-10-01,2016,4,Congo,Africa Sub-Saharan,2
2016-10-01,2016,4,Congo (Democratic Republic),Africa Sub-Saharan,7
2016-10-01,2016,4,Croatia,EU Other,1
2016-10-01,2016,4,Cyprus,EU Other,4
2016-10-01,2016,4,Czech Republic,EU 8,28
2016-10-01,2016,4,Denmark,EU 14,2
2016-10-01,2016,4,East Timor,Asia South East,1
2016-10-01,2016,4,Ecuador,America Central and South,4
2016-10-01,2016,4,Egypt,Africa North,4
2016-10-01,2016,4,Estonia,EU 8,1
2016-10-01,2016,4,Fiji,Oceania,1
2016-10-01,2016,4,France,EU 14,50
2016-10-01,2016,4,"Gambia, The",Africa Sub-Saharan,4
2016-10-01,2016,4,Georgia,Europe Other,3
2016-10-01,2016,4,Germany,EU 14,7
2016-10-01,2016,4,Ghana,Africa Sub-Saharan,6
2016-10-01,2016,4,Greece,EU 14,1
2016-10-01,2016,4,Guinea,Africa Sub-Saharan,1
2016-10-01,2016,4,Guyana,America Central and South,1
2016-10-01,2016,4,Hungary,EU 8,18
2016-10-01,2016,4,India,Asia South,37
2016-10-01,2016,4,Iran,Middle East,3
2016-10-01,2016,4,Iraq,Middle East,9
2016-10-01,2016,4,Ireland,EU 14,3
2016-10-01,2016,4,Italy,EU 14,17
2016-10-01,2016,4,Ivory Coast,Africa Sub-Saharan,1
2016-10-01,2016,4,Jamaica,America Central and South,31
2016-10-01,2016,4,Jordan,Middle East,3
2016-10-01,2016,4,Kenya,Africa Sub-Saharan,3
2016-10-01,2016,4,Kosovo,Europe Other,1
2016-10-01,2016,4,Latvia,EU 8,50
2016-10-01,2016,4,Lithuania,EU 8,146
2016-10-01,2016,4,Malawi,Africa Sub-Saharan,1
2016-10-01,2016,4,Malaysia,Asia South East,6
2016-10-01,2016,4,Mauritius,Africa Sub-Saharan,1
2016-10-01,2016,4,Moldova,Europe Other,1
2016-10-01,2016,4,Morocco,Africa North,4
2016-10-01,2016,4,Nepal,Asia South,3
2016-10-01,2016,4,Netherlands,EU 14,22
