Date,Year,Quarter,Asylum application,Nationality,Region,Applicant type,UASC,Sex,Age Group,Applications
2022-06-30,2022,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,167
2022-06-30,2022,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Female,40 and over,3
2022-06-30,2022,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,40 and over,10
2022-06-30,2022,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,UASC,Female,17 and under,22
2022-06-30,2022,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,UASC,Male,17 and under,43
2022-06-30,2022,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,UASC,Male,25 to 39,1
2022-06-30,2022,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Dependant,Non-UASC,Male,17 and under,1
2022-06-30,2022,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Dependant,Non-UASC,Female,17 and under,3
2022-06-30,2022,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Dependant,Non-UASC,Female,18 to 24,2
2022-06-30,2022,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Dependant,Non-UASC,Male,25 to 39,1
2022-06-30,2022,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Dependant,Non-UASC,Female,25 to 39,3
2022-06-30,2022,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Female,17 and under,1
2022-06-30,2022,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,17 and under,2
2022-06-30,2022,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Female,18 to 24,3
2022-06-30,2022,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,26
2022-06-30,2022,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Female,25 to 39,14
2022-06-30,2022,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,46
2022-06-30,2022,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Female,40 and over,1
2022-06-30,2022,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,40 and over,4
2022-06-30,2022,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,UASC,Male,17 and under,8
2022-06-30,2022,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,UASC,Female,17 and under,12
2022-06-30,2022,2,Asylum application raised,"Gambia, The",Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,2
2022-06-30,2022,2,Asylum application raised,"Gambia, The",Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,4
2022-06-30,2022,2,Asylum application raised,Georgia,Europe Other,Main applicant,Non-UASC,Male,25 to 39,2
2022-06-30,2022,2,Asylum application raised,Ghana,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,1
2022-06-30,2022,2,Asylum application raised,Guinea,Africa Sub-Saharan,Dependant,Non-UASC,Male,17 and under,1
2022-06-30,2022,2,Asylum application raised,Guinea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,4
2022-06-30,2022,2,Asylum application raised,Guinea,Africa Sub-Saharan,Main applicant,Non-UASC,Female,25 to 39,1
2022-06-30,2022,2,Asylum application raised,Guinea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,2
2022-06-30,2022,2,Asylum application raised,Guinea-Bissau,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,1
2022-06-30,2022,2,Asylum application raised,India,Asia South,Main applicant,Non-UASC,Male,18 to 24,9
2022-06-30,2022,2,Asylum application raised,India,Asia South,Main applicant,Non-UASC,Female,25 to 39,1
2022-06-30,2022,2,Asylum application raised,India,Asia South,Main applicant,Non-UASC,Unknown,25 to 39,3
2022-06-30,2022,2,Asylum application raised,India,Asia South,Main applicant,Non-UASC,Male,25 to 39,42
2022-06-30,2022,2,Asylum application raised,India,Asia South,Main applicant,Non-UASC,Male,40 and over,24
2022-06-30,2022,2,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Unknown,17 and under,7
2022-06-30,2022,2,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Female,17 and under,45
2022-06-30,2022,2,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Male,17 and under,47
2022-06-30,2022,2,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Female,18 to 24,5
2022-06-30,2022,2,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Male,25 to 39,5
2022-06-30,2022,2,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Female,25 to 39,46
2022-06-30,2022,2,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Female,40 and over,10
2022-06-30,2022,2,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Female,17 and under,1
2022-06-30,2022,2,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Male,17 and under,16
2022-06-30,2022,2,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Unknown,18 to 24,1
2022-06-30,2022,2,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Female,18 to 24,12
2022-06-30,2022,2,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Male,18 to 24,180
2022-06-30,2022,2,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Female,25 to 39,42
2022-06-30,2022,2,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Male,25 to 39,421
2022-06-30,2022,2,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Female,40 and over,23
2022-06-30,2022,2,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Male,40 and over,96
2022-06-30,2022,2,Asylum application raised,Iran,Middle East,Main applicant,UASC,Male,17 and under,144
2022-06-30,2022,2,Asylum application raised,Iran,Middle East,Main applicant,UASC,Male,18 to 24,1
2022-06-30,2022,2,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Unknown,17 and under,11
2022-06-30,2022,2,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Female,17 and under,102
2022-06-30,2022,2,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Male,17 and under,114
2022-06-30,2022,2,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Female,18 to 24,10
2022-06-30,2022,2,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Male,25 to 39,3
2022-06-30,2022,2,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Female,25 to 39,79
2022-06-30,2022,2,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Male,40 and over,1
2022-06-30,2022,2,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Female,40 and over,19
2022-06-30,2022,2,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Female,17 and under,1
2022-06-30,2022,2,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Male,17 and under,4
2022-06-30,2022,2,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Female,18 to 24,16
2022-06-30,2022,2,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Male,18 to 24,201
2022-06-30,2022,2,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Female,25 to 39,23
2022-06-30,2022,2,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Male,25 to 39,300
2022-06-30,2022,2,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Female,40 and over,19
2022-06-30,2022,2,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Male,40 and over,61
2022-06-30,2022,2,Asylum application raised,Iraq,Middle East,Main applicant,UASC,Male,17 and under,33
2022-06-30,2022,2,Asylum application raised,Ivory Coast,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,1
2022-06-30,2022,2,Asylum application raised,Ivory Coast,Africa Sub-Saharan,Main applicant,UASC,Male,17 and under,1
2022-06-30,2022,2,Asylum application raised,Jordan,Middle East,Main applicant,Non-UASC,Male,25 to 39,1
2022-06-30,2022,2,Asylum application raised,Kenya,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,1
2022-06-30,2022,2,Asylum application raised,Kosovo,Europe Other,Main applicant,Non-UASC,Male,18 to 24,1
2022-06-30,2022,2,Asylum application raised,Kosovo,Europe Other,Main applicant,Non-UASC,Male,25 to 39,1
2022-06-30,2022,2,Asylum application raised,Kuwait,Middle East,Dependant,Non-UASC,Unknown,17 and under,1
2022-06-30,2022,2,Asylum application raised,Kuwait,Middle East,Dependant,Non-UASC,Male,17 and under,9
2022-06-30,2022,2,Asylum application raised,Kuwait,Middle East,Dependant,Non-UASC,Female,17 and under,16
2022-06-30,2022,2,Asylum application raised,Kuwait,Middle East,Dependant,Non-UASC,Male,18 to 24,1
2022-06-30,2022,2,Asylum application raised,Kuwait,Middle East,Dependant,Non-UASC,Female,18 to 24,2
2022-06-30,2022,2,Asylum application raised,Kuwait,Middle East,Dependant,Non-UASC,Male,25 to 39,2
2022-06-30,2022,2,Asylum application raised,Kuwait,Middle East,Dependant,Non-UASC,Female,25 to 39,3
2022-06-30,2022,2,Asylum application raised,Kuwait,Middle East,Dependant,Non-UASC,Female,40 and over,4
2022-06-30,2022,2,Asylum application raised,Kuwait,Middle East,Main applicant,Non-UASC,Male,18 to 24,5
2022-06-30,2022,2,Asylum application raised,Kuwait,Middle East,Main applicant,Non-UASC,Female,25 to 39,1
2022-06-30,2022,2,Asylum application raised,Kuwait,Middle East,Main applicant,Non-UASC,Male,25 to 39,22
2022-06-30,2022,2,Asylum application raised,Kuwait,Middle East,Main applicant,Non-UASC,Female,40 and over,4
2022-06-30,2022,2,Asylum application raised,Kuwait,Middle East,Main applicant,Non-UASC,Male,40 and over,14
2022-06-30,2022,2,Asylum application raised,Lebanon,Middle East,Main applicant,Non-UASC,Male,25 to 39,1
2022-06-30,2022,2,Asylum application raised,Liberia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,1
2022-06-30,2022,2,Asylum application raised,Libya,Africa North,Main applicant,Non-UASC,Male,18 to 24,6
2022-06-30,2022,2,Asylum application raised,Libya,Africa North,Main applicant,Non-UASC,Male,25 to 39,20
2022-06-30,2022,2,Asylum application raised,Libya,Africa North,Main applicant,Non-UASC,Male,40 and over,4
2022-06-30,2022,2,Asylum application raised,Libya,Africa North,Main applicant,UASC,Male,17 and under,1
2022-06-30,2022,2,Asylum application raised,Mali,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,1
2022-06-30,2022,2,Asylum application raised,Mauritania,Africa North,Main applicant,Non-UASC,Male,18 to 24,1
2022-06-30,2022,2,Asylum application raised,Morocco,Africa North,Main applicant,Non-UASC,Female,25 to 39,1
2022-06-30,2022,2,Asylum application raised,Morocco,Africa North,Main applicant,Non-UASC,Male,25 to 39,3
2022-06-30,2022,2,Asylum application raised,Nigeria,Africa Sub-Saharan,Dependant,Non-UASC,Male,17 and under,2
2022-06-30,2022,2,Asylum application raised,Nigeria,Africa Sub-Saharan,Dependant,Non-UASC,Female,25 to 39,1
2022-06-30,2022,2,Asylum application raised,Nigeria,Africa Sub-Saharan,Main applicant,Non-UASC,Male,17 and under,1
2022-06-30,2022,2,Asylum application raised,Nigeria,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,2
2022-06-30,2022,2,Asylum application raised,Nigeria,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,11
2022-06-30,2022,2,Asylum application raised,Nigeria,Africa Sub-Saharan,Main applicant,Non-UASC,Male,40 and over,2
2022-06-30,2022,2,Asylum application raised,North Macedonia,Europe Other,Dependant,Non-UASC,Female,18 to 24,1
2022-06-30,2022,2,Asylum application raised,Occupied Palestinian Territories,Middle East,Main applicant,Non-UASC,Male,18 to 24,2
2022-06-30,2022,2,Asylum application raised,Occupied Palestinian Territories,Middle East,Main applicant,Non-UASC,Female,25 to 39,1
2022-06-30,2022,2,Asylum application raised,Occupied Palestinian Territories,Middle East,Main applicant,Non-UASC,Male,25 to 39,5
2022-06-30,2022,2,Asylum application raised,Occupied Palestinian Territories,Middle East,Main applicant,UASC,Male,17 and under,3
2022-06-30,2022,2,Asylum application raised,Pakistan,Asia South,Main applicant,Non-UASC,Male,18 to 24,7
2022-06-30,2022,2,Asylum application raised,Pakistan,Asia South,Main applicant,Non-UASC,Male,25 to 39,16
2022-06-30,2022,2,Asylum application raised,Pakistan,Asia South,Main applicant,Non-UASC,Male,40 and over,2
2022-06-30,2022,2,Asylum application raised,Pakistan,Asia South,Main applicant,UASC,Male,17 and under,2
2022-06-30,2022,2,Asylum application raised,Philippines,Asia South East,Main applicant,Non-UASC,Male,18 to 24,1
2022-06-30,2022,2,Asylum application raised,Refugee,Other,Dependant,Non-UASC,Male,17 and under,3
2022-06-30,2022,2,Asylum application raised,Refugee,Other,Dependant,Non-UASC,Female,17 and under,4
2022-06-30,2022,2,Asylum application raised,Refugee,Other,Dependant,Non-UASC,Female,25 to 39,2
2022-06-30,2022,2,Asylum application raised,Refugee,Other,Main applicant,Non-UASC,Male,25 to 39,9
2022-06-30,2022,2,Asylum application raised,Refugee,Other,Main applicant,Non-UASC,Female,40 and over,1
2022-06-30,2022,2,Asylum application raised,Refugee,Other,Main applicant,Non-UASC,Male,40 and over,4
2022-06-30,2022,2,Asylum application raised,Refugee,Other,Main applicant,UASC,Male,17 and under,4
2022-06-30,2022,2,Asylum application raised,Russia,Europe Other,Dependant,Non-UASC,Female,25 to 39,1
2022-06-30,2022,2,Asylum application raised,Senegal,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,1
2022-06-30,2022,2,Asylum application raised,Sierra Leone,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,1
2022-06-30,2022,2,Asylum application raised,Somalia,Africa Sub-Saharan,Dependant,Non-UASC,Female,17 and under,1
2022-06-30,2022,2,Asylum application raised,Somalia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,7
2022-06-30,2022,2,Asylum application raised,Somalia,Africa Sub-Saharan,Main applicant,Non-UASC,Female,25 to 39,1
2022-06-30,2022,2,Asylum application raised,Somalia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,7
2022-06-30,2022,2,Asylum application raised,Somalia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,40 and over,1
2022-06-30,2022,2,Asylum application raised,Somalia,Africa Sub-Saharan,Main applicant,UASC,Female,17 and under,1
2022-06-30,2022,2,Asylum application raised,Somalia,Africa Sub-Saharan,Main applicant,UASC,Male,17 and under,1
2022-06-30,2022,2,Asylum application raised,South Sudan,Africa Sub-Saharan,Main applicant,Non-UASC,Male,17 and under,3
2022-06-30,2022,2,Asylum application raised,South Sudan,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,13
2022-06-30,2022,2,Asylum application raised,South Sudan,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,6
2022-06-30,2022,2,Asylum application raised,South Sudan,Africa Sub-Saharan,Main applicant,Non-UASC,Male,40 and over,1
2022-06-30,2022,2,Asylum application raised,South Sudan,Africa Sub-Saharan,Main applicant,UASC,Male,17 and under,8
2022-06-30,2022,2,Asylum application raised,Sri Lanka,Asia South,Main applicant,Non-UASC,Male,18 to 24,14
2022-06-30,2022,2,Asylum application raised,Sri Lanka,Asia South,Main applicant,Non-UASC,Male,25 to 39,21
2022-06-30,2022,2,Asylum application raised,Sri Lanka,Asia South,Main applicant,Non-UASC,Female,40 and over,1
2022-06-30,2022,2,Asylum application raised,Sri Lanka,Asia South,Main applicant,Non-UASC,Male,40 and over,9
2022-06-30,2022,2,Asylum application raised,Stateless,Other,Dependant,Non-UASC,Unknown,17 and under,2
2022-06-30,2022,2,Asylum application raised,Stateless,Other,Dependant,Non-UASC,Female,17 and under,6
2022-06-30,2022,2,Asylum application raised,Stateless,Other,Dependant,Non-UASC,Male,17 and under,12
2022-06-30,2022,2,Asylum application raised,Stateless,Other,Dependant,Non-UASC,Female,25 to 39,1
2022-06-30,2022,2,Asylum application raised,Stateless,Other,Dependant,Non-UASC,Male,25 to 39,1
2022-06-30,2022,2,Asylum application raised,Stateless,Other,Dependant,Non-UASC,Male,40 and over,1
2022-06-30,2022,2,Asylum application raised,Stateless,Other,Dependant,Non-UASC,Female,40 and over,2
2022-06-30,2022,2,Asylum application raised,Stateless,Other,Main applicant,Non-UASC,Male,17 and under,1
2022-06-30,2022,2,Asylum application raised,Stateless,Other,Main applicant,Non-UASC,Female,18 to 24,1
2022-06-30,2022,2,Asylum application raised,Stateless,Other,Main applicant,Non-UASC,Male,18 to 24,3
2022-06-30,2022,2,Asylum application raised,Stateless,Other,Main applicant,Non-UASC,Female,25 to 39,5
2022-06-30,2022,2,Asylum application raised,Stateless,Other,Main applicant,Non-UASC,Male,25 to 39,15
2022-06-30,2022,2,Asylum application raised,Stateless,Other,Main applicant,Non-UASC,Female,40 and over,1
2022-06-30,2022,2,Asylum application raised,Stateless,Other,Main applicant,Non-UASC,Male,40 and over,6
2022-06-30,2022,2,Asylum application raised,Stateless,Other,Main applicant,UASC,Male,17 and under,1
2022-06-30,2022,2,Asylum application raised,Sudan,Africa North,Dependant,Non-UASC,Male,17 and under,2
2022-06-30,2022,2,Asylum application raised,Sudan,Africa North,Dependant,Non-UASC,Unknown,17 and under,3
2022-06-30,2022,2,Asylum application raised,Sudan,Africa North,Dependant,Non-UASC,Female,17 and under,4
2022-06-30,2022,2,Asylum application raised,Sudan,Africa North,Dependant,Non-UASC,Female,18 to 24,1
2022-06-30,2022,2,Asylum application raised,Sudan,Africa North,Dependant,Non-UASC,Female,25 to 39,4
2022-06-30,2022,2,Asylum application raised,Sudan,Africa North,Main applicant,Non-UASC,Male,17 and under,4
2022-06-30,2022,2,Asylum application raised,Sudan,Africa North,Main applicant,Non-UASC,Female,18 to 24,1
2022-06-30,2022,2,Asylum application raised,Sudan,Africa North,Main applicant,Non-UASC,Male,18 to 24,102
2022-06-30,2022,2,Asylum application raised,Sudan,Africa North,Main applicant,Non-UASC,Female,25 to 39,5
2022-06-30,2022,2,Asylum application raised,Sudan,Africa North,Main applicant,Non-UASC,Male,25 to 39,135
2022-06-30,2022,2,Asylum application raised,Sudan,Africa North,Main applicant,Non-UASC,Male,40 and over,11
2022-06-30,2022,2,Asylum application raised,Sudan,Africa North,Main applicant,UASC,Female,17 and under,2
2022-06-30,2022,2,Asylum application raised,Sudan,Africa North,Main applicant,UASC,Male,17 and under,67
2022-06-30,2022,2,Asylum application raised,Sudan,Africa North,Main applicant,UASC,Male,18 to 24,1
2022-06-30,2022,2,Asylum application raised,Sudan,Africa North,Main applicant,UASC,Male,25 to 39,2
2022-06-30,2022,2,Asylum application raised,Syria,Middle East,Dependant,Non-UASC,Male,17 and under,20
2022-06-30,2022,2,Asylum application raised,Syria,Middle East,Dependant,Non-UASC,Female,17 and under,24
2022-06-30,2022,2,Asylum application raised,Syria,Middle East,Dependant,Non-UASC,Female,18 to 24,3
2022-06-30,2022,2,Asylum application raised,Syria,Middle East,Dependant,Non-UASC,Female,25 to 39,11
2022-06-30,2022,2,Asylum application raised,Syria,Middle East,Dependant,Non-UASC,Female,40 and over,2
2022-06-30,2022,2,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Male,17 and under,3
2022-06-30,2022,2,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Unknown,18 to 24,1
2022-06-30,2022,2,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Female,18 to 24,2
2022-06-30,2022,2,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Male,18 to 24,156
2022-06-30,2022,2,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Female,25 to 39,2
2022-06-30,2022,2,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Male,25 to 39,173
2022-06-30,2022,2,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Female,40 and over,5
2022-06-30,2022,2,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Male,40 and over,22
2022-06-30,2022,2,Asylum application raised,Syria,Middle East,Main applicant,UASC,Male,17 and under,36
2022-06-30,2022,2,Asylum application raised,Tajikistan,Asia Central,Dependant,Non-UASC,Male,17 and under,2
2022-06-30,2022,2,Asylum application raised,Tajikistan,Asia Central,Main applicant,Non-UASC,Male,18 to 24,1
2022-06-30,2022,2,Asylum application raised,Tajikistan,Asia Central,Main applicant,Non-UASC,Male,25 to 39,1
2022-06-30,2022,2,Asylum application raised,Tunisia,Africa North,Dependant,Non-UASC,Male,17 and under,1
2022-06-30,2022,2,Asylum application raised,Tunisia,Africa North,Main applicant,Non-UASC,Male,18 to 24,1
2022-06-30,2022,2,Asylum application raised,Tunisia,Africa North,Main applicant,Non-UASC,Female,25 to 39,1
2022-06-30,2022,2,Asylum application raised,Tunisia,Africa North,Main applicant,Non-UASC,Male,25 to 39,7
2022-06-30,2022,2,Asylum application raised,Tunisia,Africa North,Main applicant,UASC,Male,18 to 24,1
2022-06-30,2022,2,Asylum application raised,Turkey,Europe Other,Dependant,Non-UASC,Female,17 and under,1
2022-06-30,2022,2,Asylum application raised,Turkey,Europe Other,Dependant,Non-UASC,Male,17 and under,3
2022-06-30,2022,2,Asylum application raised,Turkey,Europe Other,Dependant,Non-UASC,Female,18 to 24,1
2022-06-30,2022,2,Asylum application raised,Turkey,Europe Other,Dependant,Non-UASC,Female,25 to 39,1
2022-06-30,2022,2,Asylum application raised,Turkey,Europe Other,Main applicant,Non-UASC,Unknown,18 to 24,1
2022-06-30,2022,2,Asylum application raised,Turkey,Europe Other,Main applicant,Non-UASC,Male,18 to 24,72
2022-06-30,2022,2,Asylum application raised,Turkey,Europe Other,Main applicant,Non-UASC,Male,25 to 39,60
2022-06-30,2022,2,Asylum application raised,Turkey,Europe Other,Main applicant,Non-UASC,Male,40 and over,20
2022-06-30,2022,2,Asylum application raised,Turkey,Europe Other,Main applicant,UASC,Male,17 and under,17
2022-06-30,2022,2,Asylum application raised,Turkey,Europe Other,Main applicant,UASC,Male,25 to 39,1
2022-06-30,2022,2,Asylum application raised,Ukraine,Europe Other,Main applicant,Non-UASC,Male,40 and over,1
2022-06-30,2022,2,Asylum application raised,Vietnam,Asia South East,Dependant,Non-UASC,Female,18 to 24,1
2022-06-30,2022,2,Asylum application raised,Vietnam,Asia South East,Dependant,Non-UASC,Male,25 to 39,1
2022-06-30,2022,2,Asylum application raised,Vietnam,Asia South East,Dependant,Non-UASC,Female,25 to 39,6
2022-06-30,2022,2,Asylum application raised,Vietnam,Asia South East,Main applicant,Non-UASC,Male,17 and under,2
2022-06-30,2022,2,Asylum application raised,Vietnam,Asia South East,Main applicant,Non-UASC,Unknown,18 to 24,2
2022-06-30,2022,2,Asylum application raised,Vietnam,Asia South East,Main applicant,Non-UASC,Female,18 to 24,17
2022-06-30,2022,2,Asylum application raised,Vietnam,Asia South East,Main applicant,Non-UASC,Male,18 to 24,48
2022-06-30,2022,2,Asylum application raised,Vietnam,Asia South East,Main applicant,Non-UASC,Unknown,25 to 39,1
2022-06-30,2022,2,Asylum application raised,Vietnam,Asia South East,Main applicant,Non-UASC,Female,25 to 39,20
2022-06-30,2022,2,Asylum application raised,Vietnam,Asia South East,Main applicant,Non-UASC,Male,25 to 39,104
2022-06-30,2022,2,Asylum application raised,Vietnam,Asia South East,Main applicant,Non-UASC,Unknown,40 and over,2
2022-06-30,2022,2,Asylum application raised,Vietnam,Asia South East,Main applicant,Non-UASC,Female,40 and over,4
2022-06-30,2022,2,Asylum application raised,Vietnam,Asia South East,Main applicant,Non-UASC,Male,40 and over,16
2022-06-30,2022,2,Asylum application raised,Vietnam,Asia South East,Main applicant,UASC,Female,17 and under,4
2022-06-30,2022,2,Asylum application raised,Vietnam,Asia South East,Main applicant,UASC,Male,17 and under,7
2022-06-30,2022,2,Asylum application raised,Vietnam,Asia South East,Main applicant,UASC,Male,18 to 24,2
2022-06-30,2022,2,Asylum application raised,Western Sahara,Africa North,Main applicant,Non-UASC,Male,25 to 39,1
2022-06-30,2022,2,Asylum application raised,Yemen,Middle East,Dependant,Non-UASC,Female,17 and under,1
2022-06-30,2022,2,Asylum application raised,Yemen,Middle East,Dependant,Non-UASC,Male,17 and under,4
2022-06-30,2022,2,Asylum application raised,Yemen,Middle East,Dependant,Non-UASC,Female,18 to 24,1
2022-06-30,2022,2,Asylum application raised,Yemen,Middle East,Main applicant,Non-UASC,Male,18 to 24,3
2022-06-30,2022,2,Asylum application raised,Yemen,Middle East,Main applicant,Non-UASC,Female,25 to 39,3
2022-06-30,2022,2,Asylum application raised,Yemen,Middle East,Main applicant,Non-UASC,Male,25 to 39,20
2022-06-30,2022,2,Asylum application raised,Yemen,Middle East,Main applicant,Non-UASC,Male,40 and over,2
2022-06-30,2022,2,No asylum application raised,Afghanistan,Asia Central,N/A - No asylum application,Non-UASC,Male,17 and under,6
2022-06-30,2022,2,No asylum application raised,Afghanistan,Asia Central,N/A - No asylum application,Non-UASC,Male,18 to 24,11
2022-06-30,2022,2,No asylum application raised,Afghanistan,Asia Central,N/A - No asylum application,Non-UASC,Male,25 to 39,24
2022-06-30,2022,2,No asylum application raised,Afghanistan,Asia Central,N/A - No asylum application,Non-UASC,Male,40 and over,1
2022-06-30,2022,2,No asylum application raised,Albania,Europe Other,N/A - No asylum application,Non-UASC,Male,17 and under,25
2022-06-30,2022,2,No asylum application raised,Albania,Europe Other,N/A - No asylum application,Non-UASC,Male,18 to 24,12
2022-06-30,2022,2,No asylum application raised,Albania,Europe Other,N/A - No asylum application,Non-UASC,Male,25 to 39,20
2022-06-30,2022,2,No asylum application raised,Albania,Europe Other,N/A - No asylum application,Non-UASC,Male,40 and over,3
2022-06-30,2022,2,No asylum application raised,Egypt,Africa North,N/A - No asylum application,Non-UASC,Male,18 to 24,4
2022-06-30,2022,2,No asylum application raised,Egypt,Africa North,N/A - No asylum application,Non-UASC,Male,25 to 39,3
2022-06-30,2022,2,No asylum application raised,Eritrea,Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Male,17 and under,2
2022-06-30,2022,2,No asylum application raised,Eritrea,Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Male,18 to 24,2
2022-06-30,2022,2,No asylum application raised,Eritrea,Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Male,25 to 39,1
2022-06-30,2022,2,No asylum application raised,India,Asia South,N/A - No asylum application,Non-UASC,Male,25 to 39,1
2022-06-30,2022,2,No asylum application raised,Iran,Middle East,N/A - No asylum application,Non-UASC,Unknown,17 and under,5
2022-06-30,2022,2,No asylum application raised,Iran,Middle East,N/A - No asylum application,Non-UASC,Male,17 and under,6
2022-06-30,2022,2,No asylum application raised,Iran,Middle East,N/A - No asylum application,Non-UASC,Male,18 to 24,2
2022-06-30,2022,2,No asylum application raised,Iran,Middle East,N/A - No asylum application,Non-UASC,Female,25 to 39,3
2022-06-30,2022,2,No asylum application raised,Iran,Middle East,N/A - No asylum application,Non-UASC,Male,25 to 39,5
2022-06-30,2022,2,No asylum application raised,Iran,Middle East,N/A - No asylum application,Non-UASC,Male,40 and over,1
2022-06-30,2022,2,No asylum application raised,Iraq,Middle East,N/A - No asylum application,Non-UASC,Male,17 and under,1
2022-06-30,2022,2,No asylum application raised,Iraq,Middle East,N/A - No asylum application,Non-UASC,Unknown,17 and under,3
2022-06-30,2022,2,No asylum application raised,Iraq,Middle East,N/A - No asylum application,Non-UASC,Female,18 to 24,1
