Date,Year,Quarter,Nationality,Region,Outcome,Sex,Appeals determined
2015-04-01,2015,2,Stateless,Other,Allowed,Male,1
2015-04-01,2015,2,Stateless,Other,Dismissed,Female,2
2015-04-01,2015,2,Stateless,Other,Dismissed,Male,6
2015-04-01,2015,2,Stateless,Other,Withdrawn,Male,1
2015-04-01,2015,2,Sudan,Africa North,Allowed,Female,5
2015-04-01,2015,2,Sudan,Africa North,Allowed,Male,10
2015-04-01,2015,2,Sudan,Africa North,Dismissed,Male,17
2015-04-01,2015,2,Sudan,Africa North,Withdrawn,Male,6
2015-04-01,2015,2,Syria,Middle East,Allowed,Male,6
2015-04-01,2015,2,Syria,Middle East,Dismissed,Female,1
2015-04-01,2015,2,Syria,Middle East,Dismissed,Male,15
2015-04-01,2015,2,Syria,Middle East,Withdrawn,Male,1
2015-04-01,2015,2,Tanzania,Africa Sub-Saharan,Dismissed,Female,5
2015-04-01,2015,2,Tanzania,Africa Sub-Saharan,Dismissed,Male,1
2015-04-01,2015,2,Togo,Africa Sub-Saharan,Allowed,Female,1
2015-04-01,2015,2,Trinidad and Tobago,America Central and South,Allowed,Female,1
2015-04-01,2015,2,Trinidad and Tobago,America Central and South,Allowed,Male,1
2015-04-01,2015,2,Trinidad and Tobago,America Central and South,Dismissed,Male,1
2015-04-01,2015,2,Tunisia,Africa North,Allowed,Female,1
2015-04-01,2015,2,Tunisia,Africa North,Dismissed,Male,4
2015-04-01,2015,2,Turkey,Europe Other,Allowed,Female,3
2015-04-01,2015,2,Turkey,Europe Other,Allowed,Male,17
2015-04-01,2015,2,Turkey,Europe Other,Dismissed,Female,6
2015-04-01,2015,2,Turkey,Europe Other,Dismissed,Male,21
2015-04-01,2015,2,Turkey,Europe Other,Withdrawn,Female,2
2015-04-01,2015,2,Uganda,Africa Sub-Saharan,Allowed,Female,5
2015-04-01,2015,2,Uganda,Africa Sub-Saharan,Allowed,Male,2
2015-04-01,2015,2,Uganda,Africa Sub-Saharan,Dismissed,Female,9
2015-04-01,2015,2,Uganda,Africa Sub-Saharan,Dismissed,Male,5
2015-04-01,2015,2,Uganda,Africa Sub-Saharan,Withdrawn,Female,1
2015-04-01,2015,2,Ukraine,Europe Other,Allowed,Female,3
2015-04-01,2015,2,Ukraine,Europe Other,Allowed,Male,2
2015-04-01,2015,2,Ukraine,Europe Other,Dismissed,Female,1
2015-04-01,2015,2,Ukraine,Europe Other,Withdrawn,Female,1
2015-04-01,2015,2,Uzbekistan,Asia Central,Allowed,Male,1
2015-04-01,2015,2,Uzbekistan,Asia Central,Dismissed,Male,1
2015-04-01,2015,2,Venezuela,America Central and South,Allowed,Male,1
2015-04-01,2015,2,Venezuela,America Central and South,Dismissed,Female,2
2015-04-01,2015,2,Venezuela,America Central and South,Dismissed,Male,2
2015-04-01,2015,2,Vietnam,Asia South East,Allowed,Female,3
2015-04-01,2015,2,Vietnam,Asia South East,Allowed,Male,4
2015-04-01,2015,2,Vietnam,Asia South East,Dismissed,Female,9
2015-04-01,2015,2,Vietnam,Asia South East,Dismissed,Male,19
2015-04-01,2015,2,Vietnam,Asia South East,Withdrawn,Female,2
2015-04-01,2015,2,Western Sahara,Africa North,Dismissed,Male,1
2015-04-01,2015,2,Yemen,Middle East,Allowed,Female,3
2015-04-01,2015,2,Yemen,Middle East,Allowed,Male,2
2015-04-01,2015,2,Yemen,Middle East,Dismissed,Female,1
2015-04-01,2015,2,Yemen,Middle East,Dismissed,Male,1
2015-04-01,2015,2,Yemen,Middle East,Withdrawn,Male,1
2015-04-01,2015,2,Zambia,Africa Sub-Saharan,Dismissed,Female,3
2015-04-01,2015,2,Zambia,Africa Sub-Saharan,Withdrawn,Female,1
2015-04-01,2015,2,Zimbabwe,Africa Sub-Saharan,Allowed,Female,9
2015-04-01,2015,2,Zimbabwe,Africa Sub-Saharan,Allowed,Male,7
2015-04-01,2015,2,Zimbabwe,Africa Sub-Saharan,Dismissed,Female,32
2015-04-01,2015,2,Zimbabwe,Africa Sub-Saharan,Dismissed,Male,19
2015-04-01,2015,2,Zimbabwe,Africa Sub-Saharan,Withdrawn,Female,3
2015-04-01,2015,2,Zimbabwe,Africa Sub-Saharan,Withdrawn,Male,1
2015-07-01,2015,3,Afghanistan,Asia Central,Allowed,Female,13
2015-07-01,2015,3,Afghanistan,Asia Central,Allowed,Male,70
2015-07-01,2015,3,Afghanistan,Asia Central,Dismissed,Female,5
2015-07-01,2015,3,Afghanistan,Asia Central,Dismissed,Male,48
2015-07-01,2015,3,Afghanistan,Asia Central,Withdrawn,Female,3
2015-07-01,2015,3,Afghanistan,Asia Central,Withdrawn,Male,6
2015-07-01,2015,3,Albania,Europe Other,Allowed,Female,23
2015-07-01,2015,3,Albania,Europe Other,Allowed,Male,10
2015-07-01,2015,3,Albania,Europe Other,Dismissed,Female,27
2015-07-01,2015,3,Albania,Europe Other,Dismissed,Male,45
2015-07-01,2015,3,Albania,Europe Other,Withdrawn,Female,6
2015-07-01,2015,3,Albania,Europe Other,Withdrawn,Male,2
2015-07-01,2015,3,Algeria,Africa North,Allowed,Male,2
2015-07-01,2015,3,Algeria,Africa North,Dismissed,Female,2
2015-07-01,2015,3,Algeria,Africa North,Dismissed,Male,10
2015-07-01,2015,3,Angola,Africa Sub-Saharan,Allowed,Female,1
2015-07-01,2015,3,Angola,Africa Sub-Saharan,Dismissed,Female,1
2015-07-01,2015,3,Angola,Africa Sub-Saharan,Dismissed,Male,3
2015-07-01,2015,3,Angola,Africa Sub-Saharan,Withdrawn,Male,1
2015-07-01,2015,3,Armenia,Europe Other,Allowed,Male,1
2015-07-01,2015,3,Armenia,Europe Other,Dismissed,Male,1
2015-07-01,2015,3,Armenia,Europe Other,Withdrawn,Male,1
2015-07-01,2015,3,Azerbaijan,Europe Other,Dismissed,Male,2
2015-07-01,2015,3,Bangladesh,Asia South,Allowed,Female,8
2015-07-01,2015,3,Bangladesh,Asia South,Allowed,Male,11
2015-07-01,2015,3,Bangladesh,Asia South,Dismissed,Female,16
2015-07-01,2015,3,Bangladesh,Asia South,Dismissed,Male,57
2015-07-01,2015,3,Bangladesh,Asia South,Withdrawn,Female,1
2015-07-01,2015,3,Bangladesh,Asia South,Withdrawn,Male,7
2015-07-01,2015,3,Belarus,Europe Other,Allowed,Male,1
2015-07-01,2015,3,Belarus,Europe Other,Dismissed,Female,1
2015-07-01,2015,3,Benin,Africa Sub-Saharan,Dismissed,Female,1
2015-07-01,2015,3,Botswana,Africa Sub-Saharan,Dismissed,Female,1
2015-07-01,2015,3,Burkina,Africa Sub-Saharan,Dismissed,Female,1
2015-07-01,2015,3,Burkina,Africa Sub-Saharan,Dismissed,Male,1
2015-07-01,2015,3,Burma,Asia South East,Allowed,Female,1
2015-07-01,2015,3,Burma,Asia South East,Allowed,Male,4
2015-07-01,2015,3,Burma,Asia South East,Dismissed,Female,1
2015-07-01,2015,3,Burma,Asia South East,Dismissed,Male,12
2015-07-01,2015,3,Burma,Asia South East,Withdrawn,Male,1
2015-07-01,2015,3,Cameroon,Africa Sub-Saharan,Allowed,Female,1
2015-07-01,2015,3,Cameroon,Africa Sub-Saharan,Allowed,Male,2
2015-07-01,2015,3,Cameroon,Africa Sub-Saharan,Dismissed,Female,6
2015-07-01,2015,3,Cameroon,Africa Sub-Saharan,Dismissed,Male,2
2015-07-01,2015,3,Chad,Africa Sub-Saharan,Allowed,Male,1
2015-07-01,2015,3,China,Asia East,Allowed,Female,5
2015-07-01,2015,3,China,Asia East,Allowed,Male,5
2015-07-01,2015,3,China,Asia East,Dismissed,Female,50
2015-07-01,2015,3,China,Asia East,Dismissed,Male,38
2015-07-01,2015,3,China,Asia East,Withdrawn,Female,2
2015-07-01,2015,3,China,Asia East,Withdrawn,Male,4
2015-07-01,2015,3,Colombia,America Central and South,Dismissed,Male,1
2015-07-01,2015,3,Congo,Africa Sub-Saharan,Dismissed,Female,2
2015-07-01,2015,3,Congo,Africa Sub-Saharan,Dismissed,Male,4
2015-07-01,2015,3,Congo (Democratic Republic),Africa Sub-Saharan,Allowed,Female,8
2015-07-01,2015,3,Congo (Democratic Republic),Africa Sub-Saharan,Allowed,Male,10
2015-07-01,2015,3,Congo (Democratic Republic),Africa Sub-Saharan,Dismissed,Female,17
2015-07-01,2015,3,Congo (Democratic Republic),Africa Sub-Saharan,Dismissed,Male,13
2015-07-01,2015,3,Congo (Democratic Republic),Africa Sub-Saharan,Withdrawn,Male,1
2015-07-01,2015,3,Egypt,Africa North,Allowed,Female,3
2015-07-01,2015,3,Egypt,Africa North,Allowed,Male,8
2015-07-01,2015,3,Egypt,Africa North,Dismissed,Female,2
2015-07-01,2015,3,Egypt,Africa North,Dismissed,Male,15
2015-07-01,2015,3,Egypt,Africa North,Withdrawn,Male,2
2015-07-01,2015,3,El Salvador,America Central and South,Allowed,Male,3
2015-07-01,2015,3,El Salvador,America Central and South,Dismissed,Female,2
2015-07-01,2015,3,El Salvador,America Central and South,Dismissed,Male,4
2015-07-01,2015,3,Equatorial Guinea,Africa Sub-Saharan,Dismissed,Male,1
2015-07-01,2015,3,Eritrea,Africa Sub-Saharan,Allowed,Female,31
2015-07-01,2015,3,Eritrea,Africa Sub-Saharan,Allowed,Male,149
2015-07-01,2015,3,Eritrea,Africa Sub-Saharan,Dismissed,Female,7
2015-07-01,2015,3,Eritrea,Africa Sub-Saharan,Dismissed,Male,17
2015-07-01,2015,3,Eritrea,Africa Sub-Saharan,Withdrawn,Female,1
2015-07-01,2015,3,Eritrea,Africa Sub-Saharan,Withdrawn,Male,4
2015-07-01,2015,3,Ethiopia,Africa Sub-Saharan,Allowed,Female,2
2015-07-01,2015,3,Ethiopia,Africa Sub-Saharan,Allowed,Male,6
2015-07-01,2015,3,Ethiopia,Africa Sub-Saharan,Dismissed,Female,7
2015-07-01,2015,3,Ethiopia,Africa Sub-Saharan,Dismissed,Male,9
2015-07-01,2015,3,Ethiopia,Africa Sub-Saharan,Withdrawn,Female,1
2015-07-01,2015,3,Fiji,Oceania,Dismissed,Male,1
2015-07-01,2015,3,Former Yugoslavia,Europe Other,Withdrawn,Male,1
2015-07-01,2015,3,"Gambia, The",Africa Sub-Saharan,Allowed,Female,5
2015-07-01,2015,3,"Gambia, The",Africa Sub-Saharan,Allowed,Male,2
2015-07-01,2015,3,"Gambia, The",Africa Sub-Saharan,Dismissed,Female,15
2015-07-01,2015,3,"Gambia, The",Africa Sub-Saharan,Dismissed,Male,12
2015-07-01,2015,3,"Gambia, The",Africa Sub-Saharan,Withdrawn,Female,2
2015-07-01,2015,3,Georgia,Europe Other,Dismissed,Female,1
2015-07-01,2015,3,Georgia,Europe Other,Dismissed,Male,3
2015-07-01,2015,3,Ghana,Africa Sub-Saharan,Allowed,Female,1
2015-07-01,2015,3,Ghana,Africa Sub-Saharan,Allowed,Male,2
2015-07-01,2015,3,Ghana,Africa Sub-Saharan,Dismissed,Female,2
2015-07-01,2015,3,Ghana,Africa Sub-Saharan,Dismissed,Male,6
2015-07-01,2015,3,Ghana,Africa Sub-Saharan,Withdrawn,Male,2
2015-07-01,2015,3,Guinea,Africa Sub-Saharan,Allowed,Female,1
2015-07-01,2015,3,Guinea,Africa Sub-Saharan,Allowed,Male,2
2015-07-01,2015,3,Guinea,Africa Sub-Saharan,Dismissed,Female,1
2015-07-01,2015,3,Honduras,America Central and South,Allowed,Female,2
2015-07-01,2015,3,Honduras,America Central and South,Allowed,Male,1
2015-07-01,2015,3,Honduras,America Central and South,Dismissed,Female,1
2015-07-01,2015,3,India,Asia South,Allowed,Female,8
2015-07-01,2015,3,India,Asia South,Dismissed,Female,10
2015-07-01,2015,3,India,Asia South,Dismissed,Male,19
2015-07-01,2015,3,India,Asia South,Withdrawn,Female,1
2015-07-01,2015,3,Indonesia,Asia South East,Allowed,Male,1
2015-07-01,2015,3,Indonesia,Asia South East,Dismissed,Female,6
2015-07-01,2015,3,Iran,Middle East,Allowed,Female,23
2015-07-01,2015,3,Iran,Middle East,Allowed,Male,67
2015-07-01,2015,3,Iran,Middle East,Dismissed,Female,22
2015-07-01,2015,3,Iran,Middle East,Dismissed,Male,93
2015-07-01,2015,3,Iran,Middle East,Withdrawn,Female,3
2015-07-01,2015,3,Iran,Middle East,Withdrawn,Male,4
2015-07-01,2015,3,Iraq,Middle East,Allowed,Female,7
2015-07-01,2015,3,Iraq,Middle East,Allowed,Male,14
2015-07-01,2015,3,Iraq,Middle East,Dismissed,Female,14
2015-07-01,2015,3,Iraq,Middle East,Dismissed,Male,37
2015-07-01,2015,3,Iraq,Middle East,Withdrawn,Female,3
2015-07-01,2015,3,Iraq,Middle East,Withdrawn,Male,1
2015-07-01,2015,3,Israel,Middle East,Dismissed,Male,2
2015-07-01,2015,3,Ivory Coast,Africa Sub-Saharan,Allowed,Female,2
2015-07-01,2015,3,Ivory Coast,Africa Sub-Saharan,Dismissed,Female,2
2015-07-01,2015,3,Jamaica,America Central and South,Allowed,Female,3
2015-07-01,2015,3,Jamaica,America Central and South,Allowed,Male,2
2015-07-01,2015,3,Jamaica,America Central and South,Dismissed,Male,7
2015-07-01,2015,3,Jamaica,America Central and South,Withdrawn,Male,1
2015-07-01,2015,3,Jordan,Middle East,Dismissed,Male,1
2015-07-01,2015,3,Kazakhstan,Asia Central,Withdrawn,Male,1
2015-07-01,2015,3,Kenya,Africa Sub-Saharan,Allowed,Female,3
2015-07-01,2015,3,Kenya,Africa Sub-Saharan,Dismissed,Female,3
2015-07-01,2015,3,Kenya,Africa Sub-Saharan,Dismissed,Male,2
2015-07-01,2015,3,Korea (North),Asia East,Allowed,Male,1
2015-07-01,2015,3,Korea (North),Asia East,Dismissed,Male,1
2015-07-01,2015,3,Korea (South),Asia East,Allowed,Female,1
2015-07-01,2015,3,Kosovo,Europe Other,Allowed,Female,1
2015-07-01,2015,3,Kosovo,Europe Other,Dismissed,Female,1
2015-07-01,2015,3,Kuwait,Middle East,Dismissed,Male,2
2015-07-01,2015,3,Lebanon,Middle East,Allowed,Female,2
2015-07-01,2015,3,Lebanon,Middle East,Dismissed,Female,1
2015-07-01,2015,3,Lebanon,Middle East,Dismissed,Male,1
2015-07-01,2015,3,Lebanon,Middle East,Withdrawn,Male,1
2015-07-01,2015,3,Liberia,Africa Sub-Saharan,Dismissed,Female,1
2015-07-01,2015,3,Libya,Africa North,Allowed,Female,4
2015-07-01,2015,3,Libya,Africa North,Allowed,Male,21
2015-07-01,2015,3,Libya,Africa North,Dismissed,Female,5
2015-07-01,2015,3,Libya,Africa North,Dismissed,Male,22
2015-07-01,2015,3,Libya,Africa North,Withdrawn,Female,1
2015-07-01,2015,3,Libya,Africa North,Withdrawn,Male,2
2015-07-01,2015,3,Malawi,Africa Sub-Saharan,Allowed,Female,1
2015-07-01,2015,3,Malawi,Africa Sub-Saharan,Allowed,Male,1
2015-07-01,2015,3,Malawi,Africa Sub-Saharan,Dismissed,Female,9
2015-07-01,2015,3,Malawi,Africa Sub-Saharan,Dismissed,Male,4
2015-07-01,2015,3,Malaysia,Asia South East,Dismissed,Male,1
2015-07-01,2015,3,Mali,Africa Sub-Saharan,Withdrawn,Male,1
2015-07-01,2015,3,Mauritania,Africa North,Allowed,Male,1
2015-07-01,2015,3,Mexico,America Central and South,Dismissed,Female,1
2015-07-01,2015,3,Mongolia,Asia East,Dismissed,Female,1
2015-07-01,2015,3,Morocco,Africa North,Allowed,Male,2
2015-07-01,2015,3,Morocco,Africa North,Dismissed,Male,2
2015-07-01,2015,3,Morocco,Africa North,Withdrawn,Male,2
2015-07-01,2015,3,Mozambique,Africa Sub-Saharan,Dismissed,Male,1
2015-07-01,2015,3,Nepal,Asia South,Dismissed,Female,1
2015-07-01,2015,3,Nepal,Asia South,Dismissed,Male,3
2015-07-01,2015,3,Nepal,Asia South,Withdrawn,Female,1
2015-07-01,2015,3,Nigeria,Africa Sub-Saharan,Allowed,Female,12
2015-07-01,2015,3,Nigeria,Africa Sub-Saharan,Allowed,Male,4
2015-07-01,2015,3,Nigeria,Africa Sub-Saharan,Dismissed,Female,45
2015-07-01,2015,3,Nigeria,Africa Sub-Saharan,Dismissed,Male,28
2015-07-01,2015,3,Nigeria,Africa Sub-Saharan,Withdrawn,Female,1
2015-07-01,2015,3,Nigeria,Africa Sub-Saharan,Withdrawn,Male,1
2015-07-01,2015,3,Occupied Palestinian Territories,Middle East,Allowed,Female,1
2015-07-01,2015,3,Occupied Palestinian Territories,Middle East,Allowed,Male,5
2015-07-01,2015,3,Occupied Palestinian Territories,Middle East,Dismissed,Female,1
2015-07-01,2015,3,Occupied Palestinian Territories,Middle East,Dismissed,Male,8
2015-07-01,2015,3,Occupied Palestinian Territories,Middle East,Withdrawn,Male,2
2015-07-01,2015,3,Oman,Middle East,Allowed,Male,1
2015-07-01,2015,3,Other and unknown,Other,Dismissed,Male,1
2015-07-01,2015,3,Pakistan,Asia South,Allowed,Female,39
2015-07-01,2015,3,Pakistan,Asia South,Allowed,Male,50
2015-07-01,2015,3,Pakistan,Asia South,Dismissed,Female,86
2015-07-01,2015,3,Pakistan,Asia South,Dismissed,Male,143
2015-07-01,2015,3,Pakistan,Asia South,Withdrawn,Female,9
2015-07-01,2015,3,Pakistan,Asia South,Withdrawn,Male,11
2015-07-01,2015,3,Philippines,Asia South East,Allowed,Female,1
2015-07-01,2015,3,Philippines,Asia South East,Dismissed,Female,1
2015-07-01,2015,3,Philippines,Asia South East,Withdrawn,Female,1
2015-07-01,2015,3,Poland,EU 8,Dismissed,Male,1
2015-07-01,2015,3,Refugee,Other,Allowed,Female,1
2015-07-01,2015,3,Refugee,Other,Allowed,Male,8
2015-07-01,2015,3,Refugee,Other,Dismissed,Male,1
2015-07-01,2015,3,Refugee,Other,Withdrawn,Male,1
2015-07-01,2015,3,Russia,Europe Other,Allowed,Female,2
2015-07-01,2015,3,Russia,Europe Other,Allowed,Male,4
2015-07-01,2015,3,Russia,Europe Other,Dismissed,Female,4
2015-07-01,2015,3,Russia,Europe Other,Dismissed,Male,3
2015-07-01,2015,3,Russia,Europe Other,Withdrawn,Male,1
2015-07-01,2015,3,Rwanda,Africa Sub-Saharan,Dismissed,Male,2
2015-07-01,2015,3,Saudi Arabia,Middle East,Allowed,Male,1
2015-07-01,2015,3,Senegal,Africa Sub-Saharan,Allowed,Male,1
2015-07-01,2015,3,Senegal,Africa Sub-Saharan,Dismissed,Female,1
2015-07-01,2015,3,Senegal,Africa Sub-Saharan,Dismissed,Male,4
2015-07-01,2015,3,Senegal,Africa Sub-Saharan,Withdrawn,Female,1
2015-07-01,2015,3,Sierra Leone,Africa Sub-Saharan,Allowed,Female,1
2015-07-01,2015,3,Sierra Leone,Africa Sub-Saharan,Allowed,Male,3
2015-07-01,2015,3,Sierra Leone,Africa Sub-Saharan,Dismissed,Female,4
2015-07-01,2015,3,Sierra Leone,Africa Sub-Saharan,Withdrawn,Female,1
2015-07-01,2015,3,Singapore,Asia South East,Dismissed,Male,1
2015-07-01,2015,3,Somalia,Africa Sub-Saharan,Allowed,Female,6
2015-07-01,2015,3,Somalia,Africa Sub-Saharan,Allowed,Male,9
2015-07-01,2015,3,Somalia,Africa Sub-Saharan,Dismissed,Female,14
2015-07-01,2015,3,Somalia,Africa Sub-Saharan,Dismissed,Male,13
2015-07-01,2015,3,Somalia,Africa Sub-Saharan,Withdrawn,Male,1
2015-07-01,2015,3,South Africa,Africa Sub-Saharan,Dismissed,Female,1
2015-07-01,2015,3,Sri Lanka,Asia South,Allowed,Female,23
2015-07-01,2015,3,Sri Lanka,Asia South,Allowed,Male,122
2015-07-01,2015,3,Sri Lanka,Asia South,Dismissed,Female,27
2015-07-01,2015,3,Sri Lanka,Asia South,Dismissed,Male,165
2015-07-01,2015,3,Sri Lanka,Asia South,Withdrawn,Female,3
2015-07-01,2015,3,Sri Lanka,Asia South,Withdrawn,Male,11
2015-07-01,2015,3,St. Lucia,America Central and South,Allowed,Male,1
2015-07-01,2015,3,St. Vincent and the Grenadines,America Central and South,Dismissed,Male,1
2015-07-01,2015,3,Stateless,Other,Allowed,Female,2
2015-07-01,2015,3,Stateless,Other,Dismissed,Female,1
2015-07-01,2015,3,Stateless,Other,Dismissed,Male,3
2015-07-01,2015,3,Stateless,Other,Withdrawn,Male,1
2015-07-01,2015,3,Sudan,Africa North,Allowed,Female,1
2015-07-01,2015,3,Sudan,Africa North,Allowed,Male,15
2015-07-01,2015,3,Sudan,Africa North,Dismissed,Female,1
2015-07-01,2015,3,Sudan,Africa North,Dismissed,Male,12
2015-07-01,2015,3,Sudan,Africa North,Withdrawn,Female,1
2015-07-01,2015,3,Sudan,Africa North,Withdrawn,Male,1
2015-07-01,2015,3,Syria,Middle East,Allowed,Female,3
2015-07-01,2015,3,Syria,Middle East,Allowed,Male,5
2015-07-01,2015,3,Syria,Middle East,Dismissed,Male,14
2015-07-01,2015,3,Tanzania,Africa Sub-Saharan,Allowed,Male,2
2015-07-01,2015,3,Tanzania,Africa Sub-Saharan,Dismissed,Female,1
2015-07-01,2015,3,Togo,Africa Sub-Saharan,Dismissed,Male,1
2015-07-01,2015,3,Trinidad and Tobago,America Central and South,Allowed,Male,1
2015-07-01,2015,3,Trinidad and Tobago,America Central and South,Dismissed,Female,1
2015-07-01,2015,3,Trinidad and Tobago,America Central and South,Dismissed,Male,2
2015-07-01,2015,3,Tunisia,Africa North,Allowed,Female,1
2015-07-01,2015,3,Tunisia,Africa North,Dismissed,Male,2
2015-07-01,2015,3,Turkey,Europe Other,Allowed,Female,6
2015-07-01,2015,3,Turkey,Europe Other,Allowed,Male,13
2015-07-01,2015,3,Turkey,Europe Other,Dismissed,Female,6
2015-07-01,2015,3,Turkey,Europe Other,Dismissed,Male,29
2015-07-01,2015,3,Turkey,Europe Other,Withdrawn,Female,1
2015-07-01,2015,3,Turkey,Europe Other,Withdrawn,Male,1
2015-07-01,2015,3,Uganda,Africa Sub-Saharan,Allowed,Female,8
2015-07-01,2015,3,Uganda,Africa Sub-Saharan,Allowed,Male,5
2015-07-01,2015,3,Uganda,Africa Sub-Saharan,Dismissed,Female,3
2015-07-01,2015,3,Uganda,Africa Sub-Saharan,Dismissed,Male,5
2015-07-01,2015,3,Uganda,Africa Sub-Saharan,Withdrawn,Male,1
2015-07-01,2015,3,Ukraine,Europe Other,Allowed,Female,2
2015-07-01,2015,3,Ukraine,Europe Other,Allowed,Male,3
2015-07-01,2015,3,Ukraine,Europe Other,Dismissed,Male,5
2015-07-01,2015,3,United States,America North,Dismissed,Male,1
2015-07-01,2015,3,Uzbekistan,Asia Central,Allowed,Female,2
2015-07-01,2015,3,Uzbekistan,Asia Central,Allowed,Male,2
2015-07-01,2015,3,Uzbekistan,Asia Central,Dismissed,Female,1
2015-07-01,2015,3,Uzbekistan,Asia Central,Dismissed,Male,1
2015-07-01,2015,3,Venezuela,America Central and South,Dismissed,Female,1
2015-07-01,2015,3,Vietnam,Asia South East,Allowed,Female,5
2015-07-01,2015,3,Vietnam,Asia South East,Allowed,Male,11
2015-07-01,2015,3,Vietnam,Asia South East,Dismissed,Female,3
2015-07-01,2015,3,Vietnam,Asia South East,Dismissed,Male,12
2015-07-01,2015,3,Vietnam,Asia South East,Withdrawn,Female,3
2015-07-01,2015,3,Vietnam,Asia South East,Withdrawn,Male,1
2015-07-01,2015,3,Yemen,Middle East,Allowed,Female,3
2015-07-01,2015,3,Yemen,Middle East,Allowed,Male,6
2015-07-01,2015,3,Yemen,Middle East,Dismissed,Female,2
2015-07-01,2015,3,Yemen,Middle East,Dismissed,Male,2
2015-07-01,2015,3,Zambia,Africa Sub-Saharan,Allowed,Female,3
2015-07-01,2015,3,Zambia,Africa Sub-Saharan,Dismissed,Female,2
2015-07-01,2015,3,Zimbabwe,Africa Sub-Saharan,Allowed,Female,12
2015-07-01,2015,3,Zimbabwe,Africa Sub-Saharan,Allowed,Male,6
2015-07-01,2015,3,Zimbabwe,Africa Sub-Saharan,Dismissed,Female,40
2015-07-01,2015,3,Zimbabwe,Africa Sub-Saharan,Dismissed,Male,23
2015-07-01,2015,3,Zimbabwe,Africa Sub-Saharan,Withdrawn,Female,2
2015-10-01,2015,4,Afghanistan,Asia Central,Allowed,Female,6
2015-10-01,2015,4,Afghanistan,Asia Central,Allowed,Male,41
2015-10-01,2015,4,Afghanistan,Asia Central,Dismissed,Female,5
2015-10-01,2015,4,Afghanistan,Asia Central,Dismissed,Male,55
2015-10-01,2015,4,Afghanistan,Asia Central,Withdrawn,Female,1
2015-10-01,2015,4,Afghanistan,Asia Central,Withdrawn,Male,3
2015-10-01,2015,4,Albania,Europe Other,Allowed,Female,33
2015-10-01,2015,4,Albania,Europe Other,Allowed,Male,10
2015-10-01,2015,4,Albania,Europe Other,Dismissed,Female,22
2015-10-01,2015,4,Albania,Europe Other,Dismissed,Male,72
2015-10-01,2015,4,Albania,Europe Other,Withdrawn,Female,1
2015-10-01,2015,4,Albania,Europe Other,Withdrawn,Male,3
2015-10-01,2015,4,Algeria,Africa North,Allowed,Female,1
2015-10-01,2015,4,Algeria,Africa North,Dismissed,Male,6
2015-10-01,2015,4,Angola,Africa Sub-Saharan,Allowed,Female,1
2015-10-01,2015,4,Angola,Africa Sub-Saharan,Allowed,Male,2
2015-10-01,2015,4,Angola,Africa Sub-Saharan,Dismissed,Female,2
2015-10-01,2015,4,Angola,Africa Sub-Saharan,Dismissed,Male,2
2015-10-01,2015,4,Armenia,Europe Other,Allowed,Male,1
2015-10-01,2015,4,Bahrain,Middle East,Allowed,Male,1
2015-10-01,2015,4,Bahrain,Middle East,Dismissed,Female,1
2015-10-01,2015,4,Bahrain,Middle East,Dismissed,Male,1
2015-10-01,2015,4,Bangladesh,Asia South,Allowed,Male,6
2015-10-01,2015,4,Bangladesh,Asia South,Dismissed,Female,11
2015-10-01,2015,4,Bangladesh,Asia South,Dismissed,Male,56
2015-10-01,2015,4,Bangladesh,Asia South,Withdrawn,Female,1
2015-10-01,2015,4,Bangladesh,Asia South,Withdrawn,Male,5
2015-10-01,2015,4,Belarus,Europe Other,Allowed,Male,1
2015-10-01,2015,4,Botswana,Africa Sub-Saharan,Dismissed,Male,1
2015-10-01,2015,4,British overseas citizens,Other,Dismissed,Male,1
2015-10-01,2015,4,Burma,Asia South East,Allowed,Male,3
2015-10-01,2015,4,Burma,Asia South East,Dismissed,Female,1
2015-10-01,2015,4,Burma,Asia South East,Dismissed,Male,6
2015-10-01,2015,4,Burma,Asia South East,Withdrawn,Female,1
2015-10-01,2015,4,Burundi,Africa Sub-Saharan,Dismissed,Female,1
2015-10-01,2015,4,Burundi,Africa Sub-Saharan,Dismissed,Male,1
2015-10-01,2015,4,Cameroon,Africa Sub-Saharan,Allowed,Female,3
2015-10-01,2015,4,Cameroon,Africa Sub-Saharan,Allowed,Male,3
2015-10-01,2015,4,Cameroon,Africa Sub-Saharan,Dismissed,Female,5
2015-10-01,2015,4,Cameroon,Africa Sub-Saharan,Dismissed,Male,6
2015-10-01,2015,4,Cameroon,Africa Sub-Saharan,Withdrawn,Female,1
2015-10-01,2015,4,Cameroon,Africa Sub-Saharan,Withdrawn,Male,1
2015-10-01,2015,4,Chad,Africa Sub-Saharan,Allowed,Male,1
2015-10-01,2015,4,China,Asia East,Allowed,Female,3
2015-10-01,2015,4,China,Asia East,Allowed,Male,4
2015-10-01,2015,4,China,Asia East,Dismissed,Female,35
2015-10-01,2015,4,China,Asia East,Dismissed,Male,13
2015-10-01,2015,4,China,Asia East,Withdrawn,Female,2
2015-10-01,2015,4,Colombia,America Central and South,Dismissed,Male,1
2015-10-01,2015,4,Congo,Africa Sub-Saharan,Allowed,Female,2
2015-10-01,2015,4,Congo,Africa Sub-Saharan,Allowed,Male,1
2015-10-01,2015,4,Congo,Africa Sub-Saharan,Dismissed,Female,2
